comparison_type,condition,reference_condition,direction,baseline,reference_baseline,target,descriptor_unit,domains,improved_domains,metadata_equal_domain_standardized_mae,candidate_equal_domain_standardized_mae,equal_domain_standardized_improvement,relative_improvement,reference_equal_domain_physical_mae,candidate_equal_domain_physical_mae,equal_domain_physical_improvement,bootstrap_estimate,ci95_low,ci95_high,simultaneous_low,simultaneous_high,bootstrap_seed,bootstrap_resamples
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,combined,metadata_only,projected_damage_area,mm^2,7,1,0.6430339127117569,0.8183510672234855,-0.17531715451172844,-0.27264060424495096,111.83817212772426,143.87371081790653,-32.03553869018223,-0.17531715451172844,-0.3686835887161088,0.10379303742294785,-0.3959339121363351,0.22796506171004483,20260821,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,nested_selected_surface,metadata_only,projected_damage_area,mm^2,7,1,0.6430339127117569,0.8678610655971457,-0.22482715288538854,-0.3496349857152377,111.83817212772426,152.83857677463698,-41.00040464691269,-0.22482715288538854,-0.42772796517744005,0.07432822937140086,-0.4638670052132739,0.20733345547345497,20260822,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,train_mean,metadata_only,projected_damage_area,mm^2,7,5,0.8415013244927927,0.8229794195460503,0.018521904946742312,0.022010547586370374,147.86190424576924,144.53857098189138,3.32333326387784,0.018521904946742312,-0.03031591989209765,0.06446933392995591,-0.04656404493690496,0.0790906835121867,20260823,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,profile_ridge,metadata_only,projected_damage_area,mm^2,7,2,0.8415013244927927,0.875038722749056,-0.033537398256263375,-0.0398542429823004,147.86190424576924,153.5046159933172,-5.642711747547996,-0.033537398256263375,-0.10193600330609962,0.029711069894063375,-0.12663738157277948,0.05122986243199117,20260824,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,profile_extra_trees,metadata_only,projected_damage_area,mm^2,7,3,0.8415013244927927,0.8574596055224697,-0.015958281029677144,-0.018964059313032994,147.86190424576924,150.96738446607964,-3.1054802203104015,-0.015958281029677144,-0.08667573931647461,0.057736699632509283,-0.11032178865459376,0.0828703328506898,20260825,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,frozen_rgb,metadata_only,projected_damage_area,mm^2,7,0,0.8415013244927927,1.239700889826271,-0.39819956533347856,-0.4732013530382614,147.86190424576924,217.725726860233,-69.86382261446381,-0.39819956533347856,-0.5021430930810916,-0.267861899663544,-0.5294621996637238,-0.2194310461394146,20260826,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,combined,metadata_only,projected_damage_area,mm^2,7,0,0.8415013244927927,1.4224921602142413,-0.5809908357214485,-0.6904217721482916,147.86190424576924,250.17254206300757,-102.31063781723836,-0.5809908357214485,-0.7395703371404101,-0.4233134505972127,-0.79740278842029,-0.37506697256583205,20260827,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,nested_selected_surface,metadata_only,projected_damage_area,mm^2,7,3,0.8415013244927927,0.8574596055224697,-0.015958281029677144,-0.018964059313032994,147.86190424576924,150.96738446607964,-3.1054802203104015,-0.015958281029677144,-0.0871000834881253,0.05750659006885898,-0.11032178865459376,0.08264022328703949,20260828,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,train_mean,train_mean,projected_damage_area,mm^2,7,0,0.8229794195460503,0.8229794195460503,0.0,0.0,144.53857098189138,144.53857098189138,0.0,0.0,0.0,0.0,0.0,0.0,20260829,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,train_mean,train_mean,projected_damage_area,mm^2,7,3,0.8229794195460503,0.8229794195460503,0.0,0.0,144.53857098189138,144.53857098189138,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,-1.5860328923216522e-16,1.427429603089487e-16,20260830,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,profile_ridge,profile_ridge,projected_damage_area,mm^2,7,2,0.9181371484279913,0.848661356671545,0.06947579175644633,0.07567038527457563,162.64003319552532,149.59908081103393,13.040952384491387,0.06947579175644633,-0.15582903351150396,0.43113417117332825,-0.17909244050739057,0.5961593067596453,20260831,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,profile_ridge,profile_ridge,projected_damage_area,mm^2,7,2,0.9181371484279913,0.875038722749056,0.04309842567893533,0.04694116315054591,162.64003319552532,153.5046159933172,9.135417202208089,0.04309842567893533,-0.2137727830049112,0.4714359690712195,-0.23398053255651488,0.6691254525929372,20260832,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,profile_extra_trees,profile_extra_trees,projected_damage_area,mm^2,7,0,0.6030788352232391,0.8004049109147504,-0.1973260756915113,-0.3271978125686801,105.84429309036999,140.6923337900202,-34.848040699650205,-0.1973260756915113,-0.2814114060924478,-0.10437807178528946,-0.29917242912734554,-0.07642833426628169,20260833,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,profile_extra_trees,profile_extra_trees,projected_damage_area,mm^2,7,1,0.6030788352232391,0.8574596055224697,-0.25438077029923056,-0.42180351131882704,105.84429309036999,150.96738446607964,-45.123091375709635,-0.25438077029923056,-0.35495233394596454,-0.13936030830894516,-0.3798351930057659,-0.0967559053778653,20260834,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,frozen_rgb,frozen_rgb,projected_damage_area,mm^2,7,1,0.9534283443171566,1.1160483682899793,-0.16262002397282302,-0.17056344605455498,166.8353695908381,196.67705705096574,-29.841687460127673,-0.16262002397282302,-0.4030139353096559,0.19523266244750864,-0.43751063240030535,0.3457900856981813,20260835,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,frozen_rgb,frozen_rgb,projected_damage_area,mm^2,7,1,0.9534283443171566,1.239700889826271,-0.28627254550911463,-0.30025596282659545,166.8353695908381,217.725726860233,-50.89035726939493,-0.28627254550911463,-0.5054603608537184,-0.05235478735354419,-0.5817488702985179,0.02883082097504735,20260836,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,combined,combined,projected_damage_area,mm^2,7,2,0.9489866955377756,0.8183510672234855,0.1306356283142903,0.13765801873572228,165.384463587405,143.87371081790653,21.510752769498488,0.1306356283142903,-0.12057501223538102,0.5600932615801487,-0.1401523941396426,0.7555489935278393,20260837,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,combined,combined,projected_damage_area,mm^2,7,1,0.9489866955377756,1.4224921602142413,-0.4735054646764655,-0.49895901270579723,165.384463587405,250.17254206300757,-84.78807847560259,-0.4735054646764655,-0.7537065869261264,-0.10944221360642968,-0.8180223026759849,0.032897357446258546,20260838,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,nested_selected_surface,nested_selected_surface,projected_damage_area,mm^2,7,0,0.6030788352232391,0.8678610655971457,-0.26478223037390647,-0.4390507756351508,105.84429309036999,152.83857677463698,-46.994283684266975,-0.26478223037390647,-0.34004772746459017,-0.1799600628813638,-0.3599068780940998,-0.14893656650033973,20260839,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,nested_selected_surface,nested_selected_surface,projected_damage_area,mm^2,7,1,0.6030788352232391,0.8574596055224697,-0.25438077029923056,-0.42180351131882704,105.84429309036999,150.96738446607964,-45.123091375709635,-0.25438077029923056,-0.3549523339459646,-0.137346994976726,-0.37904901109691436,-0.0985469889005205,20260840,100000
baseline_vs_metadata,normal,normal,improvement,train_mean,metadata_only,damage_height,mm,7,4,0.790002341189826,0.7951101387541489,-0.005107797564322876,-0.006465547376264732,8.83738315508366,8.874072362352713,-0.03668920726905091,-0.005107797564322876,-0.06409248314564141,0.053692713980778385,-0.07953891638707171,0.07203288664513477,20260841,100000
baseline_vs_metadata,normal,normal,improvement,profile_ridge,metadata_only,damage_height,mm,7,3,0.790002341189826,0.8396163202502002,-0.049613979060374166,-0.06280231902306813,8.83738315508366,9.388158587456573,-0.5507754323729113,-0.049613979060374166,-0.16883083517878486,0.06125063978340049,-0.2146859347225025,0.08794594434139628,20260842,100000
baseline_vs_metadata,normal,normal,improvement,profile_extra_trees,metadata_only,damage_height,mm,7,6,0.790002341189826,0.7378708568342176,0.052131484355608534,0.0659890251427522,8.83738315508366,8.203995421234191,0.6333877338494709,0.052131484355608534,-0.027036999396937853,0.12372016775349236,-0.05195181130393865,0.14304251798479248,20260843,100000
baseline_vs_metadata,normal,normal,improvement,frozen_rgb,metadata_only,damage_height,mm,7,1,0.790002341189826,1.316673853151184,-0.526671511961358,-0.666670824251148,8.83738315508366,14.885443932798847,-6.048060777715185,-0.526671511961358,-1.0686342476200894,-0.13818129238487215,-1.2846209286874382,-0.05727641190889786,20260844,100000
baseline_vs_metadata,normal,normal,improvement,combined,metadata_only,damage_height,mm,7,1,0.790002341189826,1.387622842494317,-0.5976205013044912,-0.7564794053703845,8.83738315508366,15.625610810578655,-6.788227655494994,-0.5976205013044912,-1.2906507594978525,-0.17956430837085427,-1.611056965144272,-0.12333871939683012,20260845,100000
baseline_vs_metadata,normal,normal,improvement,nested_selected_surface,metadata_only,damage_height,mm,7,6,0.790002341189826,0.7378708568342176,0.052131484355608534,0.0659890251427522,8.83738315508366,8.203995421234191,0.6333877338494709,0.052131484355608534,-0.027036999396937853,0.12370790542939446,-0.05222719302915923,0.1445173257657705,20260846,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,train_mean,metadata_only,damage_height,mm,7,4,0.790002341189826,0.7951101387541489,-0.005107797564322876,-0.006465547376264732,8.83738315508366,8.874072362352713,-0.03668920726905091,-0.005107797564322876,-0.06382379722808244,0.05447721591022286,-0.07953891638707171,0.07321118701683894,20260847,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,profile_ridge,metadata_only,damage_height,mm,7,2,0.790002341189826,0.8285496686425908,-0.03854732745276484,-0.04879394078086976,8.83738315508366,9.23376456217411,-0.3963814070904475,-0.03854732745276484,-0.11400934755081053,0.04692130954073783,-0.13531992893036546,0.07919117254444595,20260848,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,profile_extra_trees,metadata_only,damage_height,mm,7,3,0.790002341189826,0.8098282611406734,-0.019825919950847377,-0.02509602683074011,8.83738315508366,9.040637768899655,-0.203254613815995,-0.019825919950847377,-0.08076248405244275,0.041892779299383995,-0.09955301847005635,0.06304168678383468,20260849,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,frozen_rgb,metadata_only,damage_height,mm,7,0,0.790002341189826,1.2431646257396596,-0.4531622845498336,-0.5736214450546107,8.83738315508366,14.05420709127895,-5.216823936195289,-0.4531622845498336,-0.6178025300402735,-0.31738635237070995,-0.6785764836809905,-0.2856291441465117,20260850,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,combined,metadata_only,damage_height,mm,7,0,0.790002341189826,1.1781564907407949,-0.38815414955096866,-0.49133291043969307,8.83738315508366,13.392056175811007,-4.554673020727345,-0.38815414955096866,-0.5863781562296099,-0.21397282208749926,-0.6588911265742184,-0.16644515286018427,20260851,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,nested_selected_surface,metadata_only,damage_height,mm,7,2,0.790002341189826,0.8271559626861535,-0.03715362149632751,-0.04702976125408727,8.83738315508366,9.244960934510104,-0.40757777942644297,-0.03715362149632751,-0.08814997444897524,0.02244386392929956,-0.09901380934896227,0.0454352945031928,20260852,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,train_mean,metadata_only,damage_height,mm,7,4,0.8140842347821959,0.7951101387541488,0.0189740960280471,0.023307288382907354,9.091754377065902,8.874072362352711,0.21768201471318932,0.0189740960280471,-0.01987287485599714,0.06087673721166747,-0.030235813483627787,0.07457143309118053,20260853,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,profile_ridge,metadata_only,damage_height,mm,7,2,0.8140842347821959,0.8221078022283582,-0.008023567446162125,-0.00985594254666876,9.091754377065902,9.179222231482878,-0.08746785441697494,-0.008023567446162125,-0.04408965365206457,0.029526963841027803,-0.054271367735895075,0.04189974522204969,20260854,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,profile_extra_trees,metadata_only,damage_height,mm,7,4,0.8140842347821959,0.8155141449794695,-0.0014299101972734302,-0.0017564646705828856,9.091754377065902,9.118059406978142,-0.026305029912240614,-0.0014299101972734302,-0.05328290781714135,0.04656215258725044,-0.06983421002170416,0.059069802606026414,20260855,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,frozen_rgb,metadata_only,damage_height,mm,7,2,0.8140842347821959,1.2258044818930711,-0.4117202471108751,-0.5057464934461343,9.091754377065902,13.987864525171519,-4.896110148105619,-0.4117202471108751,-0.6529278002944954,-0.14627071696524566,-0.7080675694868082,-0.06297179955342667,20260856,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,combined,metadata_only,damage_height,mm,7,1,0.8140842347821959,1.3511113914940314,-0.5370271567118353,-0.6596702574095593,9.091754377065902,15.30133432818521,-6.209579951119309,-0.5370271567118353,-0.7171619464977528,-0.3217627029118631,-0.7724583566908788,-0.2412248861387904,20260857,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,nested_selected_surface,metadata_only,damage_height,mm,7,4,0.8140842347821959,0.8155141449794695,-0.0014299101972734302,-0.0017564646705828856,9.091754377065902,9.118059406978142,-0.026305029912240614,-0.0014299101972734302,-0.05296499183747464,0.04656215258725044,-0.0709546450311297,0.059069802606026414,20260858,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,train_mean,train_mean,damage_height,mm,7,0,0.7951101387541489,0.7951101387541489,0.0,0.0,8.874072362352713,8.874072362352713,0.0,0.0,0.0,0.0,0.0,0.0,20260859,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,train_mean,train_mean,damage_height,mm,7,2,0.7951101387541489,0.7951101387541488,1.586032892321652e-17,1.9947335784282577e-17,8.874072362352713,8.874072362352711,2.5376526277146434e-16,1.586032892321652e-17,-1.9032394707859825e-16,2.5376526277146434e-16,-2.379049338482478e-16,3.3306690738754696e-16,20260860,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,profile_ridge,profile_ridge,damage_height,mm,7,4,0.8396163202502002,0.8285496686425908,0.011066651607609326,0.013180605641766869,9.388158587456573,9.23376456217411,0.15439402528246365,0.011066651607609326,-0.09706434101818477,0.12084946015706935,-0.13295445397021774,0.15991307527181955,20260861,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,profile_ridge,profile_ridge,damage_height,mm,7,2,0.8396163202502002,0.8221078022283582,0.01750851802184208,0.020852998684714297,9.388158587456573,9.179222231482878,0.2089363559736963,0.01750851802184208,-0.09669323646130594,0.14851778238602437,-0.1160312385396819,0.19329406895918538,20260862,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,profile_extra_trees,profile_extra_trees,damage_height,mm,7,1,0.7378708568342176,0.8098282611406734,-0.07195740430645592,-0.09752032302127236,8.203995421234191,9.040637768899655,-0.8366423476654659,-0.07195740430645592,-0.12751154389254143,0.005857941324674416,-0.13722491242020465,0.03754973778485312,20260863,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,profile_extra_trees,profile_extra_trees,damage_height,mm,7,1,0.7378708568342176,0.8155141449794695,-0.07764328814525191,-0.10522612111064382,8.203995421234191,9.118059406978142,-0.9140639857439515,-0.07764328814525191,-0.1463283695042356,0.005049151808521192,-0.16082162265047373,0.0367251575531886,20260864,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,frozen_rgb,frozen_rgb,damage_height,mm,7,3,1.316673853151184,1.2431646257396596,0.07350922741152432,0.05582948824843399,14.885443932798847,14.05420709127895,0.8312368415198955,0.07350922741152432,-0.2199520995754118,0.46193390636031967,-0.28303224013460576,0.6061346829902376,20260865,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,frozen_rgb,frozen_rgb,damage_height,mm,7,3,1.316673853151184,1.2258044818930711,0.0908693712581128,0.06901433566151248,14.885443932798847,13.987864525171519,0.8975794076273262,0.0908693712581128,-0.2275338535725582,0.53298558039945,-0.2861222217034398,0.7125986032118942,20260866,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,combined,combined,damage_height,mm,7,2,1.387622842494317,1.1781564907407949,0.20946635175352246,0.1509533753256734,15.625610810578655,13.392056175811007,2.2335546347676485,0.20946635175352246,-0.2634443136868067,0.9303639529144392,-0.340970902008639,1.2271499401903818,20260867,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,combined,combined,damage_height,mm,7,1,1.387622842494317,1.3511113914940314,0.036511451000285966,0.026312229722778937,15.625610810578655,15.30133432818521,0.3242764823934454,0.036511451000285966,-0.36711366742962326,0.6930138280581685,-0.42141396841742235,0.9907128524675862,20260868,100000
surface_shuffle_vs_normal,surface_shuffle,normal,normal_minus_surface_shuffle,nested_selected_surface,nested_selected_surface,damage_height,mm,7,1,0.7378708568342176,0.8271559626861535,-0.08928510585193604,-0.1210037027820931,8.203995421234191,9.244960934510104,-1.040965513275914,-0.08928510585193604,-0.17526720761890413,0.0016992520669292244,-0.2023312073945178,0.03674244069129523,20260869,100000
target_shuffle_vs_normal,target_shuffle,normal,normal_minus_target_shuffle,nested_selected_surface,nested_selected_surface,damage_height,mm,7,1,0.7378708568342176,0.8155141449794695,-0.07764328814525191,-0.10522612111064382,8.203995421234191,9.118059406978142,-0.9140639857439515,-0.07764328814525191,-0.14668589108998992,0.006766684110020809,-0.1618630943917133,0.036861998922632755,20260870,100000
baseline_vs_metadata,normal,normal,improvement,train_mean,metadata_only,damage_width,mm,7,2,0.7239941904872577,0.7841683344685254,-0.06017414398126782,-0.08311412546110326,8.227023929958316,8.882415685798579,-0.6553917558402632,-0.06017414398126782,-0.1484726645278336,0.041037388071872974,-0.17265177219173516,0.07464597882167189,20260871,100000
baseline_vs_metadata,normal,normal,improvement,profile_ridge,metadata_only,damage_width,mm,7,4,0.7239941904872577,0.8286799868546908,-0.10468579636743312,-0.14459480164748034,8.227023929958316,9.381411798894948,-1.1543878689366345,-0.10468579636743312,-0.35613031754245555,0.0947850855465477,-0.4640048038357196,0.12027020727702588,20260872,100000
baseline_vs_metadata,normal,normal,improvement,profile_extra_trees,metadata_only,damage_width,mm,7,5,0.7239941904872577,0.6729744596265018,0.0510197308607559,0.07046980698342199,8.227023929958316,7.577394044820478,0.6496298851378376,0.0510197308607559,-0.08407529106880061,0.15892095928404917,-0.1322024094131729,0.18895591660050046,20260873,100000
baseline_vs_metadata,normal,normal,improvement,frozen_rgb,metadata_only,damage_width,mm,7,0,0.7239941904872577,1.0197148387262587,-0.29572064823900096,-0.4084572115695805,8.227023929958316,11.753913776977729,-3.5268898470194117,-0.29572064823900096,-0.4240709916347057,-0.17729391118166402,-0.46703525711829635,-0.14321259876839224,20260874,100000
baseline_vs_metadata,normal,normal,improvement,combined,metadata_only,damage_width,mm,7,0,0.7239941904872577,1.1671787099214892,-0.44318451943423165,-0.6121382260484198,8.227023929958316,13.329041600073554,-5.10201767011524,-0.44318451943423165,-0.7467626099586183,-0.20734932480266227,-0.8686102385258432,-0.1579277799828049,20260875,100000
baseline_vs_metadata,normal,normal,improvement,nested_selected_surface,metadata_only,damage_width,mm,7,5,0.7239941904872577,0.6729744596265018,0.0510197308607559,0.07046980698342199,8.227023929958316,7.577394044820478,0.6496298851378376,0.0510197308607559,-0.08318255393598006,0.1585870493062967,-0.13130967228035242,0.18862200662274806,20260876,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,train_mean,metadata_only,damage_width,mm,7,2,0.7239941904872577,0.7841683344685254,-0.06017414398126782,-0.08311412546110326,8.227023929958316,8.882415685798579,-0.6553917558402632,-0.06017414398126782,-0.14932047917258956,0.03968282745596747,-0.1740781148912963,0.07329141820576637,20260877,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,profile_ridge,metadata_only,damage_width,mm,7,2,0.7239941904872577,0.8163882789075056,-0.09239408842024807,-0.12761716825112315,8.227023929958316,9.238366812741289,-1.011342882782972,-0.09239408842024807,-0.21708977572463178,0.03730952955714738,-0.25654852102216136,0.07934127851442173,20260878,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,profile_extra_trees,metadata_only,damage_width,mm,7,3,0.7239941904872577,0.7664228956660123,-0.04242870517875469,-0.058603654195345974,8.227023929958316,8.665223888211406,-0.438199958253092,-0.04242870517875469,-0.1550525087319524,0.0829949526373079,-0.18455355438306545,0.12463497733996012,20260879,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,frozen_rgb,metadata_only,damage_width,mm,7,0,0.7239941904872577,1.2930735699034006,-0.5690793794161427,-0.7860275495210048,8.227023929958316,14.892263464550979,-6.665239534592665,-0.5690793794161427,-0.7526248281456897,-0.42035170902489316,-0.8192660529734769,-0.38451316266479013,20260880,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,combined,metadata_only,damage_width,mm,7,0,0.7239941904872577,1.1044425482787619,-0.38044835779150427,-0.5254853737644738,8.227023929958316,12.70612449593781,-4.479100565979496,-0.38044835779150427,-0.46491930541878096,-0.28476157855489614,-0.48845676108252906,-0.2500568661242469,20260881,100000
baseline_vs_metadata,surface_shuffle,surface_shuffle,improvement,nested_selected_surface,metadata_only,damage_width,mm,7,2,0.7239941904872577,0.8015739005819371,-0.07757971009467944,-0.10715515554408975,8.227023929958316,9.079894580217433,-0.8528706502591193,-0.07757971009467944,-0.17946949464875703,0.039370145068736304,-0.1998333651567909,0.08422525528645576,20260882,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,train_mean,metadata_only,damage_width,mm,7,5,0.8161672315606091,0.7841683344685253,0.03199889709208371,0.03920629970759546,9.258854079085094,8.882415685798577,0.3764383932865164,0.03199889709208371,-0.010630323730674905,0.07462527981426632,-0.025248444933297,0.08774844515692881,20260883,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,profile_ridge,metadata_only,damage_width,mm,7,4,0.8161672315606091,0.7892574203624302,0.026909811198178923,0.03297095271360522,9.258854079085094,8.945703117390847,0.3131509616942453,0.026909811198178923,-0.02341676892457984,0.07913665170179077,-0.04261588655890187,0.09391591325129034,20260884,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,profile_extra_trees,metadata_only,damage_width,mm,7,5,0.8161672315606091,0.8120185030699376,0.004148728490671502,0.005083184340467379,9.258854079085094,9.21426258605483,0.04459149303026536,0.004148728490671502,-0.03410956126534966,0.036991246561292636,-0.04709386484057431,0.042703164436187165,20260885,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,frozen_rgb,metadata_only,damage_width,mm,7,1,0.8161672315606091,1.2812099743607368,-0.4650427428001276,-0.5697885492301747,9.258854079085094,14.766496074693531,-5.507641995608436,-0.4650427428001276,-0.7088235492432392,-0.23430274853653618,-0.7952172862116945,-0.16079266431559835,20260886,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,combined,metadata_only,damage_width,mm,7,0,0.8161672315606091,1.4467228692768832,-0.6305556377162739,-0.7725814187744052,9.258854079085094,16.58962587623768,-7.330771797152585,-0.6305556377162739,-0.8411919207145481,-0.43671668485658477,-0.9164609758030874,-0.3712085113384223,20260887,100000
baseline_vs_metadata,target_shuffle,target_shuffle,improvement,nested_selected_surface,metadata_only,damage_width,mm,7,5,0.8161672315606091,0.8120185030699376,0.004148728490671502,0.005083184340467379,9.258854079085094,9.21426258605483,0.04459149303026536,0.004148728490671502,-0.033907934080999055,0.03692195742217208,-0.04702581566585597,0.04270671526443565,20260888,100000
