condition,baseline,target,descriptor_unit,specimens,domains,pooled_mae,pooled_rmse,pooled_r2,physical_mae,physical_rmse,physical_r2,equal_domain_mae
normal,metadata_only,projected_damage_area,mm^2,292,7,0.5407269192647571,0.7938465576208891,0.3964581227528384,94.622743088271,137.72002073718696,0.3964581227528384,0.6430339127117569
normal,nested_selected_surface,damage_eccentricity,1,292,7,0.5680930069825395,0.8019986207311988,0.3817873554044531,0.11567133516019946,0.16184733180017272,0.3817873554044531,0.583217313042879
normal,nested_selected_surface,damage_height,mm,292,7,0.694030834243053,1.044352457357475,-0.0019885063365621125,7.748188995298733,11.48252516467638,-0.0019885063365621125,0.7378708568342176
normal,nested_selected_surface,damage_radial_spread,mm,292,7,0.666898951207572,0.9804182148179648,0.10645242820135337,2.139301626916852,3.1139608655299047,0.10645242820135337,0.7018403689985807
normal,nested_selected_surface,damage_width,mm,292,7,0.6566072921117909,0.9483028549582012,0.18741306158172677,7.380980353509685,10.493575951783708,0.18741306158172677,0.6729744596265018
normal,nested_selected_surface,equivalent_damage_diameter,mm,292,7,0.5588536849058868,0.7468323173130864,0.45515543661871705,3.9224943507513927,5.23203599619352,0.45515543661871705,0.581281447996595
normal,nested_selected_surface,projected_damage_area,mm^2,292,7,0.5644091932542185,0.8443131916182657,0.30923495753810715,99.41979124898089,147.33588981523675,0.30923495753810715,0.6030788352232391
normal,profile_extra_trees,damage_eccentricity,1,292,7,0.5680930069825395,0.8019986207311988,0.3817873554044531,0.11567133516019946,0.16184733180017272,0.3817873554044531,0.583217313042879
normal,profile_extra_trees,damage_height,mm,292,7,0.694030834243053,1.044352457357475,-0.0019885063365621125,7.748188995298733,11.48252516467638,-0.0019885063365621125,0.7378708568342176
normal,profile_extra_trees,damage_radial_spread,mm,292,7,0.666898951207572,0.9804182148179648,0.10645242820135337,2.139301626916852,3.1139608655299047,0.10645242820135337,0.7018403689985807
normal,profile_extra_trees,damage_width,mm,292,7,0.6566072921117909,0.9483028549582012,0.18741306158172677,7.380980353509685,10.493575951783708,0.18741306158172677,0.6729744596265018
normal,profile_extra_trees,equivalent_damage_diameter,mm,292,7,0.5588536849058868,0.7468323173130864,0.45515543661871705,3.9224943507513927,5.23203599619352,0.45515543661871705,0.581281447996595
normal,profile_extra_trees,projected_damage_area,mm^2,292,7,0.5644091932542185,0.8443131916182657,0.30923495753810715,99.41979124898089,147.33588981523675,0.30923495753810715,0.6030788352232391
normal,profile_ridge,damage_eccentricity,1,292,7,0.9650564195251489,1.3470464138447016,-0.708131293958409,0.19500007617386886,0.26902784132865454,-0.708131293958409,0.9844119494143689
normal,profile_ridge,damage_height,mm,292,7,0.8189792067249402,1.2161369788761638,-0.39765770114658583,9.206188905141545,13.561459985704346,-0.39765770114658583,0.8396163202502002
normal,profile_ridge,damage_radial_spread,mm,292,7,0.8191076448762716,1.2067031673650912,-0.38185860208226763,2.6373832348755997,3.8724526306425324,-0.38185860208226763,0.8405455555942895
normal,profile_ridge,damage_width,mm,292,7,0.8212568168377058,1.2293753120902973,-0.4242742455538664,9.30197927925157,13.89265984296304,-0.4242742455538664,0.8286799868546908
normal,profile_ridge,equivalent_damage_diameter,mm,292,7,0.8459335447708926,1.1447591841890088,-0.2799994154931633,5.943151177846241,8.019352393529786,-0.2799994154931633,0.8517827456678689
normal,profile_ridge,projected_damage_area,mm^2,292,7,0.884414722026245,1.3514741382169138,-0.8335171652150144,156.81583837222013,240.04124179561265,-0.8335171652150144,0.9181371484279913
normal,train_mean,damage_eccentricity,1,292,7,0.8912610120053818,1.0745270185114508,-0.10573979355801533,0.1807653202675991,0.2164527320946865,-0.10573979355801533,0.885051056247166
normal,train_mean,damage_height,mm,292,7,0.7432368113139205,1.0510941684594537,-0.02014487505797491,8.335350985952504,11.586091714694847,-0.02014487505797491,0.7951101387541489
normal,train_mean,damage_radial_spread,mm,292,7,0.7374588848148885,1.0452937510352975,-0.012904922400100327,2.371986054353559,3.3154207532131172,-0.012904922400100327,0.7753241588262171
normal,train_mean,damage_width,mm,292,7,0.7762286774986803,1.0566821251816352,-0.01183338738885542,8.783581785547291,11.709627897960177,-0.01183338738885542,0.7841683344685254
normal,train_mean,equivalent_damage_diameter,mm,292,7,0.8520703166465177,1.040577034083527,-0.05928229682614106,5.987162130061798,7.295251515747607,-0.05928229682614106,0.8521505974148521
normal,train_mean,projected_damage_area,mm^2,292,7,0.8096542135570655,1.0446487236051907,-0.05833324954876962,142.4720758509408,182.37050260893523,-0.05833324954876962,0.8229794195460503
surface_shuffle,combined,damage_eccentricity,1,292,7,1.2176755080244495,1.5969947114067737,-1.4998667490221207,0.24884486166387032,0.32545806065551214,-1.4998667490221207,1.211732555195477
surface_shuffle,combined,damage_height,mm,292,7,1.1765189384402612,1.5415161461272817,-1.3545438698904424,13.463506358242599,17.601895133541703,-1.3545438698904424,1.1781564907407949
surface_shuffle,combined,damage_radial_spread,mm,292,7,1.0621465186093402,1.3574503019035584,-0.7953298474466952,3.472393872366793,4.413940111836464,-0.7953298474466952,1.0684255812265815
surface_shuffle,combined,damage_width,mm,292,7,1.0824027385156012,1.3518587255097552,-0.7788681196240528,12.45966283803896,15.526031667026706,-0.7788681196240528,1.1044425482787619
surface_shuffle,combined,equivalent_damage_diameter,mm,292,7,0.7672724693429297,0.9752706546169985,0.0673647951612183,5.397690789481958,6.84526577736663,0.0673647951612183,0.770027731686559
surface_shuffle,combined,projected_damage_area,mm^2,292,7,0.7991024592962555,1.0709510897703078,-0.11908387748014326,140.686766469733,187.53170157429358,-0.11908387748014326,0.8183510672234855
surface_shuffle,frozen_rgb,damage_eccentricity,1,292,7,1.2964329697566772,1.6339687531785796,-1.6037697356201583,0.2644013374833082,0.33215277841979285,-1.6037697356201583,1.306249769441168
surface_shuffle,frozen_rgb,damage_height,mm,292,7,1.1720745366239045,1.4950945224335386,-1.1658914984591746,13.339707166199922,16.882018982510875,-1.1658914984591746,1.2431646257396596
surface_shuffle,frozen_rgb,damage_radial_spread,mm,292,7,1.1456069655015726,1.4821803322449798,-1.136698766141373,3.741649635749776,4.815328949544106,-1.136698766141373,1.2502778940011976
surface_shuffle,frozen_rgb,damage_width,mm,292,7,1.2171899533598327,1.558376571020856,-1.3675836054766703,14.02094958407206,17.91188340833484,-1.3675836054766703,1.2930735699034006
surface_shuffle,frozen_rgb,equivalent_damage_diameter,mm,292,7,1.2221013313576634,1.5777236895943882,-1.4386978359962264,8.595557813700415,11.06912798245132,-1.4386978359962264,1.2057346075994937
surface_shuffle,frozen_rgb,projected_damage_area,mm^2,292,7,1.1360325199890693,1.4878687612814423,-1.1686907829562547,200.22360036684955,261.0611168222284,-1.1686907829562547,1.1160483682899793
surface_shuffle,metadata_only,damage_eccentricity,1,292,7,0.7364157543646763,0.9587408338331542,0.1114082895293409,0.15003158392908858,0.1940384205962152,0.1114082895293409,0.7594501621300954
surface_shuffle,metadata_only,damage_height,mm,292,7,0.7557692148314265,1.0645968324305102,-0.04999090595034272,8.500578208147983,11.754355049288131,-0.04999090595034272,0.790002341189826
surface_shuffle,metadata_only,damage_radial_spread,mm,292,7,0.7015787828224316,0.9983059355131307,0.06535075230976639,2.2647486078802475,3.184774162154091,0.06535075230976639,0.7328611446005476
surface_shuffle,metadata_only,damage_width,mm,292,7,0.6977099579077403,0.9462328083809604,0.17294482578849535,7.916981977971231,10.586583643646884,0.17294482578849535,0.7239941904872577
surface_shuffle,metadata_only,equivalent_damage_diameter,mm,292,7,0.5466123150192108,0.7369973405203326,0.4712253499974838,3.83350099183414,5.154300392375721,0.4712253499974838,0.6360101051193343
surface_shuffle,metadata_only,projected_damage_area,mm^2,292,7,0.5407269192647571,0.7938465576208891,0.3964581227528384,94.622743088271,137.72002073718696,0.3964581227528384,0.6430339127117569
surface_shuffle,nested_selected_surface,damage_eccentricity,1,292,7,0.8980991676723038,1.1075087823839675,-0.1821734983875496,0.18252317644265875,0.22380882740666552,-0.1821734983875496,0.9297330813525014
surface_shuffle,nested_selected_surface,damage_height,mm,292,7,0.7944337333590867,1.107501503843846,-0.13949891207969012,8.927126012873222,12.245118531264223,-0.13949891207969012,0.8271559626861535
surface_shuffle,nested_selected_surface,damage_radial_spread,mm,292,7,0.7735706210815864,1.0923183353458474,-0.10958139484025597,2.489963091025166,3.47003530806101,-0.10958139484025597,0.7959382138871481
surface_shuffle,nested_selected_surface,damage_width,mm,292,7,0.8033976062543959,1.1479312230521423,-0.21628652929556758,9.095363257410748,12.838271036473396,-0.21628652929556758,0.8015739005819371
surface_shuffle,nested_selected_surface,equivalent_damage_diameter,mm,292,7,0.8826401819366034,1.08211413436578,-0.14690430543581567,6.20674088273182,7.590982739476505,-0.14690430543581567,0.8739282326404082
surface_shuffle,nested_selected_surface,projected_damage_area,mm^2,292,7,0.8545373117393746,1.079696557855705,-0.13680511231229064,150.71378557396292,189.0106970495783,-0.13680511231229064,0.8678610655971457
surface_shuffle,profile_extra_trees,damage_eccentricity,1,292,7,0.9051651538483791,1.101834931258422,-0.1645365812211106,0.1835864915757519,0.22213304499991401,-0.1645365812211106,0.8966405442486748
surface_shuffle,profile_extra_trees,damage_height,mm,292,7,0.7643651335403338,1.0743238358279763,-0.06425673208714255,8.574092894883353,11.83393662053052,-0.06425673208714255,0.8098282611406734
surface_shuffle,profile_extra_trees,damage_radial_spread,mm,292,7,0.7458279792571659,1.053766890808408,-0.028029787567547926,2.3997319836958035,3.3400822396948735,-0.028029787567547926,0.7801081191693102
surface_shuffle,profile_extra_trees,damage_width,mm,292,7,0.7612379964445471,1.0521435841908495,0.001870631554035218,8.596525262803553,11.630061433118788,0.001870631554035218,0.7664228956660123
surface_shuffle,profile_extra_trees,equivalent_damage_diameter,mm,292,7,0.8266741902822692,1.0171255001137158,-0.011766000980390157,5.808686315314134,7.129752482875832,-0.011766000980390157,0.8310023118252705
surface_shuffle,profile_extra_trees,projected_damage_area,mm^2,292,7,0.7911768819576029,1.026392763150487,-0.02414734986039413,139.32237680164238,179.4008917703025,-0.02414734986039413,0.8004049109147504
surface_shuffle,profile_ridge,damage_eccentricity,1,292,7,0.8546471615281402,1.0791395252417355,-0.12361982254564774,0.17388815861619067,0.21819575562543148,-0.12361982254564774,0.8461932215710666
surface_shuffle,profile_ridge,damage_height,mm,292,7,0.7939628491539535,1.1430601416576045,-0.20260898797432003,8.894094631055212,12.579641327471743,-0.20260898797432003,0.8285496686425908
surface_shuffle,profile_ridge,damage_radial_spread,mm,292,7,0.7829116364830369,1.1016559665011445,-0.12352155411499499,2.512196971001077,3.4917650611650415,-0.12352155411499499,0.8087742355413844
surface_shuffle,profile_ridge,damage_width,mm,292,7,0.8169096711563257,1.1694081367481437,-0.26012428166508283,9.240252277191994,13.067583437101304,-0.26012428166508283,0.8163882789075056
surface_shuffle,profile_ridge,equivalent_damage_diameter,mm,292,7,0.8552595416005191,1.0359420285969971,-0.05419719710433024,6.019746509644012,7.277719971033115,-0.05419719710433024,0.8603012114844767
surface_shuffle,profile_ridge,projected_damage_area,mm^2,292,7,0.830760458208283,1.054970597307564,-0.0898812839175045,146.70560860215792,185.06869905522638,-0.0898812839175045,0.848661356671545
surface_shuffle,train_mean,damage_eccentricity,1,292,7,0.8912610120053818,1.0745270185114508,-0.10573979355801533,0.1807653202675991,0.2164527320946865,-0.10573979355801533,0.885051056247166
surface_shuffle,train_mean,damage_height,mm,292,7,0.7432368113139205,1.0510941684594537,-0.02014487505797491,8.335350985952504,11.586091714694847,-0.02014487505797491,0.7951101387541489
surface_shuffle,train_mean,damage_radial_spread,mm,292,7,0.7374588848148885,1.0452937510352975,-0.012904922400100327,2.371986054353559,3.3154207532131172,-0.012904922400100327,0.7753241588262171
surface_shuffle,train_mean,damage_width,mm,292,7,0.7762286774986803,1.0566821251816352,-0.01183338738885542,8.783581785547291,11.709627897960177,-0.01183338738885542,0.7841683344685254
surface_shuffle,train_mean,equivalent_damage_diameter,mm,292,7,0.8520703166465177,1.040577034083527,-0.05928229682614106,5.987162130061798,7.295251515747607,-0.05928229682614106,0.8521505974148521
surface_shuffle,train_mean,projected_damage_area,mm^2,292,7,0.8096542135570655,1.0446487236051907,-0.05833324954876962,142.4720758509408,182.37050260893523,-0.05833324954876962,0.8229794195460503
target_shuffle,combined,damage_eccentricity,1,292,7,1.3840676110304044,1.68746311619107,-1.7682935991205238,0.2819298917922548,0.3424858842526513,-1.7682935991205238,1.4050819124334448
target_shuffle,combined,damage_height,mm,292,7,1.2941332874173108,1.6029525081258509,-1.5045988289620706,14.752114101185027,18.15411668589368,-1.5045988289620706,1.3511113914940314
target_shuffle,combined,damage_radial_spread,mm,292,7,1.3358847274013566,1.6677545333343482,-1.706481355679092,4.370247440074008,5.41947017607166,-1.706481355679092,1.3417170324020538
target_shuffle,combined,damage_width,mm,292,7,1.4194869893569917,1.7688372061551927,-1.9938593223960863,16.293519839137396,20.142078603626317,-1.9938593223960863,1.4467228692768832
target_shuffle,combined,equivalent_damage_diameter,mm,292,7,1.357497665907835,1.7138324032136372,-1.874691716087444,9.543622417441963,12.017940544500274,-1.874691716087444,1.3393200487936074
target_shuffle,combined,projected_damage_area,mm^2,292,7,1.376857876469383,1.7548860131552657,-2.0140249043542653,242.64060421622918,307.76327373480507,-2.0140249043542653,1.4224921602142413
target_shuffle,frozen_rgb,damage_eccentricity,1,292,7,1.2452179146823297,1.5256056205747652,-1.3034849881506085,0.25477733300559424,0.31241314251877933,-1.3034849881506085,1.2999545474874012
target_shuffle,frozen_rgb,damage_height,mm,292,7,1.1718046727670934,1.452631405080603,-1.1150112131509244,13.464039062396031,16.68254761451307,-1.1150112131509244,1.2258044818930711
target_shuffle,frozen_rgb,damage_radial_spread,mm,292,7,1.1861783659510527,1.5003700077008209,-1.2398192892982975,3.902215358401269,4.930157584875871,-1.2398192892982975,1.187198377491709
target_shuffle,frozen_rgb,damage_width,mm,292,7,1.243341468070683,1.573825841618704,-1.4146365245575296,14.336848545425772,18.088996489891972,-1.4146365245575296,1.2812099743607368
target_shuffle,frozen_rgb,equivalent_damage_diameter,mm,292,7,1.2038827288668414,1.5498606198766403,-1.358032224651998,8.462255804244297,10.884519964786524,-1.358032224651998,1.1798368091414184
target_shuffle,frozen_rgb,projected_damage_area,mm^2,292,7,1.2198748784375968,1.596489599408027,-1.488039226006372,214.72214842448886,279.6224176080954,-1.488039226006372,1.239700889826271
target_shuffle,metadata_only,damage_eccentricity,1,292,7,0.9268330171100018,1.1146243394128077,-0.18548495284767053,0.18773277505794309,0.22412207011551968,-0.18548495284767053,0.9441402079681948
target_shuffle,metadata_only,damage_height,mm,292,7,0.7713943190928343,1.0787315843340861,-0.0791992668338044,8.658852884098827,11.916723338284871,-0.0791992668338044,0.8140842347821959
target_shuffle,metadata_only,damage_radial_spread,mm,292,7,0.7718934968953199,1.0852801907110592,-0.09633285021118376,2.486878974316671,3.4492567631354243,-0.09633285021118376,0.8035306769430167
target_shuffle,metadata_only,damage_width,mm,292,7,0.8113388982717735,1.089354167960644,-0.08423565188373305,9.197613958680805,12.12133442572852,-0.08423565188373305,0.8161672315606091
target_shuffle,metadata_only,equivalent_damage_diameter,mm,292,7,0.8414068096902309,1.0458021754015774,-0.06963147165286743,5.912050628596824,7.330802152640474,-0.06963147165286743,0.8455939759832093
target_shuffle,metadata_only,projected_damage_area,mm^2,292,7,0.8247971357182887,1.069890684841782,-0.11269330282726497,145.22151944638097,186.99548119165547,-0.11269330282726497,0.8415013244927927
target_shuffle,nested_selected_surface,damage_eccentricity,1,292,7,0.919469477123799,1.1136010400095266,-0.18490727297775988,0.1863675444900964,0.22406745677587625,-0.18490727297775988,0.91951688758186
target_shuffle,nested_selected_surface,damage_height,mm,292,7,0.7785177248125154,1.087149051110619,-0.09533428378845543,8.74783416159016,12.005475797728598,-0.09533428378845543,0.8155141449794695
target_shuffle,nested_selected_surface,damage_radial_spread,mm,292,7,0.7698272898190586,1.0783194925075004,-0.07904395454247082,2.478579108036116,3.4219517274297253,-0.07904395454247082,0.7946988631698186
target_shuffle,nested_selected_surface,damage_width,mm,292,7,0.8137843698293539,1.0842918841968128,-0.07215392327592696,9.229748806954332,12.053610712491807,-0.07215392327592696,0.8120185030699376
target_shuffle,nested_selected_surface,equivalent_damage_diameter,mm,292,7,0.8486254563438352,1.0446485010395703,-0.06824303238011709,5.963485400156085,7.326042719581459,-0.06824303238011709,0.8409426912248819
target_shuffle,nested_selected_surface,projected_damage_area,mm^2,292,7,0.8556639354848528,1.0782359232887648,-0.13262727084486214,150.82966523503345,188.66306333159912,-0.13262727084486214,0.8574596055224697
target_shuffle,profile_extra_trees,damage_eccentricity,1,292,7,0.919469477123799,1.1136010400095266,-0.18490727297775988,0.1863675444900964,0.22406745677587625,-0.18490727297775988,0.91951688758186
target_shuffle,profile_extra_trees,damage_height,mm,292,7,0.7785177248125154,1.087149051110619,-0.09533428378845543,8.74783416159016,12.005475797728598,-0.09533428378845543,0.8155141449794695
target_shuffle,profile_extra_trees,damage_radial_spread,mm,292,7,0.795572460636244,1.091503680629017,-0.10920343558292189,2.5656600570792816,3.4694442546778963,-0.10920343558292189,0.8196742448263574
target_shuffle,profile_extra_trees,damage_width,mm,292,7,0.8137843698293539,1.0842918841968128,-0.07215392327592696,9.229748806954332,12.053610712491807,-0.07215392327592696,0.8120185030699376
target_shuffle,profile_extra_trees,equivalent_damage_diameter,mm,292,7,0.8486254563438352,1.0446485010395703,-0.06824303238011709,5.963485400156085,7.326042719581459,-0.06824303238011709,0.8409426912248819
target_shuffle,profile_extra_trees,projected_damage_area,mm^2,292,7,0.8556639354848528,1.0782359232887648,-0.13262727084486214,150.82966523503345,188.66306333159912,-0.13262727084486214,0.8574596055224697
target_shuffle,profile_ridge,damage_eccentricity,1,292,7,1.012794557096353,1.2356787082471492,-0.452420310704545,0.20501549814524853,0.24807486230638567,-0.452420310704545,1.0117853933602718
target_shuffle,profile_ridge,damage_height,mm,292,7,0.7732103574492143,1.0767960796768206,-0.07706346731432778,8.677011348821228,11.904925546226828,-0.07706346731432778,0.8221078022283582
target_shuffle,profile_ridge,damage_radial_spread,mm,292,7,0.7516251228960705,1.0602152847684616,-0.043598325130939974,2.4160074744141293,3.365278396352434,-0.043598325130939974,0.7906755358389779
target_shuffle,profile_ridge,damage_width,mm,292,7,0.7823404383053286,1.0396984736342678,0.012548139723284835,8.860431803628236,11.56768777049495,0.012548139723284835,0.7892574203624302
target_shuffle,profile_ridge,equivalent_damage_diameter,mm,292,7,0.9297687406358185,1.1143039034556483,-0.2138773328777106,6.534871569486644,7.809474538027662,-0.2138773328777106,0.9347290167982549
target_shuffle,profile_ridge,projected_damage_area,mm^2,292,7,0.8634680081680748,1.1083721879152375,-0.18440471769658107,151.69392180132476,192.92719010230863,-0.18440471769658107,0.875038722749056
target_shuffle,train_mean,damage_eccentricity,1,292,7,0.8912610120053813,1.0745270185114504,-0.10573979355801488,0.180765320267599,0.21645273209468646,-0.10573979355801488,0.8850510562471655
target_shuffle,train_mean,damage_height,mm,292,7,0.7432368113139205,1.0510941684594537,-0.02014487505797513,8.335350985952504,11.586091714694849,-0.02014487505797513,0.7951101387541488
target_shuffle,train_mean,damage_radial_spread,mm,292,7,0.7374588848148887,1.0452937510352975,-0.012904922400100327,2.3719860543535587,3.3154207532131177,-0.012904922400100327,0.7753241588262172
target_shuffle,train_mean,damage_width,mm,292,7,0.7762286774986802,1.056682125181635,-0.011833387388855199,8.783581785547291,11.709627897960175,-0.011833387388855199,0.7841683344685253
target_shuffle,train_mean,equivalent_damage_diameter,mm,292,7,0.8520703166465173,1.0405770340835268,-0.05928229682614061,5.987162130061798,7.295251515747606,-0.05928229682614061,0.8521505974148521
target_shuffle,train_mean,projected_damage_area,mm^2,292,7,0.8096542135570655,1.0446487236051905,-0.058333249548769395,142.4720758509408,182.37050260893523,-0.058333249548769395,0.8229794195460503
