condition,baseline,target,descriptor_unit,dataset_id,specimens,standardized_mae,standardized_rmse,standardized_r2,physical_mae,physical_rmse,physical_r2
normal,combined,damage_radial_spread,mm,ykhs7s2dck,38,1.5741855636387645,1.8306904565600104,-0.33810108236012715,4.69694547939654,5.46228695188765,-0.33810108236012715
normal,combined,damage_width,mm,6zt73pcnxv,14,1.521950489804851,1.816969841437601,-2.4481208217746273,17.716940709794763,21.151244516740366,-2.4481208217746273
normal,combined,damage_width,mm,74t7kcdgkr,47,1.2594865867447882,1.5206579702166763,0.15814531219177264,12.943406447342602,15.627394831393893,0.15814531219177264
normal,combined,damage_width,mm,cgtnjyggtm,49,0.7320046338957429,1.011333953070199,-3.2690293456338892,9.090014861554298,12.55871921804241,-3.2690293456338892
normal,combined,damage_width,mm,w68dtmpfyf,43,0.6048990301520855,0.9538137446416106,-1.5087528083721522,7.374345839766439,11.627977677433973,-1.5087528083721522
normal,combined,damage_width,mm,xcmzfsbd9t,59,1.0180765290539506,1.4219039018838424,-1.4702742023871767,12.06698912358729,16.853447092786677,-1.4702742023871767
normal,combined,damage_width,mm,yfxyg8jm46,42,0.853596692691631,1.0323035196532813,-0.814482690144338,10.24307274971542,12.387536341375888,-0.814482690144338
normal,combined,damage_width,mm,ykhs7s2dck,38,2.1802370071073756,2.510973447581261,-2.4504391347049608,23.86852146875407,27.489315815522744,-2.4504391347049608
normal,combined,equivalent_damage_diameter,mm,6zt73pcnxv,14,1.9421394605390283,2.1346092689825062,-1.6066799331498092,13.523336220824232,14.86352521591132,-1.6066799331498092
normal,combined,equivalent_damage_diameter,mm,74t7kcdgkr,47,0.5716315703061972,0.7273131459588656,0.3528936175796584,3.971077190961441,5.052584207440772,0.3528936175796584
normal,combined,equivalent_damage_diameter,mm,cgtnjyggtm,49,0.641586721865153,0.8130607662241285,0.17993523724988447,4.525079596472905,5.734477598348284,0.17993523724988447
normal,combined,equivalent_damage_diameter,mm,w68dtmpfyf,43,0.5426436660286622,0.8049063651212466,0.013820974092875082,3.9447917210161,5.851331479755526,0.013820974092875082
normal,combined,equivalent_damage_diameter,mm,xcmzfsbd9t,59,0.7498424802914196,0.9791458212029491,0.2349372491434537,5.103114649018564,6.663657388101248,0.2349372491434537
normal,combined,equivalent_damage_diameter,mm,yfxyg8jm46,42,0.6060204538018693,0.7549918803644061,0.20701452920947616,4.3794172914579,5.455961882202721,0.20701452920947616
normal,combined,equivalent_damage_diameter,mm,ykhs7s2dck,38,0.8599767020707068,1.0080152690405395,-0.6718803288700304,6.207379095644843,7.275933050356751,-0.6718803288700304
normal,combined,projected_damage_area,mm^2,6zt73pcnxv,14,2.4677834033480757,2.6895872178978304,-1.3744545855684014,417.4127392766624,454.9297019434897,-1.3744545855684014
normal,combined,projected_damage_area,mm^2,74t7kcdgkr,47,0.6052290096578521,0.7951326530221731,-0.49393955177635385,109.54420921182266,143.91606533046576,-0.49393955177635385
normal,combined,projected_damage_area,mm^2,cgtnjyggtm,49,0.7340481381202003,0.9429372993098908,0.027236332843614708,128.55403212595343,165.13684263087652,0.027236332843614708
normal,combined,projected_damage_area,mm^2,w68dtmpfyf,43,0.6208434315680887,1.1127824313105341,-0.23819503661705332,110.05625717165208,197.26176232079072,-0.23819503661705332
normal,combined,projected_damage_area,mm^2,xcmzfsbd9t,59,0.9417606205798291,1.1918635135199198,-0.0815342966260757,158.69705751895015,200.84215503017595,-0.0815342966260757
normal,combined,projected_damage_area,mm^2,yfxyg8jm46,42,0.5787950810753552,0.7598721655504067,-0.1428143063517422,106.2004492599427,139.4254512523618,-0.1428143063517422
normal,combined,projected_damage_area,mm^2,ykhs7s2dck,38,0.6944471844150293,0.8289814237559112,-0.8844001443640506,127.22650054685153,151.87390478320236,-0.8844001443640506
normal,frozen_rgb,damage_eccentricity,1,6zt73pcnxv,14,2.1770236416335758,2.4142324882710304,-3.7092998998440656,0.4455068694734711,0.4940493697274267,-3.7092998998440656
normal,frozen_rgb,damage_eccentricity,1,74t7kcdgkr,47,1.320520948512489,1.7297462668344994,-1.4217073737024406,0.2566670956290654,0.33620742706410034,-1.4217073737024406
normal,frozen_rgb,damage_eccentricity,1,cgtnjyggtm,49,1.1374439999730221,1.375170658126981,-3.5474176400644346,0.24402491357951203,0.29502630548358977,-3.5474176400644346
normal,frozen_rgb,damage_eccentricity,1,w68dtmpfyf,43,1.2323328480769464,1.4133010454584238,-2.0516374833920836,0.25972661500018235,0.29786749341782975,-2.0516374833920836
normal,frozen_rgb,damage_eccentricity,1,xcmzfsbd9t,59,1.1940444371029337,1.592184503642886,-1.9154765036159915,0.23951228530444824,0.31937483835952235,-1.9154765036159915
normal,frozen_rgb,damage_eccentricity,1,yfxyg8jm46,42,0.9313353585342554,1.2038272595895352,-1.6171239004583104,0.19764878842830466,0.25547725333794075,-1.6171239004583104
normal,frozen_rgb,damage_eccentricity,1,ykhs7s2dck,38,1.2757203619784472,1.5084241279511268,-2.3834638941745223,0.25137598317376625,0.2972294003512594,-2.3834638941745223
normal,frozen_rgb,damage_height,mm,6zt73pcnxv,14,2.970509807609422,3.464102437031852,-5.274130318198707,33.33796255453641,38.877541166506354,-5.274130318198707
normal,frozen_rgb,damage_height,mm,74t7kcdgkr,47,0.9621658415171498,1.2603515984958962,-0.15062916129028725,10.57122739856282,13.847366820707057,-0.15062916129028725
normal,frozen_rgb,damage_height,mm,cgtnjyggtm,49,0.8170121887717129,1.0974836512471613,-4.786014266704228,10.064514065621802,13.519553069793147,-4.786014266704228
normal,frozen_rgb,damage_height,mm,w68dtmpfyf,43,1.1070446244499026,1.5508917015785235,-1.878700921423353,12.855001701957042,18.008953770268885,-1.878700921423353
normal,frozen_rgb,damage_height,mm,xcmzfsbd9t,59,0.9059445859675404,1.232014921573883,-1.0510709731803556,10.660468115239754,14.497416279508041,-1.0510709731803556
normal,frozen_rgb,damage_height,mm,yfxyg8jm46,42,0.8846155654891722,1.133333163386502,-3.245177756431323,10.664863849091683,13.663385943806762,-3.245177756431323
normal,frozen_rgb,damage_height,mm,ykhs7s2dck,38,1.5694243582533878,1.9788019704554258,-0.4313146526098892,16.04406984458241,20.229096646566983,-0.4313146526098892
normal,frozen_rgb,damage_radial_spread,mm,6zt73pcnxv,14,2.079868598050999,2.377085745773631,-2.585137436735435,6.7586248149351515,7.724445055648825,-2.585137436735435
normal,frozen_rgb,damage_radial_spread,mm,74t7kcdgkr,47,1.0689055869400264,1.3967416906158203,-0.10446538195350574,3.3176304390007374,4.335156261530881,-0.10446538195350574
normal,frozen_rgb,damage_radial_spread,mm,cgtnjyggtm,49,0.8734308891580851,1.10965035196149,-4.109451215084841,3.0799873280714634,3.912970178929459,-4.109451215084841
normal,frozen_rgb,damage_radial_spread,mm,w68dtmpfyf,43,0.9308584231902158,1.2966051267038439,-1.6436020762472223,3.1485530040499925,4.385661519566856,-1.6436020762472223
normal,frozen_rgb,damage_radial_spread,mm,xcmzfsbd9t,59,0.7775606733419806,1.112420769930052,-0.33673004847948795,2.573370180709931,3.6816039389396193,-0.33673004847948795
normal,frozen_rgb,damage_radial_spread,mm,yfxyg8jm46,42,0.9417493251745203,1.1741866223669088,-4.72583656388007,3.270141239883135,4.077259196771444,-4.72583656388007
normal,frozen_rgb,damage_radial_spread,mm,ykhs7s2dck,38,1.2716590412422237,1.6680466960170752,-0.11090135240750376,3.7942878673654463,4.977001802868525,-0.11090135240750376
normal,frozen_rgb,damage_width,mm,6zt73pcnxv,14,1.205806501948874,1.3338501274037804,-0.8582370144891553,14.036726191567817,15.52727488920819,-0.8582370144891553
normal,frozen_rgb,damage_width,mm,74t7kcdgkr,47,1.2607443403021517,1.655889767487996,0.001755572842476183,12.95633204391098,17.017135806096313,0.001755572842476183
normal,frozen_rgb,damage_width,mm,cgtnjyggtm,49,0.9100851334733995,1.1253491016524992,-4.285845945964976,11.301413960353539,13.974556423252018,-4.285845945964976
normal,frozen_rgb,damage_width,mm,w68dtmpfyf,43,0.7613143984576858,1.1705317609148436,-2.778305959551837,9.281211222324472,14.26999481094655,-2.778305959551837
normal,frozen_rgb,damage_width,mm,xcmzfsbd9t,59,0.8658466093194022,1.0519685455457655,-0.3521042557441012,10.262648552620233,12.468702140940916,-0.3521042557441012
normal,frozen_rgb,damage_width,mm,yfxyg8jm46,42,1.021137227232569,1.2109290142607327,-1.4967518688707049,12.25354197777393,14.531023953129102,-1.4967518688707049
normal,frozen_rgb,damage_width,mm,ykhs7s2dck,38,1.113069660349728,1.447486595694224,-0.14661925814359233,12.185522490293119,15.846609690796702,-0.14661925814359233
normal,frozen_rgb,equivalent_damage_diameter,mm,6zt73pcnxv,14,1.238639202126459,1.5514845265006498,-0.37703767976945124,8.624784536328077,10.803161832390428,-0.37703767976945124
normal,frozen_rgb,equivalent_damage_diameter,mm,74t7kcdgkr,47,0.6564096222728643,0.883952718285954,0.04414750108215448,4.560023298816612,6.140746347500429,0.04414750108215448
normal,frozen_rgb,equivalent_damage_diameter,mm,cgtnjyggtm,49,0.7239953186334641,0.9272956938079017,-0.06669099128166778,5.1063033766754895,6.540170924592866,-0.06669099128166778
normal,frozen_rgb,equivalent_damage_diameter,mm,w68dtmpfyf,43,0.6480367785418393,0.9035765447004545,-0.24278194681932552,4.710955418708904,6.568622276428479,-0.24278194681932552
normal,frozen_rgb,equivalent_damage_diameter,mm,xcmzfsbd9t,59,0.8539772342225096,1.1024590599221546,0.030099351400844743,5.81181227848757,7.502875772582926,0.030099351400844743
normal,frozen_rgb,equivalent_damage_diameter,mm,yfxyg8jm46,42,0.7999710476874843,1.0241610416763482,-0.4592078970626263,5.781004612847036,7.401117482119378,-0.4592078970626263
normal,frozen_rgb,equivalent_damage_diameter,mm,ykhs7s2dck,38,0.7386622164082685,0.8872570771987601,-0.2952986441537384,5.331721649941142,6.404290976959162,-0.2952986441537384
normal,frozen_rgb,projected_damage_area,mm^2,6zt73pcnxv,14,1.9635235436462988,2.235077633382591,-0.6397507129080193,332.11980430521515,378.051767501346,-0.6397507129080193
normal,frozen_rgb,projected_damage_area,mm^2,74t7kcdgkr,47,0.6071165481334025,0.9035392308391264,-0.9290695063024936,109.88584668517838,163.5372544189257,-0.9290695063024936
normal,frozen_rgb,projected_damage_area,mm^2,cgtnjyggtm,49,0.8160238074849981,1.0272701802948385,-0.15454555578350782,142.91045139302753,179.9060809524618,-0.15454555578350782
normal,frozen_rgb,projected_damage_area,mm^2,w68dtmpfyf,43,0.7208622613458427,1.1489012323526617,-0.31987842121511556,127.78648913082029,203.66450390442006,-0.31987842121511556
normal,frozen_rgb,projected_damage_area,mm^2,xcmzfsbd9t,59,1.0395135703604603,1.3876544356405067,-0.46605378169829725,175.1695083254329,233.8350860898,-0.46605378169829725
normal,frozen_rgb,projected_damage_area,mm^2,yfxyg8jm46,42,0.8156480915717894,1.0632677848520438,-1.2375868809831685,149.6595195695198,195.0941190189724,-1.2375868809831685
normal,frozen_rgb,projected_damage_area,mm^2,ykhs7s2dck,38,0.7113105876773034,0.8331194572352234,-0.9032598500485947,130.31596772667268,152.63201501898953,-0.9032598500485947
normal,metadata_only,damage_eccentricity,1,6zt73pcnxv,14,0.958797713055095,1.207967423268038,-0.1789859049143956,0.1962086949505873,0.2471988704551968,-0.1789859049143956
normal,metadata_only,damage_eccentricity,1,74t7kcdgkr,47,0.8892139367888839,1.184255772408817,-0.13513595694040226,0.17283478827472132,0.230181497634342,-0.13513595694040226
normal,metadata_only,damage_eccentricity,1,cgtnjyggtm,49,0.5376056657749998,0.6885122235746889,-0.13992153292938903,0.11533682197427907,0.14771200679790483,-0.13992153292938903
normal,metadata_only,damage_eccentricity,1,w68dtmpfyf,43,0.7675294577430254,0.8983959985396408,-0.2331025563552196,0.16176459816323446,0.18934604558706059,-0.2331025563552196
normal,metadata_only,damage_eccentricity,1,xcmzfsbd9t,59,0.7579810125078004,0.9835660884498516,-0.11257642596680473,0.1520427204230361,0.19729262519253543,-0.11257642596680473
normal,metadata_only,damage_eccentricity,1,yfxyg8jm46,42,0.5897414887996212,0.7268904961238519,0.04581207094348749,0.12515544446910687,0.15426132441168808,0.04581207094348749
normal,metadata_only,damage_eccentricity,1,ykhs7s2dck,38,0.8152818602412424,1.0864572842323037,-0.7552537815484683,0.16064827785929925,0.21408239308546004,-0.7552537815484683
normal,metadata_only,damage_height,mm,6zt73pcnxv,14,0.9706502279161977,1.1720378025783063,0.28178359298364597,10.893584955999318,13.153753027431268,0.28178359298364597
normal,metadata_only,damage_height,mm,74t7kcdgkr,47,1.1422117005208954,1.2775947388481674,-0.1823285393671119,12.549374652987305,14.036815614110257,-0.1823285393671119
normal,metadata_only,damage_height,mm,cgtnjyggtm,49,0.4494659634726154,0.5350054401197997,-0.374990752860348,5.536828671049827,6.590562357906814,-0.374990752860348
normal,metadata_only,damage_height,mm,w68dtmpfyf,43,0.592283747234728,0.9152914753462816,-0.0026571093133085366,6.877598617605204,10.628364217214692,-0.0026571093133085366
normal,metadata_only,damage_height,mm,xcmzfsbd9t,59,0.6749369195199557,0.9972899805027315,-0.34397646766383194,7.942145272225764,11.73535137079386,-0.34397646766383194
normal,metadata_only,damage_height,mm,yfxyg8jm46,42,0.37011712382299977,0.45457550246720607,0.3170439753422869,4.46210635193488,5.480330701918374,0.3170439753422869
normal,metadata_only,damage_height,mm,ykhs7s2dck,38,1.3303507058413904,1.759092892510785,-0.13111821647925948,13.600043563783332,17.98303249349393,-0.13111821647925948
normal,metadata_only,damage_radial_spread,mm,6zt73pcnxv,14,0.9655088987230351,1.0896753783997328,0.24662641390258155,3.1374637840415187,3.5409482404694206,0.24662641390258155
normal,metadata_only,damage_radial_spread,mm,74t7kcdgkr,47,1.0060315181818054,1.1446020124879175,0.25829889571175746,3.1224841820396887,3.5525742624680268,0.25829889571175746
normal,metadata_only,damage_radial_spread,mm,cgtnjyggtm,49,0.4023258720924169,0.5480609168101966,-0.24640623297323772,1.4187254002367498,1.9326322205226178,-0.24640623297323772
normal,metadata_only,damage_radial_spread,mm,w68dtmpfyf,43,0.505672656314081,0.8546752884307218,-0.1486372859358316,1.7103966848654653,2.8908697389806544,-0.1486372859358316
normal,metadata_only,damage_radial_spread,mm,xcmzfsbd9t,59,0.7481840165424657,1.0795709347868958,-0.25894831219045344,2.476146883276559,3.5728860097839403,-0.25894831219045344
normal,metadata_only,damage_radial_spread,mm,yfxyg8jm46,42,0.34301445103553146,0.4402313421666535,0.19512838997407267,1.1910873437571055,1.5286643999893434,0.19512838997407267
normal,metadata_only,damage_radial_spread,mm,ykhs7s2dck,38,1.1592905993144986,1.5370991875413567,0.056671679655254215,3.459010719911962,4.586289727888269,0.056671679655254215
normal,metadata_only,damage_width,mm,6zt73pcnxv,14,0.9322103997455603,1.03401399364857,-0.11670862351134481,10.851809235571052,12.036899190405862,-0.11670862351134481
normal,metadata_only,damage_width,mm,74t7kcdgkr,47,1.2164432676632344,1.3761630158535416,0.31053247725266475,12.501061781207547,14.14245887130078,0.31053247725266475
normal,metadata_only,damage_width,mm,cgtnjyggtm,49,0.4311922634580786,0.5255723072078502,-0.15293523569674483,5.354534522768361,6.5265434972931855,-0.15293523569674483
normal,metadata_only,damage_width,mm,w68dtmpfyf,43,0.47394854471273046,0.6592054296553493,-0.19831851761546648,5.777923760411624,8.036397109957598,-0.19831851761546648
normal,metadata_only,damage_width,mm,xcmzfsbd9t,59,0.6524415941561567,0.9580172584197337,-0.12137620587079212,7.733215918231903,11.355122633366616,-0.12137620587079212
normal,metadata_only,damage_width,mm,yfxyg8jm46,42,0.43994553137303216,0.54818802765898,0.488321574044445,5.279301246536286,6.578200098371815,0.488321574044445
normal,metadata_only,damage_width,mm,ykhs7s2dck,38,0.9217777323020108,1.240474158228207,0.15789630457069204,10.091321044981433,13.580305251486083,0.15789630457069204
normal,metadata_only,equivalent_damage_diameter,mm,6zt73pcnxv,14,1.5709333810413622,1.644072642112504,-0.54629706674058,10.938586401226981,11.447863329328314,-0.54629706674058
normal,metadata_only,equivalent_damage_diameter,mm,74t7kcdgkr,47,0.5592085565437359,0.6938661788576631,0.41104210635796135,3.8847755429109587,4.820230896213966,0.41104210635796135
normal,metadata_only,equivalent_damage_diameter,mm,cgtnjyggtm,49,0.4354035805498934,0.5515634670202357,0.6226076200633985,3.0708800407369856,3.8901500073402397,0.6226076200633985
normal,metadata_only,equivalent_damage_diameter,mm,w68dtmpfyf,43,0.3776551973978815,0.6386022854802531,0.37923678294051855,2.745394794703407,4.642370613520442,0.37923678294051855
normal,metadata_only,equivalent_damage_diameter,mm,xcmzfsbd9t,59,0.715140269054243,0.8746952368627591,0.3894575975043916,4.866945897350951,5.952810348816652,0.3894575975043916
normal,metadata_only,equivalent_damage_diameter,mm,yfxyg8jm46,42,0.3514927841970777,0.44941595990974975,0.7190185491058074,2.540068684610153,3.2477122076301725,0.7190185491058074
normal,metadata_only,equivalent_damage_diameter,mm,ykhs7s2dck,38,0.44223696705114734,0.5635460279912214,0.4774477130059921,3.1921010162074905,4.067719305840887,0.4774477130059921
normal,metadata_only,projected_damage_area,mm^2,6zt73pcnxv,14,1.7075663929222655,1.8325446096378533,-0.10230483978280902,288.82598229627496,309.96539822653426,-0.10230483978280902
normal,metadata_only,projected_damage_area,mm^2,74t7kcdgkr,47,0.4368712000893621,0.5354480529599096,0.3225323912862337,79.07206921271582,96.91411449140949,0.3225323912862337
normal,metadata_only,projected_damage_area,mm^2,cgtnjyggtm,49,0.5182850698802272,0.6562075484120551,0.5288880132225582,90.76739257783454,114.92179038269398,0.5288880132225582
normal,metadata_only,projected_damage_area,mm^2,w68dtmpfyf,43,0.3801893966630435,0.9070852230780162,0.17725600294307198,67.39577143854227,160.79803620622022,0.17725600294307198
normal,metadata_only,projected_damage_area,mm^2,xcmzfsbd9t,59,0.7119120972523411,0.9201600507101372,0.3553648323893486,119.96504480781111,155.05712311933377,0.3553648323893486
normal,metadata_only,projected_damage_area,mm^2,yfxyg8jm46,42,0.33568886975372997,0.39143277971550655,0.6967442951913017,61.594007870925715,71.82220170845372,0.6967442951913017
normal,metadata_only,projected_damage_area,mm^2,ykhs7s2dck,38,0.4107243624213299,0.5295333155040076,0.23109956066532067,75.24693668996555,97.01338297065267,0.23109956066532067
normal,nested_selected_surface,damage_eccentricity,1,6zt73pcnxv,14,0.8507348763126334,1.1668002088478138,-0.09999614918793398,0.17409467873924658,0.23877439748643509,-0.09999614918793398
normal,nested_selected_surface,damage_eccentricity,1,74t7kcdgkr,47,0.8183104590304817,1.0768915568977848,0.06135622526473716,0.1590534168191991,0.2093133232969706,0.06135622526473716
normal,nested_selected_surface,damage_eccentricity,1,cgtnjyggtm,49,0.406871466082733,0.5337025839822753,0.31506358144664137,0.08728937367568262,0.11449946277489345,0.31506358144664137
normal,nested_selected_surface,damage_eccentricity,1,w68dtmpfyf,43,0.4813956207258951,0.600797006990058,0.4485335434737099,0.10145899725237335,0.12662404736778174,0.4485335434737099
normal,nested_selected_surface,damage_eccentricity,1,xcmzfsbd9t,59,0.7096699072332268,0.9411779841255481,-0.018746851730388592,0.1423520398500656,0.18879003398155011,-0.018746851730388592
normal,nested_selected_surface,damage_eccentricity,1,yfxyg8jm46,42,0.5036408468218303,0.6021089723480358,0.3452942807055469,0.10688309239542179,0.1277800824331354,0.3452942807055469
normal,nested_selected_surface,damage_eccentricity,1,ykhs7s2dck,38,0.31189801509335263,0.6743702540897085,0.3237435557583306,0.061458351321166955,0.13288216657610033,0.3237435557583306
normal,nested_selected_surface,damage_height,mm,6zt73pcnxv,14,0.9418202108714357,1.3076849328513303,0.1059160010061666,10.570026344537125,14.676117618885595,0.1059160010061666
normal,nested_selected_surface,damage_height,mm,74t7kcdgkr,47,1.2794752207035223,1.4331588052127404,-0.48778637102800215,14.057476294893185,15.745983669787595,-0.48778637102800215
normal,nested_selected_surface,damage_height,mm,cgtnjyggtm,49,0.2839834295190251,0.37815653488908907,0.3130476700996744,3.49830181247928,4.658390433709294,0.3130476700996744
normal,nested_selected_surface,damage_height,mm,w68dtmpfyf,43,0.4781997715544328,0.9221477456397854,-0.017734789080646518,5.552855541177767,10.707979224907689,-0.017734789080646518
normal,nested_selected_surface,damage_height,mm,xcmzfsbd9t,59,0.4991307310995192,0.8121039506456599,0.10880652256298995,5.873391514934648,9.55622276043768,0.10880652256298995
normal,nested_selected_surface,damage_height,mm,yfxyg8jm46,42,0.36880045502025427,0.4689638755858425,0.2731254454133536,4.4462326842497975,5.653795929421276,0.2731254454133536
normal,nested_selected_surface,damage_height,mm,ykhs7s2dck,38,1.3136861790713332,1.672373562560356,-0.02234396078911849,13.429683756367533,17.096509368449226,-0.02234396078911849
normal,nested_selected_surface,damage_radial_spread,mm,6zt73pcnxv,14,0.936219274330276,1.2416955464751602,0.021757875129331916,3.0422858567308535,4.034944486813059,0.021757875129331916
normal,nested_selected_surface,damage_radial_spread,mm,74t7kcdgkr,47,1.1923988032014992,1.3114496503808952,0.02630450959336683,3.700924210017534,4.070429916804852,0.02630450959336683
normal,nested_selected_surface,damage_radial_spread,mm,cgtnjyggtm,49,0.31425181874263625,0.4336355512801026,0.21971778709051404,1.1081490608646754,1.5291330081437804,0.21971778709051404
normal,nested_selected_surface,damage_radial_spread,mm,w68dtmpfyf,43,0.34187312543096476,0.8174997412718715,-0.05088662138659328,1.1563580768712307,2.765126470436065,-0.05088662138659328
normal,nested_selected_surface,damage_radial_spread,mm,xcmzfsbd9t,59,0.6301207794014787,0.953865589847389,0.017166622068622406,2.0854115692194934,3.156858814333292,0.017166622068622406
normal,nested_selected_surface,damage_radial_spread,mm,yfxyg8jm46,42,0.34598923833671374,0.41028069803263045,0.30092002379945604,1.2014170295592952,1.424663437179434,0.30092002379945604
normal,nested_selected_surface,damage_radial_spread,mm,ykhs7s2dck,38,1.1520295435464956,1.446892316817104,0.1641439161487548,3.4373456863524274,4.317136736369656,0.1641439161487548
normal,nested_selected_surface,damage_width,mm,6zt73pcnxv,14,0.6664803623767027,0.9259412979602833,0.10452400868093448,7.758460701296941,10.778830971575314,0.10452400868093448
normal,nested_selected_surface,damage_width,mm,74t7kcdgkr,47,1.205544928765153,1.4292443025723005,0.25631848156255654,12.389062470184045,14.68796104336007,0.25631848156255654
normal,nested_selected_surface,damage_width,mm,cgtnjyggtm,49,0.2844623009152744,0.3783125855220003,0.40263256551359594,3.5324455927420506,4.6978760317490025,0.40263256551359594
normal,nested_selected_surface,damage_width,mm,w68dtmpfyf,43,0.3463875008328628,0.5813863890776991,0.06790443990606854,4.2228224850545475,7.087702386485933,0.06790443990606854
normal,nested_selected_surface,damage_width,mm,xcmzfsbd9t,59,0.5311297102060327,0.8063606973582679,0.20555584423684858,6.295338565781462,9.557577929581011,0.20555584423684858
normal,nested_selected_surface,damage_width,mm,yfxyg8jm46,42,0.46225016139724384,0.6361403979265374,0.3109607432840701,5.546954518801273,7.63361951936289,0.3109607432840701
normal,nested_selected_surface,damage_width,mm,ykhs7s2dck,38,1.2145662528922425,1.4296748866271718,-0.11857396648676888,13.296673979883023,15.65161292719888,-0.11857396648676888
normal,nested_selected_surface,equivalent_damage_diameter,mm,6zt73pcnxv,14,0.8704739594217019,1.1984680493415791,0.17831785928869814,6.061208406457394,8.34506826644844,0.17831785928869814
normal,nested_selected_surface,equivalent_damage_diameter,mm,74t7kcdgkr,47,0.7958801261688176,0.914819348294978,-0.023772574331280216,5.528913341989785,6.355174270585617,-0.023772574331280216
normal,nested_selected_surface,equivalent_damage_diameter,mm,cgtnjyggtm,49,0.5196952395327075,0.6185289228609282,0.5254060845760569,3.665384966130612,4.362454074064541,0.5254060845760569
normal,nested_selected_surface,equivalent_damage_diameter,mm,w68dtmpfyf,43,0.3378882575324071,0.6489729270455113,0.35891118784501286,2.4563058308543715,4.717760825457598,0.35891118784501286
normal,nested_selected_surface,equivalent_damage_diameter,mm,xcmzfsbd9t,59,0.6537823736641115,0.8357360645738601,0.4426338423268914,4.449369695644374,5.6876704987192666,0.4426338423268914
normal,nested_selected_surface,equivalent_damage_diameter,mm,yfxyg8jm46,42,0.2893364866395051,0.3701789641401859,0.8093643410970464,2.0908951252212957,2.675104687175335,0.8093643410970464
normal,nested_selected_surface,equivalent_damage_diameter,mm,ykhs7s2dck,38,0.6019136930169138,0.7182258229745014,0.15122418201496857,4.3446601127903355,5.184210163774501,0.15122418201496857
