stage,model,stratum,metric,outer_domain,control_mode,real_metric,control_metric,control_minus_real
p2,deepsets,clean_nonpriv,p2_auebc,xcmzfsbd9t,static,0.11827407852265487,0.14789499226556346,0.029620913742908594
p2,deepsets,clean_nonpriv,p2_auebc,yfxyg8jm46,static,0.1497505614587266,0.14629592133716765,-0.0034546401215589384
p2,deepsets,clean_nonpriv,p2_auebc,ykhs7s2dck,static,0.15134405751757926,0.18016138078469449,0.028817323267115225
p2,deepsets,full_bank,p2_auebc,74t7kcdgkr,positions_only,0.10005742127330983,0.1380518010111638,0.03799437973785397
p2,deepsets,full_bank,p2_auebc,cgtnjyggtm,positions_only,0.140260892996496,0.11633682585243062,-0.023924067144065378
p2,deepsets,full_bank,p2_auebc,w68dtmpfyf,positions_only,0.09060393617071144,0.04839577679533532,-0.04220815937537612
p2,deepsets,full_bank,p2_auebc,xcmzfsbd9t,positions_only,0.11825596587837099,0.08861015274244412,-0.029645813135926874
p2,deepsets,full_bank,p2_auebc,yfxyg8jm46,positions_only,0.14972309670009248,0.14288203612567402,-0.006841060574418467
p2,deepsets,full_bank,p2_auebc,ykhs7s2dck,positions_only,0.15135789863933666,0.1090096065851821,-0.04234829205415455
p2,deepsets,full_bank,p2_auebc,74t7kcdgkr,shuffled,0.10005742127330983,0.1187856726832201,0.018728251409910274
p2,deepsets,full_bank,p2_auebc,cgtnjyggtm,shuffled,0.140260892996496,0.1211489132969954,-0.019111979699500597
p2,deepsets,full_bank,p2_auebc,w68dtmpfyf,shuffled,0.09060393617071144,0.0909165791073871,0.00031264293667565557
p2,deepsets,full_bank,p2_auebc,xcmzfsbd9t,shuffled,0.11825596587837099,0.15677142876015063,0.038515462881779636
p2,deepsets,full_bank,p2_auebc,yfxyg8jm46,shuffled,0.14972309670009248,0.13739100229629958,-0.012332094403792904
p2,deepsets,full_bank,p2_auebc,ykhs7s2dck,shuffled,0.15135789863933666,0.14973538343739926,-0.0016225152019374023
p2,deepsets,full_bank,p2_auebc,74t7kcdgkr,static,0.10005742127330983,0.14439115757880003,0.0443337363054902
p2,deepsets,full_bank,p2_auebc,cgtnjyggtm,static,0.140260892996496,0.12591999544659294,-0.014340897549903059
p2,deepsets,full_bank,p2_auebc,w68dtmpfyf,static,0.09060393617071144,0.07899111350274729,-0.011612822667964151
p2,deepsets,full_bank,p2_auebc,xcmzfsbd9t,static,0.11825596587837099,0.14789499226556352,0.029639026387192527
p2,deepsets,full_bank,p2_auebc,yfxyg8jm46,static,0.14972309670009248,0.14629592133716768,-0.003427175362924806
p2,deepsets,full_bank,p2_auebc,ykhs7s2dck,static,0.15135789863933666,0.18016138078469449,0.028803482145357828
p2,spatial,clean_nonpriv,p2_auebc,74t7kcdgkr,positions_only,0.12852142074115325,0.15462977656400637,0.02610835582285312
p2,spatial,clean_nonpriv,p2_auebc,cgtnjyggtm,positions_only,0.1456836356597595,0.13258082619986572,-0.013102809459893783
p2,spatial,clean_nonpriv,p2_auebc,w68dtmpfyf,positions_only,0.09449215781478684,0.06676321065899846,-0.027728947155788386
p2,spatial,clean_nonpriv,p2_auebc,xcmzfsbd9t,positions_only,0.11721449071537039,0.10623963939446462,-0.010974851320905768
p2,spatial,clean_nonpriv,p2_auebc,yfxyg8jm46,positions_only,0.12858318798277385,0.14329457694123623,0.014711388958462385
p2,spatial,clean_nonpriv,p2_auebc,ykhs7s2dck,positions_only,0.13806877838849768,0.1309510463019932,-0.007117732086504486
p2,spatial,clean_nonpriv,p2_auebc,74t7kcdgkr,shuffled,0.12852142074115325,0.13317509702677777,0.0046536762856245195
p2,spatial,clean_nonpriv,p2_auebc,cgtnjyggtm,shuffled,0.1456836356597595,0.13327552128708214,-0.012408114372677359
p2,spatial,clean_nonpriv,p2_auebc,w68dtmpfyf,shuffled,0.09449215781478684,0.11650456713820773,0.022012409323420884
p2,spatial,clean_nonpriv,p2_auebc,xcmzfsbd9t,shuffled,0.11721449071537039,0.10401657809810362,-0.013197912617266772
p2,spatial,clean_nonpriv,p2_auebc,yfxyg8jm46,shuffled,0.12858318798277385,0.13863784897391962,0.01005466099114577
p2,spatial,clean_nonpriv,p2_auebc,ykhs7s2dck,shuffled,0.13806877838849768,0.11791367674638069,-0.020155101642116993
p2,spatial,clean_nonpriv,p2_auebc,74t7kcdgkr,static,0.12852142074115325,0.111648256246289,-0.016873164494864243
p2,spatial,clean_nonpriv,p2_auebc,cgtnjyggtm,static,0.1456836356597595,0.14033191586104687,-0.005351719798712629
p2,spatial,clean_nonpriv,p2_auebc,w68dtmpfyf,static,0.09449215781478684,0.10586861059207978,0.011376452777292934
p2,spatial,clean_nonpriv,p2_auebc,xcmzfsbd9t,static,0.11721449071537039,0.09961615182556324,-0.01759833888980715
p2,spatial,clean_nonpriv,p2_auebc,yfxyg8jm46,static,0.12858318798277385,0.13438147837507877,0.005798290392304922
p2,spatial,clean_nonpriv,p2_auebc,ykhs7s2dck,static,0.13806877838849768,0.1000195933501855,-0.038049185038312186
p2,spatial,full_bank,p2_auebc,74t7kcdgkr,positions_only,0.12859740447528162,0.154628242366142,0.026030837890860387
p2,spatial,full_bank,p2_auebc,cgtnjyggtm,positions_only,0.14569040026536106,0.1325806100067641,-0.01310979025859696
p2,spatial,full_bank,p2_auebc,w68dtmpfyf,positions_only,0.09442660624283619,0.0667348834371845,-0.027691722805651686
p2,spatial,full_bank,p2_auebc,xcmzfsbd9t,positions_only,0.11720871369368889,0.10625710589446784,-0.010951607799221053
p2,spatial,full_bank,p2_auebc,yfxyg8jm46,positions_only,0.12855943453671165,0.14327575358625005,0.014716319049538407
p2,spatial,full_bank,p2_auebc,ykhs7s2dck,positions_only,0.13770282562144612,0.13095741787013285,-0.00674540775131327
p2,spatial,full_bank,p2_auebc,74t7kcdgkr,shuffled,0.12859740447528162,0.13318333505571642,0.004585930580434799
p2,spatial,full_bank,p2_auebc,cgtnjyggtm,shuffled,0.14569040026536106,0.133258259677599,-0.01243214058776207
p2,spatial,full_bank,p2_auebc,w68dtmpfyf,shuffled,0.09442660624283619,0.11651790647737771,0.02209130023454152
p2,spatial,full_bank,p2_auebc,xcmzfsbd9t,shuffled,0.11720871369368889,0.10404612329138622,-0.013162590402302665
p2,spatial,full_bank,p2_auebc,yfxyg8jm46,shuffled,0.12855943453671165,0.1386373411534895,0.010077906616777849
p2,spatial,full_bank,p2_auebc,ykhs7s2dck,shuffled,0.13770282562144612,0.11790267986764352,-0.019800145753802595
p2,spatial,full_bank,p2_auebc,74t7kcdgkr,static,0.12859740447528162,0.1116482608679964,-0.016949143607285222
p2,spatial,full_bank,p2_auebc,cgtnjyggtm,static,0.14569040026536106,0.14033191586104687,-0.00535848440431419
p2,spatial,full_bank,p2_auebc,w68dtmpfyf,static,0.09442660624283619,0.10586861525230203,0.011442009009465834
p2,spatial,full_bank,p2_auebc,xcmzfsbd9t,static,0.11720871369368889,0.09961615182556324,-0.017592561868125647
p2,spatial,full_bank,p2_auebc,yfxyg8jm46,static,0.12855943453671165,0.13438147837507877,0.005822043838367125
p2,spatial,full_bank,p2_auebc,ykhs7s2dck,static,0.13770282562144612,0.10001958985684715,-0.03768323576459896
p3,deepsets,clean_nonpriv,p3_next_action_regret,74t7kcdgkr,positions_only,0.010620535730902186,0.01078615965835213,0.0001656239274499434
p3,deepsets,clean_nonpriv,p3_next_action_regret,cgtnjyggtm,positions_only,0.015711702346981306,0.015810749058881374,0.00009904671190006861
p3,deepsets,clean_nonpriv,p3_next_action_regret,w68dtmpfyf,positions_only,0.012159463062830164,0.01299902205084562,0.0008395589880154566
p3,deepsets,clean_nonpriv,p3_next_action_regret,xcmzfsbd9t,positions_only,0.016148410367530938,0.016498963197884624,0.0003505528303536856
p3,deepsets,clean_nonpriv,p3_next_action_regret,yfxyg8jm46,positions_only,0.016402711069887003,0.016332559732833783,-0.0000701513370532196
p3,deepsets,clean_nonpriv,p3_next_action_regret,ykhs7s2dck,positions_only,0.011293541956417507,0.011293541956417507,0.0
p3,deepsets,clean_nonpriv,p3_next_action_regret,74t7kcdgkr,shuffled,0.010620535730902186,0.010229355962936587,-0.0003911797679655993
p3,deepsets,clean_nonpriv,p3_next_action_regret,cgtnjyggtm,shuffled,0.015711702346981306,0.01591418780080949,0.0002024854538281856
p3,deepsets,clean_nonpriv,p3_next_action_regret,w68dtmpfyf,shuffled,0.012159463062830164,0.011805096269042999,-0.00035436679378716453
p3,deepsets,clean_nonpriv,p3_next_action_regret,xcmzfsbd9t,shuffled,0.016148410367530938,0.016363690216064746,0.00021527984853380797
p3,deepsets,clean_nonpriv,p3_next_action_regret,yfxyg8jm46,shuffled,0.016402711069887003,0.015250819799775843,-0.0011518912701111595
p3,deepsets,clean_nonpriv,p3_next_action_regret,ykhs7s2dck,shuffled,0.011293541956417507,0.011293541956417507,0.0
p3,deepsets,clean_nonpriv,p3_next_action_regret,74t7kcdgkr,static,0.010620535730902186,0.009931487616384597,-0.0006890481145175893
p3,deepsets,clean_nonpriv,p3_next_action_regret,cgtnjyggtm,static,0.015711702346981306,0.015909252841903625,0.0001975504949223196
p3,deepsets,clean_nonpriv,p3_next_action_regret,w68dtmpfyf,static,0.012159463062830164,0.01278955510386246,0.0006300920410322961
p3,deepsets,clean_nonpriv,p3_next_action_regret,xcmzfsbd9t,static,0.016148410367530938,0.016383660460322236,0.0002352500927912983
p3,deepsets,clean_nonpriv,p3_next_action_regret,yfxyg8jm46,static,0.016402711069887003,0.01614399326201585,-0.000258717807871154
p3,deepsets,clean_nonpriv,p3_next_action_regret,ykhs7s2dck,static,0.011293541956417507,0.011293541956417507,0.0
p3,deepsets,full_bank,p3_next_action_regret,74t7kcdgkr,positions_only,0.00978879038836206,0.010066446413956825,0.0002776560255947653
p3,deepsets,full_bank,p3_next_action_regret,cgtnjyggtm,positions_only,0.013960137234959693,0.01495353043089928,0.0009933931959395861
p3,deepsets,full_bank,p3_next_action_regret,w68dtmpfyf,positions_only,0.010892236710953651,0.011292815535555292,0.00040057882460164083
p3,deepsets,full_bank,p3_next_action_regret,xcmzfsbd9t,positions_only,0.015632620978236818,0.015844334970744473,0.00021171399250765471
p3,deepsets,full_bank,p3_next_action_regret,yfxyg8jm46,positions_only,0.012712639532983409,0.01255633249265319,-0.00015630704033021796
p3,deepsets,full_bank,p3_next_action_regret,ykhs7s2dck,positions_only,0.01032822641541541,0.010356508307779472,0.000028281892364062644
p3,deepsets,full_bank,p3_next_action_regret,74t7kcdgkr,shuffled,0.00978879038836206,0.009413261571588626,-0.0003755288167734336
p3,deepsets,full_bank,p3_next_action_regret,cgtnjyggtm,shuffled,0.013960137234959693,0.014062821021077062,0.00010268378611736836
p3,deepsets,full_bank,p3_next_action_regret,w68dtmpfyf,shuffled,0.010892236710953651,0.010614708081422475,-0.0002775286295311763
p3,deepsets,full_bank,p3_next_action_regret,xcmzfsbd9t,shuffled,0.015632620978236818,0.015798278656864,0.00016565767862718184
p3,deepsets,full_bank,p3_next_action_regret,yfxyg8jm46,shuffled,0.012712639532983409,0.012010308654381492,-0.0007023308786019162
p3,deepsets,full_bank,p3_next_action_regret,ykhs7s2dck,shuffled,0.01032822641541541,0.010303286366452395,-0.00002494004896301527
p3,deepsets,full_bank,p3_next_action_regret,74t7kcdgkr,static,0.00978879038836206,0.009109172406494904,-0.0006796179818671557
p3,deepsets,full_bank,p3_next_action_regret,cgtnjyggtm,static,0.013960137234959693,0.0140792452201049,0.00011910798514520697
p3,deepsets,full_bank,p3_next_action_regret,w68dtmpfyf,static,0.010892236710953651,0.011123333801313227,0.00023109709035957528
p3,deepsets,full_bank,p3_next_action_regret,xcmzfsbd9t,static,0.015632620978236818,0.015799968028294104,0.00016734705005728642
p3,deepsets,full_bank,p3_next_action_regret,yfxyg8jm46,static,0.012712639532983409,0.012556461538146406,-0.0001561779948370031
p3,deepsets,full_bank,p3_next_action_regret,ykhs7s2dck,static,0.01032822641541541,0.01039042400417272,0.00006219758875731021
p3,spatial,clean_nonpriv,p3_next_action_regret,74t7kcdgkr,positions_only,0.01005897032924757,0.010188814932265158,0.00012984460301758774
p3,spatial,clean_nonpriv,p3_next_action_regret,cgtnjyggtm,positions_only,0.015892127309511492,0.015541030146734141,-0.0003510971627773505
p3,spatial,clean_nonpriv,p3_next_action_regret,w68dtmpfyf,positions_only,0.012177437967849978,0.011819185553593214,-0.0003582524142567642
p3,spatial,clean_nonpriv,p3_next_action_regret,xcmzfsbd9t,positions_only,0.016508630829095164,0.016192126829005598,-0.00031650400008956595
p3,spatial,clean_nonpriv,p3_next_action_regret,yfxyg8jm46,positions_only,0.01676410514387728,0.016206397199149195,-0.000557707944728085
p3,spatial,clean_nonpriv,p3_next_action_regret,ykhs7s2dck,positions_only,0.011235346180416435,0.011293541956417507,0.00005819577600107116
p3,spatial,clean_nonpriv,p3_next_action_regret,74t7kcdgkr,shuffled,0.01005897032924757,0.010352761095388761,0.0002937907661411908
p3,spatial,clean_nonpriv,p3_next_action_regret,cgtnjyggtm,shuffled,0.015892127309511492,0.01560156532464678,-0.0002905619848647123
p3,spatial,clean_nonpriv,p3_next_action_regret,w68dtmpfyf,shuffled,0.012177437967849978,0.011813168566166512,-0.0003642694016834664
p3,spatial,clean_nonpriv,p3_next_action_regret,xcmzfsbd9t,shuffled,0.016508630829095164,0.01625584917135901,-0.00025278165773615427
p3,spatial,clean_nonpriv,p3_next_action_regret,yfxyg8jm46,shuffled,0.01676410514387728,0.016196394413075525,-0.000567710730801755
p3,spatial,clean_nonpriv,p3_next_action_regret,ykhs7s2dck,shuffled,0.011235346180416435,0.011293541956417507,0.00005819577600107116
p3,spatial,clean_nonpriv,p3_next_action_regret,74t7kcdgkr,static,0.01005897032924757,0.010536606177642549,0.0004776358483949781
p3,spatial,clean_nonpriv,p3_next_action_regret,cgtnjyggtm,static,0.015892127309511492,0.015924086001447468,0.000031958691935975864
p3,spatial,clean_nonpriv,p3_next_action_regret,w68dtmpfyf,static,0.012177437967849978,0.01278955510386246,0.0006121171360124814
p3,spatial,clean_nonpriv,p3_next_action_regret,xcmzfsbd9t,static,0.016508630829095164,0.016383340384916626,-0.00012529044417853782
p3,spatial,clean_nonpriv,p3_next_action_regret,yfxyg8jm46,static,0.01676410514387728,0.017108282374499878,0.0003441772306225985
p3,spatial,clean_nonpriv,p3_next_action_regret,ykhs7s2dck,static,0.011235346180416435,0.011293541956417507,0.00005819577600107116
p3,spatial,full_bank,p3_next_action_regret,74t7kcdgkr,positions_only,0.009392252778805968,0.009453283521393664,0.00006103074258769631
p3,spatial,full_bank,p3_next_action_regret,cgtnjyggtm,positions_only,0.014040124733912807,0.013747575656278295,-0.00029254907763451125
p3,spatial,full_bank,p3_next_action_regret,w68dtmpfyf,positions_only,0.010939389575407518,0.010555402420915053,-0.0003839871544924645
p3,spatial,full_bank,p3_next_action_regret,xcmzfsbd9t,positions_only,0.015810908850910976,0.015701763119875693,-0.00010914573103528238
p3,spatial,full_bank,p3_next_action_regret,yfxyg8jm46,positions_only,0.012796469615821251,0.012509506739523729,-0.0002869628762975224
p3,spatial,full_bank,p3_next_action_regret,ykhs7s2dck,positions_only,0.010317811743917646,0.010401219820023027,0.00008340807610538077
p3,spatial,full_bank,p3_next_action_regret,74t7kcdgkr,shuffled,0.009392252778805968,0.009370756901430164,-0.0000214958773758038
p3,spatial,full_bank,p3_next_action_regret,cgtnjyggtm,shuffled,0.014040124733912807,0.014117362925370181,0.00007723819145737457
p3,spatial,full_bank,p3_next_action_regret,w68dtmpfyf,shuffled,0.010939389575407518,0.010593129453677264,-0.0003462601217302536
p3,spatial,full_bank,p3_next_action_regret,xcmzfsbd9t,shuffled,0.015810908850910976,0.01563902378357579,-0.00017188506733518613
p3,spatial,full_bank,p3_next_action_regret,yfxyg8jm46,shuffled,0.012796469615821251,0.012491082224112321,-0.0003053873917089299
p3,spatial,full_bank,p3_next_action_regret,ykhs7s2dck,shuffled,0.010317811743917646,0.010309781101576055,-8.030642341590524e-6
p3,spatial,full_bank,p3_next_action_regret,74t7kcdgkr,static,0.009392252778805968,0.00954560231281629,0.0001533495340103226
p3,spatial,full_bank,p3_next_action_regret,cgtnjyggtm,static,0.014040124733912807,0.01413086555149888,0.00009074081758607411
p3,spatial,full_bank,p3_next_action_regret,w68dtmpfyf,static,0.010939389575407518,0.01106347175978553,0.00012408218437801218
p3,spatial,full_bank,p3_next_action_regret,xcmzfsbd9t,static,0.015810908850910976,0.01581759734995527,6.688499044293222e-6
p3,spatial,full_bank,p3_next_action_regret,yfxyg8jm46,static,0.012796469615821251,0.01296149101231446,0.00016502139649320936
p3,spatial,full_bank,p3_next_action_regret,ykhs7s2dck,static,0.010317811743917646,0.010378741218222806,0.000060929474305160616
