dataset_id,specimen_id,surface_path,surface_sha256,transform_sha256
74t7kcdgkr,c8-21,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-21.png,334ea0c49f7626f221e92014670ecbbc2eab0373a28017bf2facd33a5f0fc7a0,f126264863c012c8517049923111409fd33248bb5d5bd6fb2f704cbcc816f260
74t7kcdgkr,c8-22,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-22.png,2026cfc1c6ab67bd5747beb82f865ba504312de6c6bc3da8a35ac98428b7306c,dd027c5173982e8555f5fddd1b7e9a9b582a91f15540d432540ad4c1b0e6fdb7
74t7kcdgkr,c8-23,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-23.png,a61eebadb40109142b8e617c65758734f821c0cf1e888e95050b0324638260f9,00dc2ec731aead111a85bb87e0d920d715ae66f146c5f153db51915d1a346f32
74t7kcdgkr,c8-24,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-24.png,24e38e280270b8ecc32da327dc06f0f1c88be32a8481e4885a2a07d203d3cc22,aee0b32a85679f054d1edead0bbee0faee99df80ab39f553931dfe671479b1af
74t7kcdgkr,c8-25,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-25.png,04bf38f0af77606bb6c58205ba4b04119eea06c06dce5c9d3b08c10c0b4abc28,233dbd6524b6cc494864f61d2b950a88f2a5d7e246a4344953b35f9eb608620e
74t7kcdgkr,c8-26,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-26.png,9f36e3dfc047806d190e6e32852134770bd2446d32a0b9dcb7dfbca5539f5d75,a78af72f97230412a09e15198fb8a36981db964891c951a5cc9a58390851e748
74t7kcdgkr,c8-27,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-27.png,9ba59ca7334a7d47d3ba3346652a548999ced0e75a4e6f22f45efb3b79dcc14b,47617c7defb529bf589f0ab00a304d57f5100618b707220461a974165f18eb9e
74t7kcdgkr,c8-28,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-28.png,88c759c306fbcfde44966073f4366b83a49eeb04be63844ac732a71e41647bb2,2824e3596206b61706d270cb1f35a027b5b61fe8dac9b68584b7808cda03e837
74t7kcdgkr,c8-29,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-29.png,48e14acb8e76fedd11280efebf17eb4f7aa6bc26844b744b333a0d895425e243,5a4dfbf81d082b4dc5aadb03f1bedfda31ff924cb1fb7559f4259f83ceacbd8b
74t7kcdgkr,c8-3,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-3.png,3ddb8fff5dbcb67fad212458e2d60e95c8c26b3d2e143ca4ed782e8419577ebb,357454aafe9dbdb4cb271cac233e622660cce443915c47db44928fe8e6b1face
74t7kcdgkr,c8-30,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-30.png,d0d0dab2dae10def0e0020a5158a6ce1a929d3426eb624ae8b4b8958a2c7e867,6b46bacf5dab978a115c66428d5049714bd7255ca9560222f51f48394525969c
74t7kcdgkr,c8-32,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-32.png,a1d192e4505390bea1cd49410aae84b4ada33f656124ab904f91ec2a7200b60e,073b9c40f86e889b99f5d6b70c4d47464ccd7c45a5b8b9aa97fa78e306bddd17
74t7kcdgkr,c8-33,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-33.png,823b6f5c9ea96e166fdf39057176eb352ad1eed0e39f2694f1169491abb917af,5c762721f37cbbbe55630b37e80a134e316483f0f2f8c94ce632597744c1e744
74t7kcdgkr,c8-34,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-34.png,b56fe29ff98b91801ed5c1455008a9ec40699aa50e66496c4dbac3f199bc7f73,12969dab213fc9d91b35071996c661717def6674bbcd14b5c1f07fe0e41bc198
74t7kcdgkr,c8-35,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-35.png,4297ed114af786ac2025ac76cc4a52f163ab77a56d3c1e56abc36476a712c2b3,f41d1ce99106391be1723c6f9a85ef4ed687be4ad6f1206ee04be16a3f912511
74t7kcdgkr,c8-36,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-36.png,ddd582c5d6690b5ee05e92f9fe5af2ad2f875d38f759cb8eea5a431bf77eaa41,1ee231d59de76a063e99a98d45a30d0c155ca47fb1d4e8557f2613923644a3c2
74t7kcdgkr,c8-37,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-37.png,e00d366abf1e961dcf87b4f9b7a30b6b95b300b74388bad16b3d5e0a9e5bdf91,dd3b52f8e757a538547b3e91f9ecaef1f8ce5c28bc9b7faa45269c95bcaf9776
74t7kcdgkr,c8-38,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-38.png,cbe87ecd7e78a2b930e028eac75cf23e70299a88d630c44d867ea836a1df366b,81805e265c61b85f618e031a62916fe652b58df6976c7e2d95239d0de8484ceb
74t7kcdgkr,c8-39,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-39.png,10b9fe62ebd5840c5a592b4f2fb96692ad6d80e90f51c3d47acfe5ece07f2200,405bfc28f8ceb98fa80d03fe5433302156bbab43eed93b6a27fce33317b409e2
74t7kcdgkr,c8-4,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-4.png,e92e5a2864fe8746d82e66df08a6a286cc7c3b37663027dcc8654557484f559f,92945c57c67584f83501aa64e497cae173fcce80bb9c668b267b36b84100cc07
74t7kcdgkr,c8-40,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-40.png,8b16881f313d080d9fad5df285e71615f7d959ad158262c64b8e84692689eec6,2ab0de74535c2d2d253c5dcb91251a0e3ef867517d5f38f199d90bfdee9fd8fd
74t7kcdgkr,c8-41,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-41.png,8ddc47d37fcec3ae63e237fbb7bbe9646522a0295a968958fb3003f2d207cb4f,b0fc57bbb7985211b8c8ecc1d3fc2e6478ed6cc424459d9f71394cdbce8af6ed
74t7kcdgkr,c8-42,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-42.png,e347ffb6de8a6cdb77194ed826d809cae9a67d9354eacd801e127e27d506da06,5edac2022705f5d7aaf0f69696e46d1968df897d11c9228666b6a6e6f0a1d617
74t7kcdgkr,c8-43,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-43.png,de357818c7ff1e55535daa270e23a813b71856db386aff0177481877ac3954f6,3b60a22b279d9aff4c466c48018bcbb911d59ff649a438a9ef3de2123a6fcb27
74t7kcdgkr,c8-5,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-5.png,b8f9a8588f11cc4ac4aa30103c458ba872d04f4a945161206450534968c15bd4,1aa0dac26a57150ac2ae73ad6326119ce5a151bced60863be45457dbda91519a
74t7kcdgkr,c8-6,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-6.png,a2d5119c1f2e9593318c35f1b65f7091f8dc48f2d9421bc2ed0033bf13eef025,e4ef3c216358defcf54d84b7d50e4d9270b19f711a8736c1ec106ffcb45125af
74t7kcdgkr,c8-6t,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-6t.png,4c531a8d3c33e8cb668f779c975753a699d433e760201dd9b35f09da601cc9cc,b4059ccc748c4aa1b0760240f6af7007b31981a91002adfb9782f8a9759d0108
74t7kcdgkr,c8-7,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-7.png,0c9a49292bab78fb9f4d26c8950d464d289705fe053baf5280371dd8c811e85d,78ab11dd22228c9d54868a1749295fb7e9718a5edf4bbf49a3e82ad419fecff7
74t7kcdgkr,c8-8,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-8.png,f67bfde9af68c49a48379af0901ad719d22b62c7a71e15278aab1bfe1183fd83,a6e70698ebc6b17a389f6f64e9725bd2f45cea6447f924b9868c2c6c5d4134a0
74t7kcdgkr,c8-8t,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-8t.png,47e954202acbcb218b708527073ed58754a255f35ea468285ae9594635378883,20f3cac962e6dbb39aec474fdc8596921611b92593e06baa68798faf4720c90e
74t7kcdgkr,c8-9,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-9.png,4a973a02a42d508aa213e540022c5c9dacd24771fd0c8fe1049ae6a2a1b19818,67828dde851f666065cfde0b9747af887da40bc9d128dd7213ccc584308b1944
74t7kcdgkr,c8-9t,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-9t.png,4a9fdaef1fcff524d1a20b72110e209c00b7006406662cf2d2b3e9ee87581284,88e42274de81e8bc6f26b3f13cc35cc0870f76c2fef520bbfd6c7fa3e1cb0e43
cgtnjyggtm,q24-1,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-1.png,a433e3b68499a37b6a5d9fbe4a32fe55cfbaf1515893d60d4312879b23672676,4f85b9ade93dc24a816df1d6aeec5e53e7fe06c1bffa64daa29bb70cc31b692d
cgtnjyggtm,q24-10,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-10.png,76d0d58ac073c197ff418aa1366caf731a1d06bbea4d482393de442280b3fde1,9273aa109d65032eca79fd0695bbbeda589c2871b9f9c5e268f6edab9c7a69d1
cgtnjyggtm,q24-11,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-11.png,d5a0acbcd698a0c962e91ccf960ae01d5061a99482a1c2578e56c31f76efa21f,e0d9a6f4951c5c8446a564720fbcade83644ae644838da60206d65a9dd2a4f90
cgtnjyggtm,q24-12,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-12.png,dc8c6ad23acc59950fa13595180567e2bcbe220dc0042f03fbd5d4cddefdff23,5ea9f7de19626d6de7e777adf3d61c5d3b885820f0e002bfaee655799ab05b46
cgtnjyggtm,q24-13,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-13.png,a22fbe228686892471d2bc2c77cdf1f3137437d78facf28edbb97a724ae3386e,94e9f01080efbf6b6bc8641019b6c3f47e99bb814bb890c2196244ab66d2ade4
cgtnjyggtm,q24-14,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-14.png,03dff5972c5cf0238fd751b56bd78b3bc09f0f4e13cd10dbb66db4cc16514248,821d2c9a826abea17b6a6bfd2420e02899ed43e2222b11e44025503c72adfb27
cgtnjyggtm,q24-15,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-15.png,952b6a1b33616ba8523c32b1bde00d5e06ff41c5efa288a1f0e6fc3be36b0938,a7c592fb5cf578f1ff95e8244fae8d0c4f857cf931796b4680c693faeec9fe36
cgtnjyggtm,q24-16,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-16.png,2938082a1f78a84a38b31dd5f14fa8ec9e09d5e1f10634dd18be8cf14cd3501e,31112470e25350041600b57eed7f74d07ff1b941a564172f303871c8e45e0aca
cgtnjyggtm,q24-18,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-18.png,51226c7953af1df9300b50902754d06b12efd72b028ad98b5b134ade21d31a84,1baba47009a3afca7e0d63d07b6f0fc98aebfc76d1a359232fff356a705e1654
cgtnjyggtm,q24-19,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-19.png,ce750da878792f74a15df612545c3946b95017a01e0eccdf598b5dc85c6b4d0e,c849fc7a3f4bd9cd9256232244434eb1163780925e08cf6974fe5a2da9a03baa
cgtnjyggtm,q24-2,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-2.png,5899c8c22aa7101c345457b3c1872f16e14eb112b667bf1949902665f2849365,0a8f79e3d2c2c6f08aecad03fea341a3f27e1eaef41f1e24e2167c602e21cb11
cgtnjyggtm,q24-20,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-20.png,fbf8f8cd97674c0749384323a43dffa5f0e5a120fe651a80f1885258bf307b53,41af2652b575ae388e5a05ac11f3d7ae34bdb35c29a74d77e2f1cd41292b25e4
cgtnjyggtm,q24-21,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-21.png,abaa97554d11c12108ac4b252a77480261a6374255f1b814222c353fde37b060,c7b1e0101a00cdc15fdc37fb88d20d6130df085648d0cbb848eabca6d8847049
cgtnjyggtm,q24-22,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-22.png,f9b68fa0afaccc50af654d8209a5ffd8653bc2b1de801ba95edc060f86433496,8bc8270d8214c57b5dbc95f95215295ae638a529cfe322d234bf009b579a501f
cgtnjyggtm,q24-23,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-23.png,1663c4723b7328f4269482673d3f1004424a36cb01c02aec5762b2a4316d5a31,17438b347820905482206e067a7bc0524594744c79809b8465cce29c092cad17
cgtnjyggtm,q24-24,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-24.png,0350ff1303042b0161a6fc964a7d97698100d310f6deb9b391f6fe0d34fb9191,b13aee2cb53c56420222137fcd4d89a8c8188e3caa3f30da1457614f8323a4bd
cgtnjyggtm,q24-25,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-25.png,27c94f8ef0c925784ca7fa296135c927dad9d539bdc20288780ec9cca2a84329,5f39041ad6c813f54ae2dd5ad3307d21f3accd160343e3abf556e2835fccbcc5
cgtnjyggtm,q24-26,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-26.png,c8ccd838695d6661b86cdee8f44440b3b07c5f4011a2d9549e1a5a26428d298c,756e5f64fef7126e88a53167f31c13d2e290cc548f979fbf5b33a236ce854a3c
cgtnjyggtm,q24-27,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-27.png,ccf81a73d98d5d9d77d5888a7882f132da691c7902160c610d0968c0a1667d12,1ecb92e682ef542a486dad1dd0dda72a3302cee985d2bf3654c1d21d16d30b24
cgtnjyggtm,q24-28,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-28.png,87c389829540656ebec9470e5a0340e6072e6703b7d55f2ca481164804bd47f1,90f83c02a848d02cf40089a9f6921ea95b4986fa62b85691ae143f147d018b10
cgtnjyggtm,q24-29,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-29.png,bba0c3631692d5eaab633b0f19ac0584534548649b6926f652758e6f05c3e855,ecdac0d95e275b48a64fb88f6b54621dbf95ac2e63aa52842844229dc55af8dc
cgtnjyggtm,q24-3,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-3.png,43537fbf608ae10fd244abc6fc0bdf318f9b1a262365f7a3c29d332be771c9be,a5e89e21695de41491306e342f67de716337712fbbe524ed0446d135883fb451
cgtnjyggtm,q24-30,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-30.png,081f9de52a4be0add35cff8d04307ec52b2efc68b658bd639e2846ec317b1231,b3c5a59e5240c0dfe7233d61b89f504b23d429fcbc30b012ddbc1d7d2b0ae1f7
cgtnjyggtm,q24-31,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-31.png,7a4d6e50495f5e8e65d3ce635f8de343ecb8ef6117466de90e0bbba866115841,f6a815ab7be50d4988109cb51337efa8f448bbc679596df80ce2e14433de8c8f
cgtnjyggtm,q24-32,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-32.png,91a54d7baff01afd0f1bf02f3168b805c176f1eb38c8c687be8483fda5362a9b,3e01532312a5d79c6ba043b8fe8bfe396390ad8af8f8fcfa9e0b130293410ea4
cgtnjyggtm,q24-33,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-33.png,c3461ba337c907a95b7ba71452829bf7b7d2ed55dac65ad7dbb2440cc2e54833,55adc3c8477b7d839e2e0f2a3fcee700d486a285d59c57f64b4b674769310231
cgtnjyggtm,q24-34,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-34.png,9dd75cbfb1774ddf127121995c107e0b3116e37701da1b757cc3dc5fd6cf4baf,7f51e9cedcceb49eac59164f777f3168e82862f635074de6e3e6ef2b3062b0cb
cgtnjyggtm,q24-35,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-35.png,455c678df1b038a1bb24febf6fe089048ad44b409af83676c9ecd49cb0bd1554,ca82ca293a1ae412e64f1cb96b1a8e970b22c1c4ac119e53cfbd308a56420575
cgtnjyggtm,q24-36,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-36.png,fcf6f552efe820e418b9468785111d90f42ed1495d7dcdebb9ec84dbcf1befb3,eda2178c95ba275325a5bceef629c9272b0a62ceac070b8b6535769a2a790ca8
cgtnjyggtm,q24-37,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-37.png,34600ca09fdde8eb983f515056f9c68de095c71b215194337fb539a64d49794f,babaa6ceabedbc8cd80a3ab1633dab6f256a94f31e3e274d8651c5286713b25e
cgtnjyggtm,q24-38,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-38.png,30fefa69accd60e954cc50ca18fb33787e0da30e2d8149ce76953cbb2270e546,786998276966255088e0a623bd234b0188e03e1a78b8ea093b88fcc2946b67fc
cgtnjyggtm,q24-39,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-39.png,cc6dc3d37cb1af3667e0c488dbe7edf9f1737f85d40b19ac0881e701b66940ad,6b10be894c1a528283e3d64ec7bba70a903b6bd7dc791312c321bb3f247c2c3b
cgtnjyggtm,q24-4,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-4.png,d13c607fa0a032b74f8e3f6e0ebe7bf60c17a6129376805ea55ed71c82e09083,b8afbd6ff3b90f7574c742ded5e3d62491d88a111d011fe558d3443c4b9d91cc
cgtnjyggtm,q24-40,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-40.png,328cf2d21150686f864f24f9d7575f2569c6985d126ada09b932966a485e9c1c,e7d593bc193d46df96a8f9fe45c4edeb211c971bfca72de198693936d826ae2d
cgtnjyggtm,q24-41,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-41.png,aad560a16f8f0fb61db30b84b161d90f5751ac88b26a5b1463eda5621e55122f,ca9180628073c0c3a8e670f3a820b7346f5356a7af75e04ea73ef5c70ed2ab54
cgtnjyggtm,q24-42,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-42.png,f8156b17409d073fdf98f36ec46aa0cb311339d906551bae7757b3808d35786c,349ada83d0f78ff40051c066e17b22df20c544b5128ceb4657e1ee76b98bc284
cgtnjyggtm,q24-43,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-43.png,da39a1a259fc2b472f62d5de14713c11619f7011cada4fa46f293f34f3ce8970,2a0a0376012acf635c6bea6953e8bce38906f2a09bc18caf9deea11996979762
cgtnjyggtm,q24-44,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-44.png,ff6f1c4e8d3da64f71465af0ca3809334dabe01f4376d093151386560aba6f41,b2dfa5cba87d9b606de4e5052f37d96bc6ab94fa230922b7ec70b954a25c719a
cgtnjyggtm,q24-45,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-45.png,a22aae21aa2e4b73e8bd8387dd99fd24d7f0dcbefbb862d612dd8334c8fb1a11,b89cc16d30f598dbe6334e680180e7e79150536eb5cd5b147205ff2c4f9bd805
cgtnjyggtm,q24-46,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-46.png,667c198f6ee7dcc28dd352d467ac1d1048fd3563327741eb82cd3c5ca288044b,a2d4967a742b906c7cea256d90dd4ad27cecb36c67bded7ac91b2e9e1b138a5a
cgtnjyggtm,q24-47,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-47.png,eff20dbb7615aaf4f17620af78f8394928118402d795c0e4e225575c64c767fc,a3ead5d874a9855ed320d2ac70dafd2dffec866547e52cf4168abefeb479583a
cgtnjyggtm,q24-48,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-48.png,89090ab85a001ed26f3133af555ebe6f56fe894068bb0330eef57c45759673cb,f8117f0139f99b361df35d4ec634f3bf9aaa1a042448990174ae7565fec06322
cgtnjyggtm,q24-49,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-49.png,df2ef39e079d31b6e3b25682b9759ddaea0e764c5559327fbde7ff7f3dba54cd,3c58e9dc7337bdae5d67d77529b13a01f1ff3a1d5dfcb8bfe06fa743f5b7da1c
cgtnjyggtm,q24-5,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-5.png,3d3121674475634415cade47f53b5e5e3f565d5b5f083d452f94579fccfefac0,df8ac5be1c71e4ea72be9d02be4ccb3b4d870853dbbc2d2dbe02b2baed51b7a1
cgtnjyggtm,q24-50,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-50.png,bd766dbf12e804a9e5f995e31534529aae455b7f5e99eb584696343ff87f2b17,4ec41eba61372938277b633423ea4ef2ab0901ef9d667b11c7061991b2e63adf
cgtnjyggtm,q24-6,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-6.png,2fc77c77f50026053edefb416c8f7ce1e0f5359efb2563805bdb7ad04d4f709c,2baf7a83cf1a068152837e10c851600523636f726245eddf912b5d813d245c16
cgtnjyggtm,q24-7,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-7.png,6ec3c0505d1799ab4355b36dff3a0b5642b1120763add2ec35d9b1b775482089,d560d69b45e3f7847cfbe3fb79309219ae15b5cd0fac79564b9655a9ae935199
cgtnjyggtm,q24-8,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-8.png,6f9ae8718a5dc38a50245f2f376afc6608e3ac652cfe20eef13adfb7d37a1270,95c47b3a2f5fc4c9dff7b06409ac20db1323352a6a9d389fd2120c50c7e02c20
cgtnjyggtm,q24-9,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-9.png,58a3c70e4e2c47663ceb113eaee1709396ff77e157816b944f5240f26a727bb4,461b5135263d26785e8c5dfae706467a35f708526d8650bcc3b8e5120c374690
w68dtmpfyf,q16-1,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-1.png,67f396c4fc96ec7902186cab68cd9d0c24c96a1cead5ce7ac597ca5f2484078a,9c8823c10aa8330170249c8686fb657db2fd03da2794f924beb7f71fa0d58196
w68dtmpfyf,q16-10,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-10.png,892e78ea24abe0f887f9f7de57c1b3d51019945a4f4eeded97801bc95b5bc5f0,dca522860229afd7f52c2d5842a0bcdd3bc7de68a57d84f2a41fc0da2c28a6fc
w68dtmpfyf,q16-11,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-11.png,3d5142cb2fdf678c1b3e2b815ed36877dba8ccb6dfb8c5d8449b65f73e6490a4,662a52b19bc61d6c7406b1a8c97fa48e21a2084dacaaf5df2a7b3c01088d1680
w68dtmpfyf,q16-12,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-12.png,d63329e76fd0b4df534ac68a5aaefc4bdb0fb61b5a23d170f5385235ba0a2dbb,e07f844bc1f8eb69fd37d33d67b6b35e3a2eeb9afa897cd99dd774506327c3f7
w68dtmpfyf,q16-13,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-13.png,c16a28f195a4b043292915e06882e545228f9d314edd57beae7e939787f47e3d,45cc36a78ea4c442cbf7ced4e8b469fe3dbaa1328f14d34f7b0fd83e06540659
w68dtmpfyf,q16-14,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-14.png,02cd4231d7be32ed76c98413bcba9c131e04cece04ac396bb4726597cec9dc97,7f0182508b9977db822d41e75903dbbb645fb9d548240cf0b84c7dd06621903e
