schema_version,analysis,task,metric,treatment,comparator,effect_direction,dataset_id,estimate,physical_specimen_count,wins,ties,losses,seed_effect_min,seed_effect_max,reference_version,formal_estimate
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.009514598673847019,4,3,0,1,-0.06630508847126051,0.07605890757226075,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.16749166575081512,4,3,0,1,0.038557533794922466,0.2596136938125069,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.4594345929036952,4,4,0,0,0.3942599468173638,0.5326392727145308,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,-0.08877422427372973,4,1,0,3,-0.14921364985163205,0.030694032311242986,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.2828935414148075,4,3,0,1,0.17428178920760526,0.34828332783822397,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.1012904234021603,4,2,0,2,0.034164261528263185,0.18302195190033044,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.18975253690881785,4,2,0,2,0.11393284976371032,0.25629684580723155,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,-0.01797157196761545,4,1,0,3,-0.1469057039235081,0.07415045609407628,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.42854098268685437,4,4,0,0,0.363366336600523,0.5017456624976899,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,-0.10311975674982606,4,0,0,4,-0.16355918232772837,0.016348499835146663,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.24251163131479653,4,3,0,1,0.13389987910759432,0.307901417738213,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.10458878944009695,4,2,0,2,0.037462627566199835,0.18632031793826706,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.14255888925522958,4,2,0,2,0.06673920211012205,0.2091031981536433,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,-0.06406345019599216,4,1,0,3,-0.1929975821518848,0.02805857786569957,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.12510487106027784,4,4,0,0,0.05993022497394648,0.19830955087111346,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,-0.10571344836428918,4,1,0,3,-0.1661528739421915,0.013754808220683534,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.22634941568670547,4,3,0,1,0.11773766347950326,0.29173920211012194,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.12352409584092963,4,3,0,1,0.05639793396703252,0.20525562433909977,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.14201926951679675,4,2,0,2,0.06619958237168921,0.20856357841521048,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.135388687401546,4,3,0,1,0.006454555445653348,0.22751071546323773,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.544458771384847,4,4,0,0,0.47928412529851566,0.6176634511956827,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,-0.03492654870498592,4,1,0,3,-0.09536597428288823,0.0845417078799868,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.2965318533172143,4,3,0,1,0.1879201011100121,0.36192163974063074,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.1777339886291083,4,2,0,2,0.11060782675521119,0.2594655171272785,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.22826226325237206,4,2,0,2,0.15244257610726453,0.29480657215078576,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.010404073707733441,4,1,0,3,-0.11853005824815918,0.1025261017694252,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,-0.5,4,0,1,3,-0.75,-0.25,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.08333333333333333,4,1,3,0,0.0,0.25,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,-0.16666666666666669,4,1,2,1,-0.25,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,-0.25,4,0,3,1,-0.25,-0.25,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.08333333333333333,4,1,3,0,0.0,0.25,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,74t7kcdgkr,-0.20888985115464434,4,1,0,3,-0.20888985115464434,-0.20888985115464434,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,cgtnjyggtm,-0.24354617723559363,4,1,0,3,-0.24354617723559363,-0.24354617723559363,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,w68dtmpfyf,-0.015437227534161255,4,2,0,2,-0.015437227534161255,-0.015437227534161255,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,xcmzfsbd9t,-0.3465502691379472,4,1,0,3,-0.3465502691379472,-0.3465502691379472,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,yfxyg8jm46,-0.041063120489431094,4,3,0,1,-0.041063120489431094,-0.041063120489431094,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,ykhs7s2dck,-0.08174781111477451,4,1,0,3,-0.08174781111477451,-0.08174781111477451,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,-0.08333333333333334,4,0,3,1,-0.25,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.16666666666666666,4,1,3,0,0.0,0.25,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,-0.08333333333333334,4,0,3,1,-0.25,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,74t7kcdgkr,-0.035087238813831106,4,1,0,3,-0.035087238813831106,-0.035087238813831106,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,cgtnjyggtm,0.052379931860644074,4,4,0,0,0.052379931860644074,0.052379931860644074,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,w68dtmpfyf,0.0016384584386562179,4,1,0,3,0.0016384584386562179,0.0016384584386562179,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,xcmzfsbd9t,-0.022065027539111298,4,2,0,2,-0.022065027539111298,-0.022065027539111298,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,yfxyg8jm46,-0.010081144448107801,4,1,0,3,-0.010081144448107801,-0.010081144448107801,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,ykhs7s2dck,0.019090559402132112,4,2,0,2,0.019090559402132112,0.019090559402132112,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.022421382702890208,4,3,0,1,-0.008539362302218634,0.07384522796900109,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.1025013737773382,4,4,0,0,0.04101989229585672,0.13577590944059792,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.039854562772465726,4,4,0,0,-0.0754247719529619,0.09848225079679077,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.020517348176261906,4,2,0,2,-0.014251913351937519,0.05304429411982752,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.11079532549364396,4,4,0,0,0.06348334981866138,0.16949390042861848,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,-0.021652745722973203,4,3,0,1,-0.05821848554786244,-0.0009704363116826084,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.01619313696672592,4,3,0,1,-0.014767608038382923,0.0676169822328368,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.1025013737773382,4,4,0,0,0.04101989229585672,0.13577590944059792,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.013015899183060356,4,3,0,1,-0.10226343554236728,0.0716435872073854,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.020061119304364446,4,2,0,2,-0.014708142223834979,0.05258806524793006,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.11176356376158553,4,4,0,0,0.06445158808660295,0.17046213869656004,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,-0.0215933985419643,4,3,0,1,-0.05815913836685354,-0.0009110891306737048,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.48903504968059575,4,4,0,0,0.45807430467548693,0.5404588949467066,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.1641696889768106,4,3,0,1,0.10268820749532913,0.19744422464007033,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.38498919295160633,4,4,0,0,0.2697098582261787,0.4436168809759314,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.30799380656738184,4,3,0,1,0.27322454503918236,0.3405207525109475,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.27349562222954904,4,4,0,0,0.2261836465545665,0.3321941971645236,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.21716580576620143,4,3,0,1,0.18060006594131217,0.237848115177492,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.6185913276335935,4,4,0,0,0.5876305826284847,0.6700151728997044,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.3056984283987251,4,4,0,0,0.24421694691724363,0.33897296406198485,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.4919097336703666,4,4,0,0,0.376630398944939,0.5505374216946917,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.3401046794742052,4,4,0,0,0.3053354179460058,0.37263162541777084,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.2921372311975675,4,4,0,0,0.2448252555225849,0.350835806132542,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.2961843792358135,4,4,0,0,0.2596186394109242,0.31686668864710404,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.2740644300105219,4,4,0,0,0.24310368500541304,0.32548827527663277,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.13617155731399055,4,4,0,0,0.07469007583250908,0.16944609297725027,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.25166190423856094,4,4,0,0,0.1363825695131333,0.310289592262886,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.18137705588273104,4,4,0,0,0.1466077943545316,0.21390400182629665,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.17849891929516062,4,4,0,0,0.13118694362017805,0.23719749423013514,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.053756639923801156,4,4,0,0,0.017190900098911915,0.07443894933509175,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.4799664464727448,4,4,0,0,0.4490057014676359,0.5313902917388557,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.22272227717331577,4,3,0,1,0.16124079569183425,0.25599681283657544,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.4162332857090522,4,4,0,0,0.30095395098362454,0.4748609737333772,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.31403677832251975,4,3,0,1,0.2792675167943203,0.3465637242660854,PROXY_LEGACY,
