axis,grouping,group_value,condition_id,coarse_rank,specimen_count,domain_count,equal_domain_mae,full_equal_domain_mae,relative_gap,noninferior_05
sampling,domain,ykhs7s2dck,sampling:density=0.75,1,38,1,0.061983554516039104,0.06179111148763878,0.0031144127976856506,True
sampling,domain,ykhs7s2dck,sampling:density=0.625,2,38,1,0.06129640361200971,0.06179111148763878,-0.008006133304917729,True
sampling,domain,ykhs7s2dck,sampling:density=0.5,3,38,1,0.06368780865044542,0.06179111148763878,0.030695307417897277,True
sampling,domain,ykhs7s2dck,sampling:density=0.375,4,38,1,0.06246051940358005,0.06179111148763878,0.010833401436308288,True
sampling,domain,ykhs7s2dck,sampling:density=0.25,5,38,1,0.060288970962966884,0.06179111148763878,-0.02430997741434704,True
sampling,domain,ykhs7s2dck,sampling:density=0.1875,6,38,1,0.059328867043837545,0.06179111148763878,-0.03984787430622283,True
sampling,domain,ykhs7s2dck,sampling:density=0.125,7,38,1,0.06401265937720706,0.06179111148763878,0.035952547803136614,True
sampling,domain,ykhs7s2dck,sampling:density=0.0625,8,38,1,0.05658745254778029,0.06179111148763878,-0.08421371317943482,True
sampling,ply_count,8,sampling:density=1,0,83,2,0.05689735928920125,0.05689735928920125,0.0,True
sampling,ply_count,8,sampling:density=0.75,1,83,2,0.05678188629327797,0.05689735928920125,-0.0020294965770968343,True
sampling,ply_count,8,sampling:density=0.625,2,83,2,0.055784155242581374,0.05689735928920125,-0.019565126756790452,True
sampling,ply_count,8,sampling:density=0.5,3,83,2,0.05776515513225902,0.05689735928920125,0.015251952883206688,True
sampling,ply_count,8,sampling:density=0.375,4,83,2,0.05516550193177135,0.05689735928920125,-0.03043827304228841,True
sampling,ply_count,8,sampling:density=0.25,5,83,2,0.05598624010562765,0.05689735928920125,-0.016013382606080317,True
sampling,ply_count,8,sampling:density=0.1875,6,83,2,0.055637215936515896,0.05689735928920125,-0.02214765972319066,True
sampling,ply_count,8,sampling:density=0.125,7,83,2,0.058487927266685266,0.05689735928920125,0.027955040398261577,True
sampling,ply_count,8,sampling:density=0.0625,8,83,2,0.05636803846710389,0.05689735928920125,-0.009303082405053176,True
sampling,ply_count,16,sampling:density=1,0,85,2,0.11201824110931598,0.11201824110931598,0.0,True
sampling,ply_count,16,sampling:density=0.75,1,85,2,0.11146303441534317,0.11201824110931598,-0.0049563953912737935,True
sampling,ply_count,16,sampling:density=0.625,2,85,2,0.11312609319263864,0.11201824110931598,0.009889925715237169,True
sampling,ply_count,16,sampling:density=0.5,3,85,2,0.11353609669228096,0.11201824110931598,0.013550075130029482,True
sampling,ply_count,16,sampling:density=0.375,4,85,2,0.11580530646177811,0.11201824110931598,0.03380757736381912,True
sampling,ply_count,16,sampling:density=0.25,5,85,2,0.11482190003595935,0.11201824110931598,0.02502859265489943,True
sampling,ply_count,16,sampling:density=0.1875,6,85,2,0.11217173173538292,0.11201824110931598,0.001370228853327049,True
sampling,ply_count,16,sampling:density=0.125,7,85,2,0.11258154355089026,0.11201824110931598,0.005028667081324434,True
sampling,ply_count,16,sampling:density=0.0625,8,85,2,0.11657040951862191,0.11201824110931598,0.040637742248278874,True
sampling,ply_count,24,sampling:density=1,0,108,2,0.09999181357432578,0.09999181357432578,0.0,True
sampling,ply_count,24,sampling:density=0.75,1,108,2,0.10073821024096,0.09999181357432578,0.00746457774845144,True
sampling,ply_count,24,sampling:density=0.625,2,108,2,0.10115508460282596,0.09999181357432578,0.01163366266614907,True
sampling,ply_count,24,sampling:density=0.5,3,108,2,0.10496920808395228,0.09999181357432578,0.04977802013688559,True
sampling,ply_count,24,sampling:density=0.375,4,108,2,0.10655344803317919,0.09999181357432578,0.06562171666159466,False
sampling,ply_count,24,sampling:density=0.25,5,108,2,0.10273254904563735,0.09999181357432578,0.02740959857953107,True
sampling,ply_count,24,sampling:density=0.1875,6,108,2,0.10116729477634642,0.09999181357432578,0.011755774397939955,True
sampling,ply_count,24,sampling:density=0.125,7,108,2,0.10709866142796365,0.09999181357432578,0.07107429698087442,False
sampling,ply_count,24,sampling:density=0.0625,8,108,2,0.10072572958108347,0.09999181357432578,0.007339760931650341,True
sampling,layup_family,cross_ply,sampling:density=1,0,146,3,0.08484982617434254,0.08484982617434254,0.0,True
sampling,layup_family,cross_ply,sampling:density=0.75,1,146,3,0.08389416226984021,0.08484982617434254,-0.011263003680628714,True
sampling,layup_family,cross_ply,sampling:density=0.625,2,146,3,0.08502072031937181,0.08484982617434254,0.002014077726902208,True
sampling,layup_family,cross_ply,sampling:density=0.5,3,146,3,0.08650840982964435,0.08484982617434254,0.01954728406742845,True
sampling,layup_family,cross_ply,sampling:density=0.375,4,146,3,0.08732787320031475,0.08484982617434254,0.02920509254645398,True
sampling,layup_family,cross_ply,sampling:density=0.25,5,146,3,0.08689853106596918,0.08484982617434254,0.024145068811538994,True
sampling,layup_family,cross_ply,sampling:density=0.1875,6,146,3,0.086380678290202,0.08484982617434254,0.01804190043611853,True
sampling,layup_family,cross_ply,sampling:density=0.125,7,146,3,0.08512834425816455,0.08484982617434254,0.0032824826682582575,True
sampling,layup_family,cross_ply,sampling:density=0.0625,8,146,3,0.0911504534225132,0.08484982617434254,0.0742562186895308,False
sampling,layup_family,quasi_isotropic,sampling:density=1,0,130,3,0.09442178314088613,0.09442178314088613,0.0,True
sampling,layup_family,quasi_isotropic,sampling:density=0.75,1,130,3,0.09542792502988053,0.09442178314088613,0.010655823852565138,True
sampling,layup_family,quasi_isotropic,sampling:density=0.625,2,130,3,0.0950228350393255,0.09442178314088613,0.006365606308689875,True
sampling,layup_family,quasi_isotropic,sampling:density=0.5,3,130,3,0.09767189677601716,0.09442178314088613,0.03442122704123851,True
sampling,layup_family,quasi_isotropic,sampling:density=0.375,4,130,3,0.09768829775083769,0.09442178314088613,0.034594926099601464,True
sampling,layup_family,quasi_isotropic,sampling:density=0.25,5,130,3,0.09546192839218039,0.09442178314088613,0.011015945862219656,True
sampling,layup_family,quasi_isotropic,sampling:density=0.1875,6,130,3,0.09293681667529481,0.09442178314088613,-0.015726947915986833,True
sampling,layup_family,quasi_isotropic,sampling:density=0.125,7,130,3,0.10031707723886157,0.09442178314088613,0.06243574207001701,False
sampling,layup_family,quasi_isotropic,sampling:density=0.0625,8,130,3,0.09129233162202632,0.09442178314088613,-0.03314332153831889,True
sampling,damage_area,low,sampling:density=1,0,92,6,0.08054626488208273,0.08054626488208273,0.0,True
sampling,damage_area,low,sampling:density=0.75,1,92,6,0.08144441436505544,0.08054626488208273,0.011150727898898483,True
sampling,damage_area,low,sampling:density=0.625,2,92,6,0.08176547003536411,0.08054626488208273,0.015136706277643741,True
sampling,damage_area,low,sampling:density=0.5,3,92,6,0.0836205415556604,0.08054626488208273,0.03816783656049494,True
sampling,damage_area,low,sampling:density=0.375,4,92,6,0.08270697751730792,0.08054626488208273,0.02682573348855355,True
sampling,damage_area,low,sampling:density=0.25,5,92,6,0.08593977772996109,0.08054626488208273,0.06696167545167109,False
sampling,damage_area,low,sampling:density=0.1875,6,92,6,0.08670714175007384,0.08054626488208273,0.07648867240474089,False
sampling,damage_area,low,sampling:density=0.125,7,92,6,0.08436591387469773,0.08054626488208273,0.047421801596968516,True
sampling,damage_area,low,sampling:density=0.0625,8,92,6,0.09090921224268618,0.08054626488208273,0.12865832296226887,False
sampling,damage_area,middle,sampling:density=1,0,92,6,0.08688875275765949,0.08688875275765949,0.0,True
sampling,damage_area,middle,sampling:density=0.75,1,92,6,0.08706327353044974,0.08688875275765949,0.002008554240351401,True
sampling,damage_area,middle,sampling:density=0.625,2,92,6,0.08677161709583825,0.08688875275765949,-0.001348110752008913,True
sampling,damage_area,middle,sampling:density=0.5,3,92,6,0.09078158884529759,0.08688875275765949,0.04480253156004643,True
sampling,damage_area,middle,sampling:density=0.375,4,92,6,0.08946610629877183,0.08688875275765949,0.02966268313576559,True
sampling,damage_area,middle,sampling:density=0.25,5,92,6,0.08565909565130166,0.08688875275765949,-0.014152086056378965,True
sampling,damage_area,middle,sampling:density=0.1875,6,92,6,0.08259620889660675,0.08688875275765949,-0.0494027561084347,True
sampling,damage_area,middle,sampling:density=0.125,7,92,6,0.09270281163378304,0.08688875275765949,0.06691382591645056,False
sampling,damage_area,middle,sampling:density=0.0625,8,92,6,0.08714477663386383,0.08688875275765949,0.0029465709666520734,True
sampling,damage_area,high,sampling:density=1,0,92,6,0.09362560184595732,0.09362560184595732,0.0,True
sampling,damage_area,high,sampling:density=0.75,1,92,6,0.09289920535082674,0.09362560184595732,-0.007758524172968406,True
sampling,damage_area,high,sampling:density=0.625,2,92,6,0.0940885674909207,0.09362560184595732,0.004944861617286023,True
sampling,damage_area,high,sampling:density=0.5,3,92,6,0.09313221040146626,0.09362560184595732,-0.005269834690118658,True
sampling,damage_area,high,sampling:density=0.375,4,92,6,0.0983097097635699,0.09362560184595732,0.050030203547522856,False
sampling,damage_area,high,sampling:density=0.25,5,92,6,0.09483772601358094,0.09362560184595732,0.012946503346573213,True
sampling,damage_area,high,sampling:density=0.1875,6,92,6,0.09428542637925234,0.09362560184595732,0.007047479752179786,True
sampling,damage_area,high,sampling:density=0.125,7,92,6,0.08958366942613782,0.09362560184595732,-0.043171230305891206,True
sampling,damage_area,high,sampling:density=0.0625,8,92,6,0.09180435943443356,0.09362560184595732,-0.019452397374387642,True
sampling,damage_height,low,sampling:density=1,0,92,6,0.08814705449607724,0.08814705449607724,0.0,True
sampling,damage_height,low,sampling:density=0.75,1,92,6,0.08981135410302798,0.08814705449607724,0.018880944082196427,True
sampling,damage_height,low,sampling:density=0.625,2,92,6,0.08887229242702592,0.08814705449607724,0.008227591212148333,True
sampling,damage_height,low,sampling:density=0.5,3,92,6,0.09098315653175583,0.08814705449607724,0.03217466598166152,True
sampling,damage_height,low,sampling:density=0.375,4,92,6,0.08980091575852688,0.08814705449607724,0.018762524419046134,True
sampling,damage_height,low,sampling:density=0.25,5,92,6,0.0907408569351208,0.08814705449607724,0.029425854940609453,True
sampling,damage_height,low,sampling:density=0.1875,6,92,6,0.08930793597282986,0.08814705449607724,0.013169827209646545,True
sampling,damage_height,low,sampling:density=0.125,7,92,6,0.0903469564173001,0.08814705449607724,0.0249571801780486,True
sampling,damage_height,low,sampling:density=0.0625,8,92,6,0.09294954952465347,0.08814705449607724,0.05448276242503325,False
sampling,damage_height,middle,sampling:density=1,0,92,6,0.0855784455934327,0.0855784455934327,0.0,True
sampling,damage_height,middle,sampling:density=0.75,1,92,6,0.08532139080318803,0.0855784455934327,-0.0030037328729466406,True
sampling,damage_height,middle,sampling:density=0.625,2,92,6,0.08573984896808333,0.0855784455934327,0.0018860283513144616,True
sampling,damage_height,middle,sampling:density=0.5,3,92,6,0.08907552877606,0.0855784455934327,0.04086406522550434,True
sampling,damage_height,middle,sampling:density=0.375,4,92,6,0.08893256018044642,0.0855784455934327,0.039193450684398945,True
sampling,damage_height,middle,sampling:density=0.25,5,92,6,0.08706314975045391,0.0855784455934327,0.01734904328684328,True
sampling,damage_height,middle,sampling:density=0.1875,6,92,6,0.08644002881222801,0.0855784455934327,0.010067759618917815,True
sampling,damage_height,middle,sampling:density=0.125,7,92,6,0.09300342425575636,0.0855784455934327,0.08676225199974263,False
sampling,damage_height,middle,sampling:density=0.0625,8,92,6,0.09241076144593151,0.0855784455934327,0.07983687720805155,False
sampling,damage_height,high,sampling:density=1,0,92,6,0.093809687381282,0.093809687381282,0.0,True
sampling,damage_height,high,sampling:density=0.75,1,92,6,0.09331491078519806,0.093809687381282,-0.005274259086622379,True
sampling,damage_height,high,sampling:density=0.625,2,92,6,0.09440944500080789,0.093809687381282,0.006393344187239691,True
sampling,damage_height,high,sampling:density=0.5,3,92,6,0.09495736470298048,0.093809687381282,0.01223410240174716,True
sampling,damage_height,high,sampling:density=0.375,4,92,6,0.09581271649019406,0.093809687381282,0.02135204971711402,True
sampling,damage_height,high,sampling:density=0.25,5,92,6,0.09505123923762959,0.093809687381282,0.013234793665833244,True
sampling,damage_height,high,sampling:density=0.1875,6,92,6,0.09097348948045307,0.093809687381282,-0.030233528967018364,True
sampling,damage_height,high,sampling:density=0.125,7,92,6,0.09496991086129203,0.093809687381282,0.012367842942428764,True
sampling,damage_height,high,sampling:density=0.0625,8,92,6,0.09034813795100227,0.093809687381282,-0.03689970115997221,True
sampling,damage_width,low,sampling:density=1,0,92,6,0.0870013974106622,0.0870013974106622,0.0,True
sampling,damage_width,low,sampling:density=0.75,1,92,6,0.08839187426360658,0.0870013974106622,0.01598223585284586,True
sampling,damage_width,low,sampling:density=0.625,2,92,6,0.08822630411262362,0.0870013974106622,0.014079161236682625,True
sampling,damage_width,low,sampling:density=0.5,3,92,6,0.09119276837755462,0.0870013974106622,0.048175903969776446,True
sampling,damage_width,low,sampling:density=0.375,4,92,6,0.09175139329257849,0.0870013974106622,0.0545967768712432,False
sampling,damage_width,low,sampling:density=0.25,5,92,6,0.09206587949666363,0.0870013974106622,0.05821150276582521,False
sampling,damage_width,low,sampling:density=0.1875,6,92,6,0.09039392202542884,0.0870013974106622,0.03899390947427328,True
sampling,damage_width,low,sampling:density=0.125,7,92,6,0.0938747051452753,0.0870013974106622,0.07900226822989809,False
sampling,damage_width,low,sampling:density=0.0625,8,92,6,0.09481652216302083,0.0870013974106622,0.08982757731430269,False
sampling,damage_width,middle,sampling:density=1,0,92,6,0.08841547490595714,0.08841547490595714,0.0,True
sampling,damage_width,middle,sampling:density=0.75,1,92,6,0.08747408405341038,0.08841547490595714,-0.01064735391115712,True
sampling,damage_width,middle,sampling:density=0.625,2,92,6,0.08771739504222338,0.08841547490595714,-0.007895448895979595,True
sampling,damage_width,middle,sampling:density=0.5,3,92,6,0.09060478762070862,0.08841547490595714,0.024761646273801396,True
sampling,damage_width,middle,sampling:density=0.375,4,92,6,0.08951314557508243,0.08841547490595714,0.012414915718010011,True
sampling,damage_width,middle,sampling:density=0.25,5,92,6,0.08650870473117739,0.08841547490595714,-0.021566023106338372,True
sampling,damage_width,middle,sampling:density=0.1875,6,92,6,0.08639015646090636,0.08841547490595714,-0.022906832171687097,True
sampling,damage_width,middle,sampling:density=0.125,7,92,6,0.0916242096912117,0.08841547490595714,0.03629155177492982,True
sampling,damage_width,middle,sampling:density=0.0625,8,92,6,0.08740632741589986,0.08841547490595714,-0.01141369755838162,True
sampling,damage_width,high,sampling:density=1,0,92,6,0.08974792599032365,0.08974792599032365,0.0,True
sampling,damage_width,high,sampling:density=0.75,1,92,6,0.08947169413649246,0.08974792599032365,-0.003077863368797784,True
sampling,damage_width,high,sampling:density=0.625,2,92,6,0.09049284652378249,0.08974792599032365,0.008300142039373126,True
sampling,damage_width,high,sampling:density=0.5,3,92,6,0.0906308855818259,0.08974792599032365,0.009838217226294965,True
sampling,damage_width,high,sampling:density=0.375,4,92,6,0.09166880072501715,0.08974792599032365,0.021402998604119317,True
sampling,damage_width,high,sampling:density=0.25,5,92,6,0.09077859911596946,0.08974792599032365,0.011484088509821744,True
sampling,damage_width,high,sampling:density=0.1875,6,92,6,0.08742417439693322,0.08974792599032365,-0.02589198098729295,True
sampling,damage_width,high,sampling:density=0.125,7,92,6,0.08852175996579642,0.08974792599032365,-0.013662332705709823,True
sampling,damage_width,high,sampling:density=0.0625,8,92,6,0.0857992498246628,0.08974792599032365,-0.043997408542750915,True
gaussian,domain,74t7kcdgkr,gaussian:sigma=0,0,45,1,0.052003607090763716,0.052003607090763716,0.0,True
gaussian,domain,74t7kcdgkr,gaussian:sigma=0.5,1,45,1,0.05143527626488922,0.052003607090763716,-0.010928680867897667,True
gaussian,domain,74t7kcdgkr,gaussian:sigma=1,2,45,1,0.05189210205877767,0.052003607090763716,-0.0021441788026632658,True
gaussian,domain,74t7kcdgkr,gaussian:sigma=1.5,3,45,1,0.055833310384715396,0.052003607090763716,0.0736430318625314,False
gaussian,domain,74t7kcdgkr,gaussian:sigma=2,4,45,1,0.06156820686315721,0.052003607090763716,0.18392185287647567,False
gaussian,domain,74t7kcdgkr,gaussian:sigma=3,5,45,1,0.06899173451172792,0.052003607090763716,0.3266720977895674,False
gaussian,domain,74t7kcdgkr,gaussian:sigma=4,6,45,1,0.07114647707739626,0.052003607090763716,0.3681065806304902,False
gaussian,domain,74t7kcdgkr,gaussian:sigma=6,7,45,1,0.07828097081627276,0.052003607090763716,0.5052988666660418,False
gaussian,domain,74t7kcdgkr,gaussian:sigma=8,8,45,1,0.07941096326000933,0.052003607090763716,0.5270279832975933,False
gaussian,domain,cgtnjyggtm,gaussian:sigma=0,0,49,1,0.12486849958988919,0.12486849958988919,0.0,True
gaussian,domain,cgtnjyggtm,gaussian:sigma=0.5,1,49,1,0.12649559599408386,0.12486849958988919,0.013030479340575107,True
gaussian,domain,cgtnjyggtm,gaussian:sigma=1,2,49,1,0.1327430548803232,0.12486849958988919,0.06306278457975178,False
gaussian,domain,cgtnjyggtm,gaussian:sigma=1.5,3,49,1,0.13981737220902263,0.12486849958988919,0.1197169235494191,False
gaussian,domain,cgtnjyggtm,gaussian:sigma=2,4,49,1,0.1438556437231374,0.12486849958988919,0.1520571176526384,False
gaussian,domain,cgtnjyggtm,gaussian:sigma=3,5,49,1,0.14787684298075873,0.12486849958988919,0.18426058987203975,False
gaussian,domain,cgtnjyggtm,gaussian:sigma=4,6,49,1,0.14661016826777262,0.12486849958988919,0.17411652057396787,False
gaussian,domain,cgtnjyggtm,gaussian:sigma=6,7,49,1,0.12374168380212804,0.12486849958988919,-0.009024019600315514,True
gaussian,domain,cgtnjyggtm,gaussian:sigma=8,8,49,1,0.1356431859859899,0.12486849958988919,0.086288266708485,False
gaussian,domain,w68dtmpfyf,gaussian:sigma=0,0,43,1,0.09660573834513045,0.09660573834513045,0.0,True
gaussian,domain,w68dtmpfyf,gaussian:sigma=0.5,1,43,1,0.09687448591236654,0.09660573834513045,0.0027819006597307183,True
gaussian,domain,w68dtmpfyf,gaussian:sigma=1,2,43,1,0.09618917101963381,0.09660573834513045,-0.004312035005709758,True
gaussian,domain,w68dtmpfyf,gaussian:sigma=1.5,3,43,1,0.09539462327432482,0.09660573834513045,-0.012536678374930887,True
gaussian,domain,w68dtmpfyf,gaussian:sigma=2,4,43,1,0.09325910211968547,0.09660573834513045,-0.03464220948748309,True
gaussian,domain,w68dtmpfyf,gaussian:sigma=3,5,43,1,0.0970047815485736,0.09660573834513045,0.004130636650356623,True
gaussian,domain,w68dtmpfyf,gaussian:sigma=4,6,43,1,0.10009905288910423,0.09660573834513045,0.03616052838904538,True
gaussian,domain,w68dtmpfyf,gaussian:sigma=6,7,43,1,0.10458437933637892,0.09660573834513045,0.08258972114828467,False
gaussian,domain,w68dtmpfyf,gaussian:sigma=8,8,43,1,0.09538422206995473,0.09660573834513045,-0.012644344902284943,True
gaussian,domain,xcmzfsbd9t,gaussian:sigma=0,0,59,1,0.07511512755876237,0.07511512755876237,0.0,True
gaussian,domain,xcmzfsbd9t,gaussian:sigma=0.5,1,59,1,0.07580565672004601,0.07511512755876237,0.00919294400110604,True
gaussian,domain,xcmzfsbd9t,gaussian:sigma=1,2,59,1,0.07732103158100101,0.07511512755876237,0.029366974322355466,True
gaussian,domain,xcmzfsbd9t,gaussian:sigma=1.5,3,59,1,0.07807812610735673,0.07511512755876237,0.0394460962111316,True
gaussian,domain,xcmzfsbd9t,gaussian:sigma=2,4,59,1,0.08814201965834975,0.07511512755876237,0.17342568032513128,False
gaussian,domain,xcmzfsbd9t,gaussian:sigma=3,5,59,1,0.08982686383830242,0.07511512755876237,0.19585583833337816,False
gaussian,domain,xcmzfsbd9t,gaussian:sigma=4,6,59,1,0.0805587778314143,0.07511512755876237,0.07247075854851426,False
gaussian,domain,xcmzfsbd9t,gaussian:sigma=6,7,59,1,0.10289064257144676,0.07511512755876237,0.369772586633174,False
gaussian,domain,xcmzfsbd9t,gaussian:sigma=8,8,59,1,0.14382074197192884,0.07511512755876237,0.9146708079463519,False
gaussian,domain,yfxyg8jm46,gaussian:sigma=0,0,42,1,0.1274307438735015,0.1274307438735015,0.0,True
gaussian,domain,yfxyg8jm46,gaussian:sigma=0.5,1,42,1,0.12675710850537145,0.1274307438735015,-0.00528628608492443,True
gaussian,domain,yfxyg8jm46,gaussian:sigma=1,2,42,1,0.1260822154387069,0.1274307438735015,-0.01058244183313617,True
gaussian,domain,yfxyg8jm46,gaussian:sigma=1.5,3,42,1,0.12640466398590858,0.1274307438735015,-0.0080520591530997,True
gaussian,domain,yfxyg8jm46,gaussian:sigma=2,4,42,1,0.14100013997308672,0.1274307438735015,0.10648447687832174,False
gaussian,domain,yfxyg8jm46,gaussian:sigma=3,5,42,1,0.1308924661997853,0.1274307438735015,0.027165519254287673,True
gaussian,domain,yfxyg8jm46,gaussian:sigma=4,6,42,1,0.13420442094500593,0.1274307438735015,0.053155752415826374,False
gaussian,domain,yfxyg8jm46,gaussian:sigma=6,7,42,1,0.13330405464908224,0.1274307438735015,0.04609021808278135,True
gaussian,domain,yfxyg8jm46,gaussian:sigma=8,8,42,1,0.13973010540493028,0.1274307438735015,0.09651800780224717,False
gaussian,domain,ykhs7s2dck,gaussian:sigma=0,0,38,1,0.06179111148763878,0.06179111148763878,0.0,True
gaussian,domain,ykhs7s2dck,gaussian:sigma=0.5,1,38,1,0.0613804166282523,0.06179111148763878,-0.0066465038336240845,True
gaussian,domain,ykhs7s2dck,gaussian:sigma=1,2,38,1,0.05937729301916318,0.06179111148763878,-0.0390641697545524,True
gaussian,domain,ykhs7s2dck,gaussian:sigma=1.5,3,38,1,0.058280657739680254,0.06179111148763878,-0.05681162975456089,True
gaussian,domain,ykhs7s2dck,gaussian:sigma=2,4,38,1,0.0577442203125918,0.06179111148763878,-0.06549309565108818,True
gaussian,domain,ykhs7s2dck,gaussian:sigma=3,5,38,1,0.058255055020455235,0.06179111148763878,-0.05722597283091324,True
gaussian,domain,ykhs7s2dck,gaussian:sigma=4,6,38,1,0.05970400765211161,0.06179111148763878,-0.03377676473653801,True
