level,mechanism_source,stratifier,current_checkpoint,outer_domain,stratum,specimen_count,mean_feedback_benefit
state_checkpoint,real,best_action_turnover,0.0625,74t7kcdgkr,middle,15,-0.000011663750709
state_checkpoint,real,best_action_turnover,0.0625,__equal_domain__,high,90,-0.000019003877461
state_checkpoint,real,best_action_turnover,0.0625,__equal_domain__,low,94,-0.000020790396906
state_checkpoint,real,best_action_turnover,0.0625,__equal_domain__,middle,92,-0.000014488465517
state_checkpoint,real,best_action_turnover,0.0625,cgtnjyggtm,high,16,0.000003252561208
state_checkpoint,real,best_action_turnover,0.0625,cgtnjyggtm,low,17,-0.000007701020771
state_checkpoint,real,best_action_turnover,0.0625,cgtnjyggtm,middle,16,-0.000001607300495
state_checkpoint,real,best_action_turnover,0.0625,w68dtmpfyf,high,14,0
state_checkpoint,real,best_action_turnover,0.0625,w68dtmpfyf,low,15,0
state_checkpoint,real,best_action_turnover,0.0625,w68dtmpfyf,middle,14,0
state_checkpoint,real,best_action_turnover,0.0625,xcmzfsbd9t,high,19,0.000001135707069
state_checkpoint,real,best_action_turnover,0.0625,xcmzfsbd9t,low,20,-0.000008927749968
state_checkpoint,real,best_action_turnover,0.0625,xcmzfsbd9t,middle,20,-0.000006504383342
state_checkpoint,real,best_action_turnover,0.0625,yfxyg8jm46,high,14,-0.000022852845816
state_checkpoint,real,best_action_turnover,0.0625,yfxyg8jm46,low,14,-0.000012587371856
state_checkpoint,real,best_action_turnover,0.0625,yfxyg8jm46,middle,14,0.000003003655708
state_checkpoint,real,best_action_turnover,0.0625,ykhs7s2dck,high,12,-0.000095518119986
state_checkpoint,real,best_action_turnover,0.0625,ykhs7s2dck,low,13,-0.000087112213964
state_checkpoint,real,best_action_turnover,0.0625,ykhs7s2dck,middle,13,-0.000070159014265
state_checkpoint,real,best_action_turnover,0.09375,74t7kcdgkr,high,15,0.000009591255026
state_checkpoint,real,best_action_turnover,0.09375,74t7kcdgkr,low,15,-0.000004419823284
state_checkpoint,real,best_action_turnover,0.09375,74t7kcdgkr,middle,15,-0.000024222209707
state_checkpoint,real,best_action_turnover,0.09375,__equal_domain__,high,90,-0.000036118480636
state_checkpoint,real,best_action_turnover,0.09375,__equal_domain__,low,94,-0.000026105584739
state_checkpoint,real,best_action_turnover,0.09375,__equal_domain__,middle,92,-0.000018941342313
state_checkpoint,real,best_action_turnover,0.09375,cgtnjyggtm,high,16,-0.000000327526104
state_checkpoint,real,best_action_turnover,0.09375,cgtnjyggtm,low,17,-0.000002790945655
state_checkpoint,real,best_action_turnover,0.09375,cgtnjyggtm,middle,16,-0.000015853064591
state_checkpoint,real,best_action_turnover,0.09375,w68dtmpfyf,high,14,-0.000002925017403
state_checkpoint,real,best_action_turnover,0.09375,w68dtmpfyf,low,15,-0.000017547819884
state_checkpoint,real,best_action_turnover,0.09375,w68dtmpfyf,middle,14,-0.000001763402602
state_checkpoint,real,best_action_turnover,0.09375,xcmzfsbd9t,high,19,0.000002389511927
state_checkpoint,real,best_action_turnover,0.09375,xcmzfsbd9t,low,20,-0.000013005728125
state_checkpoint,real,best_action_turnover,0.09375,xcmzfsbd9t,middle,20,0.000000487571642
state_checkpoint,real,best_action_turnover,0.09375,yfxyg8jm46,high,14,-0.000138010137138
state_checkpoint,real,best_action_turnover,0.09375,yfxyg8jm46,low,14,-0.000034788615761
state_checkpoint,real,best_action_turnover,0.09375,yfxyg8jm46,middle,14,-0.000019915895389
state_checkpoint,real,best_action_turnover,0.09375,ykhs7s2dck,high,12,-0.000087428970128
state_checkpoint,real,best_action_turnover,0.09375,ykhs7s2dck,low,13,-0.000084080575727
state_checkpoint,real,best_action_turnover,0.09375,ykhs7s2dck,middle,13,-0.000052381053233
state_checkpoint,real,best_action_turnover,0.125,74t7kcdgkr,high,15,-0.000011852098617
state_checkpoint,real,best_action_turnover,0.125,74t7kcdgkr,low,15,0.000008016711092
state_checkpoint,real,best_action_turnover,0.125,74t7kcdgkr,middle,15,0.000026177795949
state_checkpoint,real,best_action_turnover,0.125,__equal_domain__,high,90,-0.000051214828519
state_checkpoint,real,best_action_turnover,0.125,__equal_domain__,low,94,-0.000022256779488
state_checkpoint,real,best_action_turnover,0.125,__equal_domain__,middle,92,-0.00002402911604
state_checkpoint,real,best_action_turnover,0.125,cgtnjyggtm,high,16,-0.000001765913166
state_checkpoint,real,best_action_turnover,0.125,cgtnjyggtm,low,17,0.000005450292895
state_checkpoint,real,best_action_turnover,0.125,cgtnjyggtm,middle,16,-0.000029224217629
state_checkpoint,real,best_action_turnover,0.125,w68dtmpfyf,high,14,-0.000002074961538
state_checkpoint,real,best_action_turnover,0.125,w68dtmpfyf,low,15,-0.000017842742141
state_checkpoint,real,best_action_turnover,0.125,w68dtmpfyf,middle,14,0.000003016806652
state_checkpoint,real,best_action_turnover,0.125,xcmzfsbd9t,high,19,-0.000029511489254
state_checkpoint,real,best_action_turnover,0.125,xcmzfsbd9t,low,20,-0.000014308256523
state_checkpoint,real,best_action_turnover,0.125,xcmzfsbd9t,middle,20,-0.000027774443006
state_checkpoint,real,best_action_turnover,0.125,yfxyg8jm46,high,14,-0.000190832728198
state_checkpoint,real,best_action_turnover,0.125,yfxyg8jm46,low,14,-0.000047664759682
state_checkpoint,real,best_action_turnover,0.125,yfxyg8jm46,middle,14,-0.000058834058238
state_checkpoint,real,best_action_turnover,0.125,ykhs7s2dck,high,12,-0.00007125178034
state_checkpoint,real,best_action_turnover,0.125,ykhs7s2dck,low,13,-0.000067191922566
state_checkpoint,real,best_action_turnover,0.125,ykhs7s2dck,middle,13,-0.000057536579968
state_checkpoint,real,best_action_turnover,0.1875,74t7kcdgkr,high,15,0.000042457630691
state_checkpoint,real,best_action_turnover,0.1875,74t7kcdgkr,low,15,0.000005640183992
state_checkpoint,real,best_action_turnover,0.1875,74t7kcdgkr,middle,15,-0.000008120581063
state_checkpoint,real,best_action_turnover,0.1875,__equal_domain__,high,90,0.000000992476811
state_checkpoint,real,best_action_turnover,0.1875,__equal_domain__,low,94,-0.000013091959884
state_checkpoint,real,best_action_turnover,0.1875,__equal_domain__,middle,92,-0.000012825561538
state_checkpoint,real,best_action_turnover,0.1875,cgtnjyggtm,high,16,0.000008576338744
state_checkpoint,real,best_action_turnover,0.1875,cgtnjyggtm,low,17,-0.000033618009092
state_checkpoint,real,best_action_turnover,0.1875,cgtnjyggtm,middle,16,0.000003864598194
state_checkpoint,real,best_action_turnover,0.1875,w68dtmpfyf,high,14,0.000018792726872
state_checkpoint,real,best_action_turnover,0.1875,w68dtmpfyf,low,15,0.000002764936952
state_checkpoint,real,best_action_turnover,0.1875,w68dtmpfyf,middle,14,0.000014186596658
state_checkpoint,real,best_action_turnover,0.1875,xcmzfsbd9t,high,19,-0.000002974260007
state_checkpoint,real,best_action_turnover,0.1875,xcmzfsbd9t,low,20,0.000003639179262
state_checkpoint,real,best_action_turnover,0.1875,xcmzfsbd9t,middle,20,-0.000012289173892
state_checkpoint,real,best_action_turnover,0.1875,yfxyg8jm46,high,14,-0.000027675232744
state_checkpoint,real,best_action_turnover,0.1875,yfxyg8jm46,low,14,-0.000035814982009
state_checkpoint,real,best_action_turnover,0.1875,yfxyg8jm46,middle,14,-0.000067724188639
state_checkpoint,real,best_action_turnover,0.1875,ykhs7s2dck,high,12,-0.000033222342692
state_checkpoint,real,best_action_turnover,0.1875,ykhs7s2dck,low,13,-0.000021163068411
state_checkpoint,real,best_action_turnover,0.1875,ykhs7s2dck,middle,13,-0.000006870620486
state_checkpoint,real,mean_absolute_value_shift,0.0625,74t7kcdgkr,high,15,0.000003190100905
state_checkpoint,real,mean_absolute_value_shift,0.0625,74t7kcdgkr,low,15,0.000001400127085
state_checkpoint,real,mean_absolute_value_shift,0.0625,74t7kcdgkr,middle,15,-0.000024708570815
state_checkpoint,real,mean_absolute_value_shift,0.0625,__equal_domain__,high,90,-0.000015153788065
state_checkpoint,real,mean_absolute_value_shift,0.0625,__equal_domain__,low,94,-0.000019069110138
state_checkpoint,real,mean_absolute_value_shift,0.0625,__equal_domain__,middle,92,-0.000019968761645
state_checkpoint,real,mean_absolute_value_shift,0.0625,cgtnjyggtm,high,16,0.000000658104285
state_checkpoint,real,mean_absolute_value_shift,0.0625,cgtnjyggtm,low,17,-0.00000598494512
state_checkpoint,real,mean_absolute_value_shift,0.0625,cgtnjyggtm,middle,16,-0.000000836173952
state_checkpoint,real,mean_absolute_value_shift,0.0625,w68dtmpfyf,high,14,0
state_checkpoint,real,mean_absolute_value_shift,0.0625,w68dtmpfyf,low,15,0
state_checkpoint,real,mean_absolute_value_shift,0.0625,w68dtmpfyf,middle,14,0
state_checkpoint,real,mean_absolute_value_shift,0.0625,xcmzfsbd9t,high,19,-0.000003042986359
state_checkpoint,real,mean_absolute_value_shift,0.0625,xcmzfsbd9t,low,20,-0.000001931276104
state_checkpoint,real,mean_absolute_value_shift,0.0625,xcmzfsbd9t,middle,20,-0.000009531098449
state_checkpoint,real,mean_absolute_value_shift,0.0625,yfxyg8jm46,high,14,-0.000007424532253
state_checkpoint,real,mean_absolute_value_shift,0.0625,yfxyg8jm46,low,14,0.000005691047399
state_checkpoint,real,mean_absolute_value_shift,0.0625,yfxyg8jm46,middle,14,-0.000030703077109
state_checkpoint,real,mean_absolute_value_shift,0.0625,ykhs7s2dck,high,12,-0.000084303414969
state_checkpoint,real,mean_absolute_value_shift,0.0625,ykhs7s2dck,low,13,-0.000113589614088
state_checkpoint,real,mean_absolute_value_shift,0.0625,ykhs7s2dck,middle,13,-0.000054033649542
state_checkpoint,real,mean_absolute_value_shift,0.09375,74t7kcdgkr,high,15,-0.000004458830247
state_checkpoint,real,mean_absolute_value_shift,0.09375,74t7kcdgkr,low,15,0.00000594265513
state_checkpoint,real,mean_absolute_value_shift,0.09375,74t7kcdgkr,middle,15,-0.000020534602848
state_checkpoint,real,mean_absolute_value_shift,0.09375,__equal_domain__,high,90,-0.00003988457157
state_checkpoint,real,mean_absolute_value_shift,0.09375,__equal_domain__,low,94,-0.000021152577049
state_checkpoint,real,mean_absolute_value_shift,0.09375,__equal_domain__,middle,92,-0.000019888153184
state_checkpoint,real,mean_absolute_value_shift,0.09375,cgtnjyggtm,high,16,-0.000005394929101
state_checkpoint,real,mean_absolute_value_shift,0.09375,cgtnjyggtm,low,17,-0.000000947939472
state_checkpoint,real,mean_absolute_value_shift,0.09375,cgtnjyggtm,middle,16,-0.000012743855664
state_checkpoint,real,mean_absolute_value_shift,0.09375,w68dtmpfyf,high,14,-0.000009931888141
state_checkpoint,real,mean_absolute_value_shift,0.09375,w68dtmpfyf,low,15,-0.000019830611709
state_checkpoint,real,mean_absolute_value_shift,0.09375,w68dtmpfyf,middle,14,0.00000768931652
state_checkpoint,real,mean_absolute_value_shift,0.09375,xcmzfsbd9t,high,19,-0.00000121903162
state_checkpoint,real,mean_absolute_value_shift,0.09375,xcmzfsbd9t,low,20,-0.000018756237512
state_checkpoint,real,mean_absolute_value_shift,0.09375,xcmzfsbd9t,middle,20,0.000009666197399
state_checkpoint,real,mean_absolute_value_shift,0.09375,yfxyg8jm46,high,14,-0.000151325299844
state_checkpoint,real,mean_absolute_value_shift,0.09375,yfxyg8jm46,low,14,-0.000013082759801
state_checkpoint,real,mean_absolute_value_shift,0.09375,yfxyg8jm46,middle,14,-0.000028306588643
state_checkpoint,real,mean_absolute_value_shift,0.09375,ykhs7s2dck,high,12,-0.000066977450468
state_checkpoint,real,mean_absolute_value_shift,0.09375,ykhs7s2dck,low,13,-0.00008024056893
state_checkpoint,real,mean_absolute_value_shift,0.09375,ykhs7s2dck,middle,13,-0.00007509938587
state_checkpoint,real,mean_absolute_value_shift,0.125,74t7kcdgkr,high,15,0.000002852189155
state_checkpoint,real,mean_absolute_value_shift,0.125,74t7kcdgkr,low,15,0.000013513906701
state_checkpoint,real,mean_absolute_value_shift,0.125,74t7kcdgkr,middle,15,0.000005976312567
state_checkpoint,real,mean_absolute_value_shift,0.125,__equal_domain__,high,90,-0.000050874316779
state_checkpoint,real,mean_absolute_value_shift,0.125,__equal_domain__,low,94,-0.000028048181907
state_checkpoint,real,mean_absolute_value_shift,0.125,__equal_domain__,middle,92,-0.000018036484494
state_checkpoint,real,mean_absolute_value_shift,0.125,cgtnjyggtm,high,16,0.000002955555883
state_checkpoint,real,mean_absolute_value_shift,0.125,cgtnjyggtm,low,17,-0.000003727843787
state_checkpoint,real,mean_absolute_value_shift,0.125,cgtnjyggtm,middle,16,-0.000024193916453
state_checkpoint,real,mean_absolute_value_shift,0.125,w68dtmpfyf,high,14,0.000010256035317
state_checkpoint,real,mean_absolute_value_shift,0.125,w68dtmpfyf,low,15,-0.000043554066662
state_checkpoint,real,mean_absolute_value_shift,0.125,w68dtmpfyf,middle,14,0.000018233657497
state_checkpoint,real,mean_absolute_value_shift,0.125,xcmzfsbd9t,high,19,-0.000029634671808
state_checkpoint,real,mean_absolute_value_shift,0.125,xcmzfsbd9t,low,20,-0.000020498343922
state_checkpoint,real,mean_absolute_value_shift,0.125,xcmzfsbd9t,middle,20,-0.000021467332179
state_checkpoint,real,mean_absolute_value_shift,0.125,yfxyg8jm46,high,14,-0.000231427047721
state_checkpoint,real,mean_absolute_value_shift,0.125,yfxyg8jm46,low,14,-0.000037472597597
state_checkpoint,real,mean_absolute_value_shift,0.125,yfxyg8jm46,middle,14,-0.000028431900801
state_checkpoint,real,mean_absolute_value_shift,0.125,ykhs7s2dck,high,12,-0.000060247961502
state_checkpoint,real,mean_absolute_value_shift,0.125,ykhs7s2dck,low,13,-0.000076550146175
state_checkpoint,real,mean_absolute_value_shift,0.125,ykhs7s2dck,middle,13,-0.000058335727594
state_checkpoint,real,mean_absolute_value_shift,0.1875,74t7kcdgkr,high,15,0.000001433673073
state_checkpoint,real,mean_absolute_value_shift,0.1875,74t7kcdgkr,low,15,0.000007664756834
state_checkpoint,real,mean_absolute_value_shift,0.1875,74t7kcdgkr,middle,15,0.000030878803713
state_checkpoint,real,mean_absolute_value_shift,0.1875,__equal_domain__,high,90,-0.000019150083797
state_checkpoint,real,mean_absolute_value_shift,0.1875,__equal_domain__,low,94,-0.000006262813399
state_checkpoint,real,mean_absolute_value_shift,0.1875,__equal_domain__,middle,92,0.00000014133625
state_checkpoint,real,mean_absolute_value_shift,0.1875,cgtnjyggtm,high,16,0.000009835320855
state_checkpoint,real,mean_absolute_value_shift,0.1875,cgtnjyggtm,low,17,-0.000010876169167
state_checkpoint,real,mean_absolute_value_shift,0.1875,cgtnjyggtm,middle,16,-0.000021557588837
state_checkpoint,real,mean_absolute_value_shift,0.1875,w68dtmpfyf,high,14,0.000010812831816
state_checkpoint,real,mean_absolute_value_shift,0.1875,w68dtmpfyf,low,15,0.000014539199473
state_checkpoint,real,mean_absolute_value_shift,0.1875,w68dtmpfyf,middle,14,0.000009551210442
state_checkpoint,real,mean_absolute_value_shift,0.1875,xcmzfsbd9t,high,19,-0.000030828771673
state_checkpoint,real,mean_absolute_value_shift,0.1875,xcmzfsbd9t,low,20,-0.000004154799129
state_checkpoint,real,mean_absolute_value_shift,0.1875,xcmzfsbd9t,middle,20,0.000021966590581
state_checkpoint,real,mean_absolute_value_shift,0.1875,yfxyg8jm46,high,14,-0.000093419361416
state_checkpoint,real,mean_absolute_value_shift,0.1875,yfxyg8jm46,low,14,-0.000020744703183
state_checkpoint,real,mean_absolute_value_shift,0.1875,yfxyg8jm46,middle,14,-0.000017050338793
state_checkpoint,real,mean_absolute_value_shift,0.1875,ykhs7s2dck,high,12,-0.000012734195433
state_checkpoint,real,mean_absolute_value_shift,0.1875,ykhs7s2dck,low,13,-0.000024005165224
state_checkpoint,real,mean_absolute_value_shift,0.1875,ykhs7s2dck,middle,13,-0.000022940659604
state_checkpoint,teacher,best_action_turnover,0.0625,74t7kcdgkr,high,15,-0.000035782982033
state_checkpoint,teacher,best_action_turnover,0.0625,74t7kcdgkr,low,15,0.000026271858454
state_checkpoint,teacher,best_action_turnover,0.0625,74t7kcdgkr,middle,15,-0.000010607219247
state_checkpoint,teacher,best_action_turnover,0.0625,__equal_domain__,high,90,-0.0000276073929
state_checkpoint,teacher,best_action_turnover,0.0625,__equal_domain__,low,94,-0.000003477477057
state_checkpoint,teacher,best_action_turnover,0.0625,__equal_domain__,middle,92,-0.000023388316662
state_checkpoint,teacher,best_action_turnover,0.0625,cgtnjyggtm,high,16,-0.000006320090197
state_checkpoint,teacher,best_action_turnover,0.0625,cgtnjyggtm,low,17,0.00001097347659
state_checkpoint,teacher,best_action_turnover,0.0625,cgtnjyggtm,middle,16,-0.000011876302536
state_checkpoint,teacher,best_action_turnover,0.0625,w68dtmpfyf,high,14,0
state_checkpoint,teacher,best_action_turnover,0.0625,w68dtmpfyf,low,15,0
state_checkpoint,teacher,best_action_turnover,0.0625,w68dtmpfyf,middle,14,0
state_checkpoint,teacher,best_action_turnover,0.0625,xcmzfsbd9t,high,19,-0.000006953663416
state_checkpoint,teacher,best_action_turnover,0.0625,xcmzfsbd9t,low,20,-0.00000066661281
state_checkpoint,teacher,best_action_turnover,0.0625,xcmzfsbd9t,middle,20,-0.000007080618539
state_checkpoint,teacher,best_action_turnover,0.0625,yfxyg8jm46,high,14,-0.000026645776316
state_checkpoint,teacher,best_action_turnover,0.0625,yfxyg8jm46,low,14,0.000000866529311
state_checkpoint,teacher,best_action_turnover,0.0625,yfxyg8jm46,middle,14,-0.000006657314958
state_checkpoint,teacher,best_action_turnover,0.0625,ykhs7s2dck,high,12,-0.000089941845441
state_checkpoint,teacher,best_action_turnover,0.0625,ykhs7s2dck,low,13,-0.000058310113888
state_checkpoint,teacher,best_action_turnover,0.0625,ykhs7s2dck,middle,13,-0.00010410844469
state_checkpoint,teacher,best_action_turnover,0.09375,74t7kcdgkr,high,15,-0.000011522434054
state_checkpoint,teacher,best_action_turnover,0.09375,74t7kcdgkr,low,15,0.000008512210974
state_checkpoint,teacher,best_action_turnover,0.09375,74t7kcdgkr,middle,15,-0.000016040554885
state_checkpoint,teacher,best_action_turnover,0.09375,__equal_domain__,high,90,-0.000016790871417
state_checkpoint,teacher,best_action_turnover,0.09375,__equal_domain__,low,94,-0.00003250206232
state_checkpoint,teacher,best_action_turnover,0.09375,__equal_domain__,middle,92,-0.000031737053931
state_checkpoint,teacher,best_action_turnover,0.09375,cgtnjyggtm,high,16,-0.000004482834712
state_checkpoint,teacher,best_action_turnover,0.09375,cgtnjyggtm,low,17,-0.000007568973521
state_checkpoint,teacher,best_action_turnover,0.09375,cgtnjyggtm,middle,16,-0.000006621101375
state_checkpoint,teacher,best_action_turnover,0.09375,w68dtmpfyf,high,14,-0.000008333997582
state_checkpoint,teacher,best_action_turnover,0.09375,w68dtmpfyf,low,15,-0.000001315999462
state_checkpoint,teacher,best_action_turnover,0.09375,w68dtmpfyf,middle,14,-0.00001374565859
state_checkpoint,teacher,best_action_turnover,0.09375,xcmzfsbd9t,high,19,0.000005180720361
state_checkpoint,teacher,best_action_turnover,0.09375,xcmzfsbd9t,low,20,-0.00001482075992
state_checkpoint,teacher,best_action_turnover,0.09375,xcmzfsbd9t,middle,20,-0.000000349044576
state_checkpoint,teacher,best_action_turnover,0.09375,yfxyg8jm46,high,14,-0.000014096445651
state_checkpoint,teacher,best_action_turnover,0.09375,yfxyg8jm46,low,14,-0.000100346694239
state_checkpoint,teacher,best_action_turnover,0.09375,yfxyg8jm46,middle,14,-0.000078271508397
state_checkpoint,teacher,best_action_turnover,0.09375,ykhs7s2dck,high,12,-0.000067490236862
state_checkpoint,teacher,best_action_turnover,0.09375,ykhs7s2dck,low,13,-0.000079472157751
state_checkpoint,teacher,best_action_turnover,0.09375,ykhs7s2dck,middle,13,-0.000075394455762
state_checkpoint,teacher,best_action_turnover,0.125,74t7kcdgkr,high,15,0.000000410687599
state_checkpoint,teacher,best_action_turnover,0.125,74t7kcdgkr,low,15,0.000015874050876
state_checkpoint,teacher,best_action_turnover,0.125,74t7kcdgkr,middle,15,0.000006057669947
