axis,outer_group,condition_id,selected_pca_dimension,source_equal_group_mae,dimension_scores_json
wavelet,xcmzfsbd9t,wavelet:db2:low_plus_boundary_details:level=3,8,0.10245963693866153,"[[8,0.10245963693866153],[16,0.10799896153308439],[32,0.11285751148736142]]"
wavelet,xcmzfsbd9t,wavelet:haar:low_plus_boundary_details:level=1,8,0.09896227978066927,"[[8,0.09896227978066927],[16,0.10348881997965012],[32,0.11294360786032878]]"
wavelet,xcmzfsbd9t,wavelet:haar:low_plus_boundary_details:level=2,8,0.09864385221791326,"[[8,0.09864385221791326],[16,0.10359100300314086],[32,0.11386696767152349]]"
wavelet,xcmzfsbd9t,wavelet:haar:low_plus_boundary_details:level=3,8,0.09828401726329203,"[[8,0.09828401726329203],[16,0.10267832498864742],[32,0.11064038761891766]]"
wavelet,xcmzfsbd9t,wavelet:db4:low_plus_boundary_details:level=1,8,0.09896227978066927,"[[8,0.09896227978066927],[16,0.10348881997965012],[32,0.11294360786032878]]"
wavelet,xcmzfsbd9t,wavelet:db4:low_plus_boundary_details:level=2,8,0.09852077597627368,"[[8,0.09852077597627368],[16,0.1038992675682652],[32,0.1121883875522773]]"
wavelet,xcmzfsbd9t,wavelet:db4:low_plus_boundary_details:level=3,8,0.10191382565980929,"[[8,0.10191382565980929],[16,0.10690628098627615],[32,0.11508532698421266]]"
wavelet,yfxyg8jm46,wavelet:db2:low_only:level=0,8,0.08619077491589897,"[[8,0.08619077491589897],[16,0.08653781822152265],[32,0.0917068786667909]]"
wavelet,yfxyg8jm46,wavelet:db2:low_only:level=1,8,0.08574234448567267,"[[8,0.08574234448567267],[16,0.08612649574943113],[32,0.09399732081149419]]"
wavelet,yfxyg8jm46,wavelet:db2:low_only:level=2,8,0.0850399640805613,"[[8,0.0850399640805613],[16,0.08873389295507227],[32,0.10320374179574787]]"
wavelet,yfxyg8jm46,wavelet:db2:low_only:level=3,8,0.08853763506140741,"[[8,0.08853763506140741],[16,0.09040581405814206],[32,0.09952221539922321]]"
wavelet,yfxyg8jm46,wavelet:haar:low_only:level=1,8,0.08473783131182541,"[[8,0.08473783131182541],[16,0.08516542821000073],[32,0.09033807234855314]]"
wavelet,yfxyg8jm46,wavelet:haar:low_only:level=2,8,0.08423412179413861,"[[8,0.08423412179413861],[16,0.0870887302109201],[32,0.09896992193731807]]"
wavelet,yfxyg8jm46,wavelet:haar:low_only:level=3,16,0.09430643915894803,"[[8,0.09494767920108105],[16,0.09430643915894803],[32,0.09969252869376219]]"
wavelet,yfxyg8jm46,wavelet:db4:low_only:level=1,8,0.08443685283900143,"[[8,0.08443685283900143],[16,0.08563084064294475],[32,0.09088364587537323]]"
wavelet,yfxyg8jm46,wavelet:db4:low_only:level=2,8,0.08431869112188364,"[[8,0.08431869112188364],[16,0.08919646057623369],[32,0.10182436368907641]]"
wavelet,yfxyg8jm46,wavelet:db4:low_only:level=3,8,0.08741837244029846,"[[8,0.08741837244029846],[16,0.09001130588342068],[32,0.10145782830742886]]"
wavelet,yfxyg8jm46,wavelet:db2:low_plus_boundary_details:level=1,8,0.08619077491589897,"[[8,0.08619077491589897],[16,0.08653781822152265],[32,0.0917068786667909]]"
wavelet,yfxyg8jm46,wavelet:db2:low_plus_boundary_details:level=2,8,0.08574164347873861,"[[8,0.08574164347873861],[16,0.08612642959104536],[32,0.09399695818272735]]"
wavelet,yfxyg8jm46,wavelet:db2:low_plus_boundary_details:level=3,8,0.0850399640805613,"[[8,0.0850399640805613],[16,0.08873389295507227],[32,0.10320374179574787]]"
wavelet,yfxyg8jm46,wavelet:haar:low_plus_boundary_details:level=1,8,0.08619077491589897,"[[8,0.08619077491589897],[16,0.08653781822152265],[32,0.0917068786667909]]"
wavelet,yfxyg8jm46,wavelet:haar:low_plus_boundary_details:level=2,8,0.08481791772506223,"[[8,0.08481791772506223],[16,0.08525182538684553],[32,0.0904068862317351]]"
wavelet,yfxyg8jm46,wavelet:haar:low_plus_boundary_details:level=3,8,0.08424691279321372,"[[8,0.08424691279321372],[16,0.08710042686761221],[32,0.0989973703736065]]"
wavelet,yfxyg8jm46,wavelet:db4:low_plus_boundary_details:level=1,8,0.08619077491589897,"[[8,0.08619077491589897],[16,0.08653781822152265],[32,0.0917068786667909]]"
wavelet,yfxyg8jm46,wavelet:db4:low_plus_boundary_details:level=2,8,0.08443685283900143,"[[8,0.08443685283900143],[16,0.08563084064294475],[32,0.09088364587537323]]"
wavelet,yfxyg8jm46,wavelet:db4:low_plus_boundary_details:level=3,8,0.08431869112188364,"[[8,0.08431869112188364],[16,0.08919646057623369],[32,0.10182436368907641]]"
wavelet,ykhs7s2dck,wavelet:db2:low_only:level=0,8,0.10175762849276,"[[8,0.10175762849276],[16,0.10674268949160755],[32,0.10640361188335701]]"
wavelet,ykhs7s2dck,wavelet:db2:low_only:level=1,8,0.10319283606352125,"[[8,0.10319283606352125],[16,0.1080771685586206],[32,0.1096459182487695]]"
wavelet,ykhs7s2dck,wavelet:db2:low_only:level=2,8,0.1061315107579559,"[[8,0.1061315107579559],[16,0.1156546125659949],[32,0.1201654883809603]]"
wavelet,ykhs7s2dck,wavelet:db2:low_only:level=3,8,0.10467957447613116,"[[8,0.10467957447613116],[16,0.11071929901072317],[32,0.11441518813915275]]"
wavelet,ykhs7s2dck,wavelet:haar:low_only:level=1,8,0.10307428594956222,"[[8,0.10307428594956222],[16,0.10860882341017283],[32,0.10807544512363491]]"
wavelet,ykhs7s2dck,wavelet:haar:low_only:level=2,8,0.1058981803241342,"[[8,0.1058981803241342],[16,0.11375858597167694],[32,0.12626706252415956]]"
wavelet,ykhs7s2dck,wavelet:haar:low_only:level=3,32,0.10604734105396327,"[[8,0.10650988818712881],[16,0.11098801250304786],[32,0.10604734105396327]]"
wavelet,ykhs7s2dck,wavelet:db4:low_only:level=1,8,0.10265339425558491,"[[8,0.10265339425558491],[16,0.10788951277421337],[32,0.10865597081876735]]"
wavelet,ykhs7s2dck,wavelet:db4:low_only:level=2,8,0.10460896687259769,"[[8,0.10460896687259769],[16,0.11509027002088465],[32,0.11918500022421567]]"
wavelet,ykhs7s2dck,wavelet:db4:low_only:level=3,8,0.10770589205293216,"[[8,0.10770589205293216],[16,0.11324556548729699],[32,0.11762279369165567]]"
wavelet,ykhs7s2dck,wavelet:db2:low_plus_boundary_details:level=1,8,0.10175762849276,"[[8,0.10175762849276],[16,0.10674268949160755],[32,0.10640361188335701]]"
wavelet,ykhs7s2dck,wavelet:db2:low_plus_boundary_details:level=2,8,0.10319248758451549,"[[8,0.10319248758451549],[16,0.1080767001072156],[32,0.10964434779771255]]"
wavelet,ykhs7s2dck,wavelet:db2:low_plus_boundary_details:level=3,8,0.1061315107579559,"[[8,0.1061315107579559],[16,0.1156546125659949],[32,0.1201654883809603]]"
wavelet,ykhs7s2dck,wavelet:haar:low_plus_boundary_details:level=1,8,0.10175762849276,"[[8,0.10175762849276],[16,0.10674268949160755],[32,0.10640361188335701]]"
wavelet,ykhs7s2dck,wavelet:haar:low_plus_boundary_details:level=2,8,0.10315291673221474,"[[8,0.10315291673221474],[16,0.10864740131148735],[32,0.10798314691876296]]"
wavelet,ykhs7s2dck,wavelet:haar:low_plus_boundary_details:level=3,8,0.1059183864853932,"[[8,0.1059183864853932],[16,0.11378038304439597],[32,0.12629441961752402]]"
wavelet,ykhs7s2dck,wavelet:db4:low_plus_boundary_details:level=1,8,0.10175762849276,"[[8,0.10175762849276],[16,0.10674268949160755],[32,0.10640361188335701]]"
wavelet,ykhs7s2dck,wavelet:db4:low_plus_boundary_details:level=2,8,0.10265339425558491,"[[8,0.10265339425558491],[16,0.10788951277421337],[32,0.10865597081876735]]"
wavelet,ykhs7s2dck,wavelet:db4:low_plus_boundary_details:level=3,8,0.10460896687259769,"[[8,0.10460896687259769],[16,0.11509027002088465],[32,0.11918500022421567]]"
