cscan_frame,dataset_id,evidence_class,offset_x,offset_y,orientation,reason,scale_x,scale_y,source_frame,specimen_id,status,transform_sha256
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-26,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-27,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-28,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-29,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-3,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-30,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-31,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-32,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-33,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-34,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-35,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-36,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-37,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-38,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-39,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-4,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-40,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-41,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-42,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-43,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-44,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-45,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-46,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-47,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-48,UNRESOLVED,
