artifact,specimen_id,dataset_id,method,protocol,cell_index,cell_row,cell_column,step,nominal_checkpoint,effective_budget,value,value_percentile,mae,q05,q95,native_row,native_column,red,green,blue
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,140,251,251,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,146,250,250,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,150,249,248,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,156,248,247,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,162,250,250,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,168,247,247,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,173,246,246,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,179,246,249,254
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,185,246,248,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,191,250,252,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,195,250,252,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,201,251,253,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,207,247,248,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,213,249,251,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,217,251,253,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,223,248,250,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,227,247,249,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,233,247,249,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,237,244,246,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,243,250,250,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,249,249,249,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,255,251,251,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,259,254,254,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,265,246,245,255
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,275,196,201,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,285,151,154,143
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,291,150,151,153
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,297,153,154,156
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,307,153,155,144
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,317,137,138,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,327,137,135,140
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,333,138,137,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,4,339,123,122,136
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,0,207,206,202
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,4,180,186,86
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,10,175,169,75
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,14,160,160,88
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,20,173,172,79
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,24,189,192,75
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,30,173,173,73
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,36,173,175,74
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,42,173,172,90
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,46,175,175,87
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,52,197,206,53
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,56,168,168,104
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,62,126,128,117
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,66,134,135,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,72,133,133,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,78,123,121,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,84,126,125,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,88,122,121,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,94,126,126,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,98,124,124,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,104,122,122,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,108,124,123,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,114,125,124,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,120,128,128,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,126,126,124,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,130,118,115,136
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,136,119,116,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,140,124,122,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,146,127,128,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,150,122,122,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,156,123,122,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,162,126,126,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,168,133,136,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,173,128,132,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,179,127,133,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,185,123,127,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,191,123,127,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,195,119,124,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,201,119,124,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,207,114,118,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,213,112,115,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,217,116,120,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,223,115,120,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,227,124,129,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,233,121,125,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,237,116,120,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,243,126,129,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,249,129,132,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,255,130,133,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,259,132,134,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,265,126,126,138
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,275,143,142,112
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,285,131,133,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,291,129,132,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,297,129,133,116
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,307,149,156,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,317,138,142,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,327,135,135,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,333,138,139,125
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,10,339,131,133,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,0,208,207,203
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,4,198,202,82
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,10,206,202,53
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,14,179,178,70
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,20,189,185,62
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,24,200,199,46
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,30,192,189,60
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,36,184,184,60
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,42,173,169,72
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,46,175,171,72
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,52,204,207,40
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,56,176,173,94
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,62,145,148,101
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,66,146,149,106
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,72,147,148,106
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,78,139,137,112
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,84,145,145,117
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,88,138,138,114
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,94,133,131,116
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,98,135,133,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,104,133,130,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,108,131,128,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,114,133,130,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,120,136,135,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,126,137,136,116
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,130,133,131,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,136,137,136,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,140,136,136,108
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,146,136,134,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,150,129,124,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,156,128,123,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,162,128,123,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,168,136,134,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,173,132,130,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,179,133,132,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,185,129,127,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,191,127,125,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,195,122,122,132
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,201,125,125,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,207,122,121,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,213,121,119,140
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,217,125,123,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,223,124,123,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,227,129,128,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,233,130,128,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,237,124,121,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,243,131,131,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,249,130,130,120
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,255,134,134,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,259,134,136,112
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,265,128,127,125
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,275,142,146,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,285,134,132,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,291,134,130,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,297,132,129,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,307,145,143,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,317,135,130,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,327,139,142,113
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,333,135,137,116
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,14,339,132,127,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,0,206,201,198
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,4,176,180,86
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,10,181,184,69
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,14,169,171,87
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,20,169,168,88
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,24,185,183,72
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,30,167,165,80
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,36,160,163,86
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,42,158,157,100
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,46,160,160,96
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,52,190,191,72
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,56,150,150,98
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,62,136,140,105
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,66,141,145,112
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,72,139,143,108
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,78,132,134,113
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,84,138,140,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,88,132,133,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,94,131,131,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,20,98,131,133,122
