outer_domain,specimen_id,mode,nominal_checkpoint,mean_exact_acquired_cost,mean_effective_budget,mae,trajectory_count,state_count
74t7kcdgkr,c8-11,reconstruction,0.125,14798.0,0.1243780258203335,0.04633771946553278,5,5
74t7kcdgkr,c8-11,reconstruction,0.1875,22171.6,0.18635355029585798,0.04647480374278061,5,5
74t7kcdgkr,c8-11,reconstruction,0.25,29651.8,0.24922505379236148,0.04979647561827216,5,5
74t7kcdgkr,c8-11,shuffled,0.03125,3720.0,0.03126681011296396,0.059929315826277474,5,5
74t7kcdgkr,c8-11,shuffled,0.0625,7199.6,0.06051304464766003,0.060311025932419216,5,5
74t7kcdgkr,c8-11,shuffled,0.09375,11016.8,0.0925968262506724,0.06089464187577513,5,5
74t7kcdgkr,c8-11,shuffled,0.125,14798.0,0.1243780258203335,0.06155456346357997,5,5
74t7kcdgkr,c8-11,shuffled,0.1875,22171.6,0.18635355029585798,0.06293163854728945,5,5
74t7kcdgkr,c8-11,shuffled,0.25,29651.8,0.24922505379236148,0.06462709203157288,5,5
74t7kcdgkr,c8-11,static,0.03125,3720.0,0.03126681011296396,0.12353640832581603,5,5
74t7kcdgkr,c8-11,static,0.0625,7199.6,0.06051304464766003,0.12353640832581603,5,5
74t7kcdgkr,c8-11,static,0.09375,11016.8,0.0925968262506724,0.12353640832581603,5,5
74t7kcdgkr,c8-11,static,0.125,14798.0,0.1243780258203335,0.12353640832581603,5,5
74t7kcdgkr,c8-11,static,0.1875,22171.6,0.18635355029585798,0.12353640832581603,5,5
74t7kcdgkr,c8-11,static,0.25,29651.8,0.24922505379236148,0.12353640832581603,5,5
74t7kcdgkr,c8-12,positions_only,0.03125,3720.0,0.03126681011296396,0.03702212663312632,5,5
74t7kcdgkr,c8-12,positions_only,0.0625,7180.0,0.06034830554061323,0.03525484639536529,5,5
74t7kcdgkr,c8-12,positions_only,0.09375,10938.2,0.09193618881118881,0.03391598164128897,5,5
74t7kcdgkr,c8-12,positions_only,0.125,14712.8,0.12366191500806885,0.03278622987385782,5,5
74t7kcdgkr,c8-12,positions_only,0.1875,22096.2,0.18571980903711674,0.030890181186326117,5,5
74t7kcdgkr,c8-12,positions_only,0.25,29623.4,0.24898635018827325,0.029248942477257754,5,5
74t7kcdgkr,c8-12,real,0.03125,3720.0,0.03126681011296396,0.11705954051057621,5,5
74t7kcdgkr,c8-12,real,0.0625,7180.0,0.06034830554061323,0.1189752460328336,5,5
74t7kcdgkr,c8-12,real,0.09375,10938.2,0.09193618881118881,0.1198515733491369,5,5
74t7kcdgkr,c8-12,real,0.125,14712.8,0.12366191500806885,0.12021155635383937,5,5
74t7kcdgkr,c8-12,real,0.1875,22096.2,0.18571980903711674,0.1201778516628095,5,5
74t7kcdgkr,c8-12,real,0.25,29623.4,0.24898635018827325,0.1196189465192377,5,5
74t7kcdgkr,c8-12,reconstruction,0.03125,3720.0,0.03126681011296396,0.057596981775078215,5,5
74t7kcdgkr,c8-12,reconstruction,0.0625,7180.0,0.06034830554061323,0.08835738289063426,5,5
74t7kcdgkr,c8-12,reconstruction,0.09375,10938.2,0.09193618881118881,0.09243611220592973,5,5
74t7kcdgkr,c8-12,reconstruction,0.125,14712.8,0.12366191500806885,0.10020209548200516,5,5
74t7kcdgkr,c8-12,reconstruction,0.1875,22096.2,0.18571980903711674,0.09837364391630805,5,5
74t7kcdgkr,c8-12,reconstruction,0.25,29623.4,0.24898635018827325,0.09115930988301761,5,5
74t7kcdgkr,c8-12,shuffled,0.03125,3720.0,0.03126681011296396,0.05514616156186236,5,5
74t7kcdgkr,c8-12,shuffled,0.0625,7180.0,0.06034830554061323,0.05502739003953581,5,5
74t7kcdgkr,c8-12,shuffled,0.09375,10938.2,0.09193618881118881,0.0552410541357586,5,5
74t7kcdgkr,c8-12,shuffled,0.125,14712.8,0.12366191500806885,0.0556148335690249,5,5
74t7kcdgkr,c8-12,shuffled,0.1875,22096.2,0.18571980903711674,0.05665552374632656,5,5
74t7kcdgkr,c8-12,shuffled,0.25,29623.4,0.24898635018827325,0.05771525422543722,5,5
74t7kcdgkr,c8-12,static,0.03125,3720.0,0.03126681011296396,0.0839689216151811,5,5
74t7kcdgkr,c8-12,static,0.0625,7180.0,0.06034830554061323,0.0839689216151811,5,5
74t7kcdgkr,c8-12,static,0.09375,10938.2,0.09193618881118881,0.0839689216151811,5,5
74t7kcdgkr,c8-12,static,0.125,14712.8,0.12366191500806885,0.0839689216151811,5,5
74t7kcdgkr,c8-12,static,0.1875,22096.2,0.18571980903711674,0.0839689216151811,5,5
74t7kcdgkr,c8-12,static,0.25,29623.4,0.24898635018827325,0.0839689216151811,5,5
74t7kcdgkr,c8-12t,positions_only,0.03125,14161.0,0.031126497417298605,0.12982991189139315,5,5
74t7kcdgkr,c8-12t,positions_only,0.0625,27444.8,0.06032487086493021,0.1296435236928591,5,5
74t7kcdgkr,c8-12t,positions_only,0.09375,41566.8,0.09136564457632707,0.12929467572734057,5,5
74t7kcdgkr,c8-12t,positions_only,0.125,55810.4,0.1226737004066381,0.12888282638950893,5,5
74t7kcdgkr,c8-12t,positions_only,0.1875,84370.8,0.18545070886910647,0.1280630863633754,5,5
74t7kcdgkr,c8-12t,positions_only,0.25,112704.0,0.2477283217936037,0.12720573916670924,5,5
74t7kcdgkr,c8-12t,real,0.03125,14161.0,0.031126497417298605,0.07349971996009053,5,5
74t7kcdgkr,c8-12t,real,0.0625,27444.8,0.06032487086493021,0.07259791819911088,5,5
74t7kcdgkr,c8-12t,real,0.09375,41566.8,0.09136564457632707,0.07199577550847944,5,5
74t7kcdgkr,c8-12t,real,0.125,55810.4,0.1226737004066381,0.07158743011043425,5,5
74t7kcdgkr,c8-12t,real,0.1875,84370.8,0.18545070886910647,0.07098628243171164,5,5
74t7kcdgkr,c8-12t,real,0.25,112704.0,0.2477283217936037,0.07050415636567438,5,5
74t7kcdgkr,c8-12t,reconstruction,0.03125,14161.0,0.031126497417298605,0.024366236788401774,5,5
74t7kcdgkr,c8-12t,reconstruction,0.0625,27444.8,0.06032487086493021,0.01567124457765081,5,5
74t7kcdgkr,c8-12t,reconstruction,0.09375,41566.8,0.09136564457632707,0.01840605046417305,5,5
74t7kcdgkr,c8-12t,reconstruction,0.125,55810.4,0.1226737004066381,0.018955750934045713,5,5
74t7kcdgkr,c8-12t,reconstruction,0.1875,84370.8,0.18545070886910647,0.021567960068409775,5,5
74t7kcdgkr,c8-12t,reconstruction,0.25,112704.0,0.2477283217936037,0.01952430622914574,5,5
74t7kcdgkr,c8-12t,shuffled,0.03125,14161.0,0.031126497417298605,0.09761289740336798,5,5
74t7kcdgkr,c8-12t,shuffled,0.0625,27444.8,0.06032487086493021,0.09773141616057243,5,5
74t7kcdgkr,c8-12t,shuffled,0.09375,41566.8,0.09136564457632707,0.09804838094879738,5,5
74t7kcdgkr,c8-12t,shuffled,0.125,55810.4,0.1226737004066381,0.09842457034370307,5,5
74t7kcdgkr,c8-12t,shuffled,0.1875,84370.8,0.18545070886910647,0.09934727805382096,5,5
74t7kcdgkr,c8-12t,shuffled,0.25,112704.0,0.2477283217936037,0.10037047126767742,5,5
74t7kcdgkr,c8-12t,static,0.03125,14161.0,0.031126497417298605,0.05951985613635058,5,5
74t7kcdgkr,c8-12t,static,0.0625,27444.8,0.06032487086493021,0.05951985613635058,5,5
74t7kcdgkr,c8-12t,static,0.09375,41566.8,0.09136564457632707,0.05951985613635058,5,5
74t7kcdgkr,c8-12t,static,0.125,55810.4,0.1226737004066381,0.05951985613635058,5,5
74t7kcdgkr,c8-12t,static,0.1875,84370.8,0.18545070886910647,0.05951985613635058,5,5
74t7kcdgkr,c8-12t,static,0.25,112704.0,0.2477283217936037,0.05951985613635058,5,5
74t7kcdgkr,c8-13,positions_only,0.03125,3600.0,0.03132613992342499,0.1174851610141886,5,5
74t7kcdgkr,c8-13,positions_only,0.0625,6921.0,0.06022450400278454,0.11724033993887983,5,5
74t7kcdgkr,c8-13,positions_only,0.09375,10519.6,0.09153846153846154,0.11689713037417808,5,5
74t7kcdgkr,c8-13,positions_only,0.125,14232.2,0.12384441350504698,0.11647435195392848,5,5
74t7kcdgkr,c8-13,positions_only,0.1875,21404.6,0.18625652627915074,0.11551579706746093,5,5
74t7kcdgkr,c8-13,positions_only,0.25,28656.8,0.24936303515489033,0.11451347770558414,5,5
74t7kcdgkr,c8-13,real,0.03125,3600.0,0.03132613992342499,0.049384004949107774,5,5
74t7kcdgkr,c8-13,real,0.0625,6921.0,0.06022450400278454,0.04896030641031877,5,5
74t7kcdgkr,c8-13,real,0.09375,10519.6,0.09153846153846154,0.04887554316464489,5,5
74t7kcdgkr,c8-13,real,0.125,14232.2,0.12384441350504698,0.048945119104893096,5,5
74t7kcdgkr,c8-13,real,0.1875,21404.6,0.18625652627915074,0.04918439272133386,5,5
74t7kcdgkr,c8-13,real,0.25,28656.8,0.24936303515489033,0.04949418914419412,5,5
74t7kcdgkr,c8-13,reconstruction,0.03125,3600.0,0.03132613992342499,0.031596663001370984,5,5
74t7kcdgkr,c8-13,reconstruction,0.0625,6921.0,0.06022450400278454,0.022116247732184457,5,5
74t7kcdgkr,c8-13,reconstruction,0.09375,10519.6,0.09153846153846154,0.02528847859725587,5,5
74t7kcdgkr,c8-13,reconstruction,0.125,14232.2,0.12384441350504698,0.024791553390929866,5,5
74t7kcdgkr,c8-13,reconstruction,0.1875,21404.6,0.18625652627915074,0.031432943877922725,5,5
74t7kcdgkr,c8-13,reconstruction,0.25,28656.8,0.24936303515489033,0.032787037475138114,5,5
74t7kcdgkr,c8-13,shuffled,0.03125,3600.0,0.03132613992342499,0.06735688900965087,5,5
74t7kcdgkr,c8-13,shuffled,0.0625,6921.0,0.06022450400278454,0.06823546312703851,5,5
74t7kcdgkr,c8-13,shuffled,0.09375,10519.6,0.09153846153846154,0.06908470579122146,5,5
74t7kcdgkr,c8-13,shuffled,0.125,14232.2,0.12384441350504698,0.06996913229048148,5,5
74t7kcdgkr,c8-13,shuffled,0.1875,21404.6,0.18625652627915074,0.07153327496257658,5,5
74t7kcdgkr,c8-13,shuffled,0.25,28656.8,0.24936303515489033,0.07294070325903171,5,5
74t7kcdgkr,c8-13,static,0.03125,3600.0,0.03132613992342499,0.02231647131320813,5,5
74t7kcdgkr,c8-13,static,0.0625,6921.0,0.06022450400278454,0.02231647131320813,5,5
74t7kcdgkr,c8-13,static,0.09375,10519.6,0.09153846153846154,0.02231647131320813,5,5
74t7kcdgkr,c8-13,static,0.125,14232.2,0.12384441350504698,0.02231647131320813,5,5
74t7kcdgkr,c8-13,static,0.1875,21404.6,0.18625652627915074,0.02231647131320813,5,5
74t7kcdgkr,c8-13,static,0.25,28656.8,0.24936303515489033,0.02231647131320813,5,5
74t7kcdgkr,c8-14,positions_only,0.03125,3600.0,0.03132613992342499,0.09971394278947987,5,5
74t7kcdgkr,c8-14,positions_only,0.0625,6954.6,0.06051688130873652,0.09951236728552038,5,5
74t7kcdgkr,c8-14,positions_only,0.09375,10579.8,0.09206230421162548,0.09883335190064255,5,5
74t7kcdgkr,c8-14,positions_only,0.125,14185.4,0.12343717368604246,0.09809714472911282,5,5
74t7kcdgkr,c8-14,positions_only,0.1875,21388.6,0.18611729899060217,0.09637973277637377,5,5
74t7kcdgkr,c8-14,positions_only,0.25,28685.8,0.24961538461538463,0.0945687255098883,5,5
74t7kcdgkr,c8-14,real,0.03125,3600.0,0.03132613992342499,0.04100393380000622,5,5
74t7kcdgkr,c8-14,real,0.0625,6954.6,0.06051688130873652,0.040627514375465766,5,5
74t7kcdgkr,c8-14,real,0.09375,10579.8,0.09206230421162548,0.04053454495630726,5,5
74t7kcdgkr,c8-14,real,0.125,14185.4,0.12343717368604246,0.04058997674877636,5,5
74t7kcdgkr,c8-14,real,0.1875,21388.6,0.18611729899060217,0.04081377418536629,5,5
74t7kcdgkr,c8-14,real,0.25,28685.8,0.24961538461538463,0.04085202329906579,5,5
74t7kcdgkr,c8-14,reconstruction,0.03125,3600.0,0.03132613992342499,0.017817311725137897,5,5
74t7kcdgkr,c8-14,reconstruction,0.0625,6954.6,0.06051688130873652,0.007264914220285634,5,5
74t7kcdgkr,c8-14,reconstruction,0.09375,10579.8,0.09206230421162548,0.009584663540403082,5,5
74t7kcdgkr,c8-14,reconstruction,0.125,14185.4,0.12343717368604246,0.01044155598204306,5,5
74t7kcdgkr,c8-14,reconstruction,0.1875,21388.6,0.18611729899060217,0.010978882784730493,5,5
74t7kcdgkr,c8-14,reconstruction,0.25,28685.8,0.24961538461538463,0.020773235821342606,5,5
74t7kcdgkr,c8-14,shuffled,0.03125,3600.0,0.03132613992342499,0.06581284389813502,5,5
74t7kcdgkr,c8-14,shuffled,0.0625,6954.6,0.06051688130873652,0.06688597494085642,5,5
74t7kcdgkr,c8-14,shuffled,0.09375,10579.8,0.09206230421162548,0.067921300880569,5,5
74t7kcdgkr,c8-14,shuffled,0.125,14185.4,0.12343717368604246,0.06885147652952946,5,5
74t7kcdgkr,c8-14,shuffled,0.1875,21388.6,0.18611729899060217,0.070665190656369,5,5
74t7kcdgkr,c8-14,shuffled,0.25,28685.8,0.24961538461538463,0.07250174191137397,5,5
74t7kcdgkr,c8-14,static,0.03125,3600.0,0.03132613992342499,0.01723337766369515,5,5
74t7kcdgkr,c8-14,static,0.0625,6954.6,0.06051688130873652,0.01723337766369515,5,5
74t7kcdgkr,c8-14,static,0.09375,10579.8,0.09206230421162548,0.01723337766369515,5,5
74t7kcdgkr,c8-14,static,0.125,14185.4,0.12343717368604246,0.01723337766369515,5,5
74t7kcdgkr,c8-14,static,0.1875,21388.6,0.18611729899060217,0.01723337766369515,5,5
74t7kcdgkr,c8-14,static,0.25,28685.8,0.24961538461538463,0.01723337766369515,5,5
74t7kcdgkr,c8-15,positions_only,0.03125,3720.0,0.03126681011296396,0.03883205573279058,5,5
74t7kcdgkr,c8-15,positions_only,0.0625,7185.8,0.06039705486820871,0.0387253112831738,5,5
74t7kcdgkr,c8-15,positions_only,0.09375,10978.4,0.09227407208176439,0.03845334671095442,5,5
74t7kcdgkr,c8-15,positions_only,0.125,14724.0,0.12375605164066703,0.03835181804956948,5,5
74t7kcdgkr,c8-15,positions_only,0.1875,22151.4,0.18618376815492202,0.03806357486854073,5,5
74t7kcdgkr,c8-15,positions_only,0.25,29624.4,0.24899475524475526,0.03760469784420106,5,5
74t7kcdgkr,c8-15,real,0.03125,3720.0,0.03126681011296396,0.13156228928152003,5,5
74t7kcdgkr,c8-15,real,0.0625,7185.8,0.06039705486820871,0.13185482010795163,5,5
74t7kcdgkr,c8-15,real,0.09375,10978.4,0.09227407208176439,0.1315969461882476,5,5
74t7kcdgkr,c8-15,real,0.125,14724.0,0.12375605164066703,0.13115273489051033,5,5
74t7kcdgkr,c8-15,real,0.1875,22151.4,0.18618376815492202,0.13000464360922737,5,5
74t7kcdgkr,c8-15,real,0.25,29624.4,0.24899475524475526,0.1285812924474679,5,5
74t7kcdgkr,c8-15,reconstruction,0.03125,3720.0,0.03126681011296396,0.012635502954822186,5,5
74t7kcdgkr,c8-15,reconstruction,0.0625,7185.8,0.06039705486820871,0.018028364283037623,5,5
74t7kcdgkr,c8-15,reconstruction,0.09375,10978.4,0.09227407208176439,0.02286799823153558,5,5
74t7kcdgkr,c8-15,reconstruction,0.125,14724.0,0.12375605164066703,0.027531400646556993,5,5
74t7kcdgkr,c8-15,reconstruction,0.1875,22151.4,0.18618376815492202,0.030776261931216166,5,5
74t7kcdgkr,c8-15,reconstruction,0.25,29624.4,0.24899475524475526,0.03962346420927256,5,5
74t7kcdgkr,c8-15,shuffled,0.03125,3720.0,0.03126681011296396,0.04176152834286351,5,5
74t7kcdgkr,c8-15,shuffled,0.0625,7185.8,0.06039705486820871,0.04026600672055582,5,5
74t7kcdgkr,c8-15,shuffled,0.09375,10978.4,0.09227407208176439,0.03879952232750139,5,5
74t7kcdgkr,c8-15,shuffled,0.125,14724.0,0.12375605164066703,0.037511217284733056,5,5
74t7kcdgkr,c8-15,shuffled,0.1875,22151.4,0.18618376815492202,0.03524952846833982,5,5
74t7kcdgkr,c8-15,shuffled,0.25,29624.4,0.24899475524475526,0.03311855532932377,5,5
74t7kcdgkr,c8-15,static,0.03125,3720.0,0.03126681011296396,0.0640095532882835,5,5
74t7kcdgkr,c8-15,static,0.0625,7185.8,0.06039705486820871,0.0640095532882835,5,5
74t7kcdgkr,c8-15,static,0.09375,10978.4,0.09227407208176439,0.0640095532882835,5,5
74t7kcdgkr,c8-15,static,0.125,14724.0,0.12375605164066703,0.0640095532882835,5,5
74t7kcdgkr,c8-15,static,0.1875,22151.4,0.18618376815492202,0.0640095532882835,5,5
74t7kcdgkr,c8-15,static,0.25,29624.4,0.24899475524475526,0.0640095532882835,5,5
74t7kcdgkr,c8-16,positions_only,0.03125,3720.0,0.03126681011296396,0.19164204288420483,5,5
74t7kcdgkr,c8-16,positions_only,0.0625,7178.6,0.060336538461538455,0.19171950402635435,5,5
74t7kcdgkr,c8-16,positions_only,0.09375,11010.2,0.09254135287789134,0.1917689496987913,5,5
74t7kcdgkr,c8-16,positions_only,0.125,14701.4,0.1235660973641743,0.1917896363173474,5,5
74t7kcdgkr,c8-16,positions_only,0.1875,22169.2,0.18633337816030124,0.191806669209378,5,5
74t7kcdgkr,c8-16,positions_only,0.25,29629.0,0.24903341850457233,0.1917909790484717,5,5
74t7kcdgkr,c8-16,real,0.03125,3720.0,0.03126681011296396,0.10103810405312308,5,5
74t7kcdgkr,c8-16,real,0.0625,7178.6,0.060336538461538455,0.10024698399318417,5,5
74t7kcdgkr,c8-16,real,0.09375,11010.2,0.09254135287789134,0.09998835044073247,5,5
74t7kcdgkr,c8-16,real,0.125,14701.4,0.1235660973641743,0.09990853015744434,5,5
74t7kcdgkr,c8-16,real,0.1875,22169.2,0.18633337816030124,0.0999267399452812,5,5
74t7kcdgkr,c8-16,real,0.25,29629.0,0.24903341850457233,0.10004769273699383,5,5
74t7kcdgkr,c8-16,reconstruction,0.03125,3720.0,0.03126681011296396,0.08805316002121388,5,5
74t7kcdgkr,c8-16,reconstruction,0.0625,7178.6,0.060336538461538455,0.07772168915031392,5,5
74t7kcdgkr,c8-16,reconstruction,0.09375,11010.2,0.09254135287789134,0.0629785425007989,5,5
74t7kcdgkr,c8-16,reconstruction,0.125,14701.4,0.1235660973641743,0.056204881654056994,5,5
74t7kcdgkr,c8-16,reconstruction,0.1875,22169.2,0.18633337816030124,0.05590919574616056,5,5
74t7kcdgkr,c8-16,reconstruction,0.25,29629.0,0.24903341850457233,0.05510007903306002,5,5
74t7kcdgkr,c8-16,shuffled,0.03125,3720.0,0.03126681011296396,0.09596394453259027,5,5
74t7kcdgkr,c8-16,shuffled,0.0625,7178.6,0.060336538461538455,0.09681353491598862,5,5
74t7kcdgkr,c8-16,shuffled,0.09375,11010.2,0.09254135287789134,0.0975261132294469,5,5
74t7kcdgkr,c8-16,shuffled,0.125,14701.4,0.1235660973641743,0.09812804728854904,5,5
74t7kcdgkr,c8-16,shuffled,0.1875,22169.2,0.18633337816030124,0.09927218794459185,5,5
74t7kcdgkr,c8-16,shuffled,0.25,29629.0,0.24903341850457233,0.10050550520558159,5,5
74t7kcdgkr,c8-16,static,0.03125,3720.0,0.03126681011296396,0.0642303132493044,5,5
74t7kcdgkr,c8-16,static,0.0625,7178.6,0.060336538461538455,0.0642303132493044,5,5
74t7kcdgkr,c8-16,static,0.09375,11010.2,0.09254135287789134,0.0642303132493044,5,5
74t7kcdgkr,c8-16,static,0.125,14701.4,0.1235660973641743,0.0642303132493044,5,5
74t7kcdgkr,c8-16,static,0.1875,22169.2,0.18633337816030124,0.0642303132493044,5,5
74t7kcdgkr,c8-16,static,0.25,29629.0,0.24903341850457233,0.0642303132493044,5,5
74t7kcdgkr,c8-17,positions_only,0.03125,3600.0,0.03132613992342499,0.1125826185711889,5,5
74t7kcdgkr,c8-17,positions_only,0.0625,6979.6,0.06073442394709363,0.11219985460834789,5,5
74t7kcdgkr,c8-17,positions_only,0.09375,10551.8,0.09181865645666551,0.11179253631936992,5,5
74t7kcdgkr,c8-17,positions_only,0.125,14261.2,0.12409676296554124,0.11138578508018941,5,5
74t7kcdgkr,c8-17,positions_only,0.1875,21386.2,0.18609641489731987,0.11067009869189755,5,5
74t7kcdgkr,c8-17,positions_only,0.25,28631.4,0.24914201183431955,0.11001688942233252,5,5
74t7kcdgkr,c8-17,real,0.03125,3600.0,0.03132613992342499,0.038716973352379336,5,5
74t7kcdgkr,c8-17,real,0.0625,6979.6,0.06073442394709363,0.03784358827559124,5,5
74t7kcdgkr,c8-17,real,0.09375,10551.8,0.09181865645666551,0.03742766794817567,5,5
74t7kcdgkr,c8-17,real,0.125,14261.2,0.12409676296554124,0.037136616265791254,5,5
74t7kcdgkr,c8-17,real,0.1875,21386.2,0.18609641489731987,0.036451566615143836,5,5
74t7kcdgkr,c8-17,real,0.25,28631.4,0.24914201183431955,0.03591965250698052,5,5
74t7kcdgkr,c8-17,reconstruction,0.03125,3600.0,0.03132613992342499,0.03693357208577741,5,5
74t7kcdgkr,c8-17,reconstruction,0.0625,6979.6,0.06073442394709363,0.037493507220895526,5,5
74t7kcdgkr,c8-17,reconstruction,0.09375,10551.8,0.09181865645666551,0.040812129329504024,5,5
74t7kcdgkr,c8-17,reconstruction,0.125,14261.2,0.12409676296554124,0.03846108900826006,5,5
74t7kcdgkr,c8-17,reconstruction,0.1875,21386.2,0.18609641489731987,0.03902056025074248,5,5
74t7kcdgkr,c8-17,reconstruction,0.25,28631.4,0.24914201183431955,0.03329203043500421,5,5
74t7kcdgkr,c8-17,shuffled,0.03125,3600.0,0.03132613992342499,0.036840840951603226,5,5
74t7kcdgkr,c8-17,shuffled,0.0625,6979.6,0.06073442394709363,0.03772508021743963,5,5
74t7kcdgkr,c8-17,shuffled,0.09375,10551.8,0.09181865645666551,0.03856171939744404,5,5
74t7kcdgkr,c8-17,shuffled,0.125,14261.2,0.12409676296554124,0.0393542463828239,5,5
74t7kcdgkr,c8-17,shuffled,0.1875,21386.2,0.18609641489731987,0.04074415498034667,5,5
74t7kcdgkr,c8-17,shuffled,0.25,28631.4,0.24914201183431955,0.042356919497814435,5,5
74t7kcdgkr,c8-17,static,0.03125,3600.0,0.03132613992342499,0.004333614656837126,5,5
74t7kcdgkr,c8-17,static,0.0625,6979.6,0.06073442394709363,0.004333614656837126,5,5
74t7kcdgkr,c8-17,static,0.09375,10551.8,0.09181865645666551,0.004333614656837126,5,5
74t7kcdgkr,c8-17,static,0.125,14261.2,0.12409676296554124,0.004333614656837126,5,5
74t7kcdgkr,c8-17,static,0.1875,21386.2,0.18609641489731987,0.004333614656837126,5,5
74t7kcdgkr,c8-17,static,0.25,28631.4,0.24914201183431955,0.004333614656837126,5,5
74t7kcdgkr,c8-18,positions_only,0.03125,3720.0,0.03126681011296396,0.0864520521161285,5,5
74t7kcdgkr,c8-18,positions_only,0.0625,7217.6,0.06066433566433567,0.08676823052397387,5,5
