scope,outer_domain,nominal_checkpoint,metric,control_scorer,direction,estimate,bootstrap_mean,ci95_lower,ci95_upper,fraction_above_zero,bootstrap_replicates,seed,fraction_below_zero
domain,yfxyg8jm46,0.1875,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,-0.002111316763870018,-0.0021061346254948148,-0.0034436395193167615,-0.0008198423175136573,0.0004,5000,20250826,0.9996
domain,ykhs7s2dck,0.1875,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,-0.00001063295008151173,-0.000010911288771584345,-0.00012799927433990833,0.00010330899686961516,0.431,5000,20250826,0.569
equal_domain,__equal_domain__,0.1875,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00013430408455309979,0.0001377466865414366,-0.00029738681978728587,0.0005905306021996701,0.718,5000,20250826,0.282
domain,74t7kcdgkr,0.03125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,cgtnjyggtm,0.03125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,w68dtmpfyf,0.03125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.03125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,yfxyg8jm46,0.03125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,ykhs7s2dck,0.03125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.03125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,74t7kcdgkr,0.0625,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0015499852744494825,-0.001535095583821599,-0.005164501587371862,0.001987263114909329,0.2022,5000,20250826,0.7978
domain,cgtnjyggtm,0.0625,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0032756029196209097,-0.0032844551112659226,-0.006934847048477345,0.0001344561735145402,0.0302,5000,20250826,0.9698
domain,w68dtmpfyf,0.0625,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.002064117618382752,-0.0020527728925983394,-0.006822027176431806,0.002687326648521036,0.201,5000,20250826,0.799
domain,xcmzfsbd9t,0.0625,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0008569926982730791,-0.0008725018398760689,-0.004794596516935012,0.00298167859466952,0.3294,5000,20250826,0.6706
domain,yfxyg8jm46,0.0625,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.00450711013867274,-0.004476036169929989,-0.009213646004820322,0.00009564438801965866,0.0276,5000,20250826,0.9724
domain,ykhs7s2dck,0.0625,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.0025949433268188746,0.002568235390233554,-0.00020800676229959947,0.005319191458229278,0.9634,5000,20250826,0.0366
equal_domain,__equal_domain__,0.0625,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0016098108870966814,-0.0016087710345430608,-0.0031858642833122006,-0.000011959230509783548,0.0238,5000,20250826,0.9762
domain,74t7kcdgkr,0.09375,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0021021025415706406,-0.0020792755508447806,-0.006494013543088844,0.002023384712527654,0.1718,5000,20250826,0.8282
domain,cgtnjyggtm,0.09375,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.003565877458981497,-0.0035727586469563137,-0.007630203961854153,0.00015550560891576388,0.0304,5000,20250826,0.9696
domain,w68dtmpfyf,0.09375,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0012060717985890174,-0.0011920449261239054,-0.006294631012210247,0.0038375733724031963,0.3186,5000,20250826,0.6814
domain,xcmzfsbd9t,0.09375,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0007581061015168519,-0.0007892398344346802,-0.004900150693435169,0.003351905662171823,0.3572,5000,20250826,0.6428
domain,yfxyg8jm46,0.09375,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.004063479123825604,-0.004034738847815271,-0.00911162022114015,0.0007428761494420262,0.0492,5000,20250826,0.9508
domain,ykhs7s2dck,0.09375,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.002835032369544511,0.0028171758591943943,-0.00022418518291750935,0.00573238204435576,0.9666,5000,20250826,0.0334
equal_domain,__equal_domain__,0.09375,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.00147676744248985,-0.0014751469911634255,-0.0032116337669034446,0.0002689722386766085,0.046,5000,20250826,0.954
domain,74t7kcdgkr,0.125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0027852312715017837,-0.002765993315996741,-0.007653300425915849,0.0018037508658602921,0.1316,5000,20250826,0.8684
domain,cgtnjyggtm,0.125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0035021281945312784,-0.003510350681828257,-0.00759938437678196,0.0003074393393895839,0.037,5000,20250826,0.963
domain,w68dtmpfyf,0.125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0002872511127755481,-0.00027457523003111297,-0.005638502919491707,0.0050005683943809874,0.4706,5000,20250826,0.5294
domain,xcmzfsbd9t,0.125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0013527030201377875,-0.0013855975866056073,-0.005857927473115617,0.003068798932225105,0.2776,5000,20250826,0.7224
domain,yfxyg8jm46,0.125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.003512475603316384,-0.00348473687860092,-0.008608257295768779,0.001401475000185696,0.0848,5000,20250826,0.9152
domain,ykhs7s2dck,0.125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.002996351643918522,0.0029801164770157664,-0.00012784226323646382,0.005959402749252387,0.9698,5000,20250826,0.0302
equal_domain,__equal_domain__,0.125,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0014072395930573767,-0.0014068562026744785,-0.003239856471354448,0.0004809613309586248,0.065,5000,20250826,0.935
domain,74t7kcdgkr,0.1875,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.00271943647425597,-0.0026950836626996244,-0.007767449015025674,0.00195060317872258,0.1396,5000,20250826,0.8604
domain,cgtnjyggtm,0.1875,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0028717236862667132,-0.002883485895500407,-0.007274226678271423,0.0012979199112027025,0.0894,5000,20250826,0.9106
domain,w68dtmpfyf,0.1875,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.00008224447699837177,0.00009408829313621314,-0.0051745330091387135,0.005407782993093808,0.5206,5000,20250826,0.4794
domain,xcmzfsbd9t,0.1875,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0015061870720166817,-0.001526363422250768,-0.005957736949574208,0.0028296092309871017,0.2546,5000,20250826,0.7454
domain,yfxyg8jm46,0.1875,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.0032824237416485616,-0.0032579522889833704,-0.008616837903899426,0.0018791404897581592,0.1148,5000,20250826,0.8852
domain,ykhs7s2dck,0.1875,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,0.002867152842967855,0.0028510417338447757,-0.0005027652333055682,0.006095272683980485,0.9504,5000,20250826,0.0496
equal_domain,__equal_domain__,0.1875,regret_advantage_change_from_initial,static_m1_o2,negative_favors_dynamic_real,-0.00123839560903695,-0.0012362925404088634,-0.003105866402404415,0.0007026489594585978,0.098,5000,20250826,0.902
domain,74t7kcdgkr,0.03125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,cgtnjyggtm,0.03125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,w68dtmpfyf,0.03125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.03125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,yfxyg8jm46,0.03125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,ykhs7s2dck,0.03125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.03125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,74t7kcdgkr,0.0625,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0009560489997181824,0.0009449204529669003,-0.001110428843613835,0.0033391513086511236,0.7974,5000,20250826,0.2026
domain,cgtnjyggtm,0.0625,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.001761771886031657,0.0017563840596775304,0.000023573369028160168,0.00379826548849456,0.9766,5000,20250826,0.0234
domain,w68dtmpfyf,0.0625,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0010144935434390683,0.0010129778005830037,-0.0011940099125040727,0.003165748685571134,0.823,5000,20250826,0.177
domain,xcmzfsbd9t,0.0625,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.00008449678677801371,0.000092970151063032,-0.0021169785186503165,0.00246933581170795,0.521,5000,20250826,0.479
domain,yfxyg8jm46,0.0625,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.00041701899891977135,0.0004163777239219151,-0.0011907460562997963,0.0019659398349235174,0.7014,5000,20250826,0.2986
domain,ykhs7s2dck,0.0625,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,-0.0012228860857159919,-0.0012223367646129893,-0.0028770943533952134,0.0005615719213117879,0.0868,5000,20250826,0.9132
equal_domain,__equal_domain__,0.0625,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0005018240215284501,0.0005002155705998987,-0.00030969184821004475,0.0013096619305991355,0.8866,5000,20250826,0.1134
domain,74t7kcdgkr,0.09375,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0016197861703419667,0.00160218252610205,-0.0008748558685030633,0.004648629230227848,0.8802,5000,20250826,0.1198
domain,cgtnjyggtm,0.09375,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0017898717248407106,0.0017880984713859206,0.00023116917682195024,0.0035886122319641876,0.988,5000,20250826,0.012
domain,w68dtmpfyf,0.09375,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.001008347159663032,0.0010075729371170528,-0.0012043089718316623,0.003164502015249005,0.8208,5000,20250826,0.1792
domain,xcmzfsbd9t,0.09375,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,-0.00017118196634896446,-0.00015449296840730625,-0.0025545763007140078,0.0024492136635678044,0.4456,5000,20250826,0.5544
domain,yfxyg8jm46,0.09375,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.00047040434376182424,0.00046762286844488914,-0.0013617826207989845,0.0022021269253786322,0.7022,5000,20250826,0.2978
domain,ykhs7s2dck,0.09375,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,-0.0015575611053282369,-0.0015597463270526975,-0.0034608730696666814,0.00034602517287883307,0.0556,5000,20250826,0.9444
equal_domain,__equal_domain__,0.09375,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0005266110544883888,0.0005252062512649848,-0.0003530118320065764,0.0014118252475136903,0.8808,5000,20250826,0.1192
domain,74t7kcdgkr,0.125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.002251804312806447,0.0022306740632419284,-0.0006345621042681704,0.005618969809189774,0.9278,5000,20250826,0.0722
domain,cgtnjyggtm,0.125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0014712837585846685,0.0014719002983484151,-0.0000722279616293957,0.003202908282687361,0.9694,5000,20250826,0.0306
domain,w68dtmpfyf,0.125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.00038224360622218887,0.0003830072603693262,-0.0018821272246827073,0.002597542987705051,0.6284,5000,20250826,0.3716
domain,xcmzfsbd9t,0.125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.00011721779674072003,0.00012911871583440703,-0.0024250290064308103,0.0028342204192322432,0.5324,5000,20250826,0.4676
domain,yfxyg8jm46,0.125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0002700854444424583,0.00026489906053931003,-0.0014614577164287427,0.001984786363896954,0.6248,5000,20250826,0.3752
domain,ykhs7s2dck,0.125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,-0.0017272058299213373,-0.0017299633234059567,-0.0037221923353165506,0.0002878393008926258,0.046,5000,20250826,0.954
equal_domain,__equal_domain__,0.125,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0004609048481458577,0.0004582726791545717,-0.00045278457904208286,0.0014051715884867426,0.834,5000,20250826,0.166
domain,74t7kcdgkr,0.1875,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0022220599061098063,0.0021939062916899745,-0.0009193791506091891,0.006064310574029869,0.8962,5000,20250826,0.1038
domain,cgtnjyggtm,0.1875,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.000884956045045341,0.000883936136508786,-0.0007556375379518611,0.002658132811178207,0.842,5000,20250826,0.158
domain,w68dtmpfyf,0.1875,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0001196251204327378,0.00011579742712524465,-0.002327241892605824,0.0025382877485612613,0.537,5000,20250826,0.463
domain,xcmzfsbd9t,0.1875,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,-0.00015401038131155004,-0.00015149351212012633,-0.0027072037496472232,0.0025470286680235443,0.4478,5000,20250826,0.5522
domain,yfxyg8jm46,0.1875,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,-0.0003083142432408387,-0.0003076478610602585,-0.0023141571723653293,0.001767983064604022,0.385,5000,20250826,0.615
domain,ykhs7s2dck,0.1875,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,-0.0020693563195025334,-0.002075938796759427,-0.004199674280457949,0.000014843087632307418,0.0258,5000,20250826,0.9742
equal_domain,__equal_domain__,0.1875,utility_advantage_change_from_initial,candidate_only_static,positive_favors_dynamic_real,0.0001158266879221605,0.00010975994756403229,-0.0008663735208172091,0.0011292008594415695,0.5848,5000,20250826,0.4152
domain,74t7kcdgkr,0.03125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,cgtnjyggtm,0.03125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,w68dtmpfyf,0.03125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.03125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,yfxyg8jm46,0.03125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,ykhs7s2dck,0.03125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.03125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,74t7kcdgkr,0.0625,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00022823522568622375,-0.00022797372861173,-0.002451197775508388,0.0019555495203973094,0.4222,5000,20250826,0.5778
domain,cgtnjyggtm,0.0625,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00022238459015039118,-0.00023330963324954483,-0.002761185088804198,0.0026002359610464757,0.4176,5000,20250826,0.5824
domain,w68dtmpfyf,0.0625,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0008106350581360527,0.0008111248448968624,-0.00012751114490036,0.0017499826963751242,0.9578,5000,20250826,0.0422
domain,xcmzfsbd9t,0.0625,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.0009152708446261486,-0.0009148049771058751,-0.0020272727893296165,0.000223649034920653,0.0562,5000,20250826,0.9438
domain,yfxyg8jm46,0.0625,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00009466322881558891,-0.00009412021828702252,-0.0008333925793367536,0.0005690455085995133,0.4012,5000,20250826,0.5988
domain,ykhs7s2dck,0.0625,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.00007776380741554819,0.00007677769833403666,-0.00003258604717703723,0.00019676023794868642,0.912,5000,20250826,0.088
equal_domain,__equal_domain__,0.0625,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00009535917062112519,-0.00009705100233721227,-0.0007469228586323565,0.0005479812535105083,0.3772,5000,20250826,0.6228
domain,74t7kcdgkr,0.09375,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.00025547316861815556,0.00025865684438271627,-0.0020115075297739505,0.0024319011428778625,0.5916,5000,20250826,0.4084
domain,cgtnjyggtm,0.09375,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.0005633252797773785,-0.0005708490756206038,-0.003573618851984091,0.0023809508976515518,0.3498,5000,20250826,0.6502
domain,w68dtmpfyf,0.09375,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0006630539542544179,0.0006662791846462181,-0.0002726560229496892,0.0016380012914655,0.9148,5000,20250826,0.0852
domain,xcmzfsbd9t,0.09375,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.0007985839589921257,-0.0007944414490394968,-0.0019580351614731204,0.00039263970092507977,0.0896,5000,20250826,0.9104
domain,yfxyg8jm46,0.09375,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00006457579154055878,-0.00006558805625536234,-0.0007866638240724606,0.0005906859002112631,0.436,5000,20250826,0.564
domain,ykhs7s2dck,0.09375,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.000042476481546198375,0.000041400631157219055,-0.0000943015548071249,0.00020896045200189054,0.695,5000,20250826,0.305
equal_domain,__equal_domain__,0.09375,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00007758023764854846,-0.00007742365345488488,-0.0007863243415231945,0.0005870490943303491,0.4162,5000,20250826,0.5838
domain,74t7kcdgkr,0.125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.000829114927189817,0.0008348638065830379,-0.0015863779022951463,0.003202174099760957,0.7508,5000,20250826,0.2492
domain,cgtnjyggtm,0.125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.0007081705579908653,-0.0007137172592574646,-0.003503742670586101,0.0018799503069534239,0.3022,5000,20250826,0.6978
domain,w68dtmpfyf,0.125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.000014774231897250403,0.0000195053774528479,-0.0010275890803489627,0.0010847531100425406,0.5104,5000,20250826,0.4896
domain,xcmzfsbd9t,0.125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.000590334807688305,-0.00058754884535429,-0.0017837548347308222,0.0006173289691647255,0.1598,5000,20250826,0.8402
domain,yfxyg8jm46,0.125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00002755283957719929,-0.00002882938246929277,-0.0007390742177093445,0.0006345065059376531,0.4712,5000,20250826,0.5288
domain,ykhs7s2dck,0.125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.00003754447532692163,0.00003723518131683882,-0.0000490149014126081,0.00011809601739417593,0.8098,5000,20250826,0.1902
equal_domain,__equal_domain__,0.125,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00007410409514039672,-0.00007308185362138713,-0.0007692805184676157,0.0005864768674993233,0.414,5000,20250826,0.586
domain,74t7kcdgkr,0.1875,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.0008058959496017393,0.0008067566372716533,-0.0017501046034965842,0.0032747287058610395,0.738,5000,20250826,0.262
domain,cgtnjyggtm,0.1875,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.0013962794477309973,-0.001403801477195369,-0.004702535888836121,0.0014567242736959736,0.183,5000,20250826,0.817
domain,w68dtmpfyf,0.1875,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.000297236469162934,-0.000295866695571533,-0.0014060607252659814,0.0007784201780815395,0.2954,5000,20250826,0.7046
domain,xcmzfsbd9t,0.1875,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.0009638866559221612,-0.0009659266808135824,-0.0022161383000553793,0.0002777739935048368,0.0612,5000,20250826,0.9388
domain,yfxyg8jm46,0.1875,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00003074749766787774,-0.000029684382956672855,-0.0007952110197044643,0.000712803753911181,0.4772,5000,20250826,0.5228
domain,ykhs7s2dck,0.1875,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,0.000045228571768326365,0.000045266588404668064,-0.000052039545091313315,0.00013038950568841032,0.8372,5000,20250826,0.1628
equal_domain,__equal_domain__,0.1875,utility_advantage_change_from_initial,dynamic_positions_only,positive_favors_dynamic_real,-0.00030617092485231743,-0.0003072093351434727,-0.0010554424919557556,0.0003889632484690756,0.2176,5000,20250826,0.7824
domain,74t7kcdgkr,0.03125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,cgtnjyggtm,0.03125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,w68dtmpfyf,0.03125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.03125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,yfxyg8jm46,0.03125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,ykhs7s2dck,0.03125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.03125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,74t7kcdgkr,0.0625,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0008876085540337488,-0.0008887966754129268,-0.0021258429244828724,0.0002313009936280734,0.0616,5000,20250826,0.9384
domain,cgtnjyggtm,0.0625,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.000127350631224557,0.0001152596155404253,-0.0007162331345461939,0.001025820515509625,0.5832,5000,20250826,0.4168
domain,w68dtmpfyf,0.0625,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0001728092548245202,-0.00017421364046134888,-0.00044726081198564094,0.00009108095198821023,0.0974,5000,20250826,0.9026
domain,xcmzfsbd9t,0.0625,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0014002922089199068,-0.0013968585354690345,-0.0030716218172417973,0.00013065265415116348,0.0408,5000,20250826,0.9592
domain,yfxyg8jm46,0.0625,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0013684835816905733,0.0013652084324726342,0.0005258771696084554,0.0022077530699655184,0.9994,5000,20250826,0.0006
domain,ykhs7s2dck,0.0625,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.000010026520118187531,-9.551595943450047e-6,-0.00015795555063194042,0.0001490683534635727,0.4412,5000,20250826,0.5588
equal_domain,__equal_domain__,0.0625,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.00016248372083020553,-0.00016482539987895014,-0.0005595099098511737,0.00022931852596322076,0.2178,5000,20250826,0.7822
domain,74t7kcdgkr,0.09375,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0010253843315414794,-0.0010262395585500807,-0.0022672702605648185,0.00008017632175638038,0.035,5000,20250826,0.965
domain,cgtnjyggtm,0.09375,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.00004938040144033626,0.000038303703618477456,-0.0008132964850512187,0.0009291261109870313,0.5242,5000,20250826,0.4758
domain,w68dtmpfyf,0.09375,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.00015845014574748846,-0.00016020234110593895,-0.000421410057695441,0.00010572355144345823,0.12,5000,20250826,0.88
domain,xcmzfsbd9t,0.09375,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.001194438796886556,-0.0011888866407782604,-0.002852507707561962,0.00032280830086713324,0.0646,5000,20250826,0.9354
domain,yfxyg8jm46,0.09375,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0019411977123964762,0.0019346937336285972,0.0007624029045749507,0.003186099463933273,0.9996,5000,20250826,0.0004
domain,ykhs7s2dck,0.09375,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0000483923447063839,-0.000047661884531660126,-0.00021774337629623303,0.0001236148376998085,0.296,5000,20250826,0.704
equal_domain,__equal_domain__,0.09375,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.00007268125084084925,-0.00007499883128647766,-0.0004922442887191118,0.0003357289057965478,0.3642,5000,20250826,0.6358
domain,74t7kcdgkr,0.125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0006123812664676983,-0.0006243231876280584,-0.002077523689786046,0.0007397139644085093,0.1866,5000,20250826,0.8134
domain,cgtnjyggtm,0.125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.00004964556051721239,0.00003698034543503017,-0.0008112780694072538,0.0009626641434653508,0.5204,5000,20250826,0.4796
