outer_dataset_id,query_dataset_id,candidate,inner_mae,pca_dimension,state_sha256
74t7kcdgkr,xcmzfsbd9t,I_frozen,0.08148383928677211,8,5b71f498d165fbb3be9ae4c78fbc0ad146d3e551d32045c6872832354662f4f8
74t7kcdgkr,xcmzfsbd9t,I_combined,0.13374573320374256,8,67b119982954512c4fd06e6c78470a8e701612eaae246008fdd5e1dee66f9f69
74t7kcdgkr,yfxyg8jm46,B_morph,0.19519283994099396,,e03d1c82270992a551cc10ef861131d3bb30b480e2d22e91f2368e14e05f68ab
74t7kcdgkr,yfxyg8jm46,B_frozen,0.14482463206886712,16,58e7e5a192c843d33ed2260bb5951a2e42e12a3e65c32d41d267acf5804828a5
74t7kcdgkr,yfxyg8jm46,B_combined,0.1800065896422806,32,69d9bc0f71b234ba650aa0570dcb6536bc9e35ccdd64eaf52c5d9d9ad64c1717
74t7kcdgkr,yfxyg8jm46,I_morph,0.20344456842602343,,c386cc69c006738d31c5a8cad93e87d1becfe804e26b662b6c48a8513e085c9c
74t7kcdgkr,yfxyg8jm46,I_frozen,0.14354206795561,8,9b93dd6647968444580b5cb44eed9255347832a63ab3f5b45236b5a88e76f840
74t7kcdgkr,yfxyg8jm46,I_combined,0.18107809141078823,8,1eccc163d08edf99879980fc3d42f890437731fa225b4d77e0245edd0b9624d9
74t7kcdgkr,ykhs7s2dck,B_morph,0.3109798845762789,,c3c94b1a4ee0d0ca7480377d4667f1d16c1d945bb2a312e404840d17af1dc42f
74t7kcdgkr,ykhs7s2dck,B_frozen,0.3550944401512876,16,4eeb86a524f354bb4651fd7d9b483569719a005db57eddf32e37ac6ee47c27c8
74t7kcdgkr,ykhs7s2dck,B_combined,0.3011363043688644,32,0041075d8d055638ecd6856333184e2d9c728b925fc15827fbdf0db36c3fc535
74t7kcdgkr,ykhs7s2dck,I_morph,0.16077578914361404,,add129cdc16b6a62ad00e23449ebd5034ef5ec4cacce0299d3fd51ff0a55ea29
74t7kcdgkr,ykhs7s2dck,I_frozen,0.08347107301988488,8,185307a6f453307426fdbc56c9fb42052a2142d71fd44d4752dba77d21825dd2
74t7kcdgkr,ykhs7s2dck,I_combined,0.10147055711659984,8,ea30eb2a59f93e4451153a45a4e6a1da956b2b5634569d9a34a1e8516092f73f
cgtnjyggtm,74t7kcdgkr,B_morph,0.32948167186450866,,9bf9f22bf328f2dfeb95b69a5c15107bd1090eaf54285223b1161f56317ca7c1
cgtnjyggtm,74t7kcdgkr,B_frozen,0.0793026293341593,32,b65eb4e2b874361dd105ea13dc2cf47de75deeab5c488ad821682aa933e200e9
cgtnjyggtm,74t7kcdgkr,B_combined,0.18061222252264536,32,b3278924caa4a71f18063160f5cdf8a66c0f505713cb6cbbf11a3ef0dc7b109a
cgtnjyggtm,74t7kcdgkr,I_morph,0.2193429886986461,,3079cb4fb800ae5423822521383ae851dd1cdfadedac07183ec119f39934df5a
cgtnjyggtm,74t7kcdgkr,I_frozen,0.05392582681873207,32,418c7e51e99f748789193270637852b20813587f781808586c95002f231f83ef
cgtnjyggtm,74t7kcdgkr,I_combined,0.07532498043278438,16,859f6486ee029dd39753ba11bfabe0c6bd6afddc82e183f5942e110826b647cb
cgtnjyggtm,w68dtmpfyf,B_morph,0.1728667283095596,,c4d33a084630561b7d6736225e92d9d2d0ceff5ae1703c44732cd5b4c8bd57c2
cgtnjyggtm,w68dtmpfyf,B_frozen,0.11355270703669185,32,382e2a7966e0464167bf3f49d4ba0ed710dec17c0538b5aecda7b5600d0a68d9
cgtnjyggtm,w68dtmpfyf,B_combined,0.1226856903501986,32,f878055a6fe56cb3a996ce5da1245c02c9bd0d8353ed206e45e984521d50e7c8
cgtnjyggtm,w68dtmpfyf,I_morph,0.14150623250283514,,08bfd3f58e4e5c0b01062566229442c6f675bd57abef006671fe616e5e00a681
cgtnjyggtm,w68dtmpfyf,I_frozen,0.08434567790192771,32,aec26a2f23bfcb490ffa47c467bfd21b29e5bbc548a3161af5d5df12c828f532
cgtnjyggtm,w68dtmpfyf,I_combined,0.10932110055089256,16,e14450f856d9a1692d70218edc79c36e332c4bd564ee206bc4145af0ebb20706
cgtnjyggtm,xcmzfsbd9t,B_morph,0.17195527951307665,,e47de1daf6724bc928e767e51a496522120f7310e84ba9ff670fb1f9b3c5d2fc
cgtnjyggtm,xcmzfsbd9t,B_frozen,0.07879917596470062,32,9b8a316945dadc6750539444283a69791deecda1cbbb2a3761eb7722302baca0
cgtnjyggtm,xcmzfsbd9t,B_combined,0.1003848547898799,32,623fac7e4f06e5460e11e73ab199c8fff193a5f0352b06b5637a0a44e85f7ff0
cgtnjyggtm,xcmzfsbd9t,I_morph,0.1183769871743196,,1fdc4c19ef4fca93320b316f7354d59030a048ec76eb67d16f66f9215fe56032
cgtnjyggtm,xcmzfsbd9t,I_frozen,0.06760175373576817,32,8891e2a87250e002f7d57c7e250449a83dd553b30e5050ea63f8852a0e8ec7a8
cgtnjyggtm,xcmzfsbd9t,I_combined,0.08670939374454238,16,25e5a0b80e9803d874b9f2f81aee5dda4810017cf62df2ae0da347553d67a6d2
cgtnjyggtm,yfxyg8jm46,B_morph,0.15326174022215855,,7ec7554305b03af2fe6d6344ff72c5dab5648b7faa8724ed645e02caf6764f80
cgtnjyggtm,yfxyg8jm46,B_frozen,0.13395294477243266,32,d096f1b15614947122dc2ce7bec76074085d46322dfd84ee2bb7d001c9cb2fd7
cgtnjyggtm,yfxyg8jm46,B_combined,0.12323517082969392,32,82a824e833d11e8aa0526b9a8a93953c87d528dbb9f7403e2b37c29612967fb4
cgtnjyggtm,yfxyg8jm46,I_morph,0.14592276216449943,,83f4a33c693304c7a8244aa65bb28d4271df979e454cafd11ff61282b7b50d76
cgtnjyggtm,yfxyg8jm46,I_frozen,0.12276113252306088,32,29a0ee1311c7fe4a3b7d4dd706eea2ee07d641051e4ba1297ca9259aac391815
cgtnjyggtm,yfxyg8jm46,I_combined,0.11965566735391245,16,ebab0b0d260087fa5084cae3279e3144280adc0dbe24fae541f4ae851fea02f0
cgtnjyggtm,ykhs7s2dck,B_morph,0.4039550992031801,,1630ac362127ca772d0fe2b5db99c649f1476afad1f742754d3831e19fcf4c58
cgtnjyggtm,ykhs7s2dck,B_frozen,0.2575435447773108,32,afa85f595d321634b62a34962ab3ffcf94a3c367735eb23a250047121c880a33
cgtnjyggtm,ykhs7s2dck,B_combined,0.22821414844551152,32,019b352509b9328e6637ee0441695b88a2aaa7b66c4c1e7b4c3aa539eecc50b8
cgtnjyggtm,ykhs7s2dck,I_morph,0.1543728992192396,,ce0ecf15218073c7c86ea77c2542ae681d11657ffacc895fa9c6c84a25019e6a
cgtnjyggtm,ykhs7s2dck,I_frozen,0.06381134536872456,32,5bc7cd2d18c7f821871c429aee39457622c86a3dee72c7f532a41ce47468f886
cgtnjyggtm,ykhs7s2dck,I_combined,0.08667686472016489,16,67c4eb3666a01804ee997199d8a31e1f7ba4cd42ae32f06be4d1870aa18b340d
w68dtmpfyf,74t7kcdgkr,B_morph,0.2944219791853716,,0071608d9efcb5312a5ccb4061a5dc764e5a31ea85d1c3e1e038cf1ae8559bb7
w68dtmpfyf,74t7kcdgkr,B_frozen,0.07771761114485773,8,7244e0b69bca8946ede340830c415e717c6ad0251b73c204b06e40c22add3f7e
w68dtmpfyf,74t7kcdgkr,B_combined,0.16135706898564686,32,6204a785f8914d45f28209c15406c2a32f1656783d71f034e718d3643742daf9
w68dtmpfyf,74t7kcdgkr,I_morph,0.1677155928625015,,a590449306836c1ee4c259936a04b1e66db184146faf83f28e4edc8b2bc5887f
w68dtmpfyf,74t7kcdgkr,I_frozen,0.05296095583809315,8,5f684387dfa6f59f3cfa9a34de728ff3e1ef88afb2d83c6d741992dafc0550c2
w68dtmpfyf,74t7kcdgkr,I_combined,0.09007174632610111,16,a4998a7c6a53c73e51c5660fad5d0804cd7763b798d1e8fb1fdeb6c263924c39
w68dtmpfyf,cgtnjyggtm,B_morph,0.1748624654536702,,aef44bbb1604294a749cfe7f597ca2221525221d0c444de2d1acc3efdd83df06
w68dtmpfyf,cgtnjyggtm,B_frozen,0.13201324338095233,8,116de3ab717254dfeafe6b31e767c549885b04f8b1b2497f3187758099d362b0
w68dtmpfyf,cgtnjyggtm,B_combined,0.14326739461849328,32,4905da128ccb281bafe15960233158c41c65672049c7c6ec0d8bc7bd71ded4b8
w68dtmpfyf,cgtnjyggtm,I_morph,0.1540272194340461,,dd27b6cc60fc0eb685bf3fd5a5b709a84b73b3874a8f3e7b1d63b76f95a91668
w68dtmpfyf,cgtnjyggtm,I_frozen,0.12307466869632765,8,bde2b021db151d785b834caadfd89cd42dced958f46b64f9a2781296f6b0b5ab
w68dtmpfyf,cgtnjyggtm,I_combined,0.14141643252731653,16,f55d7e5138066ad5a379c52001a2da7ce47e3079bdb17fb9033ddf9e2b8c010a
w68dtmpfyf,xcmzfsbd9t,B_morph,0.09623916482817262,,a0c9221081ea0ab9a4c9057015abfb1649401e4bae5ae827b90ad95a441b2199
w68dtmpfyf,xcmzfsbd9t,B_frozen,0.0644861148861411,8,89f2cd3327a4a77cde6fb9efb5a6534f4c92fbb98c751220a2b3af3d2b4b0b56
w68dtmpfyf,xcmzfsbd9t,B_combined,0.10142222796210656,32,0daa5444758db55cdef9babac4a542909c9c53f4f864edc34bfcbdcd5dd88d78
w68dtmpfyf,xcmzfsbd9t,I_morph,0.11129569026269943,,f65a4ead16c42371436e37ff4993ddd77f22524d3259ba654594851f639a9589
w68dtmpfyf,xcmzfsbd9t,I_frozen,0.058347316122206,8,d9795ad5229e9f45c2308fd2468351bed6d42d08c9df26d41fc54e4f26a847e9
w68dtmpfyf,xcmzfsbd9t,I_combined,0.08457965933674617,16,1774de525e18dab2f8232b0078dd9b11d1a2ea0437cf86691cb347a678bac844
w68dtmpfyf,yfxyg8jm46,B_morph,0.13524116957194326,,258c957f5e81542d293b60bed45fd43357ffd4f7aa8832f731c65edaf54582f4
w68dtmpfyf,yfxyg8jm46,B_frozen,0.11558106740304448,8,0163d7f187f7383852ac0724e8c793d3875b34efbfd62297be1b68718a0504a8
w68dtmpfyf,yfxyg8jm46,B_combined,0.1285194157626755,32,23c60af6cc2731d636f0229c575d0176e9cd54e8a68ee9f452c3a8ba616593d9
w68dtmpfyf,yfxyg8jm46,I_morph,0.13302044738559093,,0c632427435af2c3061e443630732975a0a7c58dffd9f8b9ddd5c5264fc6ced8
w68dtmpfyf,yfxyg8jm46,I_frozen,0.12186808084275297,8,0c8c8ca3d2b5aaf2551cc55c5c2750a74da413a868a83f936e3a243588bb0501
w68dtmpfyf,yfxyg8jm46,I_combined,0.13122989458573353,16,53339d54b9fe06b6803cda98c284c96eb25e961ad0388ab5e1cc5f0c5ac7d737
w68dtmpfyf,ykhs7s2dck,B_morph,0.3342261368607776,,5765a72bb29f2da49d33f27fad1ffca86b29dfa7d8cbbead888a6fd97d79734a
w68dtmpfyf,ykhs7s2dck,B_frozen,0.18431587121070683,8,bb368dde9c27daa1255d8004380be5879435fe9251b139eeb5842adeacbcec29
w68dtmpfyf,ykhs7s2dck,B_combined,0.24447842542267353,32,2ed9e5d146156a83113efea4c7ff52cc9bbf4b9bfb7f6b1167174643341e0659
w68dtmpfyf,ykhs7s2dck,I_morph,0.1228520512086232,,27a67a4283ef9e6d52e45837936556244b6e7cb40052e087615ae7cc3524d20e
w68dtmpfyf,ykhs7s2dck,I_frozen,0.07815564334843841,8,56ceb5d82c2dcea2dd076e37f19c80dd1d89a7f52f58028b4184395841055f01
w68dtmpfyf,ykhs7s2dck,I_combined,0.08170477245018272,16,7925eadb1ed97d3a89aa2cce9fce8ee89199d432a2be9980c228b5d7b955d704
xcmzfsbd9t,74t7kcdgkr,B_morph,0.2906167128975274,,8328c1a51e8eb0c8d1d3c4fe07f0cf4ec01aaf892f723f516a6fa17dbb21bf03
xcmzfsbd9t,74t7kcdgkr,B_frozen,0.0776465433374461,32,48e7200b611703f78a6356a8da552f0ec9ec0e854c10659bbe2b85ae9f45c93a
xcmzfsbd9t,74t7kcdgkr,B_combined,0.14771863291572304,32,4ae5345eb161d6b2337d758cec6a3741a33d0da3ffd35564639ab9ac6ec4944d
xcmzfsbd9t,74t7kcdgkr,I_morph,0.17061661589087068,,a045b6bbd299e2b902fa2d7bf0d072a73aeeaf6e0131d84ef8a3a9d91f938bc1
xcmzfsbd9t,74t7kcdgkr,I_frozen,0.05968267376568812,8,95a7b8ca31115994a1d07137f56902512ffcfafbb780c5c7684ac93283e64e5d
xcmzfsbd9t,74t7kcdgkr,I_combined,0.14403004592443217,8,94252653ce249c5c3fc2430c93acd50786a47287fbb7fe1e3be6fc2429ad28f9
xcmzfsbd9t,cgtnjyggtm,B_morph,0.139749932816866,,7170fbb8281edaf4707dcfb6a71ed0e3fa8725cb360893eb96fc246a8413c45e
xcmzfsbd9t,cgtnjyggtm,B_frozen,0.1461496996379797,32,74d4402967efb27206024611d057b19bdedaec8af055805011edaf11f33d1af8
xcmzfsbd9t,cgtnjyggtm,B_combined,0.14459889009930682,32,5bcb382b55f74652f59ce35595ba924b180ba132464f087db09e447499e93cf6
xcmzfsbd9t,cgtnjyggtm,I_morph,0.137713200182342,,c77caf4ddaefa447fab752e08a634a9787e880171b271fe2d00f6bfcc5c4fdf3
xcmzfsbd9t,cgtnjyggtm,I_frozen,0.1233389533838788,8,fa0539dace7734d7102f3a189f8a63c2b796d9a0d8ed74f8ec4a48229eebc21c
xcmzfsbd9t,cgtnjyggtm,I_combined,0.13637600355975613,8,df73a794270be48ef178f3a75207a41540415db5a46fcf0b65e0d13cfb73c2fb
xcmzfsbd9t,w68dtmpfyf,B_morph,0.14086624503923853,,99261b3a8136b28b64442c2a2bcf0089eddff0061f8e79389f0f94cb509fd872
xcmzfsbd9t,w68dtmpfyf,B_frozen,0.1005728993131818,32,0caaf075d285deac7c44a46e412fdd7baa0eaf5d469559b11af4b4eace870776
xcmzfsbd9t,w68dtmpfyf,B_combined,0.13952596599865372,32,4e14c281c12980bada1cf320b6a9df347c6ec0786aab2edec60fdc1915b6b263
xcmzfsbd9t,w68dtmpfyf,I_morph,0.1222558855645887,,b8aa9b75e4ef6e691392ba5050727d3f334f503f0c5cedadfe0edfb07b010930
xcmzfsbd9t,w68dtmpfyf,I_frozen,0.09531937077600551,8,5d66b18634094ba559f012db91edf7bfe574225c0b9253f07d9991ee28d56595
xcmzfsbd9t,w68dtmpfyf,I_combined,0.1152633902455122,8,4a51dac25cb76ccf7d35b789432bdb7510e737fc8a0afb7f15d86fc06fd024ac
xcmzfsbd9t,yfxyg8jm46,B_morph,0.16846040806340504,,408ff2fe3820255c48e31b8580860b06d5dc921c2d6ebf3d0a5b2205acf08a5d
xcmzfsbd9t,yfxyg8jm46,B_frozen,0.16950249652122673,32,d540d01c1f3a74321db140706f808fcabec6e21115d10e077de35e315f09b060
xcmzfsbd9t,yfxyg8jm46,B_combined,0.16316460527323867,32,035d6b2319fbcd907c768965abe75d2e60c81909b9d01001f64b5eeb93cd91c5
xcmzfsbd9t,yfxyg8jm46,I_morph,0.16095949150038935,,780ea4362ff3c4561f93c50f9de31198cb516262cd2ab75986518cc62474e01f
xcmzfsbd9t,yfxyg8jm46,I_frozen,0.14654557346194547,8,d8aa550cd4f9a6f2d8f4405f8f085a01efe3bb37e7e69518d0e77847f4ae83f5
xcmzfsbd9t,yfxyg8jm46,I_combined,0.13827736873495974,8,be041ffdb9c65d60289b7699438fdba36b5a5b70b0623964fe6a4dd3f74e45b5
xcmzfsbd9t,ykhs7s2dck,B_morph,0.3109691282975408,,cd2e4c0becbff7b40d255bf3ed3073984c3429ae0fd09bad61c0ce5d836d5a8f
xcmzfsbd9t,ykhs7s2dck,B_frozen,0.1757634445741294,32,37f766d9e79909842fc026dbe796926dd05fbbbef0bdbee67b914e3d94f09bef
xcmzfsbd9t,ykhs7s2dck,B_combined,0.1813122682289421,32,c789e8f5e813b5afd2c1671ff3b92915b06876969c1be1fda7f1f17f17a99204
xcmzfsbd9t,ykhs7s2dck,I_morph,0.16634087215099036,,866490f643948566a6839146dd8160c834669b780a535616cf98211096c65137
xcmzfsbd9t,ykhs7s2dck,I_frozen,0.06992482751582844,8,5a52154864579cd355e630af3adcaa32bda9e2d4f5aaa8cdeae281d12d50b6c5
xcmzfsbd9t,ykhs7s2dck,I_combined,0.09012769915763304,8,d625782c08589b4abd82c5030cc58fd4fb7a59acfa38f34bea5e5d88e1ef6f83
yfxyg8jm46,74t7kcdgkr,B_morph,0.3220924953201237,,a54790975896b81d38fd6c8000d01af883abb1ac5b22143d731ee0029c432ff0
yfxyg8jm46,74t7kcdgkr,B_frozen,0.06602754046336372,8,917779ba56bbcf20d67ed2ae0199ab28de716282dabf300b53afb24d620d2198
yfxyg8jm46,74t7kcdgkr,B_combined,0.25148990964623197,8,b45dec80aaab3f03f5881a938a3d86148dc7151a959e0c2fddfbd72a477f3c10
yfxyg8jm46,74t7kcdgkr,I_morph,0.34953550444503356,,16e2ee0b4b2454e6d4d5f94a90b2a0914b957359c5e14d53b575a2f50e127488
yfxyg8jm46,74t7kcdgkr,I_frozen,0.07596837615096956,8,ceb8608b85d46c4d4b75fc66df13d12dc0125da1ce1ca7669cd7c181ed12f8e5
yfxyg8jm46,74t7kcdgkr,I_combined,0.2956182326273945,8,b9da60074750444e4fd184328e2864e9b55014d3a17fabb7273392d8cb861e31
yfxyg8jm46,cgtnjyggtm,B_morph,0.1264754470566407,,328323c1c3e6b6a1113b8a0258c685ea2d1b61b1a2121941f89753cf8fd75930
yfxyg8jm46,cgtnjyggtm,B_frozen,0.10668479139961273,8,da3ef17359a4d1ef9df72ccbea2821e8838cf839ce0cb2dae9b7aaa9589519d1
yfxyg8jm46,cgtnjyggtm,B_combined,0.1160501256919164,8,75de6ef20bb3e445d4c73da0bcf8902e7e3db1838b4315e757dbddca5aa06bec
yfxyg8jm46,cgtnjyggtm,I_morph,0.129703742100044,,e3ff2ce5cb6e55ee8c81c3c541da5aae7a568247008263409d1e4d77c1a175a6
yfxyg8jm46,cgtnjyggtm,I_frozen,0.10984194648606879,8,1735115069b7035d121a981845acfa89313c11becf149452fa67f9e0a793f70c
yfxyg8jm46,cgtnjyggtm,I_combined,0.12015523240605916,8,477400e5fdf36af53e8c3899b506172310ffb625e42954608bdd6d7228a9471d
yfxyg8jm46,w68dtmpfyf,B_morph,0.1259781817166739,,4f72296621e44cbd29e653b902bb9919b32025a9a997d3d7b78b2113e295da92
yfxyg8jm46,w68dtmpfyf,B_frozen,0.0961739964740368,8,ee24b4a59e9bef31c8b982ef75f5349b51313dc9508b42cdf195c3d3bc900518
yfxyg8jm46,w68dtmpfyf,B_combined,0.11049802379267643,8,edd7f46901b0795c27c71a77348fb3674df260648c292f3eb34fcc194e38812f
yfxyg8jm46,w68dtmpfyf,I_morph,0.15206190697790203,,b4731ccc552894438f904705e19a3233d9bfdc78db9e69b013f9c3a96e56021d
yfxyg8jm46,w68dtmpfyf,I_frozen,0.1002559045660393,8,77bc115e38b918d24c75c5fc4f81644399f369f910e62a18fcb1fc078cd98545
yfxyg8jm46,w68dtmpfyf,I_combined,0.1277113627417837,8,dd8fb4944b786ad2c840e4b29cbc1f07be68179aaa45f8858dd8c41bf0a5eaeb
yfxyg8jm46,xcmzfsbd9t,B_morph,0.12096576186500743,,c9ebc6904c0fb688caa0dafc9f19d19c91cd883e34fd903f35f8d0844cca9258
yfxyg8jm46,xcmzfsbd9t,B_frozen,0.09538243196402414,8,cde83a24470f6c0c04464f6ef27e106fcf23ab2a9089b1a764a51c00e4520bc3
yfxyg8jm46,xcmzfsbd9t,B_combined,0.10865197196139124,8,b10e707e1b8f9e6ba5d052515e8beb338aa01eb42d508770bab793bf47e1ba16
yfxyg8jm46,xcmzfsbd9t,I_morph,0.13671816653422167,,8eaf5585f658ff726fb4c1c65d5d941366e04c7a11049e8089ad0db5241cbd80
yfxyg8jm46,xcmzfsbd9t,I_frozen,0.08722965368017514,8,afa28313ebf5edef7241154bac66f1945dacfb7923e8404d3cff5f0e7c3a1102
yfxyg8jm46,xcmzfsbd9t,I_combined,0.1282194636649603,8,e858abfea7c6ee6a33c9535abce9281084a59dc22178478a4c2aab05457ab618
yfxyg8jm46,ykhs7s2dck,B_morph,0.26328837481932926,,c4992a3665fda7d533330bf5a35856c5170e332b8565685134eb0350232b0a6f
yfxyg8jm46,ykhs7s2dck,B_frozen,0.18452842400355648,8,65755f8287aaea11a0af4b7ac8bd6a19ef155e813296e12e407fed16623adc01
yfxyg8jm46,ykhs7s2dck,B_combined,0.18837908495959868,8,29feb73aada53e8b7a15732cc6132cad2a9661eae8e124e228b1a880687777c3
yfxyg8jm46,ykhs7s2dck,I_morph,0.1083916444127517,,48371b1e4be3ebdf66da3c193639fa30e5db883257103598c510478740c3dd3e
yfxyg8jm46,ykhs7s2dck,I_frozen,0.0576579936962418,8,1e015eb49f9fb79ffe2d42443d2d1c5bcec3a6c105b97da2aa8c001a86a262af
yfxyg8jm46,ykhs7s2dck,I_combined,0.07401053646919614,8,51c7794a7b7f0c0348d0f56c6f5354e31f6553b81fac07eddbb44e9eebf867ba
ykhs7s2dck,74t7kcdgkr,B_morph,0.34292973841345337,,f8271ad152cafbbadf67db8172da82deaf490e05589c5af8d5c283f18d4144ad
ykhs7s2dck,74t7kcdgkr,B_frozen,0.0780629082009795,8,b0258374180081add9602e1bbbd46e43cdcffc38215553eb19f395a506540f0a
ykhs7s2dck,74t7kcdgkr,B_combined,0.18879769779124442,32,04ba7c1004f54d4b4ac77ae3891ba52e21133050272cec642cb54b3eb213f7c6
ykhs7s2dck,74t7kcdgkr,I_morph,0.22494266768546675,,f20be1a09212b9efff0f5072cec90c043b17523aa5d94b4338db49d2b2c89a1a
ykhs7s2dck,74t7kcdgkr,I_frozen,0.07976576341908641,8,cc7c86a5333b7b7305579b1b5799c4e58f9e2b7b3d48ff3680a7727dc0f6c214
ykhs7s2dck,74t7kcdgkr,I_combined,0.12243080053714894,32,f62038c1d6245d70edfac5fe9696797b420ccbb9d5d5800a69c7901c0952026b
ykhs7s2dck,cgtnjyggtm,B_morph,0.15217852284684458,,cf9b126a0add6587998ef1f74664526a429e62f9a55c6cdd578c78e618ac8596
ykhs7s2dck,cgtnjyggtm,B_frozen,0.12329186305208341,8,595d073f6461458853a5839973051e9cf00502526eb4f5cd0cb68cc3e5477bde
ykhs7s2dck,cgtnjyggtm,B_combined,0.1466558468611083,32,75151b10fb5eeea77899a0f3e5729a1e0f652800a1afdecd9c96bb3b02075de8
ykhs7s2dck,cgtnjyggtm,I_morph,0.14506251271745887,,b07c576bc33ea500c61e63c14c15a2b08f8aa702e9baa16b9317d41202da929b
ykhs7s2dck,cgtnjyggtm,I_frozen,0.12109906999497035,8,18d896fa5126dd8ac6283fda39cb6a461969ccc224209c7408c6dff69b132fa8
ykhs7s2dck,cgtnjyggtm,I_combined,0.14028865014689174,32,b81caf1171feffc2605fe2e3f240c918101614e8f07d87dcf118e4550c626b6f
ykhs7s2dck,w68dtmpfyf,B_morph,0.1387615787688355,,19fa789bbf5465facd12041d027c9a4c52fffb88ec5f79146867213588da3efb
ykhs7s2dck,w68dtmpfyf,B_frozen,0.10904264398108879,8,03391b54d73af5cec5e122d49a898de602d9ab15039089361b7368b05b56073f
ykhs7s2dck,w68dtmpfyf,B_combined,0.10902951154303266,32,d868bcac5b617431a3a7ef89c491545161eff8dfa0ae7ce3654dd170e1b3ff6b
ykhs7s2dck,w68dtmpfyf,I_morph,0.1468492223829162,,8ddb8bba90ef9e49a57b203495317d4594b5f012202dec33f15c571821c67811
ykhs7s2dck,w68dtmpfyf,I_frozen,0.10308157799125195,8,d7b44b0e35e80558282450e6c67144aa40b5dd13bf484291c23a60b65d62563a
ykhs7s2dck,w68dtmpfyf,I_combined,0.11671917068965022,32,44232592363183b8057e020ca17b4b6f23d3f211a4cd1dc27c05296ff1194423
ykhs7s2dck,xcmzfsbd9t,B_morph,0.17348497594314893,,a0bcd250c2e97e13834bd7d55b5d77f145e087798221275eff1bcc377e3f0c58
ykhs7s2dck,xcmzfsbd9t,B_frozen,0.08507594193226223,8,ad9b2b946f84e99d87f2345d044cc1812ee7811e594d6432a8d8f7339b89c576
ykhs7s2dck,xcmzfsbd9t,B_combined,0.13822307104014048,32,e9ea06bd383d37222cadbe2e7d4a00cafd5858a82b1828dae9448dcbebaa8f1c
ykhs7s2dck,xcmzfsbd9t,I_morph,0.15107954831937453,,767e6a7c417c58d7ca2549038711954bde68cae1ceee06c1dd7124b36b164608
ykhs7s2dck,xcmzfsbd9t,I_frozen,0.08169922598000047,8,10f7425324494167730d684c6a5f2a815b3e6efac89f24ee4aa9709a324aff3c
ykhs7s2dck,xcmzfsbd9t,I_combined,0.12970186689162527,32,f9720331055565e811c4f9eadbf16d1347e34895c22a97ac98d37426cf19611c
ykhs7s2dck,yfxyg8jm46,B_morph,0.14257154926419438,,a56ff83fae19bd9398a655209a6c7c4165a1366d83d6d485ed3b0211e17983d3
ykhs7s2dck,yfxyg8jm46,B_frozen,0.12315434973934149,8,b16f9b1e2b4e10126fe7f00080dcc847368535348d78e081392138de9ce09a18
