specimen_id,dataset_id,learner,initial_budget,current_absolute_error,mechanical_oracle_cell,mechanical_oracle_added_measurements,mechanical_oracle_error_after,mechanical_oracle_improvement,reconstruction_oracle_cell,reconstruction_oracle_added_measurements,reconstruction_action_error_after,mechanical_headroom_over_reconstruction,candidate_bank_state_sha256,predictor_state_sha256
c16-2,yfxyg8jm46,ridge,0.015625,0.316795294233422,35,1728,0.275854815291356,0.040940478942066,35,1728,0.275854815291356,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-2,yfxyg8jm46,shallow_mlp,0.015625,0.201444857460945,35,1728,0.099945574239955,0.10149928322099,35,1728,0.099945574239955,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-20,yfxyg8jm46,huber,0.015625,0.205333684368245,28,1748,0.184919475255965,0.020414209112281,36,1760,0.191803061592421,0.006883586336456,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-20,yfxyg8jm46,ridge,0.015625,0.203116169561749,36,1760,0.187960843814271,0.015155325747478,36,1760,0.187960843814271,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-20,yfxyg8jm46,shallow_mlp,0.015625,0.15768664717028,63,1728,0.143272696046872,0.014413951123408,36,1760,0.156163635160595,0.012890939113723,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-21,yfxyg8jm46,huber,0.015625,0.384231336185268,35,1728,0.361085326134998,0.023146010050271,27,1717,0.362492577115885,0.001407250980887,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-21,yfxyg8jm46,ridge,0.015625,0.366323904318735,35,1728,0.340497294014182,0.025826610304553,27,1717,0.354064085752921,0.013566791738739,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-21,yfxyg8jm46,shallow_mlp,0.015625,0.419689267955712,35,1728,0.390988345400031,0.028700922555681,27,1717,0.427727105264072,0.036738759864041,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-22,yfxyg8jm46,huber,0.015625,0.039108743689214,59,1728,0.03577995128723,0.003328792401984,59,1728,0.03577995128723,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-22,yfxyg8jm46,ridge,0.015625,0.07278706517139,59,1728,0.069233583454756,0.003553481716634,59,1728,0.069233583454756,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-22,yfxyg8jm46,shallow_mlp,0.015625,0.114654684145453,35,1728,0.091490779845372,0.023163904300081,59,1728,0.125470768913838,0.033979989068466,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-23,yfxyg8jm46,huber,0.015625,0.096808778955551,55,1728,0.08960716582239,0.007201613133161,63,1728,0.097321364610219,0.007714198787828,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-23,yfxyg8jm46,ridge,0.015625,0.094946681679246,28,1748,0.081411575236867,0.013535106442379,63,1728,0.093479759178661,0.012068183941794,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-23,yfxyg8jm46,shallow_mlp,0.015625,0.308334437360417,28,1748,0.227102673279118,0.081231764081299,63,1728,0.354069806893885,0.126967133614767,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-24,yfxyg8jm46,huber,0.015625,0.129711843697934,36,1760,0.123673889146786,0.006037954551148,56,1706,0.130911369824541,0.007237480677755,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-24,yfxyg8jm46,ridge,0.015625,0.123932371893429,28,1748,0.113923307343762,0.010009064549667,56,1706,0.124774995938187,0.010851688594424,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-24,yfxyg8jm46,shallow_mlp,0.015625,0.370436795817606,28,1748,0.297629287481964,0.072807508335642,56,1706,0.376111994327591,0.078482706845628,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-25,yfxyg8jm46,huber,0.015625,0.334195313144701,27,1717,0.299945126416003,0.034250186728698,35,1728,0.302747615224959,0.002802488808956,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-25,yfxyg8jm46,ridge,0.015625,0.32213763897885,36,1760,0.288649251854902,0.033488387123949,35,1728,0.29465824189862,0.006008990043719,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-25,yfxyg8jm46,shallow_mlp,0.015625,0.107743591039343,36,1760,0.052895291172713,0.05484829986663,35,1728,0.060553838712314,0.007658547539601,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-26,yfxyg8jm46,huber,0.015625,0.344898373055044,28,1748,0.298469159516903,0.046429213538142,36,1760,0.352088021690204,0.053618862173302,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-26,yfxyg8jm46,ridge,0.015625,0.330449556966891,28,1748,0.301367446254467,0.029082110712424,36,1760,0.338677011899444,0.037309565644977,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-26,yfxyg8jm46,shallow_mlp,0.015625,0.221149247199488,43,1728,0.201728172421316,0.019421074778172,36,1760,0.21085969539024,0.009131522968924,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-27,yfxyg8jm46,huber,0.015625,0.256704150098599,36,1760,0.231526211314663,0.025177938783936,36,1760,0.231526211314663,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-27,yfxyg8jm46,ridge,0.015625,0.257358254453077,36,1760,0.232569033296431,0.024789221156646,36,1760,0.232569033296431,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-27,yfxyg8jm46,shallow_mlp,0.015625,0.159067654715407,36,1760,0.110929879849025,0.048137774866382,36,1760,0.110929879849025,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-28,yfxyg8jm46,huber,0.015625,0.116879334662989,21,1728,0.111617608707991,0.005261725954998,56,1706,0.119961652579128,0.008344043871136,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-28,yfxyg8jm46,ridge,0.015625,0.105815185705506,35,1728,0.093571559453904,0.012243626251602,56,1706,0.108708646477029,0.015137087023125,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-28,yfxyg8jm46,shallow_mlp,0.015625,0.210111540053351,35,1728,0.181802123782306,0.028309416271045,56,1706,0.219566890513704,0.037764766731399,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-29,yfxyg8jm46,huber,0.015625,0.080532238358287,36,1760,0.071094102128221,0.009438136230065,27,1717,0.115382766400656,0.044288664272434,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-29,yfxyg8jm46,ridge,0.015625,0.073548738716777,36,1760,0.06286035854267,0.010688380174107,27,1717,0.103857847617296,0.040997489074626,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-29,yfxyg8jm46,shallow_mlp,0.015625,0.138024663698726,38,1728,0.120672652681717,0.017352011017008,27,1717,0.144650232703005,0.023977580021288,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-3,yfxyg8jm46,huber,0.015625,0.392699427569363,27,1717,0.369168582590295,0.023530844979067,35,1728,0.38073300312426,0.011564420533965,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-3,yfxyg8jm46,ridge,0.015625,0.385842435253639,27,1717,0.364621533950351,0.021220901303288,35,1728,0.370351244126377,0.005729710176026,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-3,yfxyg8jm46,shallow_mlp,0.015625,0.200080724996463,34,1728,0.160481166814244,0.039599558182219,35,1728,0.166679997841003,0.006198831026759,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-30,yfxyg8jm46,huber,0.015625,0.156964301661718,26,1717,0.149582265969969,0.007382035691749,27,1717,0.17361826812998,0.024036002160011,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-30,yfxyg8jm46,ridge,0.015625,0.158556473893569,26,1717,0.150266048358378,0.008290425535191,27,1717,0.167230564450238,0.01696451609186,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-30,yfxyg8jm46,shallow_mlp,0.015625,0.316260594370035,28,1748,0.282165376813656,0.034095217556379,27,1717,0.318956338123288,0.036790961309633,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-32,yfxyg8jm46,huber,0.015625,0.248081030380141,28,1748,0.21810561432673,0.029975416053411,27,1717,0.218493047605317,0.000387433278587,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-32,yfxyg8jm46,ridge,0.015625,0.238560806563505,28,1748,0.210831513832024,0.027729292731481,27,1717,0.21301161072673,0.002180096894706,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-32,yfxyg8jm46,shallow_mlp,0.015625,0.100177937584352,35,1728,0.07291654770944,0.027261389874912,27,1717,0.075548080375597,0.002631532666157,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-33,yfxyg8jm46,huber,0.015625,0.271764664224504,35,1728,0.229115232392561,0.042649431831943,35,1728,0.229115232392561,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-33,yfxyg8jm46,ridge,0.015625,0.263030156061237,35,1728,0.224785057094003,0.038245098967235,35,1728,0.224785057094003,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-33,yfxyg8jm46,shallow_mlp,0.015625,0.029120863836356,36,1760,0.00389927785122,0.025221585985136,35,1728,0.046101354683545,0.042202076832325,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-34,yfxyg8jm46,huber,0.015625,0.191754515391647,35,1728,0.168398212603797,0.023356302787851,27,1717,0.198218661036915,0.029820448433118,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-34,yfxyg8jm46,ridge,0.015625,0.161695829436475,35,1728,0.137078644578463,0.024617184858012,27,1717,0.171732993370499,0.034654348792036,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-34,yfxyg8jm46,shallow_mlp,0.015625,0.024627397242073,33,1728,0.012282999584344,0.01234439765773,27,1717,0.052533326177943,0.0402503265936,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-35,yfxyg8jm46,huber,0.015625,0.284530337993216,27,1717,0.247038368592211,0.037491969401005,27,1717,0.247038368592211,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-35,yfxyg8jm46,ridge,0.015625,0.284304869661943,27,1717,0.249977439413996,0.034327430247947,27,1717,0.249977439413996,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-35,yfxyg8jm46,shallow_mlp,0.015625,0.265813567225086,27,1717,0.164341464918256,0.10147210230683,27,1717,0.164341464918256,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-36,yfxyg8jm46,huber,0.015625,0.151843708741461,27,1717,0.089506872945795,0.062336835795666,27,1717,0.089506872945795,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-36,yfxyg8jm46,ridge,0.015625,0.156610660514048,27,1717,0.095686707120837,0.06092395339321,27,1717,0.095686707120837,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-36,yfxyg8jm46,shallow_mlp,0.015625,0.31639796616269,27,1717,0.21135190478719,0.105046061375501,27,1717,0.21135190478719,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-37,yfxyg8jm46,huber,0.015625,0.108975026946149,27,1717,0.084931196212489,0.024043830733659,27,1717,0.084931196212489,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-37,yfxyg8jm46,ridge,0.015625,0.110127118871564,27,1717,0.084751784762091,0.025375334109472,27,1717,0.084751784762091,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-37,yfxyg8jm46,shallow_mlp,0.015625,0.056264568307101,63,1728,0.04063223194224,0.015632336364861,27,1717,0.12405142803432,0.08341919609208,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-38,yfxyg8jm46,huber,0.015625,0.092455805824111,27,1717,0.056726502179756,0.035729303644355,27,1717,0.056726502179756,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-38,yfxyg8jm46,ridge,0.015625,0.10576068279872,27,1717,0.071332174982856,0.034428507815863,27,1717,0.071332174982856,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-38,yfxyg8jm46,shallow_mlp,0.015625,0.035738427208203,27,1717,0.005688482264272,0.030049944943932,27,1717,0.005688482264272,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-39,yfxyg8jm46,huber,0.015625,0.292970827328679,35,1728,0.267168940767104,0.025801886561575,27,1717,0.272361176739324,0.00519223597222,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-39,yfxyg8jm46,ridge,0.015625,0.29249061292563,35,1728,0.264913823385225,0.027576789540405,27,1717,0.272459122431647,0.007545299046422,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-39,yfxyg8jm46,shallow_mlp,0.015625,0.151148650003668,27,1717,0.113961726132432,0.037186923871236,27,1717,0.113961726132432,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-4,yfxyg8jm46,huber,0.015625,0.305982847559589,26,1717,0.284829880095042,0.021152967464547,27,1717,0.302857284311826,0.018027404216784,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-4,yfxyg8jm46,ridge,0.015625,0.29921280847836,26,1717,0.278455306310716,0.020757502167644,27,1717,0.301094362388879,0.022639056078163,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-4,yfxyg8jm46,shallow_mlp,0.015625,0.170790289498003,19,1728,0.089462293952214,0.081327995545789,27,1717,0.119052723327777,0.029590429375563,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-40,yfxyg8jm46,huber,0.015625,0.050478280389273,51,1728,0.046487851614279,0.003990428774993,63,1728,0.053077768551497,0.006589916937218,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-40,yfxyg8jm46,ridge,0.015625,0.059477196671175,51,1728,0.05535468661088,0.004122510060295,63,1728,0.061746592319041,0.006391905708161,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-40,yfxyg8jm46,shallow_mlp,0.015625,0.390241462294316,36,1760,0.377961417050247,0.012280045244069,63,1728,0.384828865574438,0.006867448524191,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-41,yfxyg8jm46,huber,0.015625,0.190438958636236,27,1717,0.141329203445852,0.049109755190384,35,1728,0.222304850013938,0.080975646568086,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-41,yfxyg8jm46,ridge,0.015625,0.186785943711403,27,1717,0.133747139458247,0.053038804253156,35,1728,0.209092306566693,0.075345167108445,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-41,yfxyg8jm46,shallow_mlp,0.015625,0.005797170138531,19,1728,0.000089923284793,0.005707246853737,35,1728,0.016603122504786,0.016513199219992,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-42,yfxyg8jm46,huber,0.015625,0.011471704649166,34,1728,0.00450512826384,0.006966576385325,35,1728,0.029099589680286,0.024594461416446,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-42,yfxyg8jm46,ridge,0.015625,0.01695612260254,35,1728,0.000661592080863,0.016294530521678,35,1728,0.000661592080863,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-42,yfxyg8jm46,shallow_mlp,0.015625,0.174879669032855,28,1748,0.104708032310687,0.070171636722169,35,1728,0.165890298450872,0.061182266140186,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-43,yfxyg8jm46,huber,0.015625,0.181543657909288,35,1728,0.131551156908601,0.049992501000687,35,1728,0.131551156908601,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-43,yfxyg8jm46,ridge,0.015625,0.191542643116945,35,1728,0.143323401080969,0.048219242035976,35,1728,0.143323401080969,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-43,yfxyg8jm46,shallow_mlp,0.015625,0.16386151004571,36,1760,0.141951256592074,0.021910253453635,35,1728,0.20690630306903,0.064955046476956,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-5,yfxyg8jm46,huber,0.015625,0.29998014102619,36,1760,0.246481455869229,0.053498685156961,36,1760,0.246481455869229,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-5,yfxyg8jm46,ridge,0.015625,0.299147041350684,36,1760,0.248905538838954,0.05024150251173,36,1760,0.248905538838954,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-5,yfxyg8jm46,shallow_mlp,0.015625,0.12230843122209,36,1760,0.095256646375799,0.027051784846291,36,1760,0.095256646375799,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-6,yfxyg8jm46,huber,0.015625,0.277457401319432,26,1717,0.270155269586205,0.007302131733226,27,1717,0.300115041601497,0.029959772015292,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-6,yfxyg8jm46,ridge,0.015625,0.280862022080163,36,1760,0.268441799279715,0.012420222800448,27,1717,0.304399752564204,0.035957953284488,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-6,yfxyg8jm46,shallow_mlp,0.015625,0.164667775841882,44,1760,0.122524518373856,0.042143257468026,27,1717,0.199150565019604,0.076626046645748,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
c16-7,yfxyg8jm46,huber,0.015625,0.210008916203935,27,1717,0.175148731217708,0.034860184986227,27,1717,0.175148731217708,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d7b235089fc1ed774b1f0b5c2ad7da8a9096c033233a928b48aceded94818aa7
c16-7,yfxyg8jm46,ridge,0.015625,0.197542279642413,27,1717,0.167172383008932,0.030369896633481,27,1717,0.167172383008932,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,930bfcfef15e20b474b281fee7896b0e13fea30ac8a86623524bd45239be9a4b
c16-7,yfxyg8jm46,shallow_mlp,0.015625,0.000049554591691,1,1706,0.000111821299564,-0.000062266707873,27,1717,0.017454387333459,0.017342566033895,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,c758d5c6d9d3b15ef538d48053ea46560c9f4ef572950dd57af2c1f96c49727e
