method,dataset_id,budget,physical_n,mae_mpa,rmse_mpa,r2,area_mpa,early_area_mpa
CENTER_FIRST,xcmzfsbd9t,0.1875,9,56.89944627549913,68.63811073453648,0.16880467743030836,55.546391509574875,54.164338253021384
CENTER_FIRST,yfxyg8jm46,0.1875,8,50.8217658996582,71.17030402624277,0.6519553475119828,51.89408528441243,55.537227282047745
CENTER_FIRST,ykhs7s2dck,0.1875,7,18.991426740373885,26.27852605220845,-0.31484134810104125,22.42890492383915,27.88167834154127
CENTER_FIRST,74t7kcdgkr,0.25,9,44.68843417697482,59.01792543343392,-0.9013647587202431,43.491688564941484,42.743351217017306
CENTER_FIRST,cgtnjyggtm,0.25,9,73.9004618326823,91.50645977250524,0.37016415867002395,76.46349423701898,86.9125707978745
CENTER_FIRST,w68dtmpfyf,0.25,8,41.173526763916016,53.108961021339546,-0.13280295495121974,41.027479258360266,43.684702353548225
CENTER_FIRST,xcmzfsbd9t,0.25,9,54.319549560546875,66.98503706134333,0.20835941231486288,55.546391509574875,54.164338253021384
CENTER_FIRST,yfxyg8jm46,0.25,8,49.781532287597656,69.55167149452612,0.667606542835536,51.89408528441243,55.537227282047745
CENTER_FIRST,ykhs7s2dck,0.25,7,16.787425449916295,24.919761660462584,-0.18238555965048753,22.42890492383915,27.88167834154127
GEOMETRY_SPREAD,74t7kcdgkr,0.0,9,48.94345940483941,65.29096492652504,-1.3270393943076688,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.0,9,98.52284410264757,114.4632092675568,0.014502106434936213,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.0,8,54.86939239501953,66.70878619196668,-0.7872480812152287,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.0,9,65.11017354329427,76.12731754706031,-0.02247689434267164,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.0,8,51.48122596740723,68.77335471623537,0.675004204712115,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.0,7,23.36521257672991,27.338883832722736,-0.42309177219318994,17.765308095652223,21.57730214018564
GEOMETRY_SPREAD,74t7kcdgkr,0.0625,9,27.378158569335938,32.78597246245988,0.41322216422768365,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.0625,9,88.26375155978732,103.79095224473409,0.18970556416855056,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.0625,8,45.06452941894531,58.40661731237076,-0.370070360650397,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.0625,9,53.0683848063151,63.27434955736417,0.29363718701852315,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.0625,8,60.17439270019531,83.73086284045738,0.5182647162152081,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.0625,7,21.534388950892858,23.39246465283321,-0.04189346087141521,17.765308095652223,21.57730214018564
GEOMETRY_SPREAD,74t7kcdgkr,0.125,9,31.498699612087673,38.558265066631336,0.1884177678625425,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.125,9,78.24168735080295,96.98605288257933,0.29247395170260226,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.125,8,46.635765075683594,55.09292098292431,-0.21901867916849715,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.125,9,45.53386094835069,53.844785611284756,0.4884833758025504,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.125,8,53.38423538208008,74.04606692995901,0.6232603639831087,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.125,7,15.974371773856026,19.054574330614578,0.3086947563106802,17.765308095652223,21.57730214018564
GEOMETRY_SPREAD,74t7kcdgkr,0.1875,9,33.74107021755643,42.551783979601446,0.01159915834681724,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.1875,9,78.75945705837674,95.84207305607198,0.3090664816500235,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.1875,8,44.88570785522461,52.829030208296665,-0.12089269605982311,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.1875,9,45.17761739095052,54.221102134995135,0.48130850042250883,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.1875,8,55.10060119628906,74.09555228480623,0.6227566417738691,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.1875,7,15.537120274135045,19.566803990649536,0.2710275128169346,17.765308095652223,21.57730214018564
GEOMETRY_SPREAD,74t7kcdgkr,0.25,9,34.2891354031033,43.68162598301566,-0.04158604665207144,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.25,9,80.50725640190973,95.64596663698421,0.31189108406748556,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.25,8,45.702571868896484,54.3596343807363,-0.18678436621309125,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.25,9,44.33576456705729,54.12759894750096,0.48309590379843304,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.25,8,54.28387260437012,72.01903219453791,0.643604768005574,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.25,7,16.20212663922991,20.427005861638683,0.20552401238809637,17.765308095652223,21.57730214018564
SERPENTINE,74t7kcdgkr,0.0,9,48.94345940483941,65.29096492652504,-1.3270393943076688,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.0,9,98.52284410264757,114.4632092675568,0.014502106434936213,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.0,8,54.86939239501953,66.70878619196668,-0.7872480812152287,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.0,9,65.11017354329427,76.12731754706031,-0.02247689434267164,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.0,8,51.48122596740723,68.77335471623537,0.675004204712115,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.0,7,23.36521257672991,27.338883832722736,-0.42309177219318994,17.3621794291923,17.58797569661205
SERPENTINE,74t7kcdgkr,0.0625,9,41.621400621202255,52.154291794167015,-0.48483318912297957,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.0625,9,79.52711317274306,97.4653088586069,0.2854642039578221,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.0625,8,50.50642395019531,59.19836101964846,-0.4074666997424101,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.0625,9,44.68105231391059,52.59449449195081,0.5119626962720754,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.0625,8,60.46097946166992,73.80420740683878,0.6257174629553802,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.0625,7,15.189080374581474,20.54224901340854,0.19653432600505716,17.3621794291923,17.58797569661205
SERPENTINE,74t7kcdgkr,0.125,9,38.2445322672526,51.2999658294141,-0.4365862755929557,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.125,9,81.07098388671875,99.3266481673714,0.2579119738102684,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.125,8,45.83753204345703,56.035414278954,-0.2610837709485603,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.125,9,45.742346869574654,54.0793104564291,0.4840177767575006,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.125,8,58.94216537475586,73.00464036113695,0.6337832070668059,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.125,7,16.41436985560826,21.551039349638177,0.11568337804910223,17.3621794291923,17.58797569661205
SERPENTINE,74t7kcdgkr,0.1875,9,35.24800788031684,49.277452215884054,-0.3255437074300169,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.1875,9,80.00515407986111,96.66825886079495,0.2971030537839596,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.1875,8,44.624908447265625,55.07257155412254,-0.21811831839348939,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.1875,9,47.616934882269966,56.42631407518561,0.4382594019666799,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.1875,8,58.27543640136719,72.27609733356,0.6410559890007597,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.1875,7,18.302642822265625,22.973672283113217,-0.00492162449298883,17.3621794291923,17.58797569661205
SERPENTINE,74t7kcdgkr,0.25,9,35.98732164171007,50.677770148865996,-0.4019501010818882,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.25,9,79.27382914225261,94.31827278300247,0.3308622342359878,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.25,8,44.618927001953125,55.30310961307464,-0.22833793942891023,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.25,9,48.25439114040799,56.81495824557321,0.43049461854891713,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.25,8,56.15111541748047,69.22870489768397,0.6706863462183059,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.25,7,17.548553466796875,22.899946841736764,0.0015178693782060826,17.3621794291923,17.58797569661205
RANDOM,74t7kcdgkr,0.0,9,48.94345940483941,65.29096492652504,-1.3270393943076688,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.0,9,98.52284410264757,114.4632092675568,0.014502106434936213,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.0,8,54.86939239501953,66.70878619196668,-0.7872480812152287,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.0,9,65.11017354329427,76.12731754706031,-0.02247689434267164,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.0,8,51.48122596740723,68.77335471623537,0.675004204712115,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.0,7,23.36521257672991,27.338883832722736,-0.4230917721931899,21.38478100848887,23.87273671794582
RANDOM,74t7kcdgkr,0.0625,9,36.78607923719618,49.22037040391254,-0.322474530378934,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.0625,9,87.86505635579427,101.78130882733996,0.22078029541728625,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.0625,8,50.09432525634765,61.43504016747803,-0.515831946470055,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.0625,9,56.44968193901909,66.30232386886277,0.22441402056202503,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.0625,8,57.787125778198245,77.5280922512428,0.5869948016424624,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.0625,7,23.550778634207592,29.192106090596415,-0.6225653818185378,21.38478100848887,23.87273671794582
RANDOM,74t7kcdgkr,0.125,9,32.84114074707031,42.40682816252571,0.018321810169394936,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.125,9,79.72260911729602,95.29544706150838,0.3169253514057465,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.125,8,48.56402778625488,59.92407007378828,-0.4421863108571128,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.125,9,55.49969685872395,65.76325779310851,0.23697443874477564,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.125,8,51.11414337158203,71.50199385737875,0.6487036575028553,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.125,7,21.093707711356025,26.806791523196143,-0.3682360287225228,21.38478100848887,23.87273671794582
RANDOM,74t7kcdgkr,0.1875,9,34.1957767062717,43.88301664121742,-0.05121248563205307,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.1875,9,77.35053778754339,93.27059840211558,0.34564505318280253,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.1875,8,47.69787826538086,58.237712798438736,-0.36215767975043717,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.1875,9,52.995687866210936,63.812321082129145,0.28157484218688716,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.1875,8,50.26827163696289,68.09772125122207,0.6813583941346503,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.1875,7,20.109823172433035,25.493895635417086,-0.2374958628949221,21.38478100848887,23.87273671794582
RANDOM,74t7kcdgkr,0.25,9,33.10048048231337,40.95841136492054,0.084235574753539,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.25,9,76.21726413302952,91.92125239548574,0.3644412101806288,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.25,8,45.67917098999023,57.038870354738506,-0.30665397553082707,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.25,9,51.45265672471788,61.94977383318585,0.3229014263598494,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.25,8,49.240471267700194,66.76179477135372,0.6937378477911711,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.25,7,19.718346296037947,25.250419291468763,-0.21397162763922953,21.38478100848887,23.87273671794582
LEARNED_STATIC_TRUE,74t7kcdgkr,0.0,9,48.94345940483941,65.29096492652504,-1.3270393943076688,34.89943160523647,38.68704782135872
LEARNED_STATIC_TRUE,cgtnjyggtm,0.0,9,98.52284410264757,114.4632092675568,0.014502106434936213,80.70055744861358,91.92903509455077
LEARNED_STATIC_TRUE,w68dtmpfyf,0.0,8,54.86939239501953,66.70878619196668,-0.7872480812152287,47.55169417781559,53.37864640512287
LEARNED_STATIC_TRUE,xcmzfsbd9t,0.0,9,65.11017354329427,76.12731754706031,-0.02247689434267164,53.866250162957186,57.73065486534693
LEARNED_STATIC_TRUE,yfxyg8jm46,0.0,8,51.48122596740723,68.77335471623537,0.675004204712115,48.419588229385546,52.10258038086582
LEARNED_STATIC_TRUE,ykhs7s2dck,0.0,7,23.36521257672991,27.338883832722736,-0.42309177219318994,22.42280548947127,23.84567188776992
LEARNED_STATIC_TRUE,74t7kcdgkr,0.0625,9,35.657996283637154,46.77906126075616,-0.19453964009749436,34.89943160523647,38.68704782135872
LEARNED_STATIC_TRUE,cgtnjyggtm,0.0625,9,73.81729973687067,91.20810847647256,0.3742645468084619,80.70055744861358,91.92903509455077
LEARNED_STATIC_TRUE,w68dtmpfyf,0.0625,8,48.960683822631836,59.13755179631911,-0.40457665355002526,47.55169417781559,53.37864640512287
LEARNED_STATIC_TRUE,xcmzfsbd9t,0.0625,9,50.69835069444444,66.36077328257056,0.22304596813822586,53.866250162957186,57.73065486534693
LEARNED_STATIC_TRUE,yfxyg8jm46,0.0625,8,45.264862060546875,62.564455381450145,0.7310369257067284,48.419588229385546,52.10258038086582
LEARNED_STATIC_TRUE,ykhs7s2dck,0.0625,7,18.268888201032365,21.38629603233723,0.1291517234227716,22.42280548947127,23.84567188776992
LEARNED_STATIC_TRUE,74t7kcdgkr,0.125,9,35.192323472764755,50.22780705850594,-0.37716506112864123,34.89943160523647,38.68704782135872
LEARNED_STATIC_TRUE,cgtnjyggtm,0.125,9,77.91305711534288,92.41904828409699,0.3575388842872479,80.70055744861358,91.92903509455077
LEARNED_STATIC_TRUE,w68dtmpfyf,0.125,8,46.52204132080078,57.320260624667846,-0.31957802718470085,47.55169417781559,53.37864640512287
LEARNED_STATIC_TRUE,xcmzfsbd9t,0.125,9,53.560384114583336,67.7691898508068,0.18971642358255625,53.866250162957186,57.73065486534693
LEARNED_STATIC_TRUE,yfxyg8jm46,0.125,8,45.59242057800293,63.423984945016805,0.7235959679015604,48.419588229385546,52.10258038086582
LEARNED_STATIC_TRUE,ykhs7s2dck,0.125,7,23.75714111328125,27.737485076453023,-0.4648916775268477,22.42280548947127,23.84567188776992
LEARNED_STATIC_TRUE,74t7kcdgkr,0.1875,9,32.15172153049045,45.450644797497496,-0.12765865901477724,34.89943160523647,38.68704782135872
LEARNED_STATIC_TRUE,cgtnjyggtm,0.1875,9,77.12927585177951,91.52501978810137,0.3699086368507083,80.70055744861358,91.92903509455077
LEARNED_STATIC_TRUE,w68dtmpfyf,0.1875,8,43.247385025024414,56.584560825018016,-0.285922103988445,47.55169417781559,53.37864640512287
LEARNED_STATIC_TRUE,xcmzfsbd9t,0.1875,9,52.24357265896268,65.01771846039856,0.2541767810027328,53.866250162957186,57.73065486534693
LEARNED_STATIC_TRUE,yfxyg8jm46,0.1875,8,49.0400505065918,64.41530981521163,0.7148879825198515,48.419588229385546,52.10258038086582
LEARNED_STATIC_TRUE,ykhs7s2dck,0.1875,7,21.025713239397323,26.488764944164867,-0.33596403716783607,22.42280548947127,23.84567188776992
LEARNED_STATIC_TRUE,74t7kcdgkr,0.25,9,32.92689514160156,43.82756821090888,-0.048557642746365426,34.89943160523647,38.68704782135872
LEARNED_STATIC_TRUE,cgtnjyggtm,0.25,9,76.69078911675348,90.73827737292449,0.38069451850682445,80.70055744861358,91.92903509455077
LEARNED_STATIC_TRUE,w68dtmpfyf,0.25,8,42.696495056152344,56.06520750203213,-0.26242512761633896,47.55169417781559,53.37864640512287
LEARNED_STATIC_TRUE,xcmzfsbd9t,0.25,9,52.19722154405382,64.14613444018357,0.27403876826826745,53.866250162957186,57.73065486534693
LEARNED_STATIC_TRUE,yfxyg8jm46,0.25,8,50.86355400085449,65.6288157596551,0.704044470374849,48.419588229385546,52.10258038086582
LEARNED_STATIC_TRUE,ykhs7s2dck,0.25,7,20.691622052873885,27.302600600368628,-0.4193169212473984,22.42280548947127,23.84567188776992
NO_VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.0,9,48.94345940483941,65.29096492652504,-1.3270393943076688,31.330497180448642,39.428085328830896
NO_VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.0,9,98.52284410264757,114.4632092675568,0.014502106434936213,68.7490897532694,76.55227752724676
NO_VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.0,8,54.86939239501953,66.70878619196668,-0.7872480812152287,47.03014225647127,52.838550364176434
NO_VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.0,9,65.11017354329427,76.12731754706031,-0.02247689434267164,48.16323705433387,54.045720521014545
NO_VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.0,8,51.48122596740723,68.77335471623537,0.675004204712115,48.05941066915091,48.20986767078051
NO_VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.0,7,23.36521257672991,27.338883832722736,-0.42309177219318994,18.250150096980096,21.55051993536631
NO_VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.0625,9,32.15562438964844,36.773885937114365,0.26179563173373044,31.330497180448642,39.428085328830896
NO_VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.0625,9,69.94054667154948,91.77171722414234,0.36650735020878655,68.7490897532694,76.55227752724676
NO_VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.0625,8,44.405094146728516,58.59824253110862,-0.3790751866813742,47.03014225647127,52.838550364176434
NO_VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.0625,9,45.1421864827474,58.02464084617927,0.40598505654573125,48.16323705433387,54.045720521014545
NO_VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.0625,8,47.29035568237305,67.69929319404443,0.6850761208217238,48.05941066915091,48.20986767078051
NO_VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.0625,7,15.358675275530134,20.354701176252455,0.21113841030504055,18.250150096980096,21.55051993536631
NO_VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.125,9,26.893634372287327,31.93885755072066,0.4431524460825613,31.330497180448642,39.428085328830896
NO_VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.125,9,66.1158464219835,89.37953297073308,0.3991030137792102,68.7490897532694,76.55227752724676
NO_VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.125,8,46.09980010986328,59.351220546991314,-0.41474468715863466,47.03014225647127,52.838550364176434
NO_VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.125,9,47.23078748914931,56.42108729842632,0.43836346535502446,48.16323705433387,54.045720521014545
NO_VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.125,8,49.5618896484375,69.87418884309828,0.6645167188714933,48.05941066915091,48.20986767078051
NO_VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.125,7,18.680249895368302,24.03498886024193,-0.09991518770936492,18.250150096980096,21.55051993536631
NO_VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.1875,9,29.962337917751736,33.70074453398284,0.3800216089693489,31.330497180448642,39.428085328830896
NO_VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.1875,9,65.4672342936198,86.72818450479376,0.43422419085051156,68.7490897532694,76.55227752724676
NO_VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.1875,8,43.990272521972656,56.94812374182806,-0.30249961208873466,47.03014225647127,52.838550364176434
NO_VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.1875,9,47.28760443793403,56.26748103300115,0.44141741055881945,48.16323705433387,54.045720521014545
NO_VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.1875,8,48.03112030029297,65.58902215720663,0.7044032629587839,48.05941066915091,48.20986767078051
NO_VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.1875,7,17.969264439174108,22.943551662141626,-0.0022882604981284693,18.250150096980096,21.55051993536631
NO_VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.25,9,28.654659695095486,32.713750098731445,0.4158044762668319,31.330497180448642,39.428085328830896
NO_VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.25,9,64.06681484646268,82.69029407391942,0.4856805638858389,68.7490897532694,76.55227752724676
NO_VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.25,8,44.08798599243164,56.50181339564097,-0.282163872271445,47.03014225647127,52.838550364176434
NO_VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.25,9,46.433139377170136,53.85184386840947,0.48834926244496946,48.16323705433387,54.045720521014545
NO_VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.25,8,48.4084529876709,64.03682472803524,0.7182286051688156,48.05941066915091,48.20986767078051
NO_VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.25,7,18.12442888532366,24.45409866502864,-0.13860914794861556,18.250150096980096,21.55051993536631
VLM_MEAN_FEEDBACK,74t7kcdgkr,0.0,9,48.94345940483941,65.29096492652504,-1.3270393943076688,35.4467457196393,38.30630391436863
VLM_MEAN_FEEDBACK,cgtnjyggtm,0.0,9,98.52284410264757,114.4632092675568,0.014502106434936213,73.84390636944528,80.24692994919296
VLM_MEAN_FEEDBACK,w68dtmpfyf,0.0,8,54.86939239501953,66.70878619196668,-0.7872480812152287,44.941992868837886,49.70503800374229
VLM_MEAN_FEEDBACK,xcmzfsbd9t,0.0,9,65.11017354329427,76.12731754706031,-0.02247689434267164,47.42106562351145,51.274688909992534
VLM_MEAN_FEEDBACK,yfxyg8jm46,0.0,8,51.48122596740723,68.77335471623537,0.675004204712115,49.3930982829571,53.61137232817245
VLM_MEAN_FEEDBACK,ykhs7s2dck,0.0,7,23.36521257672991,27.338883832722736,-0.42309177219318994,18.506698543082685,18.798109889177567
VLM_MEAN_FEEDBACK,74t7kcdgkr,0.0625,9,36.407540215386284,50.16488557078778,-0.3737168119092573,35.4467457196393,38.30630391436863
VLM_MEAN_FEEDBACK,cgtnjyggtm,0.0625,9,78.1145748562283,101.0784289005641,0.23150538341252158,73.84390636944528,80.24692994919296
VLM_MEAN_FEEDBACK,w68dtmpfyf,0.0625,8,41.84568405151367,52.399103503372494,-0.10272310918825123,44.941992868837886,49.70503800374229
VLM_MEAN_FEEDBACK,xcmzfsbd9t,0.0625,9,39.2442372639974,51.260350079719,0.5364083722091313,47.42106562351145,51.274688909992534
VLM_MEAN_FEEDBACK,yfxyg8jm46,0.0625,8,49.098073959350586,63.34796017233862,0.7242582082042006,49.3930982829571,53.61137232817245
VLM_MEAN_FEEDBACK,ykhs7s2dck,0.0625,7,16.309300013950892,21.11237083776413,0.15131727966274522,18.506698543082685,18.798109889177567
VLM_MEAN_FEEDBACK,74t7kcdgkr,0.125,9,34.62206522623698,44.768433065813184,-0.09406052726702341,35.4467457196393,38.30630391436863
VLM_MEAN_FEEDBACK,cgtnjyggtm,0.125,9,70.85991923014323,95.48484165983486,0.3142075047234717,73.84390636944528,80.24692994919296
VLM_MEAN_FEEDBACK,w68dtmpfyf,0.125,8,44.454830169677734,59.894059659598305,-0.440742157586101,44.941992868837886,49.70503800374229
VLM_MEAN_FEEDBACK,xcmzfsbd9t,0.125,9,48.21093071831597,56.60655684207825,0.43466493040051246,47.42106562351145,51.274688909992534
