source_row,specimen_key,dataset_id,capture_group_id,method,run,action_count,final_cost,target_mpa
565,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,VLM_SPATIAL_OPEN_LOOP,0,16,0.2490735245631388,136.6800079345703
566,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,VLM_SPATIAL_OPEN_LOOP,0,16,0.2490735245631388,348.28472900390625
567,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,VLM_SPATIAL_OPEN_LOOP,0,16,0.24944279591163865,262.2107238769531
568,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,VLM_SPATIAL_OPEN_LOOP,0,16,0.24925816023738873,404.2454528808594
569,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,VLM_SPATIAL_OPEN_LOOP,0,16,0.24925816023738873,304.9983215332031
570,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,VLM_SPATIAL_OPEN_LOOP,0,16,0.2498142653038795,338.54833984375
571,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,VLM_SPATIAL_OPEN_LOOP,0,16,0.24925816023738873,352.2940673828125
572,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,VLM_SPATIAL_OPEN_LOOP,0,16,0.2490735245631388,257.2702331542969
573,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,VLM_SPATIAL_OPEN_LOOP,0,16,0.24962962962962965,344.6358337402344
574,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,VLM_SPATIAL_OPEN_LOOP,0,16,0.24981426530387954,302.281982421875
575,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,VLM_SPATIAL_OPEN_LOOP,0,16,0.24925816023738873,418.267333984375
576,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,VLM_SPATIAL_OPEN_LOOP,0,16,0.2498142653038795,381.1910705566406
577,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,VLM_SPATIAL_OPEN_LOOP,0,16,0.24981646334762062,246.54722595214844
578,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,VLM_SPATIAL_OPEN_LOOP,0,16,0.24962743158588857,301.55389404296875
579,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,VLM_SPATIAL_OPEN_LOOP,0,16,0.24907572260687988,480.5938415527344
580,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,VLM_SPATIAL_OPEN_LOOP,0,16,0.24925816023738873,292.1376647949219
581,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,VLM_SPATIAL_OPEN_LOOP,0,16,0.2498164633476206,263.2923583984375
582,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,VLM_SPATIAL_OPEN_LOOP,0,15,0.23449170238487746,252.29762268066406
583,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,VLM_SPATIAL_OPEN_LOOP,0,16,0.24981426530387954,230.2566680908203
584,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,VLM_SPATIAL_OPEN_LOOP,0,16,0.24925816023738873,278.2536315917969
585,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,VLM_SPATIAL_OPEN_LOOP,0,16,0.2492603582811298,268.03814697265625
586,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,VLM_SPATIAL_OPEN_LOOP,0,16,0.24962962962962962,508.2288818359375
587,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,VLM_SPATIAL_OPEN_LOOP,0,16,0.2498164633476206,499.259765625
588,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,VLM_SPATIAL_OPEN_LOOP,0,16,0.2490735245631388,512.5420532226562
589,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,VLM_SPATIAL_OPEN_LOOP,0,16,0.24926035828112977,523.44140625
590,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,VLM_SPATIAL_OPEN_LOOP,0,15,0.23467414001538633,234.76339721679688
591,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,VLM_SPATIAL_OPEN_LOOP,0,16,0.24944279591163865,322.6684265136719
592,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,VLM_SPATIAL_OPEN_LOOP,0,16,0.2490735245631388,270.7127685546875
593,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,VLM_SPATIAL_OPEN_LOOP,0,16,0.24962962962962962,260.08502197265625
594,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,VLM_SPATIAL_OPEN_LOOP,0,16,0.24962962962962962,219.15264892578125
595,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,VLM_SPATIAL_OPEN_LOOP,0,16,0.2498120672601385,235.01319885253906
596,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,VLM_SPATIAL_OPEN_LOOP,0,16,0.24962962962962965,215.7657928466797
597,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,VLM_SPATIAL_OPEN_LOOP,0,16,0.24907572260687988,235.4805145263672
598,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,VLM_SPATIAL_OPEN_LOOP,0,16,0.24999890097812943,248.33407592773438
599,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,VLM_SPATIAL_OPEN_LOOP,0,16,0.24944279591163865,184.39810180664062
600,74t7kcdgkr:c8-12,74t7kcdgkr,cg_306e4a499acc46c1,VLM_MEAN_FEEDBACK,0,16,0.25,197.97145080566406
601,74t7kcdgkr:c8-13,74t7kcdgkr,cg_f6941b7d17a6b65f,VLM_MEAN_FEEDBACK,0,16,0.2492690567351201,266.5553894042969
602,74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,VLM_MEAN_FEEDBACK,0,16,0.2488905325443787,264.1634521484375
603,74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,VLM_MEAN_FEEDBACK,0,16,0.24963452836756006,163.86158752441406
604,74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,VLM_MEAN_FEEDBACK,0,16,0.24925816023738873,263.10400390625
605,74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,VLM_MEAN_FEEDBACK,0,16,0.24888888888888888,282.8260803222656
606,74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,VLM_MEAN_FEEDBACK,0,16,0.24963017751479288,213.09927368164062
607,74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,VLM_MEAN_FEEDBACK,0,16,0.2498142653038795,168.51828002929688
608,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,VLM_MEAN_FEEDBACK,0,16,0.24925816023738873,199.83413696289062
609,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,VLM_MEAN_FEEDBACK,0,15,0.2352346411693593,300.3553771972656
610,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,VLM_MEAN_FEEDBACK,0,16,0.24870425321463896,415.8692932128906
611,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,VLM_MEAN_FEEDBACK,0,15,0.23485877568963623,428.6219482421875
612,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,VLM_MEAN_FEEDBACK,0,16,0.24962962962962962,283.3366394042969
613,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,VLM_MEAN_FEEDBACK,0,16,0.24962743158588854,109.75041198730469
614,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,VLM_MEAN_FEEDBACK,0,16,0.24981426530387954,119.86738586425781
615,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,VLM_MEAN_FEEDBACK,0,16,0.24944279591163865,136.6800079345703
616,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,VLM_MEAN_FEEDBACK,0,16,0.2494471919991208,348.28472900390625
617,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,VLM_MEAN_FEEDBACK,0,16,0.24981426530387954,262.2107238769531
618,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,VLM_MEAN_FEEDBACK,0,16,0.24981426530387954,404.2454528808594
619,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,VLM_MEAN_FEEDBACK,0,16,0.24999890097812946,304.9983215332031
620,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,VLM_MEAN_FEEDBACK,0,16,0.24888888888888888,338.54833984375
621,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,VLM_MEAN_FEEDBACK,0,16,0.24944499395537972,352.2940673828125
622,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,VLM_MEAN_FEEDBACK,0,16,0.24999890097812943,257.2702331542969
623,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,VLM_MEAN_FEEDBACK,0,16,0.24962962962962965,344.6358337402344
624,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,VLM_MEAN_FEEDBACK,0,16,0.24944279591163865,302.281982421875
625,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,VLM_MEAN_FEEDBACK,0,16,0.24944499395537972,418.267333984375
626,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,VLM_MEAN_FEEDBACK,0,16,0.24981426530387954,381.1910705566406
627,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,VLM_MEAN_FEEDBACK,0,16,0.2494449939553797,246.54722595214844
628,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,VLM_MEAN_FEEDBACK,0,16,0.24944279591163865,301.55389404296875
629,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,VLM_MEAN_FEEDBACK,0,16,0.24962962962962962,480.5938415527344
630,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,VLM_MEAN_FEEDBACK,0,16,0.24944279591163865,292.1376647949219
631,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,VLM_MEAN_FEEDBACK,0,15,0.23449170238487746,263.2923583984375
632,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,VLM_MEAN_FEEDBACK,0,16,0.2494449939553797,252.29762268066406
633,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,VLM_MEAN_FEEDBACK,0,16,0.24962962962962965,230.2566680908203
634,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,VLM_MEAN_FEEDBACK,0,16,0.24944279591163865,278.2536315917969
635,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,VLM_MEAN_FEEDBACK,0,16,0.24944279591163865,268.03814697265625
636,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,VLM_MEAN_FEEDBACK,0,16,0.24925816023738873,508.2288818359375
637,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,VLM_MEAN_FEEDBACK,0,16,0.24925816023738873,499.259765625
638,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,VLM_MEAN_FEEDBACK,0,15,0.23467853610286846,512.5420532226562
639,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,VLM_MEAN_FEEDBACK,0,16,0.24981206726013847,523.44140625
640,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,VLM_MEAN_FEEDBACK,0,16,0.24962743158588857,234.76339721679688
641,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,VLM_MEAN_FEEDBACK,0,16,0.24962743158588857,322.6684265136719
642,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,VLM_MEAN_FEEDBACK,0,16,0.24944499395537972,270.7127685546875
643,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,VLM_MEAN_FEEDBACK,0,15,0.23449170238487746,260.08502197265625
644,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,VLM_MEAN_FEEDBACK,0,16,0.24981426530387954,219.15264892578125
645,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,VLM_MEAN_FEEDBACK,0,16,0.2494449939553797,235.01319885253906
646,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,VLM_MEAN_FEEDBACK,0,16,0.24962962962962962,215.7657928466797
647,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,VLM_MEAN_FEEDBACK,0,16,0.24925816023738873,235.4805145263672
648,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,VLM_MEAN_FEEDBACK,0,16,0.24981426530387954,248.33407592773438
649,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,VLM_MEAN_FEEDBACK,0,16,0.24925816023738873,184.39810180664062
