outer_domain,method,removed_domain,top1_agreement,top10_overlap,spearman,rbo_p0_9
cgtnjyggtm,global_appearance_mask,ykhs7s2dck,false,0.7142857142857143,0.9104853479853477,0.6836769348082313
cgtnjyggtm,global_mechanical_mask,74t7kcdgkr,false,0.5714285714285714,0.871657509157509,0.5491599479101492
cgtnjyggtm,global_mechanical_mask,w68dtmpfyf,true,0.5714285714285714,0.6467948717948717,0.5730239756713407
cgtnjyggtm,global_mechanical_mask,xcmzfsbd9t,true,0.8571428571428571,0.9342948717948716,0.846740910054664
cgtnjyggtm,global_mechanical_mask,yfxyg8jm46,true,0.8571428571428571,0.8179945054945055,0.8191747028724902
cgtnjyggtm,global_mechanical_mask,ykhs7s2dck,true,0.8571428571428571,0.8620421245421244,0.837159343726792
cgtnjyggtm,global_reconstruction_mask,74t7kcdgkr,true,1.0,0.993131868131868,0.9465409142359965
cgtnjyggtm,global_reconstruction_mask,w68dtmpfyf,true,1.0,0.9981684981684982,0.9973913108722005
cgtnjyggtm,global_reconstruction_mask,xcmzfsbd9t,false,0.8571428571428571,0.9955586080586079,0.8745980442505344
cgtnjyggtm,global_reconstruction_mask,yfxyg8jm46,true,1.0,0.9967490842490841,0.9979312642030349
cgtnjyggtm,global_reconstruction_mask,ykhs7s2dck,true,1.0,0.990613553113553,0.9946654393183962
w68dtmpfyf,global_appearance_mask,74t7kcdgkr,true,1.0,0.9621336996336997,0.8554188579110298
w68dtmpfyf,global_appearance_mask,cgtnjyggtm,true,0.7142857142857143,0.9623626373626373,0.8783499447037982
w68dtmpfyf,global_appearance_mask,xcmzfsbd9t,true,0.8571428571428571,0.9404761904761904,0.9029642052995611
w68dtmpfyf,global_appearance_mask,yfxyg8jm46,true,0.42857142857142855,0.8394688644688645,0.5755400962828162
w68dtmpfyf,global_appearance_mask,ykhs7s2dck,false,0.7142857142857143,0.8851190476190476,0.6879144457002035
w68dtmpfyf,global_mechanical_mask,74t7kcdgkr,false,0.5714285714285714,0.9211080586080584,0.5971817390219153
w68dtmpfyf,global_mechanical_mask,cgtnjyggtm,false,0.42857142857142855,0.8792124542124541,0.4796444764744728
w68dtmpfyf,global_mechanical_mask,xcmzfsbd9t,false,0.8571428571428571,0.9543956043956043,0.6381781569035172
w68dtmpfyf,global_mechanical_mask,yfxyg8jm46,false,0.7142857142857143,0.92257326007326,0.6155560248042728
w68dtmpfyf,global_mechanical_mask,ykhs7s2dck,true,0.7142857142857143,0.77760989010989,0.648813825744095
w68dtmpfyf,global_reconstruction_mask,74t7kcdgkr,true,1.0,0.9900183150183148,0.8982591267942559
w68dtmpfyf,global_reconstruction_mask,cgtnjyggtm,true,1.0,0.997481684981685,0.9912923639482958
w68dtmpfyf,global_reconstruction_mask,xcmzfsbd9t,false,1.0,0.9980769230769231,0.8910324694394122
w68dtmpfyf,global_reconstruction_mask,yfxyg8jm46,true,1.0,0.9972069597069595,0.9934175425030717
w68dtmpfyf,global_reconstruction_mask,ykhs7s2dck,true,1.0,0.9907967032967033,0.9957011558588857
xcmzfsbd9t,global_appearance_mask,74t7kcdgkr,true,0.8571428571428571,0.9566849816849815,0.9318203714295686
xcmzfsbd9t,global_appearance_mask,cgtnjyggtm,true,0.8571428571428571,0.9462912087912086,0.9250716229461683
xcmzfsbd9t,global_appearance_mask,w68dtmpfyf,true,0.5714285714285714,0.8467490842490842,0.7831698752116031
xcmzfsbd9t,global_appearance_mask,yfxyg8jm46,true,0.7142857142857143,0.9202838827838826,0.7043526696046438
xcmzfsbd9t,global_appearance_mask,ykhs7s2dck,true,0.7142857142857143,0.894642857142857,0.807476618722994
xcmzfsbd9t,global_mechanical_mask,74t7kcdgkr,false,0.7142857142857143,0.9300824175824174,0.7272707253030363
xcmzfsbd9t,global_mechanical_mask,cgtnjyggtm,true,0.5714285714285714,0.8067765567765566,0.6476092452876018
xcmzfsbd9t,global_mechanical_mask,w68dtmpfyf,false,0.5714285714285714,0.8096611721611721,0.5624809456453558
xcmzfsbd9t,global_mechanical_mask,yfxyg8jm46,true,0.5714285714285714,0.7790750915750915,0.7122664630115311
xcmzfsbd9t,global_mechanical_mask,ykhs7s2dck,false,0.42857142857142855,0.8481227106227105,0.43352030790601703
xcmzfsbd9t,global_reconstruction_mask,74t7kcdgkr,true,1.0,0.9912545787545786,0.9645630565989943
xcmzfsbd9t,global_reconstruction_mask,cgtnjyggtm,false,0.8571428571428571,0.9969322344322342,0.8770303960102211
xcmzfsbd9t,global_reconstruction_mask,w68dtmpfyf,false,1.0,0.9982600732600732,0.8937257500672398
xcmzfsbd9t,global_reconstruction_mask,yfxyg8jm46,true,1.0,0.9978479853479852,0.9859316947893301
xcmzfsbd9t,global_reconstruction_mask,ykhs7s2dck,true,1.0,0.9930860805860805,0.9958514038343433
yfxyg8jm46,global_appearance_mask,74t7kcdgkr,false,0.8571428571428571,0.9764652014652014,0.8103304302382439
yfxyg8jm46,global_appearance_mask,cgtnjyggtm,true,0.8571428571428571,0.974496336996337,0.8573666064751982
yfxyg8jm46,global_appearance_mask,w68dtmpfyf,true,0.8571428571428571,0.9385073260073259,0.8508362349976211
yfxyg8jm46,global_appearance_mask,xcmzfsbd9t,true,1.0,0.9687271062271061,0.9489349197134629
yfxyg8jm46,global_appearance_mask,ykhs7s2dck,true,0.8571428571428571,0.9562728937728937,0.8220500806518767
yfxyg8jm46,global_mechanical_mask,74t7kcdgkr,true,0.7142857142857143,0.8416666666666666,0.6657544951912306
yfxyg8jm46,global_mechanical_mask,cgtnjyggtm,false,0.5714285714285714,0.8296703296703296,0.6089861379737217
yfxyg8jm46,global_mechanical_mask,w68dtmpfyf,false,0.5714285714285714,0.6704212454212454,0.5395941375067356
yfxyg8jm46,global_mechanical_mask,xcmzfsbd9t,false,0.5714285714285714,0.9158424908424907,0.5727896737156221
yfxyg8jm46,global_mechanical_mask,ykhs7s2dck,false,0.7142857142857143,0.8523809523809524,0.5963312796082673
yfxyg8jm46,global_reconstruction_mask,74t7kcdgkr,true,1.0,0.9949633699633698,0.9022442408562233
yfxyg8jm46,global_reconstruction_mask,cgtnjyggtm,true,1.0,0.9972069597069595,0.995308860941493
yfxyg8jm46,global_reconstruction_mask,w68dtmpfyf,true,1.0,0.9983516483516482,0.9949804192875511
yfxyg8jm46,global_reconstruction_mask,xcmzfsbd9t,true,1.0,0.9970238095238094,0.9861879924076288
yfxyg8jm46,global_reconstruction_mask,ykhs7s2dck,true,1.0,0.9925824175824175,0.9855782448653687
ykhs7s2dck,global_appearance_mask,74t7kcdgkr,true,0.8571428571428571,0.967032967032967,0.9027937068556326
ykhs7s2dck,global_appearance_mask,cgtnjyggtm,true,0.8571428571428571,0.9641025641025641,0.8792513497347959
ykhs7s2dck,global_appearance_mask,w68dtmpfyf,true,0.7142857142857143,0.842628205128205,0.8227797625117467
ykhs7s2dck,global_appearance_mask,xcmzfsbd9t,false,0.8571428571428571,0.9565934065934064,0.7887803154319215
ykhs7s2dck,global_appearance_mask,yfxyg8jm46,false,0.42857142857142855,0.8897435897435896,0.5945802042910192
ykhs7s2dck,global_mechanical_mask,74t7kcdgkr,false,0.5714285714285714,0.769139194139194,0.5082020659179612
ykhs7s2dck,global_mechanical_mask,cgtnjyggtm,false,0.7142857142857143,0.9048992673992672,0.7378067115934992
ykhs7s2dck,global_mechanical_mask,w68dtmpfyf,false,0.2857142857142857,0.6680860805860804,0.36064378237536887
ykhs7s2dck,global_mechanical_mask,xcmzfsbd9t,false,0.2857142857142857,0.7836538461538459,0.4297247515145651
ykhs7s2dck,global_mechanical_mask,yfxyg8jm46,true,0.8571428571428571,0.8106227106227105,0.6841677651155635
ykhs7s2dck,global_reconstruction_mask,74t7kcdgkr,true,1.0,0.9884615384615383,0.8960030830779504
ykhs7s2dck,global_reconstruction_mask,cgtnjyggtm,true,1.0,0.9982600732600732,0.9982650646201794
ykhs7s2dck,global_reconstruction_mask,w68dtmpfyf,true,1.0,0.9981227106227105,0.9981057284923008
ykhs7s2dck,global_reconstruction_mask,xcmzfsbd9t,true,1.0,0.9978021978021977,0.9955841902058927
ykhs7s2dck,global_reconstruction_mask,yfxyg8jm46,true,1.0,0.9972527472527473,0.9840250180883596
