record_id,dataset_id,dataset_version,source_dataset_id,source_dataset_version,specimen_id_raw,specimen_key,measurement_stage,measurement_name_raw,measurement_semantics,value_raw,value_numeric,unit_raw,unit_normalized,source_kind,source_path_or_url,source_sheet,source_cell,source_sha256,extraction_method,derivation,provenance_status,notes
hasebe-fe3ab0bb1f7c0ec62388,8scdmfdcfb,3,8scdmfdcfb,3,r45-26,8scdmfdcfb:r45-26,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,438.9,438.9,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G416,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-1516805b78d74d6b225d,8scdmfdcfb,3,8scdmfdcfb,3,r45-26,8scdmfdcfb:r45-26,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.242,0.242,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H416,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-62f133139c44e5f949f1,8scdmfdcfb,3,8scdmfdcfb,3,r45-27,8scdmfdcfb:r45-27,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.896,16.896,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E417,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-74ffd697775d20f84d86,8scdmfdcfb,3,8scdmfdcfb,3,r45-27,8scdmfdcfb:r45-27,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F417,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-5aa8aebd302890f54394,8scdmfdcfb,3,8scdmfdcfb,3,r45-27,8scdmfdcfb:r45-27,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,355.7,355.7,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G417,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-db17da00f0920bea14e6,8scdmfdcfb,3,8scdmfdcfb,3,r45-27,8scdmfdcfb:r45-27,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.243,0.243,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H417,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-abf3976ed32623fd5e3a,8scdmfdcfb,3,8scdmfdcfb,3,r45-28,8scdmfdcfb:r45-28,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.764,16.764,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E418,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-b5629aee0c47ad8cb654,8scdmfdcfb,3,8scdmfdcfb,3,r45-28,8scdmfdcfb:r45-28,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F418,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-ec032f624d282fe67ed6,8scdmfdcfb,3,8scdmfdcfb,3,r45-28,8scdmfdcfb:r45-28,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,311.5,311.5,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G418,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-aa0d3aa2f7697b0267a0,8scdmfdcfb,3,8scdmfdcfb,3,r45-28,8scdmfdcfb:r45-28,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.175,0.175,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H418,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-108f5811c2bb4cd4c17f,8scdmfdcfb,3,8scdmfdcfb,3,r45-29,8scdmfdcfb:r45-29,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.764,16.764,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E419,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-4982cc17f982dc47ab59,8scdmfdcfb,3,8scdmfdcfb,3,r45-29,8scdmfdcfb:r45-29,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F419,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-814b3eb4c5b0ffc2c9ee,8scdmfdcfb,3,8scdmfdcfb,3,r45-29,8scdmfdcfb:r45-29,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,481.6,481.6,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G419,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-d418187cc73107b5d62e,8scdmfdcfb,3,8scdmfdcfb,3,r45-29,8scdmfdcfb:r45-29,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.223,0.223,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H419,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-dda742b3821272ae10ba,8scdmfdcfb,3,8scdmfdcfb,3,r45-30,8scdmfdcfb:r45-30,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.764,16.764,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E420,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-57d0af1f705be74a37af,8scdmfdcfb,3,8scdmfdcfb,3,r45-30,8scdmfdcfb:r45-30,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F420,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-aac408933bc82d55e46e,8scdmfdcfb,3,8scdmfdcfb,3,r45-30,8scdmfdcfb:r45-30,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,420.5,420.5,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G420,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-546a0a027130de301923,8scdmfdcfb,3,8scdmfdcfb,3,r45-30,8scdmfdcfb:r45-30,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.161,0.161,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H420,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-f908648bb8b068b5c8e1,8scdmfdcfb,3,8scdmfdcfb,3,r45-31,8scdmfdcfb:r45-31,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.87,16.87,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E421,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-3bc6e4e8890117d920d5,8scdmfdcfb,3,8scdmfdcfb,3,r45-31,8scdmfdcfb:r45-31,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F421,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-06e592c2ec0dfaa8d471,8scdmfdcfb,3,8scdmfdcfb,3,r45-31,8scdmfdcfb:r45-31,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,399.6,399.6,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G421,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-8bdd10a4338db8df6738,8scdmfdcfb,3,8scdmfdcfb,3,r45-31,8scdmfdcfb:r45-31,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.405,0.405,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H421,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-69698c8618840d1339d3,8scdmfdcfb,3,8scdmfdcfb,3,r45-32,8scdmfdcfb:r45-32,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.878,16.878,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E422,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-bbeafac2630386789e5f,8scdmfdcfb,3,8scdmfdcfb,3,r45-32,8scdmfdcfb:r45-32,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F422,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-67a6ad709aaad043942e,8scdmfdcfb,3,8scdmfdcfb,3,r45-32,8scdmfdcfb:r45-32,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,369.7,369.7,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G422,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-9b6a63bd10370a86df63,8scdmfdcfb,3,8scdmfdcfb,3,r45-32,8scdmfdcfb:r45-32,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.406,0.406,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H422,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-becba7abc61eba0bed10,8scdmfdcfb,3,8scdmfdcfb,3,r45-33,8scdmfdcfb:r45-33,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.782,16.782,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E423,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-605d939b76c75fc37c54,8scdmfdcfb,3,8scdmfdcfb,3,r45-33,8scdmfdcfb:r45-33,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F423,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-46c7a07179bed3bce20c,8scdmfdcfb,3,8scdmfdcfb,3,r45-33,8scdmfdcfb:r45-33,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,506.5,506.5,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G423,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-3fc703df5188f83def74,8scdmfdcfb,3,8scdmfdcfb,3,r45-33,8scdmfdcfb:r45-33,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.356,0.356,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H423,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-38c8b1835f1a4894635c,8scdmfdcfb,3,8scdmfdcfb,3,r45-34,8scdmfdcfb:r45-34,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.5,16.5,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E424,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-fcd25b340a54bdb5e8b7,8scdmfdcfb,3,8scdmfdcfb,3,r45-34,8scdmfdcfb:r45-34,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F424,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-82a5f1b5a088b5262144,8scdmfdcfb,3,8scdmfdcfb,3,r45-34,8scdmfdcfb:r45-34,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,680.6,680.6,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G424,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-d1c66c8605deac1f6027,8scdmfdcfb,3,8scdmfdcfb,3,r45-34,8scdmfdcfb:r45-34,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.975,0.975,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H424,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-187ad556de46eb4c14e4,8scdmfdcfb,3,8scdmfdcfb,3,r45-35,8scdmfdcfb:r45-35,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.808,16.808,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E425,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-c6b28f826ac2625cbece,8scdmfdcfb,3,8scdmfdcfb,3,r45-35,8scdmfdcfb:r45-35,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F425,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-282270fcd3d22ac28238,8scdmfdcfb,3,8scdmfdcfb,3,r45-35,8scdmfdcfb:r45-35,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,569.9,569.9,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G425,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-bdfa8ea1939250d204b5,8scdmfdcfb,3,8scdmfdcfb,3,r45-35,8scdmfdcfb:r45-35,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,1.031,1.031,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H425,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-b16a85e126c24bd82406,8scdmfdcfb,3,8scdmfdcfb,3,r45-36,8scdmfdcfb:r45-36,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,16.764,16.764,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E426,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-0cd485a2e0c0c62258ac,8scdmfdcfb,3,8scdmfdcfb,3,r45-36,8scdmfdcfb:r45-36,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,4.4,4.4,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F426,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
