outer_domain,specimen_id,dataset_id,predictor_state_sha256,trajectory_state_sha256,cache_sha256,state_count,decision_state_count,candidate_count
74t7kcdgkr,q24-26,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,9039f6d31b2634960ce2164bc360bccb14338c229f4b2f90a16c4e2b2e9edf56,6067f40aefc1a10beff99562a181e10983ad1c73e5fa79c28052d10bcbeb368a,38,38,2145
74t7kcdgkr,q24-27,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,52cef2846ed2d0b36e2a35b75a9e8930cb7077cfe141433ab68d97d7443e042d,85f5e638e5fde6b35f658a5fa6b9d6a3eac2ca33052c2fb26a624b2d711a89ef,38,38,2197
74t7kcdgkr,q24-28,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,95cb6ba07fd492af63c92f63d300a912cf58b359cac7d51b99d7d3ba34926b0e,483ede1d2621755429040d8a6ed267d4296418b2c8894d1c93d92be38f6bad6c,38,38,2177
74t7kcdgkr,q24-29,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,7d8f0b560ed8b6d89a099af7fa386195bb27aab2d0952f39058344cc0d72313b,c56966bc66acacc16cfa086f5e0905ef9f688e0255f720213aaef0f47ba395f1,38,38,2180
74t7kcdgkr,q24-3,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,bb491d04cbde7aa228aadf454a3d63cb1306250067d84b07fdd62d4a2b21eca1,c97b8e90993b40a64f9a1834e406764712840cf63613881cb1be035eeacc8181,34,34,1977
74t7kcdgkr,q24-30,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,881e502a27b28b85e6017b18eb8c12c218c6a987b21a599c55a5fed0f878afc9,7f03f9a498babf92e6480635b140626d908d94781b08fd2a00d6d0f06f1d1354,36,36,2074
74t7kcdgkr,q24-31,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,ac75c235b16b84a78e768ff84ed3212e2c5af473cbbf367ba77a9be63b15c04a,6c45baf8a3fa34a71b7a10732734ccf0547f4ee64859eda8d4ecb0121d313a8c,33,33,1905
74t7kcdgkr,q24-32,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,45b18dcb1d33517bbaf7b2707bf78ec033409c0360bc0b9734d22c4b346400a9,9e879683a6f00e0b83140aee22d3a4c605ccd3c2060005efe75938e490936708,36,36,2040
74t7kcdgkr,q24-33,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,fe41c35d5ef0d586bdf680e91ca037c9a8050fd320e9b0e09abfd221679f3af6,d377be856379ae668f7a4573e002ed3d4ae8237c73ce68c728006421fba96d72,41,41,2387
74t7kcdgkr,q24-34,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,92c2ae12dfba803f1aac0847465092bf37a2a398f92da7b9c949b41c5cb59926,9df917e685ffa5f70e93d9a8fd4ae39042ed23f1ff174aa7c144bfec5fded70d,41,41,2354
74t7kcdgkr,q24-35,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,fc4af7d7b2d989247062a9c62a2e70c45768042127ad8aa6fc5effa23094432b,8c74d72b576eaa1bb0f78d0cebd673e0a1b9276fcc1221e8e840b87a7f1d3477,38,38,2163
74t7kcdgkr,q24-36,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,fbfe139e6924644c979dbaf96d172175a8c51634f9d022f8df9c392a17be6990,2fefb0a5eb45465c28d756e8bca2af63f966182e06f603728aa55c85f39bfbe7,36,36,2037
74t7kcdgkr,q24-37,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,c8cd18bb7293801599e075f245844bd5fc401b7a86108d7ec92d11259ac686e5,a681ae748c9bd77bd97e7b848c91dd59fcf060dc5942c4ecae170aca920eecff,36,36,2127
74t7kcdgkr,q24-38,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,1edf8cd7fbc3a93ea3cacaf3ffadfb81517edeaad836935c5482ccfbcaad82b2,a08a0aece04c014538717ca1604a8b54867f2db07d473df960b1dcc04a2790f8,36,36,2019
74t7kcdgkr,q24-39,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,bcfeedfe99be20a69c1a6a96b529a59392dfaf82c8a49d7736c0f8dbdd51cabd,e7103f20806211b8e3b78e6c40a17b1d566fc01756e52210a5f4cc50be2b9678,38,38,2155
74t7kcdgkr,q24-4,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,2bdb513760ce422de351c4d7ced1fe7b8e4770a30f5728bbb87db9860ca4f15f,ae887ee27d839c53046b05054e58c230ee7527f16d21447ca87b617796f7725b,39,39,2232
74t7kcdgkr,q24-40,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,46f3f08c382a78ec2ec4e8076bba53b4011a1358b19c67070f7bfe3760242b9c,4462d930b5c79325fb36e3e0ed076d2795bceba1afdcc48c81c0c8f9cd864297,39,39,2193
74t7kcdgkr,q24-41,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,2dc3d95f97121ec6edd195303e9ed617efc4d5f561369733ea7a444e71869602,905cbed87c36de855ff7ef6e2623db660b4958cd97cf372263aae8ae761e2c23,36,36,2144
74t7kcdgkr,q24-42,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,12c2719ea6dea18025a8dc83290e9b722a6bcbf3a96357cf944df176f4d44526,bf41b110dd6cae63856f667fc660e3e538466c2cfd9fd395326b826aee75a7f6,41,41,2377
74t7kcdgkr,q24-43,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,adffa715c2c796e4905c5e539ecdb41317d9fbeb240e067e410cb21f773076ea,ffe17978a00390bd26380b2abfbb5bc2c25d6bfa13bdf55dbb720911a2046456,41,41,2445
74t7kcdgkr,q24-44,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,5ba90be52123a10a9c6f98404e7eafe7ff994b9485dfa190642ca7bc0715dd07,e34193de589fd20ea42eba45d12a36691e4ff20bcacffbf3ec80545fee14d338,43,43,2489
74t7kcdgkr,q24-45,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,1f0a4ded23f1c87abfbd9ed8dbe8a665bbd18ae2d9161f7d8524a0b403a2ca43,f8ada45e8d78a097c203314024f37f84058299982c88bcfc97d82c74345ac846,44,44,2442
74t7kcdgkr,q24-46,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,e66586afa2632531c5e5efe8f932123e09b1f000c454fd1d565a6ef2fab388b6,b894c1518a25b9b8ac2993ae84b40f0add8b6f4d03dd54e491e102201e1fd5ab,43,43,2545
74t7kcdgkr,q24-47,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,edd676c1abb4546eacd5f523827e37395d261c20f07407a85323becfe6e79588,9445676ef5ce7896e57917573292ed592c7027bdba6e988af11777fb143988fc,44,44,2482
74t7kcdgkr,q24-48,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,990f6f7f322eb876fc68d4b16dad52a07e34813c47dbd54c43229286282d2b92,94581738dbcfed60ef5dafe48bf2c20b6aa6373f781993b41d2991f15d0ca014,41,41,2335
74t7kcdgkr,q24-49,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,d0e5bb81ba8861d4416196786689786dbed09f7be47f4df3aeff0e9ba68d3d50,af6dc56eb778457fc23add6d52778118e3ef467fd4e00761f60585a7efb5c4e7,36,36,2113
74t7kcdgkr,q24-5,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,d29c53d698779e416f95cb01839344c51e83855ea7151a84210bc752ca6e7eda,a9cbde1edbe44ac9fa09e5a833eabe2196d433b9b42ed5cc087bf8e202090f5e,41,41,2340
74t7kcdgkr,q24-50,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,46544a34a9fcb0805d9ff8c04fb49bf0b477e2f655dc54294dc495e3824dad22,f2f505be42c255a4194310af08732b15c8a1c455702ec861decd387d24ac46f2,41,41,2325
74t7kcdgkr,q24-6,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,ee2fa072dddadaf0396e9b5ab71dd0bc6e97ed046660608e8606a1e92e86da3a,06f4496eebd2c2f6b0ed3cc6c3fe2d14d9b683a82bb97cb037a6bcadf0ba51c7,43,43,2446
74t7kcdgkr,q24-7,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,517937eae01841bcb5743f56770c591bbbf9899dc5c7f90580da4e39b6e66471,203ea7650cae13efa743f33182964e5cb381b841d23c73ba8b207c413a871105,33,33,1897
74t7kcdgkr,q24-8,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,3b6189a374b7c48a6469dc36ed6052f8491aa6139070c30b3a40c164e2e52322,13b5069bd33bde0fe9f4227e5d95ea6bd85ae69d0a72cfc21cb6c570c355663e,41,41,2397
74t7kcdgkr,q24-9,cgtnjyggtm,6272347e9b892f36495312384b391db73cdae2c32d9e4b375ae74c92fd19d1a3,55ed86a03737b86b1070c566fe11b0a54eba3ae1a62952198acf1f229794ec25,5233311cce765fdb7a4400144b7e570d90b38927427b331e33226042229b4ef0,36,36,2059
74t7kcdgkr,q16-1,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,aa8ae52d8435f1f21e11fb5cf9344bfcfd7e0a61976f9e415000802b43cc9877,7ac5c3a75516c59e85481896011388acf786fe3695e0ffd6d372fc58c4c538b8,36,36,2062
74t7kcdgkr,q16-10,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,e9c026b6b1b6eb8e81d820bbaf8e877069977cd4b0ece6611a9c9473f0d9f73c,efa42c5c028934b83df18bbbc78c965f91bc57ff1374fa4689a2eb8af5066b77,36,36,2067
74t7kcdgkr,q16-11,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,497fdb2d48489b15886b0d68fd245e869fa8d848f5ef0003b746fe6287347fbc,dff26bad7b8573c43c91a1a34492917c5c661ff02bd9f213c04e13c4696afb33,36,36,2101
74t7kcdgkr,q16-12,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,ac4bc6c461e782ece3cde581493a8a418d2c0c5a67322fa0035ec0b27b48a8b8,139b3be162a7050106d7d4631b050de4dba826375ef1b18edea3258be01b952e,36,36,2095
74t7kcdgkr,q16-13,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,d60f258b710d544b9e7b227e0920434fa50554f21d636c21a42bf8908e5a147a,1d9495c22a6fb4d818cc1c0f3853a771b6e00d5babb21bba17ba832cf69ff69d,38,38,2167
74t7kcdgkr,q16-14,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,baedadf62222755bce801a57fc03bf139c397d7a4c9cd25098f1bc583c112f7f,6cce82f40b71c6f82923ea65eb043e2c17fa2c44c6a35cd421a9f2985836342d,36,36,2062
74t7kcdgkr,q16-15,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,35b341553748322eec85ee140502cf1aca3a516dcefa97ca82975fa96d95e918,1c5215ba5e70701ca8efcd0ccfea63b4032de46d1f52c3f36b33fa89cc5f5b97,36,36,2009
74t7kcdgkr,q16-16,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,0b50381655ecaf1749e13134a540a1b4fae0b559df3f4fb633d04a44fbdd8f38,816c54a86f4086c05b416a5bfe345fde8a725d20ff4448400bda0b1d406e0890,34,34,1898
74t7kcdgkr,q16-17,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,82b0671010e25dc19377dd54b67d97b9c0c1904cc38d66b630ea56dc4f8af9f4,11bacb0955e560f4ef1e51432a2784f402e2ccf6497b7d0fa50ce423bdb7e482,38,38,2247
74t7kcdgkr,q16-18,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,93a50e1423493d8bdcfcb46101186bde4a146bcc9efd48f1656fbd129b9c314d,3ebc926a44129fc037e48a0ba070aef52a1010fe6ba65c0a225f3858239be120,38,38,2084
74t7kcdgkr,q16-19,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,2b6e45ec6b7c7dbbd8ca6786bbb2ed423a4be1bf8aa862bec867da2d9deff31a,37106adb7b12bdf376c6cc8fdb5f7a0821744ec9717a73c78ecc3d2894591d0e,36,36,2029
74t7kcdgkr,q16-2,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,e02b0b3cdd36c789beb31367f575c14a529c92b9e4d8344bd7055f66cd24d6f1,463d883ce683d90e89c16a98fdade068a96f01cb0513f0a2a2ed0dfcd5585679,36,36,2098
74t7kcdgkr,q16-20,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,20286448d9a6251c66e31105eff2134abe21ff3faaeb05ab074f018998edd4b5,9e88c3cb87ce90bf353cb3ebc25a38f248e99dc1f57591b12d233568b77dead8,34,34,1951
74t7kcdgkr,q16-21,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,987b48299f28fcf09900daa5f1876dcb7f283b75b42f04f93a3003354ed46f64,1a18decee3add60b55016851ad408b0244d3f24ac86ac23a9de1bf6a7146cf1e,36,36,2054
74t7kcdgkr,q16-22,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,22abee9a76133254a0ea59da95be1b3069755559ec21dd28880256fe370b1ec2,4fa762462d4dad60aaaf0aaf454da4241037c217b462539e64af1389b7d0a439,36,36,2122
74t7kcdgkr,q16-23,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,97d3cd907064d8ec216204b19566c256a859088cc80c3be68a37a55a3a3f0461,664cf55a0b080101e8e7c02be65cb060682a58ca404471c3668870bb96c98111,39,39,2271
74t7kcdgkr,q16-24,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,8798674e7f9c64043134fa178d270f9e47c97b24dd6a317ea4eaca38bfeab92a,c7ac10e9a9cf91a2e3d463c403ba8115117a4d5e77c1732c417fb54d7d1ec1c7,36,36,2104
74t7kcdgkr,q16-25,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,8249f017aab3f55205defc09f44e9e35dec81a766a183356766f9b4ef97580c5,bfdfe3a26260bb36fd736b1d92f354f85e17af99de4fbab3fbef519ee0d4ae72,36,36,2096
74t7kcdgkr,q16-26,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,cc188012109999fc0defa3faf616add1dd09fdb739a24962f45849ea68bee527,eb582665a557590d414a722e48893908677516ceaa9011b5b89c9f87ff5f4508,36,36,2079
74t7kcdgkr,q16-27,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,ab0765ac8fd48e1d9fc15100f22008a2a4b4cc38f338b32550aa534429c81a94,559b04f62fc78a9fbddc541a448199a20ba9cdb6b057b98d63eb5ab70e5855f3,36,36,2051
74t7kcdgkr,q16-28,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,2598af6f022176b55b7e4dfd4a597024ff7ae43fafe86d0d3e1050449bfbc499,a578b999f2aced95d1b1f4ea8e95b30e44c81c2d717e2a2de580f4129bac6c02,36,36,2110
74t7kcdgkr,q16-29,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,7189ebf308730cac808bcc6341472b09cc5244558c30109b4be75b011555d68e,57df2c78c76bd07a7d17f29f493f17ebde7a7b05a99bf6be36075f11d13be09e,34,34,1989
74t7kcdgkr,q16-3,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,72c79497dd67d01df84d286443f83dc0e4ce0af035301e2a0b227377c163f48f,055fad9c31255128366eccf2c3fbbc1a4f0bfa4a4b6a5070f64db9635787a20f,41,41,2386
74t7kcdgkr,q16-30,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,1d84d76faa624d064a8ce528454722903d81cd828c3346a9242b54cec64dbe81,39a23664ab89ce6e5ed7eafb02e491f9ce1ab6c6921e5a3e5125f5afbcd76c74,36,36,2067
74t7kcdgkr,q16-31,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,f14039de3cf7dd314a92815eb20bbcf3caa611a3d2bada9ba2b1cdfab2a105be,d92cb0234fea5b9eac91aa30ff5207978ed2386c0972c95b5560eae3b612b11c,36,36,2099
74t7kcdgkr,q16-32,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,f09efbaf2ee37c842f9b453da8bd485fc4432faf6b10d5b0b9f4e8c5b5926da2,3c4ffd14ab769b7b756b496c832ea6d53cd490bd838875adef390e2ff3e800ae,33,33,1928
74t7kcdgkr,q16-33,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,9d4b5ac4a197fbc95339f7b10c3db87c0221d895de078ac23d9b2a9138db5b6b,bba429ee96ac85e5acaae37080d6b3d4b3e1297304ab7460c373975cb683dcb1,36,36,2100
74t7kcdgkr,q16-34,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,27b8e6ca8392a4c6139cbb28c9d22890443c131cb84701ecd72ae7ebfffb3a5e,bd0e3ca261616167530c57e964e122a3bed891605fe3ad11ee3b57de86123152,36,36,2104
74t7kcdgkr,q16-35,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,98334838143026db61cb1ecaa40c932e64884116dd805a7e39c903af9c2f1632,11364abb09c8eecd5a541d38488bf7bb265c7d17f2cf8fcbcb820945d518c6da,34,34,1928
74t7kcdgkr,q16-36,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,e0c7634c23b2bc8d771e0a81d26bdd830f705e4ee3149f90ff4a56a2e6f42924,223f1746589d6c8d6f2a52ef1894928ac450dfa20afc2d4950f9eebfb4dac9da,36,36,2033
74t7kcdgkr,q16-37,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,afd9265aa8c547230eeb96a4b8f49f65bdb6d98adfdf27da39b3c33b0355b87e,6b0f00a475e7c46bd10d33bc34e3c5391ad11dbd36016a4929d16c795e935c02,34,34,1962
74t7kcdgkr,q16-38,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,d24d39dcb72c07a06031874dd936fa172e22dd90d88bb2b12bbf09c769cd7eee,c45fcc6ee3da8585d620eacd8d42233626f700951397326f273bbb693e4d7819,38,38,2175
74t7kcdgkr,q16-39,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,37edde9e39b8cee37eaa0a94bc45f8a29415005381d51f415ecedb20dec36f43,fbf8992c86b41ef7db620584b35ef996d9fa5e0ea161a8314d967cba5e9f767d,36,36,2091
74t7kcdgkr,q16-4,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,db2a234cbf4e20a43c66691709999ac528c48cc0c33eb691b345b26b3369aae9,930122ba894ef13e98392a26ca3f04cf93f1717727cf509d4a56e565df40efab,36,36,2138
74t7kcdgkr,q16-40,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,f36723db088603be7d85618ddcb9938faff8d4eded78625050a17910229363a9,455652bb2924ab19f5be0b925ec5942805aeb7855c5e86853026f4cf62a8decd,41,41,2386
74t7kcdgkr,q16-41,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,01e6ddaf9b757b590b37094246c84bd887c119a9b1527e53d56d3234e75e8dc3,db9ee93538093ebdcc7b5e11e470ab4b7056b825e5369278b81d46d36ffe83b9,38,38,2274
74t7kcdgkr,q16-42,w68dtmpfyf,01f839250e2e8ef025db3f9b131f4d55457ce5d963ac03daa0c23074ed6f00be,457616ebaf5d4bf5b7aaba1bbd8812d543b1f27f715a927abbbb626a52288c20,5d6fca9f029ed50646b4e3fa1085b4bc43b1e57eb9f53b612514e82ff12dcb29,36,36,2055
