specimen_id,dataset_id,method,auebc,mae_0p125
c16-15,yfxyg8jm46,center_first,0.017035854181258515,0.10027309326315814
c16-15,yfxyg8jm46,global_mechanical_mask,0.0169723359945245,0.07133969291608588
c16-15,yfxyg8jm46,imitation_policy,0.010179342542015612,0.03929405331062619
c16-15,yfxyg8jm46,mechanical_oracle,0.006330643928963035,0.03218262935234306
c16-15,yfxyg8jm46,observed_gradient,0.012226158232588135,0.04551731910273238
c16-15,yfxyg8jm46,observed_uncertainty,0.009518351005680261,0.039860907759123876
c16-15,yfxyg8jm46,random_median,0.015146882834187489,0.06958184607377232
c16-15,yfxyg8jm46,uniform,0.019303777333104725,0.0907429927102158
c16-16,yfxyg8jm46,center_first,0.019269642481155938,0.09264902398867447
c16-16,yfxyg8jm46,global_mechanical_mask,0.0179266997483961,0.07322907865843586
c16-16,yfxyg8jm46,imitation_policy,0.017824599630417597,0.07731849372506394
c16-16,yfxyg8jm46,mechanical_oracle,0.008879540100291183,0.037411963554271566
c16-16,yfxyg8jm46,observed_gradient,0.019096645357096657,0.10167269238905097
c16-16,yfxyg8jm46,observed_uncertainty,0.019771670418316706,0.09400036157708924
c16-16,yfxyg8jm46,random_median,0.019263767389170912,0.08623151215803421
c16-16,yfxyg8jm46,uniform,0.019879677887786787,0.09026842795410994
c16-17,yfxyg8jm46,center_first,0.010609493433076057,0.02955527604442687
c16-17,yfxyg8jm46,global_mechanical_mask,0.013264490765503604,0.03104384965368534
c16-17,yfxyg8jm46,imitation_policy,0.008659879486239416,0.01430082524381926
c16-17,yfxyg8jm46,mechanical_oracle,0.0037591992605625867,0.02583974956300472
c16-17,yfxyg8jm46,observed_gradient,0.009477597926748828,0.01994481590562569
c16-17,yfxyg8jm46,observed_uncertainty,0.008980531968344254,0.019239357541393165
c16-17,yfxyg8jm46,random_median,0.01077911357901224,0.03043556683313986
c16-17,yfxyg8jm46,uniform,0.01340386599006364,0.038626566961399655
c16-18,yfxyg8jm46,center_first,0.023081585361444952,0.10549744243409243
c16-18,yfxyg8jm46,global_mechanical_mask,0.02412240809833694,0.10471904659402154
c16-18,yfxyg8jm46,imitation_policy,0.02329665902223315,0.09854686773636656
c16-18,yfxyg8jm46,mechanical_oracle,0.016946579722473383,0.07231539049402391
c16-18,yfxyg8jm46,observed_gradient,0.023588078902029137,0.1027857678622528
c16-18,yfxyg8jm46,observed_uncertainty,0.022818865294116045,0.09764867214103679
c16-18,yfxyg8jm46,random_median,0.02340507143773274,0.10352186385052864
c16-18,yfxyg8jm46,uniform,0.02398081560939506,0.11212608650613332
c16-19,yfxyg8jm46,center_first,0.02602750758984003,0.11844831681350632
c16-19,yfxyg8jm46,global_mechanical_mask,0.027937478700440034,0.15521850581380225
c16-19,yfxyg8jm46,imitation_policy,0.025581930080427966,0.10873555553514624
c16-19,yfxyg8jm46,mechanical_oracle,0.01426265845261124,0.05244595612944314
c16-19,yfxyg8jm46,observed_gradient,0.0271783407518723,0.11853544405769223
c16-19,yfxyg8jm46,observed_uncertainty,0.025316652097673024,0.1032896667484775
c16-19,yfxyg8jm46,random_median,0.03237065947406634,0.1575869950796372
c16-19,yfxyg8jm46,uniform,0.02468827974573022,0.12342144027069879
c16-2,yfxyg8jm46,center_first,0.01628946234809408,0.0576154765258623
c16-2,yfxyg8jm46,global_mechanical_mask,0.0271066610562765,0.17421282157848017
c16-2,yfxyg8jm46,imitation_policy,0.020452199678164248,0.08771781046697213
c16-2,yfxyg8jm46,mechanical_oracle,0.00641577290336072,0.01236387269631889
c16-2,yfxyg8jm46,observed_gradient,0.017266101140747954,0.07076944665382034
c16-2,yfxyg8jm46,observed_uncertainty,0.019754623324129788,0.07931658877822101
c16-2,yfxyg8jm46,random_median,0.03357342524935061,0.1724935816022738
c16-2,yfxyg8jm46,uniform,0.022517845153442167,0.16050174073717616
c16-20,yfxyg8jm46,center_first,0.025334299887705726,0.1267411359881977
c16-20,yfxyg8jm46,global_mechanical_mask,0.023367834810041628,0.11812466971960855
c16-20,yfxyg8jm46,imitation_policy,0.026095930774300245,0.13310667466235926
c16-20,yfxyg8jm46,mechanical_oracle,0.007977127994027186,0.01759094309409026
c16-20,yfxyg8jm46,observed_gradient,0.026689074035867472,0.12754901807006336
c16-20,yfxyg8jm46,observed_uncertainty,0.023798476349188556,0.11601636638349866
c16-20,yfxyg8jm46,random_median,0.023874066583930216,0.11144628258684747
c16-20,yfxyg8jm46,uniform,0.02289031352606194,0.11705086727425673
c16-21,yfxyg8jm46,center_first,0.053326722165190285,0.2669653264527854
c16-21,yfxyg8jm46,global_mechanical_mask,0.050910086812791674,0.2542993426239036
c16-21,yfxyg8jm46,imitation_policy,0.057560725195657886,0.2811069639403984
c16-21,yfxyg8jm46,mechanical_oracle,0.03835378127592504,0.1777463766332627
c16-21,yfxyg8jm46,observed_gradient,0.05642773174382378,0.28146900395978763
c16-21,yfxyg8jm46,observed_uncertainty,0.055767162691871486,0.278275415837311
c16-21,yfxyg8jm46,random_median,0.052326574772598645,0.25442932616492436
c16-21,yfxyg8jm46,uniform,0.049945020117056135,0.24838918806777593
c16-22,yfxyg8jm46,center_first,0.019484414697399526,0.10438728638001349
c16-22,yfxyg8jm46,global_mechanical_mask,0.021731720764290002,0.11024652800803758
c16-22,yfxyg8jm46,imitation_policy,0.02117158896466176,0.11488917933176201
c16-22,yfxyg8jm46,mechanical_oracle,0.013701935915780028,0.0767441302835623
c16-22,yfxyg8jm46,observed_gradient,0.020149225687860334,0.11353550578999028
c16-22,yfxyg8jm46,observed_uncertainty,0.01908470230189723,0.10615744815422579
c16-22,yfxyg8jm46,random_median,0.021902299450045994,0.11870789364336365
c16-22,yfxyg8jm46,uniform,0.023998768964493034,0.1303404230722235
c16-23,yfxyg8jm46,center_first,0.03197591913732999,0.19646604672869217
c16-23,yfxyg8jm46,global_mechanical_mask,0.028660711733872385,0.14215833503938713
c16-23,yfxyg8jm46,imitation_policy,0.021279108464816933,0.1236605990865699
c16-23,yfxyg8jm46,mechanical_oracle,0.013187893698074651,0.08819848373337913
c16-23,yfxyg8jm46,observed_gradient,0.026385507059160325,0.1637045116189787
c16-23,yfxyg8jm46,observed_uncertainty,0.024285431844234096,0.15568341335113745
c16-23,yfxyg8jm46,random_median,0.028810345989796975,0.17163697423909013
c16-23,yfxyg8jm46,uniform,0.037305194058390403,0.21193511523601716
c16-24,yfxyg8jm46,center_first,0.042216304183145176,0.2432534293120231
c16-24,yfxyg8jm46,global_mechanical_mask,0.03544929317168237,0.17570624386647515
c16-24,yfxyg8jm46,imitation_policy,0.03661725613901662,0.20591196227893327
c16-24,yfxyg8jm46,mechanical_oracle,0.02491850114529407,0.1435266423283268
c16-24,yfxyg8jm46,observed_gradient,0.036819067487027415,0.2161460603661155
c16-24,yfxyg8jm46,observed_uncertainty,0.03741509256392285,0.19608309848544336
c16-24,yfxyg8jm46,random_median,0.03406089718856177,0.18566051465326266
c16-24,yfxyg8jm46,uniform,0.04024582322438621,0.2023566166705122
c16-25,yfxyg8jm46,center_first,0.03636192793973177,0.1968362866848033
c16-25,yfxyg8jm46,global_mechanical_mask,0.04103065402726172,0.24366808565524317
c16-25,yfxyg8jm46,imitation_policy,0.03877694401208236,0.20811388281068005
c16-25,yfxyg8jm46,mechanical_oracle,0.02688621269445867,0.14201328436846877
c16-25,yfxyg8jm46,observed_gradient,0.039115380611267486,0.20633747613327807
c16-25,yfxyg8jm46,observed_uncertainty,0.04041181275075865,0.217843685531741
c16-25,yfxyg8jm46,random_median,0.04310592929944074,0.23222817211608826
c16-25,yfxyg8jm46,uniform,0.037959692945010115,0.20992090083646603
c16-26,yfxyg8jm46,center_first,0.03780839966541362,0.19055413436181612
c16-26,yfxyg8jm46,global_mechanical_mask,0.03651726527950602,0.18475537143728427
c16-26,yfxyg8jm46,imitation_policy,0.039485743022965876,0.20108689930589685
c16-26,yfxyg8jm46,mechanical_oracle,0.020768123374285748,0.08646563181430134
c16-26,yfxyg8jm46,observed_gradient,0.04052468830891932,0.1951940291258788
c16-26,yfxyg8jm46,observed_uncertainty,0.038734068284238,0.18646048587149588
c16-26,yfxyg8jm46,random_median,0.044274304122526614,0.21813851744012985
c16-26,yfxyg8jm46,uniform,0.03921302928644552,0.22433230736853038
c16-27,yfxyg8jm46,center_first,0.0330591975475004,0.14959913837726568
c16-27,yfxyg8jm46,global_mechanical_mask,0.03316904409425873,0.14631513193932966
c16-27,yfxyg8jm46,imitation_policy,0.03363526245435092,0.16111336489191097
c16-27,yfxyg8jm46,mechanical_oracle,0.018350333507946747,0.06977113438282667
c16-27,yfxyg8jm46,observed_gradient,0.031472252861527675,0.14271337814243334
c16-27,yfxyg8jm46,observed_uncertainty,0.03054236259585106,0.13799044037176877
c16-27,yfxyg8jm46,random_median,0.033650173541989015,0.15550820820955658
c16-27,yfxyg8jm46,uniform,0.034928538650070604,0.17821954919469707
c16-28,yfxyg8jm46,center_first,0.047599819492893616,0.2657330729436904
c16-28,yfxyg8jm46,global_mechanical_mask,0.03925281445048552,0.18212241974332066
c16-28,yfxyg8jm46,imitation_policy,0.033946805707148184,0.177802165303653
c16-28,yfxyg8jm46,mechanical_oracle,0.02094740021918067,0.12194813249159475
c16-28,yfxyg8jm46,observed_gradient,0.043021919983682586,0.2520794237306233
c16-28,yfxyg8jm46,observed_uncertainty,0.036554558449845606,0.21073784126364226
c16-28,yfxyg8jm46,random_median,0.03388918447347905,0.1773190871662909
c16-28,yfxyg8jm46,uniform,0.04225974428276449,0.2180123341848752
c16-29,yfxyg8jm46,center_first,0.02584499417373242,0.1462403796991869
c16-29,yfxyg8jm46,global_mechanical_mask,0.029090871903127414,0.15287008171739624
c16-29,yfxyg8jm46,imitation_policy,0.026947970157916622,0.15949257730724298
c16-29,yfxyg8jm46,mechanical_oracle,0.013861984450210384,0.07754483809991142
c16-29,yfxyg8jm46,observed_gradient,0.025709425695804058,0.1455250438340131
c16-29,yfxyg8jm46,observed_uncertainty,0.026365565381268257,0.14968902743536205
c16-29,yfxyg8jm46,random_median,0.026232082221440196,0.1414469885548839
c16-29,yfxyg8jm46,uniform,0.0334486487363459,0.18053885563925742
c16-3,yfxyg8jm46,center_first,0.03855303993585851,0.18456866417810636
c16-3,yfxyg8jm46,global_mechanical_mask,0.05034608407158116,0.28248160891956164
c16-3,yfxyg8jm46,imitation_policy,0.04846438003520688,0.26004396071191305
c16-3,yfxyg8jm46,mechanical_oracle,0.029742549856357003,0.14613252944931365
c16-3,yfxyg8jm46,observed_gradient,0.0408434145236803,0.21298765315341284
c16-3,yfxyg8jm46,observed_uncertainty,0.04354541105563602,0.2181586220414249
c16-3,yfxyg8jm46,random_median,0.050722408953923645,0.26580970474145427
c16-3,yfxyg8jm46,uniform,0.04493221135260814,0.2702706055992763
c16-30,yfxyg8jm46,center_first,0.042763020682070656,0.2314435631357611
c16-30,yfxyg8jm46,global_mechanical_mask,0.048929391012633806,0.2662855434001419
c16-30,yfxyg8jm46,imitation_policy,0.040828200653784924,0.2314595182282474
c16-30,yfxyg8jm46,mechanical_oracle,0.03421545860230032,0.18763757250486957
c16-30,yfxyg8jm46,observed_gradient,0.040313087209452085,0.20732672004413555
c16-30,yfxyg8jm46,observed_uncertainty,0.042556434922515804,0.2254555919536857
c16-30,yfxyg8jm46,random_median,0.04328055823420002,0.23253158691047643
c16-30,yfxyg8jm46,uniform,0.04819584948014098,0.2572171109225333
c16-32,yfxyg8jm46,center_first,0.023423769459690262,0.10574593618300476
c16-32,yfxyg8jm46,global_mechanical_mask,0.026099850484300625,0.1392089382007088
c16-32,yfxyg8jm46,imitation_policy,0.024996327499391534,0.11988927887185818
c16-32,yfxyg8jm46,mechanical_oracle,0.004524168141897035,0.0036556487821102213
c16-32,yfxyg8jm46,observed_gradient,0.021287011532351637,0.0866594331344891
c16-32,yfxyg8jm46,observed_uncertainty,0.023711106781985507,0.10318752795701414
c16-32,yfxyg8jm46,random_median,0.029361489987760184,0.14454919604939664
c16-32,yfxyg8jm46,uniform,0.024917989146693596,0.1343293102992611
c16-33,yfxyg8jm46,center_first,0.031190944748705422,0.12809304897521778
c16-33,yfxyg8jm46,global_mechanical_mask,0.03657629799275622,0.19495632570788723
c16-33,yfxyg8jm46,imitation_policy,0.03333774126777959,0.14948732734217207
c16-33,yfxyg8jm46,mechanical_oracle,0.017666445505460766,0.0632951392312508
c16-33,yfxyg8jm46,observed_gradient,0.035149458957711974,0.15575055267818094
c16-33,yfxyg8jm46,observed_uncertainty,0.03605592351108382,0.16227128220396492
c16-33,yfxyg8jm46,random_median,0.03548031695104048,0.1629680540584293
c16-33,yfxyg8jm46,uniform,0.033112693497156356,0.16051926202555655
c16-34,yfxyg8jm46,center_first,0.005903240059154174,0.01024572561759951
c16-34,yfxyg8jm46,global_mechanical_mask,0.017012900684774054,0.0889325917711215
c16-34,yfxyg8jm46,imitation_policy,0.012563877675426974,0.03437824772002329
c16-34,yfxyg8jm46,mechanical_oracle,0.008447002091812157,0.0709686632943512
c16-34,yfxyg8jm46,observed_gradient,0.009247534379051126,0.020220736361623803
c16-34,yfxyg8jm46,observed_uncertainty,0.008290172346346984,0.015713972640840235
c16-34,yfxyg8jm46,random_median,0.015614562116004602,0.05881863624850875
c16-34,yfxyg8jm46,uniform,0.010547646693374118,0.07630767586158183
c16-35,yfxyg8jm46,center_first,0.02660749494034653,0.12094165670287488
c16-35,yfxyg8jm46,global_mechanical_mask,0.036744957742925174,0.2256418102837739
c16-35,yfxyg8jm46,imitation_policy,0.03919265301951275,0.1919686492806058
c16-35,yfxyg8jm46,mechanical_oracle,0.014740356598362779,0.052069439981521415
c16-35,yfxyg8jm46,observed_gradient,0.031212634377021767,0.14960986955802508
c16-35,yfxyg8jm46,observed_uncertainty,0.033206547476801934,0.1561926254175489
c16-35,yfxyg8jm46,random_median,0.04060542480686052,0.21846977101476467
c16-35,yfxyg8jm46,uniform,0.028769903374406224,0.1679285535129112
c16-36,yfxyg8jm46,center_first,0.005875615539460465,0.008118016966238595
c16-36,yfxyg8jm46,global_mechanical_mask,0.014127989125643989,0.0864452940294489
c16-36,yfxyg8jm46,imitation_policy,0.00643873244873356,0.015944399725350222
c16-36,yfxyg8jm46,mechanical_oracle,0.005231510980452074,0.04938335376564318
c16-36,yfxyg8jm46,observed_gradient,0.01175524905459491,0.04193275537395991
c16-36,yfxyg8jm46,observed_uncertainty,0.006547997077415607,0.008803482695136533
c16-36,yfxyg8jm46,random_median,0.017154341040631654,0.08212540292364257
c16-36,yfxyg8jm46,uniform,0.00580229067768305,0.010949668700747428
c16-37,yfxyg8jm46,center_first,0.006628359053597632,0.058185242130395665
c16-37,yfxyg8jm46,global_mechanical_mask,0.0060505664117387805,0.04120454473137958
c16-37,yfxyg8jm46,imitation_policy,0.002137333433153305,0.007721172241396124
c16-37,yfxyg8jm46,mechanical_oracle,0.006401685845555881,0.05730386112633257
c16-37,yfxyg8jm46,observed_gradient,0.002850771015576757,0.020624132000096496
c16-37,yfxyg8jm46,observed_uncertainty,0.0025670494053953927,0.0029729620881203678
c16-37,yfxyg8jm46,random_median,0.006546702906413888,0.02712984497511911
c16-37,yfxyg8jm46,uniform,0.003930046614144275,0.013043082961649577
c16-38,yfxyg8jm46,center_first,0.00809747826804174,0.05662691975983436
c16-38,yfxyg8jm46,global_mechanical_mask,0.004223470488852521,0.015650551572225724
c16-38,yfxyg8jm46,imitation_policy,0.002204518069265386,0.000902419883412442
c16-38,yfxyg8jm46,mechanical_oracle,0.012695635327288287,0.08268747830609313
c16-38,yfxyg8jm46,observed_gradient,0.003520084089486125,0.01505301070918541
c16-38,yfxyg8jm46,observed_uncertainty,0.003492844462120703,0.016670442662532814
c16-38,yfxyg8jm46,random_median,0.005778311854514751,0.03792622320621253
c16-38,yfxyg8jm46,uniform,0.005174950683798623,0.01869651028391528
c16-39,yfxyg8jm46,center_first,0.02425854295360637,0.11578983897045386
c16-39,yfxyg8jm46,global_mechanical_mask,0.03001772082762178,0.17634952737511495
c16-39,yfxyg8jm46,imitation_policy,0.024817038081762766,0.12135927180052969
c16-39,yfxyg8jm46,mechanical_oracle,0.01326246302548191,0.05504098793304041
c16-39,yfxyg8jm46,observed_gradient,0.02784628683206886,0.12652789034286566
c16-39,yfxyg8jm46,observed_uncertainty,0.026327506154805436,0.12097117186642165
c16-39,yfxyg8jm46,random_median,0.034938292004623075,0.1717812390164979
c16-39,yfxyg8jm46,uniform,0.02601430837060861,0.13848726728228716
c16-4,yfxyg8jm46,center_first,0.03495437460997595,0.16636982068792122
c16-4,yfxyg8jm46,global_mechanical_mask,0.043667370248759066,0.2428867680786237
c16-4,yfxyg8jm46,imitation_policy,0.0382091650076007,0.18992431765356027
c16-4,yfxyg8jm46,mechanical_oracle,0.028176908659715314,0.1330978143671479
c16-4,yfxyg8jm46,observed_gradient,0.03902066482514,0.1861232846301259
c16-4,yfxyg8jm46,observed_uncertainty,0.03826063584999449,0.18549944761421117
c16-4,yfxyg8jm46,random_median,0.044129347624914946,0.21963593524115044
c16-4,yfxyg8jm46,uniform,0.04011951332593105,0.22879735843168975
c16-40,yfxyg8jm46,center_first,0.014003263382962964,0.06827183201584053
c16-40,yfxyg8jm46,global_mechanical_mask,0.015156307875836753,0.06886146807760496
c16-40,yfxyg8jm46,imitation_policy,0.015107286833067739,0.06938434414219719
c16-40,yfxyg8jm46,mechanical_oracle,0.004697719313384205,0.022653194077319694
c16-40,yfxyg8jm46,observed_gradient,0.01544573436272981,0.0696094231445471
c16-40,yfxyg8jm46,observed_uncertainty,0.014886095904459034,0.07277469142499626
c16-40,yfxyg8jm46,random_median,0.013934476366941742,0.06561254565489771
c16-40,yfxyg8jm46,uniform,0.015695857365597338,0.07563664868108566
c16-41,yfxyg8jm46,center_first,0.017926792498782946,0.07516422358443275
c16-41,yfxyg8jm46,global_mechanical_mask,0.018357303675666715,0.10240140893950644
c16-41,yfxyg8jm46,imitation_policy,0.02023957617124483,0.09073773710638133
c16-41,yfxyg8jm46,mechanical_oracle,0.003745714280510173,0.03863627144409176
c16-41,yfxyg8jm46,observed_gradient,0.023005375449574587,0.09549165449344965
c16-41,yfxyg8jm46,observed_uncertainty,0.02126834773407699,0.08867106974049532
c16-41,yfxyg8jm46,random_median,0.021644996135132856,0.10285662945795199
c16-41,yfxyg8jm46,uniform,0.016864811007647716,0.06927411065097189
c16-42,yfxyg8jm46,center_first,0.016206543793909272,0.08938545532369346
c16-42,yfxyg8jm46,global_mechanical_mask,0.017829726111444177,0.09015055563862828
c16-42,yfxyg8jm46,imitation_policy,0.01548730627449391,0.09079876003456833
c16-42,yfxyg8jm46,mechanical_oracle,0.007625859169951446,0.0557467926664823
c16-42,yfxyg8jm46,observed_gradient,0.016402475396153426,0.09503094939891776
c16-42,yfxyg8jm46,observed_uncertainty,0.01580869894805169,0.09366306361303556
c16-42,yfxyg8jm46,random_median,0.009665825065835206,0.04952959634694115
c16-42,yfxyg8jm46,uniform,0.016460966099384296,0.07614341207065789
c16-43,yfxyg8jm46,center_first,0.009535893363260193,0.03615315734861957
c16-43,yfxyg8jm46,global_mechanical_mask,0.016927316566096237,0.11865110980496751
c16-43,yfxyg8jm46,imitation_policy,0.010380364865091782,0.030413876733564882
c16-43,yfxyg8jm46,mechanical_oracle,0.0023406107270054818,0.014187566687661857
c16-43,yfxyg8jm46,observed_gradient,0.011677267318648887,0.039025061182771825
c16-43,yfxyg8jm46,observed_uncertainty,0.018331401852805258,0.07884801180722378
c16-43,yfxyg8jm46,random_median,0.02196752834476739,0.11964872168217566
c16-43,yfxyg8jm46,uniform,0.014556004122863033,0.10975739284142816
c16-5,yfxyg8jm46,center_first,0.029039976859646866,0.13931382166555006
c16-5,yfxyg8jm46,global_mechanical_mask,0.0346013224811917,0.2181993245627849
c16-5,yfxyg8jm46,imitation_policy,0.03142322545379546,0.15159177045827232
c16-5,yfxyg8jm46,mechanical_oracle,0.015696735460115574,0.06753532362590609
c16-5,yfxyg8jm46,observed_gradient,0.033852221870112456,0.16326610170167766
c16-5,yfxyg8jm46,observed_uncertainty,0.033083349841437945,0.1725383837041774
c16-5,yfxyg8jm46,random_median,0.035737977769872184,0.18593773877361885
c16-5,yfxyg8jm46,uniform,0.026146277797766702,0.12494635329944492
c16-6,yfxyg8jm46,center_first,0.029183292027058844,0.1332098344479692
c16-6,yfxyg8jm46,global_mechanical_mask,0.03105825712323331,0.1686801410964922
c16-6,yfxyg8jm46,imitation_policy,0.03324978930308596,0.16385481310321126
c16-6,yfxyg8jm46,mechanical_oracle,0.01993247654078548,0.09382553950812045
c16-6,yfxyg8jm46,observed_gradient,0.032570209498340705,0.15303247728445502
c16-6,yfxyg8jm46,observed_uncertainty,0.033474687716547505,0.15820409094294607
c16-6,yfxyg8jm46,random_median,0.036715240562092105,0.18136318327845224
c16-6,yfxyg8jm46,uniform,0.031020753301782125,0.18587238201276024
c16-7,yfxyg8jm46,center_first,0.013418161532938129,0.04426830738596749
c16-7,yfxyg8jm46,global_mechanical_mask,0.016483281823791517,0.09098319473646194
c16-7,yfxyg8jm46,imitation_policy,0.017699796153065807,0.06964346737873867
c16-7,yfxyg8jm46,mechanical_oracle,0.004939395951070732,0.00840090414386202
c16-7,yfxyg8jm46,observed_gradient,0.01660449729006181,0.05406762594678299
c16-7,yfxyg8jm46,observed_uncertainty,0.016060997748807912,0.056310039117840605
c16-7,yfxyg8jm46,random_median,0.0203787614670429,0.086884963266118
c16-7,yfxyg8jm46,uniform,0.013498950495979184,0.05240046639514151
c16-8,yfxyg8jm46,center_first,0.007830029206263082,0.05940498976292086
c16-8,yfxyg8jm46,global_mechanical_mask,0.0039941418461507585,0.03093159809491225
c16-8,yfxyg8jm46,imitation_policy,0.005296232509154648,0.03605521070028983
c16-8,yfxyg8jm46,mechanical_oracle,0.015103542602872106,0.12369535975610907
c16-8,yfxyg8jm46,observed_gradient,0.007060349814422001,0.04652702637414918
c16-8,yfxyg8jm46,observed_uncertainty,0.007269783153875144,0.0508748140780364
c16-8,yfxyg8jm46,random_median,0.007736471959334129,0.024357190616825036
c16-8,yfxyg8jm46,uniform,0.0046538428446825115,0.04045996505774996
c16-9,yfxyg8jm46,center_first,0.029959685549985574,0.14329182608757307
c16-9,yfxyg8jm46,global_mechanical_mask,0.03134012785444677,0.17258762404603545
c16-9,yfxyg8jm46,imitation_policy,0.02990094495289795,0.14795322617490891
c16-9,yfxyg8jm46,mechanical_oracle,0.01664084094915084,0.07452618525394022
c16-9,yfxyg8jm46,observed_gradient,0.03278882904270572,0.16259859110963115
c16-9,yfxyg8jm46,observed_uncertainty,0.03302536364914292,0.16264097468510152
c16-9,yfxyg8jm46,random_median,0.03238772367046154,0.15784815021364246
c16-9,yfxyg8jm46,uniform,0.02976371782482681,0.16844224433352029
c24-10,xcmzfsbd9t,center_first,0.008703582212146234,0.017933548032728064
c24-10,xcmzfsbd9t,global_mechanical_mask,0.006036137613537367,0.008965264597039613
c24-10,xcmzfsbd9t,imitation_policy,0.02094549541285371,0.08806728435051447
c24-10,xcmzfsbd9t,mechanical_oracle,0.007033395863296417,0.06179553176362729
c24-10,xcmzfsbd9t,observed_gradient,0.00856672706434456,0.0026465361891612194
c24-10,xcmzfsbd9t,observed_uncertainty,0.01711283936432045,0.10315370497839194
c24-10,xcmzfsbd9t,random_median,0.013056159295541495,0.03981910259964766
c24-10,xcmzfsbd9t,uniform,0.006491157510517679,0.004869734934131453
c24-10t,xcmzfsbd9t,center_first,0.034507597549577454,0.1947024331285998
c24-10t,xcmzfsbd9t,global_mechanical_mask,0.032084211015850864,0.17090080498412719
c24-10t,xcmzfsbd9t,imitation_policy,0.019264645569407626,0.11198127785797307
c24-10t,xcmzfsbd9t,mechanical_oracle,0.011739746559800878,0.07420221591789644
c24-10t,xcmzfsbd9t,observed_gradient,0.03160620440153065,0.1851523280158261
c24-10t,xcmzfsbd9t,observed_uncertainty,0.03153000348277846,0.17534064345590405
