specimen_id,domain_id,published_cai_strength_mpa,extension_peak_mm,slope_u20_u60_mpa_per_mm,normalized_prepeak_auc,q_midpoint,peak_row,baseline_extension_mm,baseline_stress_mpa,zeroed_peak_stress_mpa,unique_extension_positions,extraction_sha256
c8-12t,74t7kcdgkr,258.14637957300971,0.6065625,560.63856742398423,0.53486565050266133,0.5644589000591369,2292,0.00093749999999999997,-1.8691616524855883,256.27721792052404,1184,3cf5aad69f0c5106cf02d9499175b542dcf327ed2d4e98a77518a71ef132daab
c8-13,74t7kcdgkr,266.55538256306579,0.69890624999999995,565.2264677408624,0.52728092116129854,0.57080236325519307,2417,0.00171875,-1.4651452036256463,265.09023735944021,1377,058a6fa7409e1a4355eda21439fd5a9cc6d9a4f515a3bce2c8c53bc3604e09ca
c8-14,74t7kcdgkr,264.99443180510241,0.67281250000000004,562.16432490942304,0.51788631769641491,0.55472921434019851,2310,0.0034375,-1.307372908336369,263.68705889676608,1338,11d610bff6835e45bab547eb46772febe45565e8223b24d81007baf0997933ec
c8-15,74t7kcdgkr,275.70183656935109,0.67843749999999992,567.22680506429413,0.51037288128195524,0.53759820426487093,2255,0.0018749999999999999,-1.5385147129986114,274.16332185635252,1364,3bb477ecf9ab14de5d47979d39168e59af916c749cf81bde9fa632404557a517
c8-16,74t7kcdgkr,264.16344068530248,0.573125,572.94243209011086,0.54155270587476623,0.56258463919520219,1974,0.0018749999999999999,-1.4737860292177323,262.68965465608477,1174,df5c19787ed4e15c1e9abafca4cabddd2f71fb665ba841660b4dcbff78faa3ca
c8-17,74t7kcdgkr,274.49596856490263,0.65406249999999999,566.73531730820855,0.5303012931398976,0.56668516463189056,2238,0.00125,-1.7155998035306406,272.78036876137185,1308,82cee1da65e1f875578617465af2eeb1c64e12066877128f8f93c5d2b26ed8ac
c8-18,74t7kcdgkr,270.34150847493999,0.69906250000000003,559.24642630734206,0.49221017561983466,0.50807663410969195,2404,0.00062500000000000001,-2.0159694890002982,268.32553898593972,1398,fb729280ee3630f476a295144dbe6b4c8f59f145c270f72495df363056c22b1c
c8-19,74t7kcdgkr,254.65009368067251,0.61625000000000008,555.71941907788744,0.54199787276341971,0.58369781312127211,2104,0.00093749999999999997,-1.8095940332617859,252.84049964741064,1268,8b5a025c7ff614ffe5b9112c0951d6ae2e500870289eb38d3dd7974a9d77be38
c8-20,74t7kcdgkr,209.1730625104266,0.47781250000000003,559.86431766384169,0.40981706429156428,0.37911547911547927,1718,0.0018749999999999999,-1.6317742565416025,207.54128825388506,939,e45cf42b05dc2ad9641922b4e0bf16eb2f62e3df88cf565db321311bc5972c74
c8-21,74t7kcdgkr,263.10398959657363,0.62875000000000003,563.39799166558589,0.50713534427093632,0.52572972260657558,2124,0.00093749999999999997,-1.9102919181854841,261.19369767838822,1249,df9f582a4e0698a06c94123d8b86f0211c94f7d410c24ed6bd779e15826c3145
c8-22,74t7kcdgkr,272.76564163040132,0.6378125,573.29549100981217,0.53879597148791536,0.57562311178247727,2170,0.0015625000000000001,-1.332564201877195,271.43307742852409,1263,5f026c61bc7863002bf44da96a45f6a715b57fa2294c32543bb21f794993fb7c
c8-23,74t7kcdgkr,262.40409322754721,0.58843750000000006,558.38245158282621,0.52865533103448292,0.55073891625615778,2057,0.00093749999999999997,-1.7972883097777208,260.60680491776947,1156,fccf6ff060b3b39fd6f11bf9a05b291838002577ec849f6ef89d21b0a1e725a2
c8-24,74t7kcdgkr,259.85022005158999,0.6282812499999999,567.94329371051549,0.51315174051021761,0.53873891755987802,2187,0.00078125000000000004,-1.9452932155162375,257.9049268360738,1249,b615ac2c9f2d572712aa9bcb3acf87e033d88c8ffaedd68499123cc36fd5ef02
c8-25,74t7kcdgkr,269.51713082304991,0.63249999999999995,577.10310934132713,0.52866775973188962,0.56612529002320167,2250,-0.00093749999999999997,-0.72758191892069002,268.78954890412916,1254,0e7e79bf25f4026ba1ce820cf403bb6786c317e0b77ba20cd697876bee464d78
c8-26,74t7kcdgkr,271.96339569057972,0.64156249999999992,577.41810111811162,0.55346578236493371,0.59983435270132524,2196,-0.00093749999999999997,-1.6532729221311833,270.31012276844848,1287,7f3b3364999daec1775d2513edfecd2482c22e2e562fbea2f025c9a895a986a2
c8-27,74t7kcdgkr,260.13995240791161,0.65031249999999996,575.4013350019876,0.55707640216823395,0.60413401253918442,2187,-0.00093749999999999997,-0.61017971635944834,259.52977269155207,1303,85f23748473f4d266ba63dbc38595f78ed8f7453fb132c8579b18a0e70fb1750
c8-28,74t7kcdgkr,282.82609061149691,0.68218749999999995,571.18300629043654,0.54204865973477989,0.57818716094032552,2331,-0.00093749999999999997,-0.71420729952398232,282.11188331197297,1358,a30e9999fd165123b9c4d9e6877636158244d5d3448ff998388658fa87069481
c8-29,74t7kcdgkr,274.04519596766278,0.65468749999999998,570.38110204134136,0.50234245928136267,0.52126072361059328,2301,-0.00125,-1.0183767966096724,273.02681917105315,1286,7e0b509b52a214dfa2d58334050c0fa6feb957bb4d42de426be3069562a4b52f
c8-30,74t7kcdgkr,274.69882594159333,0.63874999999999993,593.5535449922146,0.54474354698430705,0.57761391567404052,2205,-0.0015625000000000001,-1.0863795376221206,273.61244640397121,1259,8f589270d3217fbe98df1cd965608d9b0e10f6ea101f126575503410efdbec9c
c8-32,74t7kcdgkr,193.220193067167,0.43281249999999999,530.27695515150128,0.49167385967207383,0.48966509680795428,1568,-0.00062500000000000001,-0.5042280612399973,192.71596500592699,874,f649f2b6ec126b6a5a84c3441a7a0faa82c4fa9739435d019f373b743d9f3764
c8-33,74t7kcdgkr,193.61155279725011,0.45906250000000004,519.46481345537563,0.43928497031604685,0.4163610965601538,1610,-0.00093749999999999997,-0.70734909685842939,192.90420370039166,911,7d71af73fc81692220e92cd4fd63b7e7f8bbf8c18fc5edfbd67e72c1e628d68c
c8-34,74t7kcdgkr,212.63345800229769,0.49593750000000003,534.1134451036877,0.45975646399618503,0.44861707200763007,1764,-0.00125,-1.0091763550180239,211.62428164727962,984,7764e9a9a39493fa08332e34db106de08c97075e6025759cc882ce51403f69de
c8-35,74t7kcdgkr,182.75079420648791,0.39109374999999996,565.94323642940924,0.43308098808177858,0.4140757490107404,1514,-0.00046874999999999998,-0.72030155374178784,182.03049265274609,774,a8539ad09021000cc38f10f76535e7b5d2e9eb87eb581181f7aab070eecf1f79
c8-36,74t7kcdgkr,175.81221842071679,0.42312500000000003,500.2783044400623,0.38762788584740832,0.35177635410599872,1559,-0.00125,-0.6122305922950092,175.1999878284218,854,98edcf36ec60eea0b973056c2125be714f69f63b13cf25a14995ff8a7e147da9
c8-37,74t7kcdgkr,212.71457730244251,0.45218750000000002,572.82397120586927,0.47058471097347943,0.46688899475940931,1604,-0.00125,-0.90817419151896728,211.80640311092355,902,0e8390fd2e8c29b630c1fddbc13afc37808b2ec5fa461b4f4f94b2d17f72db55
c8-38,74t7kcdgkr,220.56840593548341,0.46656249999999999,554.44335636642927,0.48610739932628999,0.48621956821313733,2234,0.00031250000000000001,-0.60623473917219428,219.96217119631115,925,224af59ce0effec4e2a61d5e89a28569f42bfdec35c78cdfb5e46068ef13ff01
c8-39,74t7kcdgkr,168.51828530689949,0.40437499999999998,508.99405224386385,0.42324876702724351,0.39783653846153844,1435,0,-0.50484806862462406,168.01343723827492,792,51fa32f6f9079f8ff358ebf4daad14bfba05ead6d5247809974d419a590e0efb
c8-40,74t7kcdgkr,210.62792586060181,0.48749999999999999,552.63857361328871,0.45045454397526652,0.42958262143031484,1733,-0.00031250000000000001,-1.0741103552871878,209.5538155053147,950,6d86e48c2fd5c630049ac7f665ef7da141484fb1a1e81c1b788a1f9cdbfbab93
c8-41,74t7kcdgkr,265.47830815258368,0.64312500000000006,557.00823316893593,0.53964768651099593,0.57131842713955272,2171,-0.00062500000000000001,-1.1210216467095664,264.35728650587413,1299,3d37cdd853e94fecc423dfa6b5e0593d67423e2264d86f8a9fd639fa8acafc4a
c8-42,74t7kcdgkr,197.567061367577,0.44687499999999997,530.4439247970314,0.46124412743091092,0.4524053224155577,1691,0.00125,-0.50425487842668981,197.06280648915038,887,1c113a383b5f05c1daec0f23a38029e71d5de535558b162359383eb2b4bda0a6
c8-43,74t7kcdgkr,199.8341311245278,0.435,522.97140991768367,0.47758733062330622,0.46951219512195125,1562,0,-1.0102837771715256,198.82384734735624,861,fbd4bb10d702b18ea9c94cefcef511b8de961f6992917633a28ea5e58376e34e
q24-1,cgtnjyggtm,322.22975441862758,1.2253125,301.50141152503943,0.46501855205291048,0.46382894295173938,4146,-0.0046874999999999998,0.57534974315272336,322.80510416178026,2418,d4f1819fe5fc30ede09171aaaeb0d41f1c59f0c9e17cdef17189f6e24b375dda
q24-2,cgtnjyggtm,329.26909279270842,1.1887505,297.37174002768381,0.49668803169964315,0.50051067999008714,3987,-0.0059375000000000001,0.4376339337584006,329.70672672646685,2371,4f55ee9078b08f910f6b735f7063f233dae8821a7f80901f72f35808b597add3
q24-3,cgtnjyggtm,311.95463332542408,1.1200000000000001,302.00243783043879,0.48607944880505616,0.48781730362077014,3897,-0.0050000000000000001,0.63938921609310229,312.59402254151723,2258,5b30aa5cec6f19c13470f119481fe97248b5395688b1502ad46aa0b224c188ab
q24-4,cgtnjyggtm,363.91622827684762,1.2856254999999999,305.89555908416958,0.50201082387433549,0.50680272158863582,4205,-0.0053125000000000004,0.56950904832190785,364.48573732516934,2562,3fdd3fe6e5d12dcded59b8692f3ffd6ed36dbcadbfab2002921c33e9db6f8766
q24-5,cgtnjyggtm,353.1213535100361,1.2943750000000001,307.93560679261066,0.47260545589700204,0.47379927852667608,4288,-0.0037499999999999999,0.53716882070361049,353.65852233073952,2579,bd44819f1db6a49632c3cf121a32b59e5e7555f98f2ed4715068985856a8d63b
q24-6,cgtnjyggtm,348.28472262211329,1.2190624999999999,306.28274534646459,0.49593503441108372,0.4997603682732199,4036,0.00031250000000000001,1.1731274342005451,349.45785005631387,2470,ca3af9c04b43a8f8209eb28284e412f999f50386f81f74fe1c26744be5d70fd0
q24-7,cgtnjyggtm,270.23275772272171,1.0381255,295.66077767115405,0.46623194594425882,0.46362338629515204,3441,-0.0015625000000000001,0.90580830636955623,271.13856602909124,2062,23ec8f45a5010c53792f5289b30f7e5acc2dfe3b1f74258110b4e297ce457b8a
q24-8,cgtnjyggtm,262.87023691929528,0.92328124999999994,310.72643735546359,0.48984960133901906,0.49443480359950182,3150,0.00015625,1.1418921530961399,264.01212907239147,1860,947fb62faffc8e5f9891fb21ae1fc96efb7e9cd1a1ab7f20fb68927be3067a85
q24-9,cgtnjyggtm,262.21072029343293,0.94843749999999993,302.41362632487511,0.48696306413410201,0.48718770019218438,3247,0.0018749999999999999,1.2489439560835498,263.45966424951644,1896,6d99e73a864b8f10257f61087373c2319b506b4291fab6aa31fd76b8512edb92
q24-10,cgtnjyggtm,336.41847254386192,1.1899999999999999,307.50652852426254,0.48628860097425869,0.48991672519313734,3965,0.00125,1.2535230094786396,337.67199555334054,2395,83a9fdd6738f9af4feef7c011c45dbf12d5ced34e51ccc6ab95570499d1ce0eb
q24-11,cgtnjyggtm,300.35538484257057,1.0615625,309.47331661429689,0.4853036491507165,0.48759776785714287,3530,-0.0040625000000000001,0.47003972588821702,300.82542456845886,2111,3bdcdc5fafb2d783304987ac1919f6f0c1d2215dbf11c16721ec37337df2a171
q24-12,cgtnjyggtm,306.55202909299538,1.0587499999999999,311.28128147328715,0.49469681494667483,0.49922850949704251,3553,-0.0031250000000000002,0.71117903346806266,307.26320812646344,2122,14e44520a077a09590807ada9898229127592395ed9b12611e60da03c7547eed
q24-13,cgtnjyggtm,453.31231729689551,1.6603125000000001,298.47313204798468,0.50437112098602699,0.51437699680511184,5379,0.0021875000000000002,1.3173755867793535,454.62969288367481,3296,8ec9e851d7990a44e4009359d424363fb97a9da8183876750bbcf3fdbcfccaf8
q24-14,cgtnjyggtm,459.77771249262969,1.66890625,302.78768339785751,0.51600201299614046,0.52905888453204331,5412,-0.0035937499999999997,0.3530802710525156,460.13079276368222,3350,dde18a90e539ea3699b1d8299951efec03d1ecf0fa32b4b3e7c690ff8d146a18
q24-15,cgtnjyggtm,457.97092320648591,1.6156250000000001,303.99986587140069,0.50168078036136776,0.50908288088771481,5369,-0.00125,0.8164081900920126,458.78733139657794,3229,28a31ef94c6d1963487bad20a992e3ad4b00f60cd4f5ae633e31a7bbeaccbba4
q24-16,cgtnjyggtm,455.70163731275011,1.7224999999999999,294.9729471861134,0.50710719631445222,0.51767714602841353,5593,-0.00062500000000000001,0.80530432273169039,456.50694163548178,3489,4a4cd15e1614aed656837825d3a0cd5f0f43ba8bdb49b2a9bcc56282f697254c
q24-18,cgtnjyggtm,446.72580990762413,1.6524999999999999,297.6029640870845,0.50753676843863016,0.51799527922515243,5355,0.0025000000000000001,1.0766908333462859,447.80250074097034,3304,b7638cf20c7a29faaf0de76580f7324cc1bc13d218dddaba4897f3377c4b8293
q24-19,cgtnjyggtm,342.84164831174382,1.2185942500000002,313.50567364264504,0.47630322672125203,0.47911050391050375,4048,-0.0010937500000000001,0.8506392623852318,343.69228757412907,2420,e5a0f8aaf9bdd0d2c8bcaeec4d29ae245ff828a25a826662c5089b54cc2cec03
q24-20,cgtnjyggtm,337.6909028898886,1.290313,315.77689523181317,0.46369191283399769,0.46376163457364461,4236,0.0025000000000000001,1.192291285061249,338.88319417494989,2582,a505267cf3adbe9837b2b620618bf22896f570c185b2f472e97d5173f81b01fa
q24-21,cgtnjyggtm,384.25884802468107,1.344063,301.64972663720954,0.49968695425782272,0.50543730608436377,4381,0.0031250000000000002,1.2508866247504136,385.50973464943155,2675,291831b0d132df2678bb4dc6bfd9c52351b1b905b05acf62f9b7178c1755f5e3
q24-22,cgtnjyggtm,415.86930063066922,1.4923437500000001,304.373817247023,0.48757926981546418,0.49329377449198059,4825,0.0035937499999999997,1.230083425690391,417.09938405635961,3010,985ab54fed43678d4fb738fcadc546fa3097135d0c0f425d5637eebd2e50d203
q24-23,cgtnjyggtm,379.12891661598991,1.3537505000000001,304.46036187485976,0.48927442549694916,0.49259353811794232,4429,0.00093749999999999997,0.98369331267540527,380.11260992866522,2742,5c54af5a4f1822157a335d0c7a8386af46b45d67871f531f626341724cea8ce8
q24-24,cgtnjyggtm,428.6219516949929,1.5028125000000001,302.5411869421759,0.50396635179285409,0.51140353853835008,4910,0.00093749999999999997,0.93783020605856637,429.55978190105145,2992,c948fd8f5b2760d057890e221be13b52880488ec3411417fd9ffcb5c6dcd5433
q24-25,cgtnjyggtm,331.07834044880639,1.1993750000000001,307.8089769776447,0.49757669748596417,0.50303114074972233,3968,0.0018749999999999999,0.90568542979916644,331.98402587860556,2414,483306a6ffbb323993cba17fae7f2b457cdf048e1cb6da24ddd00d9f7bc265da
q24-26,cgtnjyggtm,317.53288161832671,1.0874999999999999,312.41511146736929,0.4983711204674699,0.50330529427510851,3608,0,0.9070413726583868,318.43992299098511,2170,942584928d14d96a622b37cb81419063c6e97649f33478517fd3c0af08f532e9
q24-27,cgtnjyggtm,320.30851602182452,1.1684375,302.28263605628842,0.48258907695231695,0.48293488120764649,3897,0.00031250000000000001,0.87968944851212849,321.18820547033664,2385,04055847af42a7c9bcd7be9b9a5ff57fb17031ae86f3f1679c13507ac855d2d9
q24-28,cgtnjyggtm,375.62099996808581,1.3182817499999999,302.55361683747788,0.50075033057004714,0.50605869979025941,4307,0.00046874999999999998,0.93947177275136839,376.56047174083722,2643,0912a2262484c7017daab45d74ae275c3b477b65d533c2d3d7203388d4974dc2
q24-29,cgtnjyggtm,372.76495319753599,1.3334380000000001,305.15608693867284,0.49652025438254604,0.50203690047365479,4344,0.0018749999999999999,1.0541425926110275,373.819095790147,2647,8f3d12276a733a7ef90953d6610bddc07ea601141952fd72226c8993d3106a9b
q24-30,cgtnjyggtm,283.33663771502182,1.00125,307.04959812281851,0.48511294434983121,0.48966078418323816,3379,0,0.87314817868359373,284.20978589370543,2047,04313ac08378b31616010e1b7718e6ae4cf11c4726762331e1c2eaf78e4e537e
q24-31,cgtnjyggtm,281.20536854020219,0.98796874999999995,310.59982407128814,0.48603935820045796,0.48648648734900501,3345,0.00015625,0.91157924025197179,282.1169477804541,1996,33d8bd783e9cf2f7a3034673e05cec5b7bd2122ef159a54cbbd676114dddd192
q24-32,cgtnjyggtm,275.50455064651561,0.97687500000000005,303.5511518700356,0.49679902024516798,0.50115017552354424,3281,0,0.76919211760983974,276.27374276412553,1951,babfb890cb35a2bd86d3e967305f1c3e4b4208ab4335c70794d0720889121f50
q24-33,cgtnjyggtm,308.54135724501123,1.0618749999999999,308.55601929094752,0.4958641476954912,0.49907316541271407,3590,0.00125,1.0464750628660118,309.58783230787719,2126,2e6e28c7d8e2654341057e27217ec7aa0beccfb908cceba9cd3bbc15fa9e5a03
q24-34,cgtnjyggtm,316.33888156326378,1.1112504999999999,307.1002140401539,0.49270913295279284,0.49769503509987817,3668,0.00031250000000000001,0.89085869940770346,317.2297402626715,2220,1721c047d018451dfe04f51ebb441b2b3a00c2303eb30547947095a67a354fbf
q24-35,cgtnjyggtm,321.20251742469532,1.1287505,305.24862917370911,0.49248197826866685,0.49494355562463954,3724,0.00031250000000000001,0.9114520769462372,322.11396950164146,2262,18f7302598aa0d33f7c575a429f59323c796b8f1bea571f963f7e052a4ee7397
q24-36,cgtnjyggtm,358.53266070553627,1.245938,305.15945665069324,0.49785379679908598,0.50211820674431074,4133,0.00062500000000000001,0.87324100994457399,359.40590171548087,2482,06bbd8a2cfa043415c984261172a66562e754ea6974b5f4a0cb220346ce0272b
q24-37,cgtnjyggtm,378.52270520548262,1.3303130000000001,303.25434156094951,0.49322228158395198,0.49735703346468996,4366,0,0.89313954758454384,379.41584475306712,2656,bd7ce65034c166624dff225c2f22e79b9d5bf18636b4c2353647805f173af60c
q24-38,cgtnjyggtm,338.85219785521542,1.2418750000000001,294.40718254702466,0.48653537231097171,0.490586761791518,4031,0.0031250000000000002,1.1454538404332195,339.99765169564859,2528,88dfb7f7dc795a6e269c7fe978bf2ce1b244872b686c52d6d4887b022066a297
q24-39,cgtnjyggtm,431.77043794447229,1.5187499999999998,302.80867380931022,0.50449002234013218,0.51224789546328164,4873,0.0037499999999999999,1.2904177814673332,433.06085572593969,3061,dc515c1e4a036b26322825c92ef1b409d41257924500fedfa66f08e53146c265
q24-40,cgtnjyggtm,116.0373611371045,0.551875,41.214779658889064,0.26919445375423467,0.13257243195785778,3467,0.0050000000000000001,0.44315090916050487,116.48051204626501,730,bd899455a3e0e0a6bd27909d44f3fc8efd7139f7cfba0294296b3b8c0e5327b8
q24-41,cgtnjyggtm,145.1566320185774,0.45640624999999996,41.162817136785669,0.26627191845708276,0.10208189556015643,4345,0.0051562500000000002,0.50261991696183317,145.65925193553923,612,674b40409ac1918339295dbd3f73683509088c57954fa4f69c9ad506295692cb
q24-42,cgtnjyggtm,113.41515265662881,0.63312500000000005,41.381786638042747,0.30513339156272612,0.15593263002000943,3470,0.0053125000000000004,0.57195392466223982,113.98710658129109,812,9b92fe8bdfc801b38ac2011a4e1dcfbd7ce5e178de1d9658155af814bace035d
q24-43,cgtnjyggtm,113.43569762687039,0.63843749999999999,42.195998444120896,0.27699102965450739,0.18046544232624995,3592,0.0071875000000000003,0.70624029652528997,114.14193792339564,846,e650cd3975921a8a584cc9dde3ac858635d88c1355cece6fbddb160a2c73182d
q24-44,cgtnjyggtm,109.75041149172959,0.57687500000000003,39.383849811211128,0.24420759429260699,0.12570615381461481,3405,0.0071875000000000003,0.63478137068270024,110.38519286241234,716,2e01df95e90b8fe32c24343fd2b08236411ef39f342c9831c9e2c112f2dea96f
q24-45,cgtnjyggtm,110.3718217994942,0.53749999999999998,40.749657162792737,0.27865096287133256,0.14368821625404604,3369,0.0056249999999999998,0.5433689688590484,110.91519076835326,682,5547230c49f9622e54366c14a46dc23e031e0dce049588ecfe3aa32c00a52a8a
q24-46,cgtnjyggtm,118.3974964304373,0.53703124999999996,41.329080859057285,0.24495179610069057,0.12589127169822176,3559,0.0060937500000000002,0.50872576124186231,118.90622219167915,697,b9346fbc1e5636d711d0553f7fa8bda7e99ffe70313e1aa1827079717d5f7527
q24-47,cgtnjyggtm,119.8673896475662,0.4971875,38.38545830547897,0.25594329365812007,0.10770938704842214,3744,0.0056249999999999998,0.53616924140069144,120.40355888896688,635,fe17019c671cceb659b08ed7e767daf94140bcfa44a1142284ec8af61f39d383
q24-48,cgtnjyggtm,136.68000162232991,0.46781249999999996,40.601114081182779,0.23922417564252607,0.088785618197382885,4237,0.0062500000000000003,0.55383595942250552,137.23383758175237,616,3f26acdfc29101622179306219162769d4e03fc20c4fb4a2616c1748a94e940b
q24-49,cgtnjyggtm,146.9254398495205,0.37312500000000004,54.398126102244525,0.24613930305069387,0.077754980781427757,4512,0.0065624999999999998,0.50351400322604589,147.42895385274659,537,6a01a71faeec1089b5db860350c51d501de8794d680e4b02befeda862a96f3ab
q24-50,cgtnjyggtm,144.78563268363999,0.46921874999999996,44.466416897245132,0.2989137986257987,0.12225576529485219,4245,0.0070312500000000002,0.68311195109546552,145.46874463473549,675,8a541d386334ff3bab896ec94ac1d2bc0ffc4feffb4e446ca2c568c685d2fec4
q16-1,w68dtmpfyf,297.21351646554581,0.93218749999999995,352.59879521854515,0.4724365241957183,0.47278349361061445,3038,0.0028124999999999999,0.73031641370219902,297.94383287924802,1871,db8806072cfafb98574995b5e59838815652075f45e0580e0bce278c05f3d0dc
q16-2,w68dtmpfyf,304.99832039229688,0.94593749999999999,343.98124242390691,0.47872199066196447,0.47713095409570877,3070,0.0046874999999999998,0.90788296914975897,305.90620336144661,1905,6893589737d3492654fc1286a7e21b65401b10a380e54dd430ae6c0c1f90e13c
q16-3,w68dtmpfyf,352.29407719617529,1.0884375000000002,356.67605381933026,0.48619297334948347,0.48925876959266484,3516,0.0028124999999999999,0.78818680666003416,353.0822640028353,2163,c1cb7911c77f893b4ac5abc84bfe556da93d58648dc80507ed3f5fbeb20b9984
q16-4,w68dtmpfyf,383.07000262751012,1.1850004999999999,363.97561304198081,0.48262012013049282,0.48847405939586641,3793,0.0078125,1.0177205170762755,384.08772314458639,2370,91b953406a3daa4aa14dd47cf0a06250fda8535e1cc98d802136ec5d4404ea91
q16-5,w68dtmpfyf,355.12650326592859,1.0631250000000001,372.18598266190946,0.48357265395043808,0.48682014360753717,3437,0.0043750000000000004,0.87494935587257772,356.00145262180115,2141,ead3abb7fe69555d0899b78eb5b17d4c55479ca3a0fec6c6776240cc4cd7584d
q16-6,w68dtmpfyf,418.26733322437929,1.2881250000000002,358.73800088532261,0.48517143941246477,0.48868307247772719,4132,0.0062500000000000003,0.90839913103750336,419.17573235541681,2574,02284c63aea98394294a8acfaa70d0d679bd381a986475d4b09d3051ba532be9
q16-7,w68dtmpfyf,222.93417011775969,0.78062500000000001,335.46296726846123,0.43595148429345326,0.42123658903666383,2857,0.0065624999999999998,1.010809744969305,223.9449798627291,1556,fa856055ec3f6f6af49e2d09fece6723b345eb2357b1c66d4d4ccfc7f1441316
q16-8,w68dtmpfyf,261.17392670180038,0.84937499999999999,352.61425215533285,0.45460538546114243,0.44943914135864543,2813,0.0065624999999999998,1.0808927227450151,262.25481942454547,1693,1d7077f44d9e43eef5b1b8100cd8bbf41baf39d2df12d72d26dca28ae6f54665
q16-9,w68dtmpfyf,228.3986690900341,0.74531250000000004,335.5638056071096,0.46179100297137859,0.45433690190080817,2518,0.0053125000000000004,1.052759449273643,229.45142853930784,1504,198fb169995e47d279f16ea23b0f3939c77fa2fc20ebd0a0af2c072d1a097ccf
