specimen_id,view,file_id,relative_path,sha256,size,integrity_status,local_bytes_verified,input_forbidden
c16-15,back,cd704c2e-5aa9-4949-a716-933820d1497f,8scdmfdcfb/v3/3_Specimen image/c16-15_back.jpg,a0d981b4059e4e8e78e71931fcf0567ae0d6d413fb39821b857eca012089ee3e,1795635,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-15,front,0265f145-8bcb-477b-b4a2-d493cf2d15cf,8scdmfdcfb/v3/3_Specimen image/c16-15_front.jpg,fcb7ecc69551c0aa4c30b247649fcee08ac9d2c3bb2ce36824c0cfb12f14a525,1768026,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-16,back,3bb278b9-a762-421e-91e4-f62c5204c5d8,8scdmfdcfb/v3/3_Specimen image/c16-16_back.jpg,dd7b4e1859dd8a0f311d37d0b7d588b58b0de07a7bfea49beca28eb0d7f8ec27,1798242,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-16,front,d345421c-0dc9-4242-a6fd-6ef895759132,8scdmfdcfb/v3/3_Specimen image/c16-16_front.jpg,ff96519fc93d56688db5088600e603fd28d9b3551bbace4edf3ec94484aa8e06,1792072,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-17,back,349dce95-68f0-4bac-a628-9aec12ff016f,8scdmfdcfb/v3/3_Specimen image/c16-17_back.jpg,cfedd498226c4b97d865239dba101c3af45231ca440a19aa82864a45e6b49d30,1766887,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-17,front,0e265c7d-2d94-421e-83da-448492b7b27a,8scdmfdcfb/v3/3_Specimen image/c16-17_front.jpg,fb9a23b7a9f24120d815ee955c55342f3bd420e9d355ff118035791affbffe13,2154358,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-18,back,0f642eaf-c305-42e7-9986-ad0bd6eae863,8scdmfdcfb/v3/3_Specimen image/c16-18_back.jpg,c87944a5519a8f64b4494d418109f963fe847c713055a3df19f1ad16a91b01f3,2156827,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-18,front,0275d0cb-ffca-4dd2-a69f-c5ff1b4fe527,8scdmfdcfb/v3/3_Specimen image/c16-18_front.jpg,b85a932f7ebed7c2b7eb5e6003ab36a23f62ad62d428c6cf4e7eac19c0c010a5,1790939,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-19,back,5aface35-19e5-4cbf-82bb-ee18677eb0cb,8scdmfdcfb/v3/3_Specimen image/c16-19_back.jpg,edc5bd5ea3c95ec1fbe6bbf99c6c9c1a0305438d5f522c34ec5b170e6ac96b5c,2163161,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-19,front,e9272c27-9d4c-45e9-b3b9-abfcc83023e7,8scdmfdcfb/v3/3_Specimen image/c16-19_front.jpg,b9206eead612d5bc1ba005de3d4c31e75d4e1ce5729f33604318504d4fc5c77b,2131947,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-2,back,4e081983-7b69-4022-b979-3878964d1c81,8scdmfdcfb/v3/3_Specimen image/c16-2_back.jpg,9ba124047fc2c31acc0624dfdc8e4f99c81a4f2120473848093ec4b3360a9d68,1964808,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-2,front,4293732e-5823-434a-80ce-e2c985e8c6c2,8scdmfdcfb/v3/3_Specimen image/c16-2_front.jpg,97382e7727f74578c64fc8d4033da73a73c99638d3b181b770353c65228a0eeb,1988301,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-20,back,84c3d274-f15e-4a32-bbf4-f3a8b0d49ddb,8scdmfdcfb/v3/3_Specimen image/c16-20_back.jpg,1486b8e0c50d02daf3366f97719e7a4d2d152b16285e42636435cfe1b492f7e5,1974499,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-20,front,24a5461e-682c-493a-a985-c3e5cd3dd575,8scdmfdcfb/v3/3_Specimen image/c16-20_front.jpg,249bbb9e42c3e5f49bf1c66dfe66ca1d5b5da8a87fd90caaeb10cb017596bfe5,1960530,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-21,back,33542f3d-93c8-419a-a292-eaba80a678c5,8scdmfdcfb/v3/3_Specimen image/c16-21_back.jpg,1a05ba5b0066b62bd774bb44117bfacafafe9576f4a124e3784611badad12b9b,1968857,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-21,front,2390990e-469d-4840-883a-6be25d3912b0,8scdmfdcfb/v3/3_Specimen image/c16-21_front.jpg,99cc21d88c417aaa04686263ac596b8f758e5c88642b8f01b8df942725d03605,1985185,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-22,back,a6a02d51-e132-443b-8729-21d8f1741109,8scdmfdcfb/v3/3_Specimen image/c16-22_back.jpg,5287d5c016a2594dabe3997e249afc537c279c51fefd44d6da672fa1467be47c,1977667,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-22,front,440db7e3-d7b4-4fff-b697-1687e60a909b,8scdmfdcfb/v3/3_Specimen image/c16-22_front.jpg,04fc380fbf8f1575b850baead6dc8fae1807e04767359214fdd83847657208d5,2166559,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-23,back,fdc83f4f-576a-4fc0-9982-afbc6a022707,8scdmfdcfb/v3/3_Specimen image/c16-23_back.jpg,4da80ddeb4aa0148403dc749d215ec6c9f117fc37cefced0e23bcc6fad48b69c,1980639,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-23,front,1343d847-f91b-4435-b575-65c761184590,8scdmfdcfb/v3/3_Specimen image/c16-23_front.jpg,fa5158e82da37b7714ae41834f91f093f84684b4e507553009d4c5e85fdffd3d,2039442,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-24,back,c6853387-ac7e-4761-b85f-6dbe98aa5f3d,8scdmfdcfb/v3/3_Specimen image/c16-24_back.jpg,56b1b20f4db1ac435a423d423aa1e80c5b96484f334e9037f9af03cbc12559d9,2037250,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-24,front,f2336d7b-000f-4920-85ee-d47000ed6f3c,8scdmfdcfb/v3/3_Specimen image/c16-24_front.jpg,169b691a760e6d2e8a23802959ead91b1c1cbc873c577f24ae302673f5da385b,2137533,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-25,back,632c80f1-e911-4c15-a19a-5a8f0f165876,8scdmfdcfb/v3/3_Specimen image/c16-25_back.jpg,126040742ca7c68ed0ff7e62ecdb9cf94aaf3d90fd5942ff5d08ef46a9799a82,1974416,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-25,front,8634f2f3-cd98-414c-9331-9d422f39a967,8scdmfdcfb/v3/3_Specimen image/c16-25_front.jpg,9cc06835923a8aa2e5c1c87de358190edc6c6786d6c64791334e27e5369a8d22,1973963,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-26,back,273a4847-1340-4ce1-8d55-f97f0a56ed85,8scdmfdcfb/v3/3_Specimen image/c16-26_back.jpg,038cffaa63d06a40c4a7972d2e587ea69ec6882bb2b4e2460951cde5d2f00bef,1990108,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-26,front,1775b1cc-47f5-4894-9db7-408d1f06a702,8scdmfdcfb/v3/3_Specimen image/c16-26_front.jpg,34fa25a695855d072269106a7626d5f4875135e0e637c3e6654f2f3d8550b601,1981308,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-27,back,cbe744ee-6cf9-46b7-aab3-4c9f323e54df,8scdmfdcfb/v3/3_Specimen image/c16-27_back.jpg,4f34fee9816bfcda8b32d8469d219c0f381e6d9b56def490a991b56f5ef9c0fc,1953536,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-27,front,4a883b66-0db1-45a6-9195-d3d19efd0114,8scdmfdcfb/v3/3_Specimen image/c16-27_front.jpg,50906940f5c895639323f6e00722e0f239dddb1c2f09bf2e9274b7295c56282e,1977238,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-28,back,4689270d-ef1e-457a-8235-a5dfe6679d8f,8scdmfdcfb/v3/3_Specimen image/c16-28_back.jpg,4ecaa029a51c8ac1c1ff8d8b9df18e1accde4e9b0413a2c8005814755e89e30e,1949373,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-28,front,ed7317f5-b520-48b1-b984-5948098384a6,8scdmfdcfb/v3/3_Specimen image/c16-28_front.jpg,4866f440106b84bdb5e67d6a9579f17a82ad6b59369f4308b387ac890146e4e7,1954425,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-29,back,207ace47-fbe7-4de0-b13b-9aac43ad8347,8scdmfdcfb/v3/3_Specimen image/c16-29_back.jpg,63e86e6a8e92b9bfff7ff230a5a817459b17866ec7bd7d27216a4cbb848652bc,1956454,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-29,front,3f730451-3e76-4915-83e4-9f4d1faa6617,8scdmfdcfb/v3/3_Specimen image/c16-29_front.jpg,ed32057f8506ca0c7cdc7256a0d54c490c863c357788e028210d43b13f9aa234,1977918,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-3,back,229bdba5-3773-4229-937c-8cad9183f922,8scdmfdcfb/v3/3_Specimen image/c16-3_back.jpg,661d84fd4c8c088f8787c45cf791e228a73a1b1fdd8418b43703c0840cee8ed7,1898871,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-3,front,81f5f4a9-40d3-4da6-82c4-51d2059f9e25,8scdmfdcfb/v3/3_Specimen image/c16-3_front.jpg,c7906d8ca7e2e541fec4531059f28c7859cd2804b1639702ce0b7ac8f8b93efb,2035862,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-30,back,d69ce18e-1800-43d2-9393-cf377377b7ea,8scdmfdcfb/v3/3_Specimen image/c16-30_back.jpg,5dd8cf011638bf028695ee90a6039cd6464397336bfc6384dd5c1999ee5571e4,1963951,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-30,front,90f204df-1580-4507-ac8c-b185ff8b2d76,8scdmfdcfb/v3/3_Specimen image/c16-30_front.jpg,eeb6ffc8404bc93130c69614d8d54e97cdcb09d9f51e20b0711603daa76ec2c9,1964548,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-32,back,b3b029a9-33de-404e-8d71-7795b4594920,8scdmfdcfb/v3/3_Specimen image/c16-32_back.jpg,f6bcc5c2ddb2ea1dade4ed8b41f82516ff86e42a679dcef802b844384c5c436b,1952048,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-32,front,4d89945f-9e70-42d5-8e3d-28a6d584d162,8scdmfdcfb/v3/3_Specimen image/c16-32_front.jpg,96ea441372e702eb2761fbe9e09cd34b4d1531fd6612834c4aafa8bd363a5254,1942579,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-33,back,ca782a6b-a51b-4aea-a2fe-f945a444644e,8scdmfdcfb/v3/3_Specimen image/c16-33_back.jpg,021c5dc745b019f3730daee023dcc143a79c66f6a4ac7576bf8d9a425a893f76,1984385,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-33,front,b7a8abc5-beee-4dbf-aa29-f0112f1f4c4c,8scdmfdcfb/v3/3_Specimen image/c16-33_front.jpg,40111ee62c4c2ae54b5315c972fa889ff59f7103186faeb82f5da9b7316e44ab,1980215,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-34,back,474c54ee-c28f-4a91-a748-0479e851569f,8scdmfdcfb/v3/3_Specimen image/c16-34_back.jpg,ea732672d8f36dca0421d1d6738c63370fa9bf3eee66a97c4aca50dba13e1ad1,1977487,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-34,front,0f42d04f-565e-4a52-b1e6-c5f105dacd5d,8scdmfdcfb/v3/3_Specimen image/c16-34_front.jpg,b438b24bbe4af4c9a319dd46d8453678554daf1573d7f50e2a37f5a062401150,1983468,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-35,back,f7eea64e-7b67-433d-b9d7-385d0531b5c5,8scdmfdcfb/v3/3_Specimen image/c16-35_back.jpg,0c82aa74c8faac3f1caf18d4c9592614463c1fc9b99d1362d554f4c7be6e5429,1958379,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-35,front,cec49e34-9f41-4d93-b4a0-a35cb31b721a,8scdmfdcfb/v3/3_Specimen image/c16-35_front.jpg,23f4faa39ab46883129930d2b60f521d429338abfc77dd75613c9c7f134c3fe8,1968294,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-36,back,d009fcb7-cde7-4ab4-931e-3842160d2253,8scdmfdcfb/v3/3_Specimen image/c16-36_back.jpg,66b5653cae17c451592c642a4ac126a55d371eaacbad2865b571c25fdaf8ef26,1978236,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-36,front,4d4ede7e-0fe7-4bff-9641-c547cfdc9fa8,8scdmfdcfb/v3/3_Specimen image/c16-36_front.jpg,d54b7c2a7993d2f61d9c8e71aa50fdbeb0d8a997a91869c4e2ed2e2e9b31d2c6,2002698,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-37,back,82c95098-b68b-4a8b-86ce-b8d9abd42c06,8scdmfdcfb/v3/3_Specimen image/c16-37_back.jpg,279d5c4fd59d4646ecf79a87a040b004ba877459368c64e5ddde368299401ef1,2004330,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-37,front,54218a0a-6dae-4c24-bba9-0a56c16d92d5,8scdmfdcfb/v3/3_Specimen image/c16-37_front.jpg,0be9f7ca61a52453a59efccf8e7705098df55dd8cfec9303405e384ef902f719,2140279,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-38,back,6d730443-5bc0-401c-b6bc-294a48bba140,8scdmfdcfb/v3/3_Specimen image/c16-38_back.jpg,c18eb5d1ea64fa4333068a2897e636083f5cb3b0cb0c550dd720edee898a8eef,2008931,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-38,front,dcce90a7-ebb5-45a5-9be0-c1660d0696d5,8scdmfdcfb/v3/3_Specimen image/c16-38_front.jpg,f3eb5274ce927969c309173dc4fa3736c6aeb5425436a317d293ef7498969048,2026112,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-39,back,2df6ec7f-7887-40b6-a4ae-af7a100e71f6,8scdmfdcfb/v3/3_Specimen image/c16-39_back.jpg,c6be3d92bdc2063f46db17b230eec26dd19e66c43e180dec193e76a43f7139da,2002394,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-39,front,8e33f390-7924-4a52-80e2-03f11d422bae,8scdmfdcfb/v3/3_Specimen image/c16-39_front.jpg,e7ee8affe97e5f54d5831e636a9bb4a8f372f692b3b8a12b4b49608212508d19,2025246,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-4,back,81b458b4-0ad9-4b70-babe-d8038ae4db93,8scdmfdcfb/v3/3_Specimen image/c16-4_back.jpg,241e18b3ccc695a8672a5a86129ebe697fcd17e9ece3f71c14c1f71888ea5364,2048383,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-4,front,87f3fbac-d8e7-468c-b0a7-c103ccd1d305,8scdmfdcfb/v3/3_Specimen image/c16-4_front.jpg,e18a00e0626010b4aee372179fcd39d7f857b1eeef1ef5b26147319ee3761a17,2039964,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-40,back,59183fb9-2682-4a1c-9c27-1327a688ac6c,8scdmfdcfb/v3/3_Specimen image/c16-40_back.jpg,3f2544cc2253d6217c128c9b991d95e94c8c98f7e517f40dc4e673a4ce1d9b16,1992499,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-40,front,c8964a72-9d01-45ab-b0ca-57e0f3bf7908,8scdmfdcfb/v3/3_Specimen image/c16-40_front.jpg,a948c89c4f0b6a3f642e135daa6951df6eacb62c4cbea3ff2f15a7901f412d6e,2045907,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-41,back,85a9fa56-8e1c-46d0-b32c-f460c1a41f15,8scdmfdcfb/v3/3_Specimen image/c16-41_back.jpg,a5a82d5398a203f943c053b6cb5cf2315f2c03b526931f8a604101f5b0267711,1971944,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-41,front,47f0a60f-062b-4b70-b986-c125266cee33,8scdmfdcfb/v3/3_Specimen image/c16-41_front.jpg,4e4a7134141d0f92aa7ad657c12477941acda8f705f23c55440f6453a2d19a13,2003874,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-42,back,229a7515-6e0a-4cc2-803f-66168211792c,8scdmfdcfb/v3/3_Specimen image/c16-42_back.jpg,3ef7d48e60964981ea6caf503eeceb1e76fe604d75afa7f5eec9ee36e7a55a47,2146621,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-42,front,74feef62-a888-43c5-8ab4-a15c85d3687e,8scdmfdcfb/v3/3_Specimen image/c16-42_front.jpg,11a1f96a1901ab614dc7b0158e75093127a3da72dcee0f40ad7a8e882a25fc12,2013443,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-43,back,97a4b475-bd87-4fb5-87a6-9c01c6354597,8scdmfdcfb/v3/3_Specimen image/c16-43_back.jpg,2bc6a64b6c2e9d788d015176c41f5301d3b8d4f8b5ac2e806d60bb6476b0e592,1969105,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-43,front,e25a76bb-d3e0-4fc3-a3c8-88e53fc97313,8scdmfdcfb/v3/3_Specimen image/c16-43_front.jpg,d20cf11c22c01333a01e439186c4dc5b382f916eda4bdbd1295001da1c97fe65,2055634,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-44,back,875ecdb5-f848-4c37-9db8-190d87ffc1fd,8scdmfdcfb/v3/3_Specimen image/c16-44_back.jpg,20ca9bad4494f4f49a849bedb01c44b7c570be8a70fe5a77af338708194a7712,2309501,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-44,front,a11aa59c-0f4a-4dab-9699-adb8ae92ccc8,8scdmfdcfb/v3/3_Specimen image/c16-44_front.jpg,cbfade51e7ccaba47ca8a363fd331363dfc3ae1e3398bbc14aac55ebf8bd3e30,2313388,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-45,back,df0c2f8d-41a7-47cd-a3de-912687d65af9,8scdmfdcfb/v3/3_Specimen image/c16-45_back.jpg,d1381a3e1218213a51292c0539844dbcf5c5e1c8bf06c7573b726203298c1d0f,2336430,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-45,front,37e14afb-27c4-4976-a9a9-d1e6c90113e2,8scdmfdcfb/v3/3_Specimen image/c16-45_front.jpg,eba1fe5304b745b9d974b41f5b47061a92fa3d2ed6cb3915e339c89005250860,2329164,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-46,back,258cca29-a5a7-47a1-8ca5-96440a987c37,8scdmfdcfb/v3/3_Specimen image/c16-46_back.jpg,7e222c116bc2b420c9857a0290b93e0ff5a3f0c7391ca5fcf05a09cb90213050,2347024,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-46,front,509098c8-1246-4f3a-93f6-20c5374d70bd,8scdmfdcfb/v3/3_Specimen image/c16-46_front.jpg,45f86300e02a6744729d88f081de1043d877ee63a6ddfca9e806d0066c5f5868,2371071,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-47,back,ae28c074-569a-43d9-8ca7-c08d427b1a4e,8scdmfdcfb/v3/3_Specimen image/c16-47_back.jpg,f33dc52a9af5249f2021401715d26605fbb759a441c9066d21531f69277155aa,2232143,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-47,front,d1aca096-58eb-4cac-8a61-abcda96a75c0,8scdmfdcfb/v3/3_Specimen image/c16-47_front.jpg,d6bbc54731028dd4b98130b65362eaa5f0ea383899b186097bab9eeee929de57,2257033,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-48,back,0750d1bb-2ad6-40d9-9827-b39623c73f5b,8scdmfdcfb/v3/3_Specimen image/c16-48_back.jpg,feefa248edbf15f01286613f3233f40cf629e4ff2d80997d0e24154d43fb3f34,2336225,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-48,front,2a576220-7be6-43e3-9245-2bfb364068f5,8scdmfdcfb/v3/3_Specimen image/c16-48_front.jpg,f401842f02267a81e9a77a987eb149909aeaf4c8f92b9a5e3229c6bc8d1e0e65,2250088,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-49,back,be3e79e8-7d16-4996-ab04-755efe2a374e,8scdmfdcfb/v3/3_Specimen image/c16-49_back.jpg,e73368c61b8081224cc2b497ef683279c2302db474b699f87078e87896702ef9,2328059,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-49,front,a12315ad-6239-470c-9359-d8cb82aaa72c,8scdmfdcfb/v3/3_Specimen image/c16-49_front.jpg,5181fae727a43b0a896c460b513ae7ee5cda78a5c6a5ab2a1d5dcbf3a3db6db3,2232177,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-5,back,00bd4371-2760-4175-bacd-af023d61c61c,8scdmfdcfb/v3/3_Specimen image/c16-5_back.jpg,be90059ed90fb9dc5c4b8fced1549a26cb3fe0f28c42dd102e77b16622da60b4,1972501,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-5,front,9e51c97b-d034-4fc2-8eb3-632a7254894c,8scdmfdcfb/v3/3_Specimen image/c16-5_front.jpg,476fbd7184aa10399381ee2e41b7354db8e50ef2b4a9e1671563c759c49bea6a,1956855,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-50,back,9b65767a-49f4-4dba-a345-112b00a0a92b,8scdmfdcfb/v3/3_Specimen image/c16-50_back.jpg,68b55f3e441fbdbd18af5788565b56ecb69d07cce2a980122c160316de2e8323,2307525,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-50,front,6e8bdfb4-17ec-44e3-8c1d-33fe24857267,8scdmfdcfb/v3/3_Specimen image/c16-50_front.jpg,3422840d98d9b0fafadb1f2556e039821aa6bca33a07a4094e50555b6d003eb8,2319296,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-51,back,8efb2b59-626c-482c-aa3b-7ea18036b6b5,8scdmfdcfb/v3/3_Specimen image/c16-51_back.jpg,0a53993dccf1823f84ca1aa58849ba82ea6c9b322e253d890d400befd2de8c79,2358177,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-51,front,56a4ded0-ffb9-45b5-b12e-9f4bfbd748d9,8scdmfdcfb/v3/3_Specimen image/c16-51_front.jpg,10c8eb2b2acac5f25d983215fcd97b7447d0a353d68bb7cf78fcaff9721c8d23,2319825,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-52,back,5aef134e-bfa4-435e-99fc-80895a251178,8scdmfdcfb/v3/3_Specimen image/c16-52_back.jpg,a0cc8e417f1896e69f155a9c0f0e77f39d2f4e8ba9710fd8d76e058d7c26fa16,2312606,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-52,front,1aa9222a-1fec-4809-b6e3-00e52c4e59b6,8scdmfdcfb/v3/3_Specimen image/c16-52_front.jpg,ead2a12cfa1abd499935b44f8b702f4315ed986fa202d0614f29ac6e0348eeea,2356099,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-53,back,562021b4-0c53-429c-9ea4-5b5d22499f91,8scdmfdcfb/v3/3_Specimen image/c16-53_back.jpg,1bd90b22e1cb1f761db510bf3c95ec0a2a4ca5dbcda6cc7fa46b5dc1089ebf7e,2313888,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-53,front,25b2ac69-ff5b-4764-b2c7-33d1c8830e05,8scdmfdcfb/v3/3_Specimen image/c16-53_front.jpg,55b3c2c7842ef13b5851ba006e51a1305a3c2dcbbeb88a273e297278749a2675,2254706,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-54,back,19f96010-7ecf-4bb7-880d-90eac34d23d9,8scdmfdcfb/v3/3_Specimen image/c16-54_back.jpg,af12916925bb9fdc46baf051e7041923ffa50dcd5221556e12fa577d908e7dac,2331437,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-54,front,1a5346fd-2905-48e3-acab-de85dd42e0dd,8scdmfdcfb/v3/3_Specimen image/c16-54_front.jpg,f71f18188548d62e90468409334c43ccdce2a6a2f2282f86c69f0ab7329ac7e7,2313754,REMOTE_OFFICIAL_HASH_BOUND,false,true
c16-55,back,8b7a3caa-0e72-4c85-852e-3593d9400357,8scdmfdcfb/v3/3_Specimen image/c16-55_back.jpg,d99f651eacfbafa34edc9b6e52cb553b398b22487b355267e359cf662d473d7a,2288497,REMOTE_OFFICIAL_HASH_BOUND,false,true
