specimen_id,domain_id,raw_relative_path,raw_trace_sha256,source_dataset_id,source_dataset_version,internal_title,title_matches_canonical,identity_rule
c8-2,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-2  0000.CSV,f02cd530909dbb8d03b5913368996cc287d1366dcd5d372e553da18ec06a30ec,8scdmfdcfb,3,c8-2,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-3,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-3 0000.CSV,7a9b45c06d25f6fcd27abef5a74bb71e273b434c0b7e95aa051dfbcd2b2a9d8c,8scdmfdcfb,3,c8-3,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-4,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-4 0000.CSV,54ccb86a79789787e7b7cfe2e3be1cfa6090dbce9ddfe515e73f77cbdd3940d0,8scdmfdcfb,3,c8-4,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-5,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-5 0000.CSV,70f1652cba1fbe70ce7fffe9b106b26c0a876bb7a53f3b7dca59027008cfd48d,8scdmfdcfb,3,c8-5,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-6,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-6 0000.CSV,9a933aec12c0ead16e7b66a465f69072f7d8eba71809027fd8c6af2f8d225c30,8scdmfdcfb,3,c8-6,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-6t,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-6t 0000.CSV,25af5cb47f608db4db290c084e520742ae0be2531d0f0c960c81e71f1cb356e4,8scdmfdcfb,3,c8-6t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-7,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-7 0000.CSV,77025e6ac93d534ada28c70e66d8712a28ab10f0ce2f5c8221414552d1bde90a,8scdmfdcfb,3,c8-7,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-8,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-8 0000.CSV,20f28c973f8cc9be63c72355a0cabb9362321badb87e0d5d9a9dc9a84db3ca19,8scdmfdcfb,3,c8-8,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-8t,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-8t 0000.CSV,dd7c06c8ec3abd9028095dbe746b7e0569f4c34d6335a408841f6ba93e1e47a4,8scdmfdcfb,3,c8-8t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-9,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-9 0000.CSV,0cded5b6704441906a21421705de25161ae52265239672093f5d330abab2c1dd,8scdmfdcfb,3,c8-9,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-9t,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-9t 0000.CSV,e406ec231119c2cfc192ef797a236b96e90ac6f79823498a83e2abcfa82dbca4,8scdmfdcfb,3,c8-9t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-10t,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-10t 0000.CSV,ecc2c1d0592a9713e40bc704ed214ee053e904a10b09624f574babbf065a0a65,8scdmfdcfb,3,c8-10t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-11,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-11 0000.CSV,8c456607d83de85fe962ac91780b6070a394c9e12ffa1ab0b7009d1051f13c25,8scdmfdcfb,3,c8-11,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-12,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-12 0000.CSV,0b71499a3be3ffce89c1c5f80f9a1142f941232a5a22a7d97a55ab292b3cea37,8scdmfdcfb,3,c8-12,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-12t,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-12t 0000.CSV,7a3585987f69cb453052701595e4bf2857fa2ca47104a10b90b2efd19ff23ab6,8scdmfdcfb,3,c8-12t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-13,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-13 0000.CSV,5f04aae972decdae0951dec79a47ded38897430f44658873de769f8d31f79de6,8scdmfdcfb,3,c8-13,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-14,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-14 0000.CSV,4bf1477f19da8050fac82ef0c6eea192b15591568ebed40528b4b85e9f9ebe28,8scdmfdcfb,3,c8-14,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-15,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-15 0000.CSV,9ebbece92c9994b695ccfa861ce7b872b094f2fa9f8d8da793ab12eac7ec04b1,8scdmfdcfb,3,c8-15,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-16,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-16 0000.CSV,87e1c9c854dfe8d862e7c6792b37da72ee68b93d8aadccdb6e104013fd9be129,8scdmfdcfb,3,c8-16,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-17,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-17 0000.CSV,3d6616a019c0913565194629adc794cd1c51331078e23139d0d86f32b68f30e8,8scdmfdcfb,3,c8-17,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-18,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-18 0000.CSV,ea39bad94a3ef7b47a39954d190eaa314d811b5a3eba174ceefc67d5e522e5bb,8scdmfdcfb,3,c8-18,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-19,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-19 0000.CSV,7bbdbcbe344c4984fd52279d4d6741d6427e8b842fc39de2c3afd5abc6ebf856,8scdmfdcfb,3,c8-19,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-20,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-20 0000.CSV,1489a57d463020f757d1e82868295a9c259b2219b74c68fff7553ea2016963c6,8scdmfdcfb,3,c8-20,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-21,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-21 0000.CSV,99406fd71912978c7e36b49d3d913c39073565c16d4616334996028bb8746f1c,8scdmfdcfb,3,c8-21,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-22,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-22 0000.CSV,9af1994f8d53db8fb7b431b3a61c25f9b19b476d9bfe74e035fb96f4af15a70a,8scdmfdcfb,3,c8-22,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-23,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-23 0000.CSV,f051f56ccbdff6c5a9c7486df97b9e2fee26ce078c101db2d555cefd69ba6cb5,8scdmfdcfb,3,c8-23,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-24,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-24 0000.CSV,d90cc5a5e848c9b2cc856315aa8470e417b464961f3f9f44985cef539308543a,8scdmfdcfb,3,c8-24,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-25,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-25 0000.CSV,a17c3b2f0c63caa5fc99a342f5678bf76cd55fe5da86195b1157916e83a54905,8scdmfdcfb,3,c8-25,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-26,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-26 0000.CSV,f55135765f23df97d76b9882d78c2459c825ee722d1b20545da1d55e7f99074e,8scdmfdcfb,3,c8-26,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-27,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-27 0000.CSV,979b903f6a271d5ad63097d5dfc1aacfc6d434155c98bdfef8fc9796533619a2,8scdmfdcfb,3,c8-27,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-28,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-28 0000.CSV,90378bf87ccf6f4409d55e07070d644a5e913dc5963fecdb511d7fee5fda195e,8scdmfdcfb,3,c8-28,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-29,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-29 0000.CSV,dffc87391f4333b74f4e0752a4fc329bdbec17b05bb2bec971167f874c39a210,8scdmfdcfb,3,c8-29,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-30,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-30 0000.CSV,c0bc1734df76aebc0612960b65ddf96e64b4a0b522274d84fa9aa27372a57d3d,8scdmfdcfb,3,c8-30,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-32,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-32 0000.CSV,e9c25901ee42ec819f8ee1f8610033d8ba1392b6001ba09cef039354494bd2f2,8scdmfdcfb,3,c8-32,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-33,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-33 0000.CSV,aad73fda19ec63407159d23f41fbb339a721914eef72747f7a9c89391d56a19c,8scdmfdcfb,3,c8-33,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-34,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-34 0000.CSV,152220dd4721a528507457d47fc89fa3f5e1f744aac568da79ab5e5c55fe7dee,8scdmfdcfb,3,c8-34,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-35,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-35 0000.CSV,63f0f0a378e8b030d33a967f982d525e42b80fc2351a443b5d95a8ff94adcac9,8scdmfdcfb,3,c8-35,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-36,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-36 0000.CSV,2aaf4cb3be549db4a9f2d48f883dd2584650b2afc3e8a387d4bc8e396bd10425,8scdmfdcfb,3,c8-36,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-37,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-37 0000.CSV,8f9ab2c5a4d59c520c30d0649a12f8ea6c5ab8cda8965584b7bebcd1e589c5a9,8scdmfdcfb,3,c8-37,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-38,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-38 0000.CSV,7de703e0555ecea3d4f027a91d1e4b6ce9632196aff55ef1b41b6eee8149e7ef,8scdmfdcfb,3,c8-38,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-39,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-39 0000.CSV,834b5f5ac58bfc01cc8b7330c87eb489d61baba7004c3924bf1d9f8b83d03271,8scdmfdcfb,3,c8-39,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-40,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-40 0000.CSV,81cd695dd1e0b2a981f264a3d0ccbd74e1f62504ea5809bdf56ddf99d4028529,8scdmfdcfb,3,c8-40,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-41,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-41 0000.CSV,ba8a824cf82919c8071db57955713bb7f8c73dac8d40dcbc689ebdf36e0b1a77,8scdmfdcfb,3,c8-41,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-42,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-42 0000.CSV,bba2c3e5eab9fd6bd951374abfb3c9f4914e6e1d376f1635c7dff36ee93fe069,8scdmfdcfb,3,c8-42,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c8-43,74t7kcdgkr,8scdmfdcfb/v3/4_Compression after impact testing raw data/c8-43 0000.CSV,b3d7c8a9cd39b19b901db65dd53318c01ac613f6132975d7785c799c0f5ba991,8scdmfdcfb,3,c8-43,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-1,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-1 0000.CSV,5e6d9c58cd5a7bafb8908d15ff7281d25ea1b248823c79b0cf2c657938befc8d,8scdmfdcfb,3,q24-1,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-2,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-2 0000.CSV,4b7375410e8724f87deddb37bbbbf3ed6261d367cedc3816ce2e5c08deafd698,8scdmfdcfb,3,q24-2,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-3,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-3 0000.CSV,55e1d34f86136b2ab992b33db9ffd7c115f89fee58d0e0379644f1028a4fdd02,8scdmfdcfb,3,q24-3,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-4,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-4 0000.CSV,6baf46216811f3994dd6e1b96caa9b36ab8131fa33087d3b78e1aa8d548dc435,8scdmfdcfb,3,q24-4,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-5,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-5 0000.CSV,1ba92aaf72557945519c0cf5b2e3fcfe9792c0c1ccbbc93e4170e190320fe158,8scdmfdcfb,3,q24-5,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-6,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-6 0000.CSV,0a8cf3693100ece3f6e3f9d725aa6ae34348f11922b5dd3216349b0f359fa016,8scdmfdcfb,3,q24-6,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-7,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-7 0000.CSV,c7a9ab9ea21a4133ad08ce607940ac8c900564e68cd350df69127c93c7d6c359,8scdmfdcfb,3,q24-7,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-8,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-8 0000.CSV,a984a95ac5ffcc52f8c0a5931321c01fd2c68b294f794bfe0516f6d1e3de4eb1,8scdmfdcfb,3,q24-8,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q24-9,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-9 0000.CSV,eca75e9ef2116291d82de6087d5ea326cf04688adc16df33dfbb28d6dce5d2ad,8scdmfdcfb,3,q24-9,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
