specimen_id,domain_id,primary,status,error,width_mm,thickness_mm,peak_row,extension_at_peak_mm,raw_peak_mpa,published_peak_mpa,signed_error_mpa,absolute_error_mpa,absolute_tolerance_mpa,passed
c16-42,yfxyg8jm46,true,PASS,,50.152666670000002,3.1240000000000001,2827,-0.83625000000000005,322.66843485845459,322.66843485845482,-2.2737367544323206e-13,2.2737367544323206e-13,0.0050000000000000001,true
c16-43,yfxyg8jm46,true,PASS,,50.149999999999999,3.1429999999999998,2067,-0.61499999999999999,238.65533529859044,238.65533529859039,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-44,,false,PASS,,50.136000000000003,3.1499999999999999,2081,-0.54125000000000001,204.60221214170471,204.60221214170471,0,0,0.0050000000000000001,true
c16-45,,false,PASS,,50.155999999999999,3.1200000000000001,1724,-0.45874999999999999,144.03179068485812,144.03179068485809,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c16-46,,false,PASS,,50.149999999999999,3.1400000000000001,1810,-0.48218749999999999,137.42609750366734,137.42609750366731,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c16-47,,false,PASS,,50.155000000000001,3.1200000000000001,2152,-0.65218750000000003,189.16726736859329,189.16726736859329,0,0,0.0050000000000000001,true
c16-48,,false,PASS,,50.165999999999997,3.0899999999999999,2260,-0.65687499999999999,205.4768782528736,205.4768782528736,0,0,0.0050000000000000001,true
c16-49,,false,PASS,,50.167999999999999,3.1000000000000001,2286,-0.65937500000000004,226.70809949537295,226.70809949537289,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-5,yfxyg8jm46,true,PASS,,50.136333329999999,3.0870000000000002,2344,-0.68812499999999999,270.71277973174568,270.7127797317458,-1.1368683772161603e-13,1.1368683772161603e-13,0.0050000000000000001,true
c16-50,,false,PASS,,50.173999999999999,3.0630000000000002,2044,-0.55031249999999998,181.53248503890759,181.53248503890751,8.5265128291212022e-14,8.5265128291212022e-14,0.0050000000000000001,true
c16-51,,false,PASS,,50.161999999999999,3.0579999999999998,1891,-0.51406249999999998,169.34390260317855,169.34390260317849,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-52,,false,PASS,,50.164999999999999,3.0790000000000002,1721,-0.47187499999999999,162.00808200104322,162.00808200104319,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c16-53,,false,PASS,,50.158999999999999,3.0499999999999998,2040,-0.61781249999999999,206.00474098922805,206.004740989228,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-54,,false,PASS,,50.162999999999997,3.0899999999999999,2036,-0.56718749999999996,197.52548439659532,197.52548439659529,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c16-55,,false,PASS,,50.158000000000001,3.0899999999999999,1885,-0.56187500000000001,195.07530959449696,195.07530959449701,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-6,yfxyg8jm46,true,PASS,,50.143666670000002,3.0950000000000002,2020,-0.604375,219.68379943427985,219.68379943427979,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-61,,false,PASS,,50.109999999999999,3.0910000000000002,3936,-1.2168749999999999,474.47992288205023,474.4799228820504,-1.7053025658242404e-13,1.7053025658242404e-13,0.0050000000000000001,true
c16-62,,false,PASS,,50.079999999999998,3.0870000000000002,4257,-1.330938,531.87704984625827,531.87704984625827,0,0,0.0050000000000000001,true
c16-66,,false,PASS,,50.060000000000002,3.0870000000000002,3398,-1.0487500000000001,425.97490073783825,425.97490073783831,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-67,,false,PASS,,50.060000000000002,3.0819999999999999,3972,-1.2246870000000001,487.63271873881126,487.63271873881132,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-7,yfxyg8jm46,true,PASS,,50.146999999999998,3.089,2069,-0.56999999999999995,212.48035792574944,212.48035792574939,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c16-8,yfxyg8jm46,true,PASS,,50.151666669999997,3.0950000000000002,2014,-0.58875,218.18920946418811,218.18920946418811,0,0,0.0050000000000000001,true
c16-9,yfxyg8jm46,true,PASS,,50.152999999999999,3.0950000000000002,1878,-0.52656250000000004,180.33460583151907,180.3346058315191,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-1,,false,PASS,,50.15066667,4.5789999999999997,2465,-0.72281249999999997,230.11571326605599,230.11571326605599,0,0,0.0050000000000000001,true
c24-10,xcmzfsbd9t,true,PASS,,50.15433333,4.5659999999999998,3054,-0.91218750000000004,299.32520684120732,299.32520684120732,0,0,0.0050000000000000001,true
c24-10t,xcmzfsbd9t,true,PASS,,50.164999999999999,4.532,3549,-1.1000000000000001,358.96270902667271,358.96270902667271,0,0,0.0050000000000000001,true
c24-11,xcmzfsbd9t,true,PASS,,50.158333329999998,4.6020000000000003,3329,-1.009063,325.32248490380391,325.32248490380391,0,0,0.0050000000000000001,true
c24-11t,xcmzfsbd9t,true,PASS,,50.161666670000002,4.6230000000000002,5605,-1.7250000000000001,566.05047526205249,566.05047526205249,0,0,0.0050000000000000001,true
c24-12,xcmzfsbd9t,true,PASS,,50.161333329999998,4.6219999999999999,3012,-0.91781250000000003,297.10635200230524,297.10635200230519,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-12t,xcmzfsbd9t,true,PASS,,50.161333329999998,4.5869999999999997,4532,-1.397813,431.89614697875794,431.89614697875788,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-13,xcmzfsbd9t,true,PASS,,50.164666670000003,4.6180000000000003,5553,-1.67625,491.96468151445009,491.96468151445009,0,0,0.0050000000000000001,true
c24-14,xcmzfsbd9t,true,PASS,,50.16866667,4.6219999999999999,5575,-1.7796879999999999,549.68596828302179,549.68596828302191,-1.1368683772161603e-13,1.1368683772161603e-13,0.0050000000000000001,true
c24-15,xcmzfsbd9t,true,PASS,,50.167333329999998,4.5679999999999996,5257,-1.653125,480.89116488570608,480.89116488570602,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-16,xcmzfsbd9t,true,PASS,,50.167333329999998,4.5999999999999996,5049,-1.587188,535.47024223371818,535.47024223371818,0,0,0.0050000000000000001,true
c24-17,xcmzfsbd9t,true,PASS,,50.168333330000003,4.6230000000000002,5195,-1.643438,539.73459160914604,539.73459160914592,1.1368683772161603e-13,1.1368683772161603e-13,0.0050000000000000001,true
c24-18,xcmzfsbd9t,true,PASS,,50.166666669999998,4.6230000000000002,5459,-1.7090620000000001,552.82284227345576,552.82284227345576,0,0,0.0050000000000000001,true
c24-19,,false,PASS,,50.160666669999998,4.633,5701,-1.8174999999999999,592.1373042745048,592.1373042745048,0,0,0.0050000000000000001,true
c24-2,xcmzfsbd9t,true,PASS,,50.146999999999998,4.5949999999999998,2386,-0.70906250000000004,208.41207806611135,208.41207806611129,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-20,xcmzfsbd9t,true,PASS,,50.158999999999999,4.5819999999999999,4814,-1.50875,494.15240591227189,494.15240591227189,0,0,0.0050000000000000001,true
c24-21,xcmzfsbd9t,true,PASS,,50.16566667,4.5810000000000004,5277,-1.660938,535.94123120963889,535.94123120963889,0,0,0.0050000000000000001,true
c24-23,,false,PASS,,50.163666669999998,4.5720000000000001,3926,-1.233438,410.26576851888524,410.2657685188853,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-24,xcmzfsbd9t,true,PASS,,50.162999999999997,4.5810000000000004,3978,-1.25125,405.89551017187569,405.89551017187563,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-25,xcmzfsbd9t,true,PASS,,50.15433333,4.5259999999999998,4195,-1.3062499999999999,426.31755102526847,426.31755102526841,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-26,xcmzfsbd9t,true,PASS,,50.153333330000002,4.5549999999999997,3003,-0.88406249999999997,271.90906541911858,271.90906541911858,0,0,0.0050000000000000001,true
c24-27,xcmzfsbd9t,true,PASS,,50.158666670000002,4.5880000000000001,2924,-0.89906249999999999,284.42056426865912,284.42056426865912,0,0,0.0050000000000000001,true
c24-28,xcmzfsbd9t,true,PASS,,50.15066667,4.5780000000000003,3150,-0.96875,302.8840546653754,302.88405466537552,-1.1368683772161603e-13,1.1368683772161603e-13,0.0050000000000000001,true
c24-29,xcmzfsbd9t,true,PASS,,50.16566667,4.585,5684,-1.7890630000000001,568.2848038076213,568.28480380762119,1.1368683772161603e-13,1.1368683772161603e-13,0.0050000000000000001,true
c24-3,xcmzfsbd9t,true,PASS,,50.143333329999997,4.5880000000000001,2579,-0.77593749999999995,247.69610611070163,247.69610611070161,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-30,xcmzfsbd9t,true,PASS,,50.171333330000003,4.5019999999999998,4942,-1.5700000000000001,515.43446651196678,515.43446651196678,0,0,0.0050000000000000001,true
c24-31,xcmzfsbd9t,true,PASS,,50.170000000000002,4.5899999999999999,5089,-1.5840620000000001,514.96339461082857,514.96339461082857,0,0,0.0050000000000000001,true
c24-32,xcmzfsbd9t,true,PASS,,50.14533333,4.6150000000000002,2316,-0.68187500000000001,214.5376240880727,214.5376240880727,0,0,0.0050000000000000001,true
c24-33,xcmzfsbd9t,true,PASS,,50.164666670000003,4.6109999999999998,2506,-0.73875000000000002,230.41390927889427,230.41390927889421,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-34,xcmzfsbd9t,true,PASS,,50.15366667,4.6269999999999998,3199,-0.97593750000000001,282.21963438150442,282.21963438150442,0,0,0.0050000000000000001,true
c24-35,xcmzfsbd9t,true,PASS,,50.162333330000003,4.5640000000000001,3947,-1.190625,403.48843002720344,403.48843002720338,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-36,xcmzfsbd9t,true,PASS,,50.16266667,4.5919999999999996,3820,-1.192188,376.70758921726917,376.70758921726917,0,0,0.0050000000000000001,true
c24-37,xcmzfsbd9t,true,PASS,,50.165999999999997,4.6100000000000003,3916,-1.200313,381.19106172712668,381.19106172712662,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-39,xcmzfsbd9t,true,PASS,,50.152666670000002,4.6180000000000003,2570,-0.7471875,246.5472307600387,246.5472307600387,0,0,0.0050000000000000001,true
c24-4,,false,PASS,,50.140666670000002,4.5960000000000001,3287,-0.99437500000000001,324.84491496136286,324.84491496136292,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-40,xcmzfsbd9t,true,PASS,,50.158666670000002,4.5590000000000002,2583,-0.77437500000000004,240.44941079164948,240.44941079164951,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-41,xcmzfsbd9t,true,PASS,,50.168999999999997,4.5979999999999999,2538,-0.72062499999999996,220.27547758519663,220.2754775851966,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-42,xcmzfsbd9t,true,PASS,,50.16033333,4.6189999999999998,3030,-0.91249999999999998,301.55390911948552,301.55390911948558,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-43,xcmzfsbd9t,true,PASS,,50.16333333,4.6189999999999998,3097,-0.94312499999999999,301.3672332269399,301.3672332269399,0,0,0.0050000000000000001,true
c24-44,xcmzfsbd9t,true,PASS,,50.161666670000002,4.6280000000000001,3398,-1.034375,308.22854560191308,308.22854560191308,0,0,0.0050000000000000001,true
c24-45,xcmzfsbd9t,true,PASS,,50.16033333,4.5730000000000004,3736,-1.1431249999999999,351.86076609199603,351.86076609199603,0,0,0.0050000000000000001,true
c24-46,xcmzfsbd9t,true,PASS,,50.155999999999999,4.5410000000000004,2780,-0.84312500000000001,271.08638401194219,271.08638401194219,0,0,0.0050000000000000001,true
c24-47,xcmzfsbd9t,true,PASS,,50.167999999999999,4.5510000000000002,4826,-1.4893749999999999,480.59384016178939,480.59384016178939,0,0,0.0050000000000000001,true
c24-48,xcmzfsbd9t,true,PASS,,50.149999999999999,4.5460000000000003,2881,-0.8878125,300.73659356291006,300.73659356291012,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-49,xcmzfsbd9t,true,PASS,,50.166333330000001,4.5510000000000002,3635,-1.11375,364.40114057101778,364.40114057101778,0,0,0.0050000000000000001,true
c24-5,xcmzfsbd9t,true,PASS,,50.149333329999997,4.5270000000000001,3077,-0.91718750000000004,310.39942593316317,310.39942593316317,0,0,0.0050000000000000001,true
c24-50,xcmzfsbd9t,true,PASS,,50.155666670000002,4.4820000000000002,2876,-0.85875000000000001,292.1376667995749,292.1376667995749,0,0,0.0050000000000000001,true
c24-51,xcmzfsbd9t,true,PASS,,50.143000000000001,4.5499999999999998,3086,-0.92874999999999996,263.29236844164154,263.2923684416416,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-52,xcmzfsbd9t,true,PASS,,50.138333330000002,4.5899999999999999,2791,-0.77937500000000004,252.29761930493456,252.29761930493461,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-53,xcmzfsbd9t,true,PASS,,50.15366667,4.5800000000000001,2696,-0.79843750000000002,242.29573743057736,242.29573743057739,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-54,xcmzfsbd9t,true,PASS,,50.161999999999999,4.5990000000000002,3222,-0.95874999999999999,297.09817599111085,297.09817599111079,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-55,xcmzfsbd9t,true,PASS,,50.15666667,4.5339999999999998,2689,-0.80093749999999997,254.73645302423859,254.73645302423861,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-56,xcmzfsbd9t,true,PASS,,50.15733333,4.6040000000000001,2491,-0.73750000000000004,230.256671013469,230.256671013469,0,0,0.0050000000000000001,true
c24-57,xcmzfsbd9t,true,PASS,,50.150333330000002,4.6299999999999999,2750,-0.82125000000000004,260.62298106065464,260.62298106065458,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-58,xcmzfsbd9t,true,PASS,,50.154000000000003,4.6200000000000001,2897,-0.87562499999999999,263.08989955957298,263.08989955957298,0,0,0.0050000000000000001,true
c24-59,xcmzfsbd9t,true,PASS,,50.160666669999998,4.6299999999999999,3025,-0.91312499999999996,285.09232663088716,285.09232663088721,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-6,xcmzfsbd9t,true,PASS,,50.14766667,4.609,3040,-0.9403125,291.26531172278737,291.26531172278737,0,0,0.0050000000000000001,true
c24-60,,false,PASS,,50.158999999999999,4.8700000000000001,2160,-0.64718750000000003,183.09977556790355,183.09977556790349,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-61,,false,PASS,,50.159999999999997,4.6299999999999999,2408,-0.71375,213.78005070599139,213.78005070599141,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-62,,false,PASS,,50.164999999999999,4.6200000000000001,2247,-0.66062500000000002,196.59150776463642,196.59150776463639,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-63,,false,PASS,,50.165999999999997,4.6200000000000001,2114,-0.53718750000000004,163.92417002391883,163.9241700239188,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-64,,false,PASS,,50.167000000000002,4.6299999999999999,2429,-0.69968750000000002,212.4384038951371,212.4384038951371,0,0,0.0050000000000000001,true
c24-65,,false,PASS,,50.170000000000002,4.6299999999999999,2580,-0.73375000000000001,217.94150428499904,217.94150428499901,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-66,,false,PASS,,50.177,4.6280000000000001,2553,-0.72999999999999998,200.10730725418708,200.10730725418711,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-67,,false,PASS,,50.165999999999997,4.6210000000000004,2771,-0.6903125,205.13889127223345,205.13889127223351,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-68,,false,PASS,,50.176000000000002,4.6159999999999997,2409,-0.676875,200.93514762179245,200.9351476217924,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-69,,false,PASS,,50.173000000000002,4.6200000000000001,2527,-0.70906250000000004,215.2657864395253,215.2657864395253,0,0,0.0050000000000000001,true
c24-6t,xcmzfsbd9t,true,PASS,,50.132666669999999,4.6890000000000001,3115,-0.88156250000000003,264.84558091685727,264.84558091685727,0,0,0.0050000000000000001,true
c24-7,xcmzfsbd9t,true,PASS,,50.140666670000002,4.6230000000000002,2703,-0.7890625,250.28278434315047,250.2827843431505,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-70,,false,PASS,,50.165999999999997,4.6299999999999999,2516,-0.72499999999999998,224.01329529805537,224.01329529805531,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-71,,false,PASS,,50.167000000000002,4.6299999999999999,2325,-0.66843750000000002,213.38018275977672,213.38018275977669,2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-73,,false,PASS,,50.109999999999999,4.6379999999999999,5177,-1.639688,527.08534540096309,527.08534540096309,0,0,0.0050000000000000001,true
c24-74,,false,PASS,,50.109999999999999,4.6479999999999997,5062,-1.5774999999999999,512.50061826116803,512.50061826116803,0,0,0.0050000000000000001,true
c24-75,,false,PASS,,50.100000000000001,4.6459999999999999,5242,-1.665313,544.57518454266665,544.57518454266665,0,0,0.0050000000000000001,true
c24-8,xcmzfsbd9t,true,PASS,,50.14233333,4.617,2638,-0.75468749999999996,216.31351063839077,216.3135106383908,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-8t,xcmzfsbd9t,true,PASS,,50.164999999999999,4.6980000000000004,3275,-0.99250000000000005,319.36170874513425,319.36170874513431,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c24-9,xcmzfsbd9t,true,PASS,,50.149999999999999,4.625,2596,-0.77781250000000002,248.41022877314006,248.41022877314009,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c24-9t,xcmzfsbd9t,true,PASS,,50.140333329999997,4.6689999999999996,2891,-0.88843749999999999,278.25362469317793,278.25362469317793,0,0,0.0050000000000000001,true
c8-10t,74t7kcdgkr,true,PASS,,50.134999999999998,1.5149999999999999,1891,-0.47031250000000002,204.17233206316547,204.1723320631655,-2.8421709430404007e-14,2.8421709430404007e-14,0.0050000000000000001,true
c8-11,74t7kcdgkr,true,PASS,,50.140999999999998,1.5269999999999999,1556,-0.41875000000000001,196.72748128600858,196.7274812860085,8.5265128291212022e-14,8.5265128291212022e-14,0.0050000000000000001,true
c8-11t,,false,PASS,,50.147333330000002,1.5329999999999999,2036,-0.5809375,262.59868151256472,262.59868151256472,0,0,0.0050000000000000001,true
c8-12,74t7kcdgkr,true,PASS,,50.146333329999997,1.544,1556,-0.43312499999999998,197.97144555146275,197.97144555146281,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c8-12t,74t7kcdgkr,true,PASS,,50.14533333,1.542,2292,-0.60562499999999997,258.14637957300965,258.14637957300971,-5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c8-13,74t7kcdgkr,true,PASS,,50.140999999999998,1.542,2417,-0.69718749999999996,266.55538256306585,266.55538256306579,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c8-14,74t7kcdgkr,true,PASS,,50.15133333,1.5489999999999999,2310,-0.66937500000000005,264.99443180510247,264.99443180510241,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c8-15,74t7kcdgkr,true,PASS,,50.144333330000002,1.5189999999999999,2255,-0.67656249999999996,275.70183656935114,275.70183656935109,5.6843418860808015e-14,5.6843418860808015e-14,0.0050000000000000001,true
c8-16,74t7kcdgkr,true,PASS,,50.139666669999997,1.5329999999999999,1974,-0.57125000000000004,264.16344068530248,264.16344068530248,0,0,0.0050000000000000001,true
c8-17,74t7kcdgkr,true,PASS,,50.139000000000003,1.544,2238,-0.65281250000000002,274.49596856490251,274.49596856490263,-1.1368683772161603e-13,1.1368683772161603e-13,0.0050000000000000001,true
c8-18,74t7kcdgkr,true,PASS,,50.133333329999999,1.546,2404,-0.69843750000000004,270.34150847493999,270.34150847493999,0,0,0.0050000000000000001,true
c8-19,74t7kcdgkr,true,PASS,,50.136000000000003,1.55,2104,-0.61531250000000004,254.65009368067243,254.65009368067251,-8.5265128291212022e-14,8.5265128291212022e-14,0.0050000000000000001,true
c8-2,74t7kcdgkr,true,PASS,,50.171999999999997,1.5289999999999999,1588,-0.35531249999999998,163.86159407582977,163.86159407582969,8.5265128291212022e-14,8.5265128291212022e-14,0.0050000000000000001,true
