replicate,reference_mode,control_mode,control_minus_reference_regret,reference_minus_control_utility
262,spatial_real,deepsets_real,-0.00009461376561072851,-0.00009461376561072853
263,spatial_real,deepsets_real,9.32999753528417e-6,9.329997535284105e-6
264,spatial_real,deepsets_real,-1.1513539717583159e-6,-1.151353971759906e-6
265,spatial_real,deepsets_real,-0.00011261604807522955,-0.00011261604807523029
266,spatial_real,deepsets_real,0.00007650269310141451,0.0000765026931014152
267,spatial_real,deepsets_real,-0.00004021753078073195,-0.00004021753078073079
268,spatial_real,deepsets_real,-7.505911684420041e-6,-7.505911684418396e-6
269,spatial_real,deepsets_real,0.00005403745496973707,0.000054037454969736335
270,spatial_real,deepsets_real,0.000012381747599348134,0.000012381747599348425
271,spatial_real,deepsets_real,0.0000661515839405916,0.00006615158394059213
272,spatial_real,deepsets_real,-0.000040968305370820954,-0.00004096830537082054
273,spatial_real,deepsets_real,-0.0001172165344449037,-0.00011721653444490356
274,spatial_real,deepsets_real,-0.00006948717435302364,-0.00006948717435302326
275,spatial_real,deepsets_real,-0.00009944463616879476,-0.00009944463616879381
276,spatial_real,deepsets_real,0.00003389514492395211,0.00003389514492395309
277,spatial_real,deepsets_real,-0.00006425777470478137,-0.00006425777470478215
278,spatial_real,deepsets_real,8.986053705815726e-6,8.986053705816046e-6
279,spatial_real,deepsets_real,-0.00002472177390774501,-0.000024721773907745163
280,spatial_real,deepsets_real,-0.000013108956137244132,-0.000013108956137244708
281,spatial_real,deepsets_real,0.00005259730447044105,0.00005259730447044086
282,spatial_real,deepsets_real,-0.0000994837035173454,-0.00009948370351734468
283,spatial_real,deepsets_real,0.00016618747034577065,0.00016618747034577097
284,spatial_real,deepsets_real,-0.00004883934549463337,-0.000048839345494632996
285,spatial_real,deepsets_real,0.0000668283122293737,0.0000668283122293741
286,spatial_real,deepsets_real,-0.000032541642748075764,-0.00003254164274807698
287,spatial_real,deepsets_real,0.00009249163900240578,0.00009249163900240567
288,spatial_real,deepsets_real,-0.000014612311390687326,-0.000014612311390687578
289,spatial_real,deepsets_real,-0.000010879381437061577,-0.000010879381437062325
290,spatial_real,deepsets_real,0.000014132971362034822,0.00001413297136203476
291,spatial_real,deepsets_real,-0.000011290209960976584,-0.000011290209960978288
292,spatial_real,deepsets_real,3.9581408997074974e-7,3.9581408997086266e-7
293,spatial_real,deepsets_real,0.0000891907027470466,0.00008919070274704615
294,spatial_real,deepsets_real,0.00010959905666705517,0.00010959905666705511
295,spatial_real,deepsets_real,-2.6859294025976623e-6,-2.6859294025966506e-6
296,spatial_real,deepsets_real,-0.00001159608386447295,-0.000011596083864473826
297,spatial_real,deepsets_real,0.000057929843515731765,0.00005792984351573231
298,spatial_real,deepsets_real,0.00003579404671994289,0.000035794046719942656
299,spatial_real,deepsets_real,-7.719755182130443e-6,-7.719755182130356e-6
300,spatial_real,deepsets_real,-0.0000379910004933527,-0.00003799100049335319
301,spatial_real,deepsets_real,0.000015963757012835724,0.000015963757012834972
302,spatial_real,deepsets_real,0.00012255630342847818,0.0001225563034284792
303,spatial_real,deepsets_real,0.00004040176120922971,0.00004040176120923009
304,spatial_real,deepsets_real,5.1109711829832915e-6,5.110971182984493e-6
305,spatial_real,deepsets_real,-0.00004609532963752624,-0.00004609532963752582
306,spatial_real,deepsets_real,0.00012028929613228795,0.0001202892961322897
307,spatial_real,deepsets_real,-0.00006668336956291265,-0.00006668336956291303
308,spatial_real,deepsets_real,0.0000364581631976035,0.0000364581631976049
309,spatial_real,deepsets_real,-0.00002250003138230614,-0.000022500031382307128
310,spatial_real,deepsets_real,-4.872449039025964e-6,-4.872449039026483e-6
311,spatial_real,deepsets_real,-0.000015043419555961618,-0.000015043419555962268
312,spatial_real,deepsets_real,0.0000541528545700889,0.000054152854570088704
313,spatial_real,deepsets_real,-0.000028626319774777895,-0.00002862631977477738
314,spatial_real,deepsets_real,-0.000031292372083382806,-0.000031292372083384196
315,spatial_real,deepsets_real,3.156682292628753e-7,3.1566822926373366e-7
316,spatial_real,deepsets_real,3.014667807567315e-6,3.01466780756708e-6
317,spatial_real,deepsets_real,0.000056655491330358417,0.00005665549133035925
318,spatial_real,deepsets_real,0.000011570550478171536,0.00001157055047817174
319,spatial_real,deepsets_real,0.00004664711952305009,0.000046647119523049114
320,spatial_real,deepsets_real,-0.00008517812415592685,-0.00008517812415592654
321,spatial_real,deepsets_real,-7.406279467404968e-6,-7.406279467404618e-6
322,spatial_real,deepsets_real,-0.00016273896972883334,-0.00016273896972883345
323,spatial_real,deepsets_real,-0.000028412229426924448,-0.000028412229426924563
324,spatial_real,deepsets_real,-0.00006588890485452788,-0.00006588890485452811
325,spatial_real,deepsets_real,-0.000048386060162771846,-0.000048386060162770904
326,spatial_real,deepsets_real,6.810186797594209e-6,6.810186797593707e-6
327,spatial_real,deepsets_real,-0.000023032409339677692,-0.000023032409339677797
328,spatial_real,deepsets_real,0.000027001574609404496,0.00002700157460940413
329,spatial_real,deepsets_real,0.00001359542502462017,0.000013595425024620107
330,spatial_real,deepsets_real,-0.00004248665697936197,-0.00004248665697936222
331,spatial_real,deepsets_real,0.000034788056563220836,0.000034788056563221513
332,spatial_real,deepsets_real,0.00009808564420933149,0.00009808564420933222
333,spatial_real,deepsets_real,-0.00002888134385306493,-0.000028881343853064606
334,spatial_real,deepsets_real,-0.00003558202438779286,-0.0000355820243877926
335,spatial_real,deepsets_real,-0.00014868790748487725,-0.00014868790748487725
336,spatial_real,deepsets_real,0.000019566405765957955,0.00001956640576595853
337,spatial_real,deepsets_real,-0.000059736071848848965,-0.00005973607184884996
338,spatial_real,deepsets_real,-0.000057211025103502906,-0.00005721102510350243
339,spatial_real,deepsets_real,-8.22476663199107e-6,-8.224766631990914e-6
340,spatial_real,deepsets_real,-0.00006131552184396865,-0.00006131552184396891
341,spatial_real,deepsets_real,-0.00005170779627781027,-0.00005170779627780909
342,spatial_real,deepsets_real,-4.3331355950290114e-6,-4.333135595030907e-6
343,spatial_real,deepsets_real,-0.00012805895022200732,-0.00012805895022200735
344,spatial_real,deepsets_real,-0.0000833246399012082,-0.00008332463990120757
345,spatial_real,deepsets_real,-6.746087229757454e-6,-6.74608722975955e-6
346,spatial_real,deepsets_real,-0.00011049234405580896,-0.0001104923440558105
347,spatial_real,deepsets_real,-0.00003972549143823068,-0.00003972549143823097
348,spatial_real,deepsets_real,0.00014662300326050582,0.00014662300326050568
349,spatial_real,deepsets_real,4.29976577119226e-6,4.299765771191348e-6
350,spatial_real,deepsets_real,-0.000028355218940302972,-0.000028355218940302213
351,spatial_real,deepsets_real,-0.000025699324819421335,-0.000025699324819421115
352,spatial_real,deepsets_real,0.00007236664382287196,0.00007236664382287276
353,spatial_real,deepsets_real,-0.00008216992804505573,-0.00008216992804505605
354,spatial_real,deepsets_real,0.000017254242455955308,0.000017254242455953827
355,spatial_real,deepsets_real,0.000026563510447183646,0.000026563510447183463
356,spatial_real,deepsets_real,0.00009233796110894785,0.00009233796110894683
357,spatial_real,deepsets_real,7.990762952456385e-6,7.990762952458131e-6
358,spatial_real,deepsets_real,-0.00003911433423413353,-0.0000391143342341325
359,spatial_real,deepsets_real,0.0000518966710575782,0.00005189667105757654
360,spatial_real,deepsets_real,-0.000028245392519297394,-0.000028245392519298177
361,spatial_real,deepsets_real,0.00014062740910904115,0.00014062740910903953
362,spatial_real,deepsets_real,0.00008939706355509264,0.00008939706355509285
363,spatial_real,deepsets_real,0.000033059336640100266,0.00003305933664010104
364,spatial_real,deepsets_real,0.000042457851944364675,0.000042457851944363936
365,spatial_real,deepsets_real,0.000026874033079532685,0.000026874033079534826
366,spatial_real,deepsets_real,0.000011991380550778648,0.000011991380550779576
367,spatial_real,deepsets_real,-0.00006892199162862774,-0.00006892199162862694
368,spatial_real,deepsets_real,0.00007720102636754918,0.00007720102636754948
369,spatial_real,deepsets_real,-0.00009002622084325542,-0.00009002622084325661
370,spatial_real,deepsets_real,-0.00008394372414286064,-0.00008394372414286093
371,spatial_real,deepsets_real,0.00011451298670079463,0.00011451298670079468
372,spatial_real,deepsets_real,0.000042473571330783076,0.00004247357133078306
373,spatial_real,deepsets_real,-0.000040097748374894396,-0.000040097748374894416
374,spatial_real,deepsets_real,0.00005385830228711441,0.000053858302287115375
375,spatial_real,deepsets_real,-0.00009530677758222185,-0.00009530677758222223
376,spatial_real,deepsets_real,-0.000018590881622958418,-0.000018590881622959055
377,spatial_real,deepsets_real,-0.00010719942004395559,-0.00010719942004395657
378,spatial_real,deepsets_real,0.0000307342873420071,0.00003073428734200743
379,spatial_real,deepsets_real,7.82717038467212e-6,7.827170384670724e-6
380,spatial_real,deepsets_real,0.000014727199823317294,0.000014727199823317213
381,spatial_real,deepsets_real,0.000011239495881013029,0.000011239495881012234
