effect,specimen_key,dataset_id,capture_group_id,paired_gain_mpa
vlm_early,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,-22.0827927856244
vlm_early,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,17.49528536803173
vlm_early,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,-24.344984672991625
vlm_early,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,-1.677015766026841
vlm_early,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,4.150399759948508
vlm_early,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,-0.4632595918770477
vlm_early,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,-0.0021686239773952565
vlm_early,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,-12.022849401550928
vlm_early,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,9.697068229697933
vlm_early,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,10.465846724643825
vlm_early,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,0.5192359418037871
vlm_early,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,3.1938166367870053
vlm_early,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,7.151859248784209
vlm_early,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,-11.147465646242573
spatial,74t7kcdgkr:c8-12,74t7kcdgkr,cg_306e4a499acc46c1,-0.8014277621839199
spatial,74t7kcdgkr:c8-13,74t7kcdgkr,cg_f6941b7d17a6b65f,-51.924778818196245
spatial,74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,20.501261694191477
spatial,74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,1.4504796135354923
spatial,74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,-2.261141546718733
spatial,74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,-8.387664739246318
spatial,74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,-2.6414848869368885
spatial,74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,1.0153974062815365
spatial,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,1.0393556522109861
spatial,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,-4.559164721644809
spatial,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,26.627639811761355
spatial,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,7.433602046729732
spatial,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,-4.020399728555551
spatial,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,-8.855896356978612
spatial,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,0.19742409833251884
spatial,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,4.909619612391381
spatial,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,-3.264939751009294
spatial,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,-0.6263253120433241
spatial,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,6.298979107690826
spatial,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,-4.700883571324155
spatial,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,20.28605123548197
spatial,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,3.555075540715549
spatial,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,-0.9104752969076269
spatial,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,-0.9346315765296964
spatial,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,-6.1923198041487275
spatial,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,7.5813865010116785
spatial,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,5.16277391469977
spatial,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,3.1557165171154367
spatial,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,7.410974457427713
spatial,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,3.482414325127589
spatial,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,-3.859008203060604
spatial,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,-7.341008911870681
spatial,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,-6.705530683209517
spatial,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,5.236741637613413
spatial,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,-0.7278842217755468
spatial,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,-5.28904608631229
spatial,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,11.944086173510648
spatial,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,-0.26684683528389996
spatial,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,-10.411884127301509
spatial,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,4.418429918600481
spatial,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,1.6307797170442644
spatial,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,-2.2765219947654884
spatial,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,-0.04874973798953697
spatial,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,12.090131386441318
spatial,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,-1.086128900588534
spatial,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,-23.66150780085509
spatial,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,-4.877315928661139
spatial,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,3.955139245883176
spatial,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,10.21978673850878
spatial,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,2.428588184591888
