specimen_key,state_id,normal_action,zero_prior_action,top1_changed,tvd,top5_overlap,classification
74t7kcdgkr:c8-16,s07_cec6bed36685,36,36,False,0.010675621581865389,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
74t7kcdgkr:c8-16,s08_154b805610bd,36,36,False,0.011723708187584751,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s00_190dcec63040,27,49,True,0.02154171882936324,4,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s01_edb9756f43f7,49,49,False,0.01589684482092216,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s02_676163b69261,0,0,False,0.015993459379464912,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s03_6ca2f74b8abd,40,40,False,0.019102434629735106,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s04_bdc89390b5eb,7,7,False,0.026723498162446874,4,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s05_63834e55e921,49,49,False,0.022041953015879544,4,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s06_03bb3070f458,49,49,False,0.022351864966303488,4,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s07_c30ca7e90035,49,49,False,0.023550698018310612,4,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
w68dtmpfyf:q16-29,s08_a6a02ff51f83,49,49,False,0.026407996100976404,4,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
xcmzfsbd9t:c24-9t,s00_3a313614afe2,36,36,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
xcmzfsbd9t:c24-9t,s01_f7645c2f1bde,27,27,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
xcmzfsbd9t:c24-9t,s02_1e5e688a9570,35,35,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
xcmzfsbd9t:c24-9t,s03_3a0aafeb3c3c,29,29,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
xcmzfsbd9t:c24-9t,s04_738efdcc27aa,8,8,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
xcmzfsbd9t:c24-9t,s05_d06055ba2bb3,36,36,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
xcmzfsbd9t:c24-9t,s06_7313a2997956,35,35,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
xcmzfsbd9t:c24-9t,s07_30d327b8110c,32,32,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
xcmzfsbd9t:c24-9t,s08_aa6cff6a8d80,32,32,False,0.0,5,NO_NUMERIC_PRIOR_SENSITIVITY
yfxyg8jm46:c16-24,s00_31ec27e6a2bb,5,62,True,0.021232352455735695,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
yfxyg8jm46:c16-24,s01_014ee29efcaa,62,62,False,0.014580334397492019,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
yfxyg8jm46:c16-24,s02_631a1086733a,48,48,False,0.016208669879562793,4,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
yfxyg8jm46:c16-24,s03_6b3ec5aecbaa,32,60,True,0.007844231050320932,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
yfxyg8jm46:c16-24,s04_1016d287ee48,63,63,False,0.009407500537234992,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
yfxyg8jm46:c16-24,s05_1814b0959b95,62,62,False,0.02148576081138965,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
yfxyg8jm46:c16-24,s06_27d1247921e4,62,62,False,0.021824373663697737,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
yfxyg8jm46:c16-24,s07_c19dda26fb5c,62,62,False,0.014466650540959391,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
yfxyg8jm46:c16-24,s08_80df8e27bde9,62,62,False,0.016067005645962727,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s00_d810eeab3792,37,8,True,0.015676898570590667,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s01_b4494e6ca46c,8,8,False,0.01137330556692039,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s02_ea62032d48bb,24,24,False,0.012024788279282696,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s03_10cf2dfe3b7a,56,56,False,0.015705296043764982,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s04_67ac3fc3a518,19,19,False,0.020331004350982475,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s05_46a05e6938b9,8,8,False,0.016768724803763502,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s06_80d2a5b920b1,8,8,False,0.016297370797227546,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s07_7f8ac9313a0c,8,8,False,0.014042804686889041,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
ykhs7s2dck:q8-22,s08_f5f976d316b5,8,8,False,0.015837493346529036,5,PRIOR_CHANNEL_SENSITIVE_AT_FIXED_STATE
