specimen_id,dataset_id,uniform_auebc,mechanical_auebc,auebc_reduction,uniform_mae_0p125,mechanical_mae_0p125
c8-21,74t7kcdgkr,0.0016654024298132595,0.0024046588891086518,-0.0007392564592953923,0.007439841587219442,0.014622784050232762
c24-35,xcmzfsbd9t,0.006597917411245498,0.007433089409208012,-0.0008351719979625138,0.03577109301555126,0.049352358534699325
q24-6,cgtnjyggtm,0.010156645856934661,0.011163203220898381,-0.0010065573639637202,0.07330707758334254,0.06574903273370225
c24-43,xcmzfsbd9t,0.005173794150332773,0.006195944963650009,-0.001022150813317236,0.004033628621010976,0.039000727603997865
q16-5,w68dtmpfyf,0.002755681346667982,0.0038367169628569786,-0.0010810356161889967,0.015390911100203186,0.02664542383005064
q16-16,w68dtmpfyf,0.002328724927920387,0.0034205808546082656,-0.0010918559266878784,0.009419335007166962,0.025664550550535736
c16-10,yfxyg8jm46,0.007453867026586068,0.008834722879940901,-0.0013808558533548333,0.0259996444607693,0.0710829191484787
q16-36,w68dtmpfyf,0.0036739155938638503,0.005390840012508488,-0.001716924418644638,0.013787565008447578,0.04063802862777566
q8-36,ykhs7s2dck,0.0032150629417317528,0.005062536511231442,-0.0018474735694996892,0.001213978566273477,0.03553821793489931
q24-21,cgtnjyggtm,0.0032192584408791847,0.0051184420037803935,-0.0018991835629012088,0.0051728280786420555,0.05111260924791927
c8-34,74t7kcdgkr,0.00896866906594624,0.011057734773631206,-0.0020890657076849655,0.057631210478135686,0.07648152386450391
c8-27,74t7kcdgkr,0.0035047372564109575,0.0057485432113774226,-0.002243805954966465,0.018108380245085653,0.03559881622943872
q8-21,ykhs7s2dck,0.0032530011905240706,0.005505607518231188,-0.0022526063277071174,0.01447105302575824,0.038910892465904734
q24-12,cgtnjyggtm,0.008475828513046428,0.010863702085365395,-0.002387873572318967,0.054222759991436775,0.036656684869367684
c16-37,yfxyg8jm46,0.003930046614144275,0.006401685845555881,-0.0024716392314116063,0.013043082961649577,0.05730386112633257
c24-12,xcmzfsbd9t,0.007667628236689758,0.010226347534795637,-0.0025587192981058786,0.07224718699425009,0.08328224262295664
q16-15,w68dtmpfyf,0.0011259898370934822,0.0036860017216184746,-0.0025600118845249924,0.0016802764355630107,0.03108866675155908
c8-12,74t7kcdgkr,0.005203224025987703,0.007766781891105074,-0.002563557865117371,0.01571261496132137,0.05119035076997702
q24-26,cgtnjyggtm,0.004963166299393805,0.007585766295935121,-0.0026225999965413162,0.04009447108225006,0.05341787996247571
q8-40,ykhs7s2dck,0.008090094960300083,0.010714437212802266,-0.0026243422525021824,0.015942937153671344,0.07064349072193388
c24-50,xcmzfsbd9t,0.007491511021371806,0.010272962442591772,-0.002781451421219966,0.041803068940719945,0.07238205188276808
c24-41,xcmzfsbd9t,0.004840494164601727,0.007653110066447633,-0.002812615901845906,0.009028156780210794,0.049004084138340065
c24-3,xcmzfsbd9t,0.0074564501862736865,0.010406008942332876,-0.0029495587560591898,0.025877335800295886,0.10043660868412352
c8-3,74t7kcdgkr,0.00470484719007842,0.00796173691282995,-0.0032568897227515294,0.019965322821102416,0.056802221490001914
q24-16,cgtnjyggtm,0.007169845026281405,0.010696681867917952,-0.003526836841636547,0.008706957356368283,0.06742596820966917
q24-24,cgtnjyggtm,0.002295833366352213,0.005873834537745634,-0.003578001171393421,0.012791848538576844,0.06595508567441277
c24-34,xcmzfsbd9t,0.003214659752465142,0.007292626604340288,-0.004077966851875146,0.021532809596262692,0.04901908856229409
q24-9,cgtnjyggtm,0.004086607001952533,0.008341699824594687,-0.004255092822642154,0.03764814165372066,0.030491454542319163
q24-18,cgtnjyggtm,0.016219299048609012,0.02102511941945573,-0.004805820370846717,0.0723908888204956,0.11516335520139953
q24-15,cgtnjyggtm,0.00963910590835397,0.014524448654505674,-0.004885342746151704,0.005408597361044709,0.06587271987184962
q8-1,ykhs7s2dck,0.0028436561938390507,0.007750629484551701,-0.00490697329071265,2.1372620082060756e-05,0.05354403161697374
q8-10,ykhs7s2dck,0.00255102806133453,0.007478331362405019,-0.004927303301070489,0.005625336132191183,0.049033862704689124
q24-13,cgtnjyggtm,0.005772945650492439,0.010747158752476588,-0.0049742131019841485,0.025653440115489534,0.06661435937553062
q8-35,ykhs7s2dck,0.002603091070127267,0.0076609526407802105,-0.005057861570652944,0.01037853156836488,0.060701199382340865
c8-8t,74t7kcdgkr,0.0017011456458603143,0.00700855663009782,-0.005307410984237506,0.007201344675384691,0.056043054593515995
q16-7,w68dtmpfyf,0.005902599195762932,0.011227051423139327,-0.005324452227376396,0.051948708282956724,0.0996026629637149
q8-38,ykhs7s2dck,0.0006757009695275949,0.0060931336054389305,-0.0054174326359113355,0.0001549876875641676,0.048120351332440636
c24-8,xcmzfsbd9t,0.004527118239910685,0.01002645331339513,-0.005499335073484445,0.008828523919826137,0.08244261952395371
c8-32,74t7kcdgkr,0.0031229464184758197,0.008808478501242457,-0.005685532082766637,0.017587262072416676,0.06218663227247312
c24-6,xcmzfsbd9t,0.0035390797092451493,0.009675547218620153,-0.006136467509375004,0.025686872565091057,0.08469466583783303
q24-10,cgtnjyggtm,0.0029988707472494523,0.009540953537560955,-0.006542082790311503,0.004223814073024745,0.040805856414245945
c24-37,xcmzfsbd9t,0.001518839250515245,0.00808879815910391,-0.006569958908588665,0.011108766738964104,0.05302670875916393
c24-11,xcmzfsbd9t,0.006388194098081357,0.013290830732514306,-0.006902636634432949,0.06062673000500074,0.11114929608136115
q8-9,ykhs7s2dck,0.0014130874711361496,0.008866057097971263,-0.007452969626835114,0.0013803204020711446,0.06420681574977649
c16-38,yfxyg8jm46,0.005174950683798623,0.012695635327288287,-0.007520684643489664,0.01869651028391528,0.08268747830609313
c8-37,74t7kcdgkr,0.000797403971792305,0.008631196975794586,-0.007833793004002281,0.004041310777214813,0.062288769549112
c24-5,xcmzfsbd9t,0.0029791472064464985,0.012974263230312689,-0.00999511602386619,0.018010951466879144,0.11224036828554179
c16-8,yfxyg8jm46,0.0046538428446825115,0.015103542602872106,-0.010449699758189594,0.04045996505774996,0.12369535975610907
c24-8t,xcmzfsbd9t,0.001619494736830842,0.01293301126054327,-0.011313516523712428,0.0022560259411480432,0.10571351444178329
