schema_version,hypothesis,task,evaluation_mode,metric,treatment,comparator,formal_estimate,formal_ci_lower,formal_ci_upper,proxy_diagnostic_estimate,proxy_diagnostic_ci_lower,proxy_diagnostic_ci_upper,physical_specimen_n,domain_n,formal_specimen_n,formal_domain_n,multiple_comparison,conclusion,evidence_status
1,SYSTEM,LOCATE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B6,B7,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,ANYTIME_REPORT,AUSC,B6,B7,,,,0.003563743692466879,-0.004161430477443585,0.01292996768620356,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B3,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,LOCATE,AUTONOMOUS_REPORT,AUSC,B3,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B3,B1,,,,-0.18333333333333335,-0.2833333333333333,-0.09999999999999999,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,LOCATE,AUTONOMOUS_REPORT,AUSC,B3,B1,,,,-0.18286137670806313,-0.28263050884712604,-0.09969238377843719,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B3,B2,,,,-0.15000000000000002,-0.25,-0.06666666666666667,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,LOCATE,AUTONOMOUS_REPORT,AUSC,B3,B2,,,,-0.14974971608601675,-0.24954540150932333,-0.06656694050628274,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B5,B3,,,,0.016666666666666666,0.0,0.049999999999999996,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2,LOCATE,AUTONOMOUS_REPORT,AUSC,B5,B3,,,,0.016563798219584567,0.0,0.04969139465875371,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2_CONTROL,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B4,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2_CONTROL,LOCATE,AUTONOMOUS_REPORT,AUSC,B4,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H3,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B6,B5,,,,0.03333333333333333,-0.03333333333333333,0.09999999999999999,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H3,LOCATE,AUTONOMOUS_REPORT,AUSC,B6,B5,,,,0.033131809356339526,-0.033124922152617496,0.09939121515184819,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B5,B4,,,,0.016666666666666666,0.0,0.049999999999999996,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,AUTONOMOUS_REPORT,AUSC,B5,B4,,,,0.016563798219584567,0.0,0.04969139465875371,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B5,B7,,,,0.016666666666666666,0.0,0.049999999999999996,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,AUTONOMOUS_REPORT,AUSC,B5,B7,,,,0.016563798219584567,0.0,0.04969139465875371,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B6,B4,,,,0.05000000000000001,0.0,0.10000000000000002,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,AUTONOMOUS_REPORT,AUSC,B6,B4,,,,0.049695607575924096,0.0,0.09939161812653406,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B6,B7,,,,0.05000000000000001,0.0,0.10000000000000002,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,LOCATE,AUTONOMOUS_REPORT,AUSC,B6,B7,,,,0.049695607575924096,0.0,0.09939161812653406,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B3,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,ANYTIME_REPORT,AUSC,B3,B0,,,,0.0009661867604498628,-1.5386306187507396e-06,0.002330805583031096,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B3,B1,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,ANYTIME_REPORT,AUSC,B3,B1,,,,-0.025991960079664755,-0.06922151088963649,0.013005015410121107,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B3,B2,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,ANYTIME_REPORT,AUSC,B3,B2,,,,-0.0025745577438516317,-0.03254832494515837,0.025352420755247615,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B5,B3,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2,CHARACTERIZE,ANYTIME_REPORT,AUSC,B5,B3,,,,-0.04915397858974747,-0.07561845182425068,-0.02095955818123175,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2_CONTROL,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B4,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2_CONTROL,CHARACTERIZE,ANYTIME_REPORT,AUSC,B4,B0,,,,-0.04852764602572945,-0.07484274424345078,-0.02050396824289873,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H3,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B6,B5,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H3,CHARACTERIZE,ANYTIME_REPORT,AUSC,B6,B5,,,,-0.00013254203758654716,-0.0005769864820309888,0.00011957357951423163,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B5,B4,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,ANYTIME_REPORT,AUSC,B5,B4,,,,0.0003398541964318381,-0.00044294244788804874,0.0013284610030406209,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B5,B7,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,ANYTIME_REPORT,AUSC,B5,B7,,,,0.0003398541964318381,-0.00044294244788804874,0.0013284610030406209,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B6,B4,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,ANYTIME_REPORT,AUSC,B6,B4,,,,0.00020731215884529087,-0.0006352712752317117,0.001240722423709558,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,ANYTIME_REPORT,FINAL_SUCCESS_RATE,B6,B7,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,ANYTIME_REPORT,AUSC,B6,B7,,,,0.00020731215884529087,-0.0006352712752317117,0.001240722423709558,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B3,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B3,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B3,B1,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B3,B1,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B3,B2,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H1,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B3,B2,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B5,B3,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B5,B3,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2_CONTROL,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B4,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H2_CONTROL,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B4,B0,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H3,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B6,B5,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,H3,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B6,B5,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B5,B4,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B5,B4,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B5,B7,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B5,B7,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B6,B4,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B6,B4,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,AUTONOMOUS_REPORT,FINAL_SUCCESS_RATE,B6,B7,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
1,SYSTEM,CHARACTERIZE,AUTONOMOUS_REPORT,AUSC,B6,B7,,,,0.0,0.0,0.0,60,6,0,0,NOT_APPLICABLE_REFERENCE_PENDING,INCONCLUSIVE,PROXY_ONLY_NOT_FORMAL_TASK_EVIDENCE
