schema_version,dataset_id,specimen_id,specimen_key,registered_cscan_sha256,reference_type,review_state,reviewer_alias,formal_eligible,pilot_selected,annotation_path,formal_success_available
1,74t7kcdgkr,c8-35,74t7kcdgkr:c8-35,d39af242aee2534dd7316a5f03497bd4287977d173ddff3cb36934e59ef1200d,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-36,74t7kcdgkr:c8-36,3b389d7edf5262c7ca9a0c1d090b9ede28a84642d80a952412b8a997a0389467,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-37,74t7kcdgkr:c8-37,46cc27870ed7489db2ddb687107dad7499476317895d750b87dc036f8e5f0bc2,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-38,74t7kcdgkr:c8-38,81c8fde016b08bf60dd3a95cd6a28b1424be94e099e89f32dc474775dda064bc,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-39,74t7kcdgkr:c8-39,a2708a02d12434e3f8221f3ba15200f39a94571616157892cc76ce37f8cc912d,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-4,74t7kcdgkr:c8-4,259485b737b1fa4536f5bc93b4db6d30a41b46e0549073847bb6334f8438b5b3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-40,74t7kcdgkr:c8-40,269311a4880e08b174ecc3e3e5f33d2e193a8831b608a42eaacf254ccc65cbf1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,8786699e0853a3b9909a55ad3eefcaf8c19824d9ec541629a8d22255f20553d7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/74t7kcdgkr__c8-41.json,False
1,74t7kcdgkr,c8-42,74t7kcdgkr:c8-42,bcfc130e19afa16db105b66d67bab4a34d0f0b9cb71f5e9e5f9fc07a86b00516,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-43,74t7kcdgkr:c8-43,7ec3f87981b0381039588f1cc3ca95086589634bad49e9de41d56edd143cbec7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,73f89721281271850882b456ef72a38d0ea7d59b2d3ab4e27ddfa54ceef75d09,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/74t7kcdgkr__c8-5.json,False
1,74t7kcdgkr,c8-6,74t7kcdgkr:c8-6,dd422879e64dc2588dc58eb89af69338bf8a619229b66249e6e6bcd283befde7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-6t,74t7kcdgkr:c8-6t,4391215c4c9c08afa9eb4bb0a43990207917df963b1bef43105096b854486f7b,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,72d7c1d494d2958df01e3e7c815aaac5f350ce7e7941beb5e7088b34fadb8976,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/74t7kcdgkr__c8-7.json,False
1,74t7kcdgkr,c8-8,74t7kcdgkr:c8-8,deaa56464ad0eb4c19b66f73847847a626994efe1008e1108ccc0088f891f1e6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-8t,74t7kcdgkr:c8-8t,184e5d418e958c2d3b94056f8334ef86614cbc20c9480d7843a9887375ce547b,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-9,74t7kcdgkr:c8-9,b6fb1ea0e6ffdfa5276a4a95a0fb33b86871cd341974fcc836c248468cb39aa8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,74t7kcdgkr,c8-9t,74t7kcdgkr:c8-9t,fc611b4c93553b7ff179254696bf75cde070663a8cd2a739919faa634bd5f518,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-1,cgtnjyggtm:q24-1,d46c389da763f00cad60b823ebf46e9424dec93fbf65f08b3b981c41bbc28bce,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-10,cgtnjyggtm:q24-10,15647859126bfffc598040519d2ffe56e5456d5b7027754c811043406c8c037a,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-11,cgtnjyggtm:q24-11,172741aa4fb3cff0f2d90f2afbea2b67f0656c2fc168e0a26725713e37eac78e,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-12,cgtnjyggtm:q24-12,b18c13cc24b4be8b978fda888dd72b16c38d0965de8703621d73109fde8d304f,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-13,cgtnjyggtm:q24-13,f9ab7da2adf7041b04d9e31d2d8695113c8983fefe62639f6365807256fc62fa,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-14,cgtnjyggtm:q24-14,6ad3eaee2a688b73892f29f52bb42a9ad0f22e3ae29d972aea263a1edd169b58,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-15,cgtnjyggtm:q24-15,10b657ee2eee2439f6913d062297c9723e0c2caf7b6575f2f5a794e967c54e62,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-16,cgtnjyggtm:q24-16,74e64a32c9a4bbcdd4d2f71f106e40e618325151050c9d718d994568b8427931,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-16.json,False
1,cgtnjyggtm,q24-18,cgtnjyggtm:q24-18,c5db5bf7c0787e846e3fc9a324470d4bbf7e117532eb9b58ff6d552640b504e8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-18.json,False
1,cgtnjyggtm,q24-19,cgtnjyggtm:q24-19,2bdbb22a359dc86d73ef7e5f8ee42f2aa92e45084237afe4cae213418503755a,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-2,cgtnjyggtm:q24-2,781f2d8ef11e970e55a88d43264c967f23f757e4111f5723966075326aef62f3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-20,cgtnjyggtm:q24-20,6184c495b2f98a2a27f48ecd47a8522c5e74b75256a96dbd23bdc34b208a685e,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-21,cgtnjyggtm:q24-21,02ec16ba0bdb8a9f3cb7f1d305699cbf69dcb92ff6222c284f6ffbb2c73c8b7d,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-21.json,False
1,cgtnjyggtm,q24-22,cgtnjyggtm:q24-22,a9b218f122c59f9d7f606a59de8f23e1906fafb7a85ff36dada72148bc85e22c,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-23,cgtnjyggtm:q24-23,7b898cf8dc25e687657de047e3d044c74eb18376b308c992c5be33d5770ad1c8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-24,cgtnjyggtm:q24-24,62f6f8c9ce49a993507c06f8b37cac1b1989669ca5edd30314882874e1b9c614,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-25,cgtnjyggtm:q24-25,15d565c6c97b81bc13e1d422b5cf5d210f4ac91b52bf99318db3712b5c076720,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-26,cgtnjyggtm:q24-26,f563c0b4baf39fb719fbf44d4615000c42a586dac3a9255d5a72af4445d6c79e,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-27,cgtnjyggtm:q24-27,249be70e88565c20f2bb0ed546d32de4d5328afb4e1f08ee59109ebdecbf51ff,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-28,cgtnjyggtm:q24-28,e1030ea914e6136a991481b6e4a7579a07a0030b2768fe9bd7a14251a300d441,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-29,cgtnjyggtm:q24-29,f8f144b6f5a3c5ee6b31478d66c712e5a655c3a430da8aa8e0c16871cbe94a85,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-29.json,False
1,cgtnjyggtm,q24-3,cgtnjyggtm:q24-3,50e6a22e1de63ff6cbf2fa1283b78ab7e41c0675971d2f4cbe63ed122c161a85,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-30,cgtnjyggtm:q24-30,46fa140977bcbbf79e71b85cf08068fa571b36860c66283ef098682daa3aefbb,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-30.json,False
1,cgtnjyggtm,q24-31,cgtnjyggtm:q24-31,ca7d3ffcdbc21dbd9852b1ee8d8dbab150945f1859312b2a9d59304adcc6c70b,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-32,cgtnjyggtm:q24-32,63ad4845314e1333feedc68cc65fcc37e9c06a7478f6b2e2060316d9b55e4ce4,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-32.json,False
1,cgtnjyggtm,q24-33,cgtnjyggtm:q24-33,e8a7fb7879b0d0c48d6b2a07963aa242a7feb33aa262db1deb8107c4ba80495e,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-34,cgtnjyggtm:q24-34,66b4efb50a924f0f2d04757dceb87fcab70316ab37c36ff70ee8140e883a1031,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-35,cgtnjyggtm:q24-35,41a2dcbcb36543cdf1c128dc5b5c92f018d698a8d3faba9d8d45bf5813cfdad0,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-36,cgtnjyggtm:q24-36,438f48a5549cd340ed5e10831f1b6397364f6dc8e7b997edef16c52464728c85,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-37,cgtnjyggtm:q24-37,0caa2bdfff372124f9116725fefe96fcb76700bc2775e991a623aec5ebd1b4f2,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-37.json,False
1,cgtnjyggtm,q24-38,cgtnjyggtm:q24-38,0f5f3384c56a763927fa635a97ee20c0b995b194fb596b96cbbabe0cb4839254,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-39,cgtnjyggtm:q24-39,4769f3c54777c305a1b1398f627a6734c7eff184edb72f733f68fd8d53e6db21,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-4,cgtnjyggtm:q24-4,444a22e7e0edf3f7bd02b06bcdd3f090785d6af74108543191b9e12c18c56745,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-4.json,False
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,888ba49cc90410ef4b1326c9fc8bfb51b6e6c84379136a010e5a9a024d6c01f7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-40.json,False
1,cgtnjyggtm,q24-41,cgtnjyggtm:q24-41,b55cec4519b118f31e5b8b239b14b12482910873a043420f6bb5ffeaa32f9d53,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-42,cgtnjyggtm:q24-42,c2fc746e9baa9b64415b2e59d1b7904ef65eef0033e9eb752189a7426f8b118e,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-43,cgtnjyggtm:q24-43,0a240393f15ca5d236dade8535703adbbed0dbb636b6feb4415a3ec0b2409f46,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-44,cgtnjyggtm:q24-44,a87bb031a5bcbecccfa85f8dc0633fc4e916e984a5b9f5c01c24de5f0dbff57e,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-45,cgtnjyggtm:q24-45,2de033f926011c39767d697d912ddd5a514025591fb3fb99ca4d1a35af35d7fb,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-46,cgtnjyggtm:q24-46,d3f6076782495f96bcfe451e56c4009ceb48e139ac5e42028eb81d5cf74718a3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-47,cgtnjyggtm:q24-47,b7d83421bf3b7e12d4bbc0ce57153b035bc75b424ce3ae0388101e3edca5c811,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-48,cgtnjyggtm:q24-48,891dc75c089b0bd4362492f6c84fe4ddb9ed484b9c4e00c92b69184e1d2b0037,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-49,cgtnjyggtm:q24-49,3db90c9f51d95c34820d9233395cf58473fde477367f3b30363efa565a6dc400,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-5,cgtnjyggtm:q24-5,f137e82b1552dd614a6cd94af5d7d4ea3cdded58107a730c12f471495b0556ad,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-50,cgtnjyggtm:q24-50,7186613586d221bcb3c009e0559d2dea5c95deabd1c87fd33ad69b7228e4550c,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-6,cgtnjyggtm:q24-6,33621f71b2ecf995ae7d5d95367bcf3330a78618d7226db030b9e030f9f51e9f,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-7,cgtnjyggtm:q24-7,2a6738e12bfaa3ea27acf47d8efc41813771142711c14d6ea60c96e875ab94bc,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,54cccad86e57fcda126bb3f2fe6e7cd81dc67f22218454d743aaee2474e8e57a,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/cgtnjyggtm__q24-8.json,False
1,cgtnjyggtm,q24-9,cgtnjyggtm:q24-9,0c6370c485be65a51ed887d754714b341dfca7f0fce3281383a4729c4b2ce01f,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-1,w68dtmpfyf:q16-1,4d313ddf25ee7d156b42811c79d08cf6b7aebb5b2e54de2c2d077e0e93523bbc,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-10,w68dtmpfyf:q16-10,1f11b5275774f20a3cc4fdf646e01d1e1d48d8702d51befef9afe3d36dcdaf87,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-11,w68dtmpfyf:q16-11,85245d7522f4af0ba94dcc3ab92082576e79ffe2780b602fdfdc88619b2d4526,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-12,w68dtmpfyf:q16-12,b98d5e0a5eee421669a6924e30940a7e92407b2a6c102ce0199d2f8a9bd8d426,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/w68dtmpfyf__q16-12.json,False
1,w68dtmpfyf,q16-13,w68dtmpfyf:q16-13,3b0935b08f7fe85d600aa20ce08ae7b8a47664e7b956139b3a918a0e814548f1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-14,w68dtmpfyf:q16-14,66ce1337c8081cf89c1124186a62febbc902ee337bbd476e7c27750135e82483,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-15,w68dtmpfyf:q16-15,a8be252461882d620ca7d7464a3dfc6e3ae72e8f2ac343f824b841125b8799ae,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-16,w68dtmpfyf:q16-16,fa0461c62287126d5c3effe4c21403b0ebcd13d568ae2bdbf8d22c159e5d30b5,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-17,w68dtmpfyf:q16-17,ce71ffa29a4fe161b7786033e21ae247445063b529c377ffb501877d580bbb55,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-18,w68dtmpfyf:q16-18,012712bfb8b4f61686a347f85f8f2128cc980a4213525518a739ebde727610cb,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-19,w68dtmpfyf:q16-19,e0a3fcc0182080a0024860e1fc5c2e07b1dd643f2c501983a816d01c2a6bc90d,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-2,w68dtmpfyf:q16-2,545f7ec77650e7600917ba62b8756945c92d06e0601b48086ba0aa2e1c76f98c,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-20,w68dtmpfyf:q16-20,246e67ee3296460b30d842d83a10251dd0d1b4a5a12ea3397ce39c9c692b4926,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-21,w68dtmpfyf:q16-21,5c956b6a9137aa39d82d11791718c22ecabff5d76b0ac3ab3792cb9d31380de6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/w68dtmpfyf__q16-21.json,False
1,w68dtmpfyf,q16-22,w68dtmpfyf:q16-22,3df90b070aec083cfed49564d6a99c4dd2d19fe10c0935abc1530a7f7353f2e1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/w68dtmpfyf__q16-22.json,False
1,w68dtmpfyf,q16-23,w68dtmpfyf:q16-23,54280b5fa0746ea5745c159f4cf25b457037f40a92580c89cf81eec3db4838ab,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/w68dtmpfyf__q16-23.json,False
1,w68dtmpfyf,q16-24,w68dtmpfyf:q16-24,be215c3064003df36b6d6362f9598df9a8f9ddd37bcb98f5bd54e68889dedb32,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/w68dtmpfyf__q16-24.json,False
1,w68dtmpfyf,q16-25,w68dtmpfyf:q16-25,b90cd5288cefcf9e9b4a3e23e2cbd9ce5c0ec34bdfb4d9ad7b3d589e13b42897,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-26,w68dtmpfyf:q16-26,2049fad0b92ac0cc87bf990bf967e9ed3c93810b5d476fb8b0cc36b3395a9b0c,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-27,w68dtmpfyf:q16-27,5dcb5dfedd498e7c401b7422612916c9557a09692c4d3424c5b83d5c81547903,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-28,w68dtmpfyf:q16-28,82dfd10222c01151611b865547dfdc0f19dccf6639ed7073aa637d9c7b9bed02,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-29,w68dtmpfyf:q16-29,4d49fb7db9fc20d7645d297568774df3178c060bb991275f42b0a92cee1d5064,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-3,w68dtmpfyf:q16-3,d8bce00b811b8a9c284ce88f989689032ebf98a72841c8943af5a57f085fd0e8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/w68dtmpfyf__q16-3.json,False
1,w68dtmpfyf,q16-30,w68dtmpfyf:q16-30,d806496ac261907b606f5c8656a344734f09a4b287ad4dd17d529a1ab9b6aad6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,,False
1,w68dtmpfyf,q16-31,w68dtmpfyf:q16-31,a3b6dd996ef5a19d518674f9dfd51f17569981e7ba41609dbbc7cf54cdac7a33,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,True,annotation_queue/w68dtmpfyf__q16-31.json,False
