schema_version,dataset_id,specimen_id,specimen_key,surface_path,surface_sha256,registered_cscan_path,registered_cscan_sha256,native_height,native_width,registration_transform_sha256,surface_frame_transform,pilot_selected,smoke_selected,clean_render_sha256,gridded_render_sha256,surface_render_height_px,surface_render_width_px,model_surface_height_px,model_surface_width_px,model_surface_image_grid_thw,model_surface_visual_tokens,model_evidence_height_px,model_evidence_width_px,model_evidence_image_grid_thw,model_evidence_visual_tokens
1,74t7kcdgkr,c8-19,74t7kcdgkr:c8-19,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-19.png,1eb1caa9ea96baa33c52e4f3411c714991996620639480a3bf638acfb347b504,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-19.png,3e021ed85ba7b5f6664a410d373c67625fb30fe65f93387bfa98f0a151100008,674,675,f099c98278ef2553e008249200eff45b77646ef77a200ab9c057789a3ecba104,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-2,74t7kcdgkr:c8-2,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-2.png,fba37c14b99ff92f65675a2c8fb574d3cd7fb506cfd8178361e624381c9bfc0d,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-2.png,2a4636f95444c53278b22acdee76cf7123442ffbf310fb2b4700ca7b64f57954,338,340,b99c447288685fdd152fa0c78229b55bfc8954a9933e0ba747c17c11ff023efd,ROT90_CLOCKWISE,True,True,9fc86ecd86e5bec1a09a52d5f9e7302781161089e27e7380767fc0296eee43fa,d252dc2958aa0ec5124609972f38b7db5d33d91bc46855b10187c4242e28e6c7,1024,1024,980,980,"[1,70,70]",1225,448,476,"[1,32,34]",272
1,74t7kcdgkr,c8-20,74t7kcdgkr:c8-20,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-20.png,8f24fb36b7af0b5f7123d76c97e6e1bbe423a48e0c7a7599e91175a5ccc0972d,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-20.png,89c9cccb85fc7dc6990631b0bc5dc1ccbca65acadfc261c9a53d4b4803804619,674,675,6a4a4b8d94fae88d7930702fcd1e9bd6b9ba8bccae8cecc62fe748afe5776f1a,ROT90_CLOCKWISE,True,False,7c6ca3678919b27543fc878ed7e3cd1ddcd352732c72a8a33f279c8bdf012e50,7202f6e21432c9530392bb88769ce3c01d88f0ecf1a157532514d1e39a343980,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-21,74t7kcdgkr:c8-21,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-21.png,334ea0c49f7626f221e92014670ecbbc2eab0373a28017bf2facd33a5f0fc7a0,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-21.png,0242d92627e506c763859f498a6e0f4734f3cec576f154060e6b55f3e9594bf0,674,675,f126264863c012c8517049923111409fd33248bb5d5bd6fb2f704cbcc816f260,ROT90_CLOCKWISE,True,False,9e68ff752a8ad24f3a20b58ea400144c1c07f830eac0738f51066d897e188502,506eb3752e3ddcab613b1508a2ed1ed2e58f4a22c21d103cdb42d78d7bafd3d7,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-22,74t7kcdgkr:c8-22,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-22.png,2026cfc1c6ab67bd5747beb82f865ba504312de6c6bc3da8a35ac98428b7306c,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-22.png,72449713a844dc00d887b80beb89128d128360b0a348d56f5ed86f960a1decbf,674,675,dd027c5173982e8555f5fddd1b7e9a9b582a91f15540d432540ad4c1b0e6fdb7,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-23,74t7kcdgkr:c8-23,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-23.png,a61eebadb40109142b8e617c65758734f821c0cf1e888e95050b0324638260f9,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-23.png,c40a82ffa3d70161a862fe223e51ce9e64f22b5215c68c330f5c70cfdfc52204,674,675,00dc2ec731aead111a85bb87e0d920d715ae66f146c5f153db51915d1a346f32,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-24.png,24e38e280270b8ecc32da327dc06f0f1c88be32a8481e4885a2a07d203d3cc22,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-24.png,39f519201158d464808bea9e455af79bc2c2d747a694dc0bc3f3b48bea77a355,674,675,aee0b32a85679f054d1edead0bbee0faee99df80ab39f553931dfe671479b1af,ROT90_CLOCKWISE,True,False,7cf740da1cd858398c8d973a3574c3bd9cf0b2b8b3672a179a77ec3516d3f12f,fc98181cd98db7a247b8f4fe9c7edee0995a98481c40810700b0d1e8d1291cd5,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-25,74t7kcdgkr:c8-25,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-25.png,04bf38f0af77606bb6c58205ba4b04119eea06c06dce5c9d3b08c10c0b4abc28,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-25.png,d47d110fd874cb7e4d43fee4ef0c2f552f449bc3c349da382148b25fa3a3529a,674,675,233dbd6524b6cc494864f61d2b950a88f2a5d7e246a4344953b35f9eb608620e,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-26,74t7kcdgkr:c8-26,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-26.png,9f36e3dfc047806d190e6e32852134770bd2446d32a0b9dcb7dfbca5539f5d75,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-26.png,059b1f52a71da61747b4a5d5dd286e2524edc34c7f6a37145c0c6e36ab668ba2,674,675,a78af72f97230412a09e15198fb8a36981db964891c951a5cc9a58390851e748,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-27,74t7kcdgkr:c8-27,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-27.png,9ba59ca7334a7d47d3ba3346652a548999ced0e75a4e6f22f45efb3b79dcc14b,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-27.png,3b880ac4fd2077eb152973bcc8bdcf58fb41027119fb805a04fa653e2d943fa7,674,675,47617c7defb529bf589f0ab00a304d57f5100618b707220461a974165f18eb9e,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-28,74t7kcdgkr:c8-28,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-28.png,88c759c306fbcfde44966073f4366b83a49eeb04be63844ac732a71e41647bb2,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-28.png,b681873337e1d403ccfc399b975c6b86218ae5f3173e6a915ed0b6e6c703ca58,674,675,2824e3596206b61706d270cb1f35a027b5b61fe8dac9b68584b7808cda03e837,ROT90_CLOCKWISE,True,False,019c947b7766a5629447a8e156fa96d984fb64be13c06385d7759a36396a90a1,e1e576bb3c13901860ce8cca5501f351b32bd697ae0e49c3ede9240c35f8ee19,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-29,74t7kcdgkr:c8-29,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-29.png,48e14acb8e76fedd11280efebf17eb4f7aa6bc26844b744b333a0d895425e243,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-29.png,1064f6f9e13dd456bb48cc6ae4936d4a6005fedcb0c4c76435b55c1f7da19c13,674,675,5a4dfbf81d082b4dc5aadb03f1bedfda31ff924cb1fb7559f4259f83ceacbd8b,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-3,74t7kcdgkr:c8-3,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-3.png,3ddb8fff5dbcb67fad212458e2d60e95c8c26b3d2e143ca4ed782e8419577ebb,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-3.png,e6e77cc9b13aa9321d2bf77103474c08b9c88d9a3ab037008ef010c1cb5896a7,338,352,357454aafe9dbdb4cb271cac233e622660cce443915c47db44928fe8e6b1face,ROT90_CLOCKWISE,False,False,,,,,,,[],,448,476,"[1,32,34]",272
1,74t7kcdgkr,c8-30,74t7kcdgkr:c8-30,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-30.png,d0d0dab2dae10def0e0020a5158a6ce1a929d3426eb624ae8b4b8958a2c7e867,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-30.png,7d6b21883ce821d3c8cc4cf4263545e744b39970a5998edf971e8a675dba1586,674,675,6b46bacf5dab978a115c66428d5049714bd7255ca9560222f51f48394525969c,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-32,74t7kcdgkr:c8-32,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-32.png,a1d192e4505390bea1cd49410aae84b4ada33f656124ab904f91ec2a7200b60e,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-32.png,aa675f7abf8ffd3a3dac0b18269610f240a4fb21a7be6fe0b9423ac8f2ea599a,674,675,073b9c40f86e889b99f5d6b70c4d47464ccd7c45a5b8b9aa97fa78e306bddd17,ROT90_CLOCKWISE,True,False,b58274a69318533985e674ebf27720304805d0311a48c337dfecab3ad389d89c,7c399bc724ac9ef75dea2d068684b1c0bf8593c55853c272b5c04714f69a6623,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-33,74t7kcdgkr:c8-33,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-33.png,823b6f5c9ea96e166fdf39057176eb352ad1eed0e39f2694f1169491abb917af,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-33.png,3f6b7a660634ef09530460b0cafa7fbe82426f635667b554cfd1c0d70ce7e037,674,675,5c762721f37cbbbe55630b37e80a134e316483f0f2f8c94ce632597744c1e744,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-34,74t7kcdgkr:c8-34,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-34.png,b56fe29ff98b91801ed5c1455008a9ec40699aa50e66496c4dbac3f199bc7f73,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-34.png,64b4e82a60948c242f6b3a14780755bebec469e9df4acf900426644c634736da,674,675,12969dab213fc9d91b35071996c661717def6674bbcd14b5c1f07fe0e41bc198,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-35,74t7kcdgkr:c8-35,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-35.png,4297ed114af786ac2025ac76cc4a52f163ab77a56d3c1e56abc36476a712c2b3,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-35.png,d39af242aee2534dd7316a5f03497bd4287977d173ddff3cb36934e59ef1200d,674,675,f41d1ce99106391be1723c6f9a85ef4ed687be4ad6f1206ee04be16a3f912511,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-36,74t7kcdgkr:c8-36,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-36.png,ddd582c5d6690b5ee05e92f9fe5af2ad2f875d38f759cb8eea5a431bf77eaa41,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-36.png,3b389d7edf5262c7ca9a0c1d090b9ede28a84642d80a952412b8a997a0389467,674,675,1ee231d59de76a063e99a98d45a30d0c155ca47fb1d4e8557f2613923644a3c2,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-37,74t7kcdgkr:c8-37,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-37.png,e00d366abf1e961dcf87b4f9b7a30b6b95b300b74388bad16b3d5e0a9e5bdf91,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-37.png,46cc27870ed7489db2ddb687107dad7499476317895d750b87dc036f8e5f0bc2,674,675,dd3b52f8e757a538547b3e91f9ecaef1f8ce5c28bc9b7faa45269c95bcaf9776,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-38,74t7kcdgkr:c8-38,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-38.png,cbe87ecd7e78a2b930e028eac75cf23e70299a88d630c44d867ea836a1df366b,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-38.png,81c8fde016b08bf60dd3a95cd6a28b1424be94e099e89f32dc474775dda064bc,674,675,81805e265c61b85f618e031a62916fe652b58df6976c7e2d95239d0de8484ceb,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-39,74t7kcdgkr:c8-39,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-39.png,10b9fe62ebd5840c5a592b4f2fb96692ad6d80e90f51c3d47acfe5ece07f2200,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-39.png,a2708a02d12434e3f8221f3ba15200f39a94571616157892cc76ce37f8cc912d,674,675,405bfc28f8ceb98fa80d03fe5433302156bbab43eed93b6a27fce33317b409e2,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-4,74t7kcdgkr:c8-4,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-4.png,e92e5a2864fe8746d82e66df08a6a286cc7c3b37663027dcc8654557484f559f,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-4.png,259485b737b1fa4536f5bc93b4db6d30a41b46e0549073847bb6334f8438b5b3,338,352,92945c57c67584f83501aa64e497cae173fcce80bb9c668b267b36b84100cc07,ROT90_CLOCKWISE,False,False,,,,,,,[],,448,476,"[1,32,34]",272
1,74t7kcdgkr,c8-40,74t7kcdgkr:c8-40,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-40.png,8b16881f313d080d9fad5df285e71615f7d959ad158262c64b8e84692689eec6,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-40.png,269311a4880e08b174ecc3e3e5f33d2e193a8831b608a42eaacf254ccc65cbf1,674,675,2ab0de74535c2d2d253c5dcb91251a0e3ef867517d5f38f199d90bfdee9fd8fd,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-41.png,8ddc47d37fcec3ae63e237fbb7bbe9646522a0295a968958fb3003f2d207cb4f,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-41.png,8786699e0853a3b9909a55ad3eefcaf8c19824d9ec541629a8d22255f20553d7,674,675,b0fc57bbb7985211b8c8ecc1d3fc2e6478ed6cc424459d9f71394cdbce8af6ed,ROT90_CLOCKWISE,True,False,75bc83d25753287a533a613e326fd82817ada56622bf42f840bc8ed17a1b8cf6,75c1437b52c05a7dbdf69b07539600adeeb5e1f4330e7b831b4734a9abc3d34f,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-42,74t7kcdgkr:c8-42,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-42.png,e347ffb6de8a6cdb77194ed826d809cae9a67d9354eacd801e127e27d506da06,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-42.png,bcfc130e19afa16db105b66d67bab4a34d0f0b9cb71f5e9e5f9fc07a86b00516,674,675,5edac2022705f5d7aaf0f69696e46d1968df897d11c9228666b6a6e6f0a1d617,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-43,74t7kcdgkr:c8-43,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-43.png,de357818c7ff1e55535daa270e23a813b71856db386aff0177481877ac3954f6,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-43.png,7ec3f87981b0381039588f1cc3ca95086589634bad49e9de41d56edd143cbec7,674,675,3b60a22b279d9aff4c466c48018bcbb911d59ff649a438a9ef3de2123a6fcb27,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-5.png,b8f9a8588f11cc4ac4aa30103c458ba872d04f4a945161206450534968c15bd4,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-5.png,73f89721281271850882b456ef72a38d0ea7d59b2d3ab4e27ddfa54ceef75d09,338,340,1aa0dac26a57150ac2ae73ad6326119ce5a151bced60863be45457dbda91519a,ROT90_CLOCKWISE,True,False,fbed9fcb3b947d0f476e1eea0f2a9798334808ddb6e519784e76cdda84b252b1,65ed0b718d4548fe52e8842f9fd280459cc2442f51fc3a01be7bf035dd83f946,1024,1024,980,980,"[1,70,70]",1225,448,476,"[1,32,34]",272
1,74t7kcdgkr,c8-6,74t7kcdgkr:c8-6,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-6.png,a2d5119c1f2e9593318c35f1b65f7091f8dc48f2d9421bc2ed0033bf13eef025,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-6.png,dd422879e64dc2588dc58eb89af69338bf8a619229b66249e6e6bcd283befde7,338,352,e4ef3c216358defcf54d84b7d50e4d9270b19f711a8736c1ec106ffcb45125af,ROT90_CLOCKWISE,False,False,,,,,,,[],,448,476,"[1,32,34]",272
1,74t7kcdgkr,c8-6t,74t7kcdgkr:c8-6t,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-6t.png,4c531a8d3c33e8cb668f779c975753a699d433e760201dd9b35f09da601cc9cc,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-6t.png,4391215c4c9c08afa9eb4bb0a43990207917df963b1bef43105096b854486f7b,674,675,b4059ccc748c4aa1b0760240f6af7007b31981a91002adfb9782f8a9759d0108,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-7.png,0c9a49292bab78fb9f4d26c8950d464d289705fe053baf5280371dd8c811e85d,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-7.png,72d7c1d494d2958df01e3e7c815aaac5f350ce7e7941beb5e7088b34fadb8976,338,340,78ab11dd22228c9d54868a1749295fb7e9718a5edf4bbf49a3e82ad419fecff7,ROT90_CLOCKWISE,True,False,af971449aaeccec11dcc600080a773a15dcb358c7502b384a962c7c65380448c,e15a1ff83bc5e11a90f83a1f8520d1b5e0ba462c2e757dbaf71afd653d0e4f7f,1024,1024,980,980,"[1,70,70]",1225,448,476,"[1,32,34]",272
1,74t7kcdgkr,c8-8,74t7kcdgkr:c8-8,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-8.png,f67bfde9af68c49a48379af0901ad719d22b62c7a71e15278aab1bfe1183fd83,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-8.png,deaa56464ad0eb4c19b66f73847847a626994efe1008e1108ccc0088f891f1e6,338,340,a6e70698ebc6b17a389f6f64e9725bd2f45cea6447f924b9868c2c6c5d4134a0,ROT90_CLOCKWISE,False,False,,,,,,,[],,448,476,"[1,32,34]",272
1,74t7kcdgkr,c8-8t,74t7kcdgkr:c8-8t,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-8t.png,47e954202acbcb218b708527073ed58754a255f35ea468285ae9594635378883,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-8t.png,184e5d418e958c2d3b94056f8334ef86614cbc20c9480d7843a9887375ce547b,674,675,20f3cac962e6dbb39aec474fdc8596921611b92593e06baa68798faf4720c90e,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,74t7kcdgkr,c8-9,74t7kcdgkr:c8-9,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-9.png,4a973a02a42d508aa213e540022c5c9dacd24771fd0c8fe1049ae6a2a1b19818,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-9.png,b6fb1ea0e6ffdfa5276a4a95a0fb33b86871cd341974fcc836c248468cb39aa8,338,352,67828dde851f666065cfde0b9747af887da40bc9d128dd7213ccc584308b1944,ROT90_CLOCKWISE,False,False,,,,,,,[],,448,476,"[1,32,34]",272
