outer_domain,specimen_id,method,nominal_checkpoint,mean_exact_acquired_cost,mean_effective_budget,cai_mae,reconstruction_mse,trajectory_count
74t7kcdgkr,c8-11,mavis_positions_only,0.1875,22087.0,0.18564248251748253,0.1862447469570363,0.0031729030268423403,1
74t7kcdgkr,c8-11,mavis_positions_only,0.25,29518.0,0.24810045723507262,0.18467688101457258,0.002981470503096801,1
74t7kcdgkr,c8-11,mavis_raw_value,0.03125,3720.0,0.03126681011296396,0.18834576007349646,0.003663424665221312,1
74t7kcdgkr,c8-11,mavis_raw_value,0.0625,7152.0,0.060112963959117804,0.18884710431309537,0.003213740722058529,1
74t7kcdgkr,c8-11,mavis_raw_value,0.09375,11108.0,0.09336336740182893,0.18842078718113775,0.002775443880048618,1
74t7kcdgkr,c8-11,mavis_raw_value,0.125,14662.0,0.12323493813878429,0.18781730710890854,0.0023811684217260472,1
74t7kcdgkr,c8-11,mavis_raw_value,0.1875,22195.0,0.1865502286175363,0.18614203605031876,0.0018602439393629172,1
74t7kcdgkr,c8-11,mavis_raw_value,0.25,29739.0,0.2499579747175901,0.18451369371199877,0.001817387264053487,1
74t7kcdgkr,c8-11,mavis_shuffled_content,0.03125,3720.0,0.03126681011296396,0.18834576007349646,0.003663424665221312,1
74t7kcdgkr,c8-11,mavis_shuffled_content,0.0625,7428.0,0.062432759548144166,0.18854359893327155,0.003509539940535416,1
74t7kcdgkr,c8-11,mavis_shuffled_content,0.09375,11077.0,0.09310281065088757,0.18813433341668695,0.0034323653862181943,1
74t7kcdgkr,c8-11,mavis_shuffled_content,0.125,14649.0,0.12312567240451856,0.18754946969630026,0.003299015583584389,1
74t7kcdgkr,c8-11,mavis_shuffled_content,0.1875,21997.0,0.18488602743410434,0.18601263100690746,0.0031286020562704088,1
74t7kcdgkr,c8-11,mavis_shuffled_content,0.25,29734.0,0.2499159494351802,0.1844070509033835,0.0029883466428582213,1
74t7kcdgkr,c8-11,mavis_value_per_cost,0.03125,3720.0,0.03126681011296396,0.18834576007349646,0.003663424665221312,1
74t7kcdgkr,c8-11,mavis_value_per_cost,0.0625,7152.0,0.060112963959117804,0.18884710431309537,0.003213740722058529,1
74t7kcdgkr,c8-11,mavis_value_per_cost,0.09375,10941.0,0.09195972296933835,0.18832374677239538,0.0025041768703599953,1
74t7kcdgkr,c8-11,mavis_value_per_cost,0.125,14842.0,0.12474784830554062,0.18768122853132374,0.002067440656574274,1
74t7kcdgkr,c8-11,mavis_value_per_cost,0.1875,22152.0,0.1861888111888112,0.18615589132367283,0.001833700592184755,1
74t7kcdgkr,c8-11,mavis_value_per_cost,0.25,29732.0,0.24989913932221625,0.1845387027478792,0.0017600623875577296,1
74t7kcdgkr,c8-11,mva_a5,0.03125,3720.0,0.03126681011296396,0.18834576007349646,0.003663424665221312,1
74t7kcdgkr,c8-11,mva_a5,0.0625,7395.0,0.062155392684238836,0.1886603523467668,0.00329800572730437,1
74t7kcdgkr,c8-11,mva_a5,0.09375,10945.0,0.09199334319526627,0.18836964570883474,0.002811413040818152,1
74t7kcdgkr,c8-11,mva_a5,0.125,14667.0,0.1232769634211942,0.18776702156082803,0.002469584962598005,1
74t7kcdgkr,c8-11,mva_a5,0.1875,22293.0,0.1873739241527703,0.18616027793531387,0.0023044431280723533,1
74t7kcdgkr,c8-11,mva_a5,0.25,29595.0,0.24874764658418505,0.1846574488599554,0.002300905701225105,1
74t7kcdgkr,c8-11,mvd_m1_o2,0.03125,3720.0,0.03126681011296396,0.18834576007349646,0.003663424665221312,1
74t7kcdgkr,c8-11,mvd_m1_o2,0.0625,7395.0,0.062155392684238836,0.1886603523467668,0.00329800572730437,1
74t7kcdgkr,c8-11,mvd_m1_o2,0.09375,10946.0,0.09200174825174826,0.188451627200785,0.002869423075371971,1
74t7kcdgkr,c8-11,mvd_m1_o2,0.125,14730.0,0.1238064819795589,0.18783605719891083,0.002729363187507984,1
74t7kcdgkr,c8-11,mvd_m1_o2,0.1875,22265.0,0.1871385825712749,0.1861496323777948,0.00231551414825969,1
74t7kcdgkr,c8-11,mvd_m1_o2,0.25,29369.0,0.24684810381925767,0.18454020061526888,0.0018237192671581813,1
74t7kcdgkr,c8-11,one_shot_mechanical_oracle,0.03125,3720.0,0.03126681011296396,0.18834576007349646,0.003663424665221312,1
