specimen_id,domain_id,laminate_type,ply_count,width_mm,thickness_mm,minimum_delta,maximum_delta,quantile_01,quantile_05,quantile_25,median_delta,quantile_75,quantile_95,quantile_99,mean_delta,standard_deviation,negative_volume_mean,positive_volume_mean,negative_fraction,positive_fraction,gradient_mean,gradient_standard_deviation,gradient_quantile_95,dent_centroid_y,dent_centroid_x,dent_radial_extent,projected_damage_area,damage_height,damage_width,full_embedding_row_sha256,privileged_total_impact_energy_j,privileged_impactor
c8-9t,74t7kcdgkr,cross_ply,8,50.136666669999997,1.5669999999999999,-0.04440968856215477,1.734428882598877,-0.012077626362442971,-0.0085599532816559073,0.0002602642634883523,0.010069669224321842,0.020154671277850866,0.029950248077511791,0.036730527356266959,0.011021980084478855,0.025273183360695839,0.0050283464421191481,0.0059806574585237176,0.5,0.5,0.00139800347627663,0.0025049396203714208,0.0030803260474099895,0.49721265405715553,0.48932400012090971,0.47080134150390784,307.81404550000002,59.198813056399999,48.777777777799997,7ac00b4b00fcf65aae697e793a4accfbe772568c003070d1b7b39e42b7ad278b,5.1710999999999903,coni60
c8-10t,74t7kcdgkr,cross_ply,8,50.134999999999998,1.5149999999999999,-0.032728798687458038,1.1716775894165039,-0.0097954281326383345,-0.0063760827993974093,-4.3613836169242859e-05,0.0058558732271194458,0.011000018799677491,0.016073722392320633,0.021628435682505363,0.0057653267867863178,0.01553692203015089,0.0032678698656972748,0.0031773239440356588,0.49999964484650977,0.49999680361858789,0.0013220371269386307,0.0018050555504522377,0.0028047291498420296,0.52711493325937397,0.45443446816514299,0.46728008808510396,119.559841741,23.367952522300001,26.888888888899999,3808e799b2e041aed0befed236dd5dc761322bb89897a7ce8f384c73670bce8a,3.3330000000000002,coni60
c8-11,74t7kcdgkr,cross_ply,8,50.140999999999998,1.5269999999999999,-1.0970000028610229,1.0540000200271606,-0.012999998405575752,-0.008999999612569809,-0.0010000020265579224,0.0059999991208314896,0.012000001966953278,0.021000001579523087,0.028999999165534973,0.0060441656969487667,0.017369432374835014,0.0040044791255649014,0.0040486454994193609,0.49098798018527645,0.49632806806445612,0.0018205359876083337,0.0052089793051365739,0.0039051234509113746,0.50922548112652499,0.49967155472019903,0.46294300847600967,201.45344439199999,9.9852071005899994,44.744318181799997,7aae4c4f18125d92192789303d4366347aed9dd4887411d21d8fecb156089fc0,3.3593999999999999,coni60
c8-12,74t7kcdgkr,cross_ply,8,50.146333329999997,1.544,-0.036000002175569534,1.1039999723434448,-0.012000000104308128,-0.0080000003799796104,-0.0010000001639127731,0.004999999888241291,0.012000000104308128,0.01900000125169754,0.023000001907348633,0.0055804955773055553,0.017073178663849831,0.0034237452733537569,0.0040042409929864266,0.47800925103811365,0.49629894547825681,0.0012965941833314833,0.0032378705224982698,0.0029154761857256694,0.56298052406420285,0.4962752655619001,0.45541736313831666,154.08044479599999,29.7337278107,39.2045454545,6d1874f014a3841e61d5eb4026c63417690c3418c61ad73e3d4ccbd553baae97,3.3967999999999998,coni60
c8-12t,74t7kcdgkr,cross_ply,8,50.14533333,1.542,-0.037999998778104782,0.049999997019767761,-0.0059999991208314896,-0.0030000004917383194,0,0.0010000001639127731,0.0030000004917383194,0.00699999975040555,0.008999999612569809,0.0015112705295905471,0.00303607527166605,0.00090830265145510789,0.0014195729304742328,0.42115770093519017,0.48347186687142452,0.0011264731918005078,0.00072384667970321276,0.0025000000838190321,0.48363313361016669,0.55807437242876012,0.47708511909476992,10.7319485658,38.8353115727,30.888888888899999,95f2047b0017383d4a8efdf0573be92796e4cc2e8b76977ce228344255492829,5.0885999999999996,flat
c8-13,74t7kcdgkr,cross_ply,8,50.140999999999998,1.542,-0.060000002384185791,0.17200000584125519,-0.0070000002160668373,-0.004999999888241291,-0.0020000003278255463,-0.0010000000474974513,0.00099999993108212948,0.0030000000260770321,0.004999999888241291,-0.00087879854254424572,0.0025052353739738464,0.00088975783771443127,0.0010109593732154935,0.44064852447930947,0.48733060954283219,0.0011999387016645093,0.00087220411741319984,0.0026925823260891195,0.57007955864858195,0.47499428765290125,0.42538752419098347,8.3210059171600008,5.5473372781099997,18.308823529400001,a8aabf609ab8446bfcf4b65702c9ae66c926c4a35f7cdda1b3d137818afd6db6,5.1657000000000002,flat
c8-14,74t7kcdgkr,cross_ply,8,50.15133333,1.5489999999999999,-0.037999998778104782,0.052000001072883606,-0.0099999997764825821,-0.0070000002160668373,-0.0039999997243285179,-0.0010000001639127731,0.0019999993965029716,0.004999999888241291,0.0080000003799796104,-0.0009769778698682785,0.0037693358026444912,0.0014776792442294483,0.001500701508853118,0.44059098961389132,0.49526118697978894,0.0013513883086735986,0.00092603323474670107,0.0030413813043448836,0.53964440076005493,0.4533703997410366,0.46347767491353142,15.956752523500001,24.186390532499999,22.5,4530bff882075cd9f89ba1808b8d76f44a52281d06b38b44ba515f5a38cbb687,5.1891499999999997,flat
c8-15,74t7kcdgkr,cross_ply,8,50.144333330000002,1.5189999999999999,-1.624000072479248,0.23000000417232513,-0.008999999612569809,-0.0059999991208314896,-0.0020000003278255463,0.00099999923259019852,0.0030000004917383194,0.0070000011473894119,0.010000000707805157,0.00035778162418864667,0.021388866007328033,0.0020317436294276583,0.0013895260152663744,0.49533718982669928,0.49924885036815209,0.0021096560793272541,0.011695701741435147,0.0041231051720528799,0.6340649720189393,0.41748556320841035,0.45920011027713825,6.9972095212500003,6.8786982248499999,2.1306818181799998,59cd9713d0b3532f0a043f72ce656874cb9154f5d45986c585da39f5b3b6fcfd,5.0886500000000003,flat
c8-16,74t7kcdgkr,cross_ply,8,50.139666669999997,1.5329999999999999,-0.36500000953674316,0.081000000238418579,-0.0070000011473894119,-0.004999999888241291,-0.0019999993965029716,0,0.0020000003278255463,0.0059999991208314896,0.0080000003799796104,0.00037064030766487122,0.0033274337183684111,0.0010785411103093785,0.0014491814068512455,0.38874674856979691,0.48024458710565532,0.0016381391379253301,0.0013345796690307336,0.0035355344854519047,0.52091949434361862,0.47350533677972634,0.41702322564909572,5.9570837815999997,28.8461538462,47.727272727299997,b92970d097a8ab0186d98d8600ef346e8f2e60d0418def6d27ac6eba623f0acc,3.3725999999999998,flat
c8-17,74t7kcdgkr,cross_ply,8,50.139000000000003,1.544,-1.5,0.10100000351667404,-0.00699999975040555,-0.004999999888241291,-0.0020000012591481209,-0.0010000001639127731,0.0010000001639127731,0.0030000004917383194,0.0050000008195638657,-0.00086905737407505512,0.0084903715178370476,0.00095602482475406255,0.0010869676106222588,0.40086565111709976,0.49762650922475676,0.0013292082721276283,0.0078556380820461735,0.0026925826287380766,0.52201807211306916,0.46684656366919669,0.42954941300649341,59.421771667199998,24.186390532499999,13.235294117600001,dcae307ecf078827b78776b44d6164783eae16bb1f6ba1d67ae1b393304bb46d,3.3967999999999998,flat
c8-18,74t7kcdgkr,cross_ply,8,50.133333329999999,1.546,-0.83700001239776611,0.076000005006790161,-0.0060000000521540642,-0.0040000001899898052,-0.001999999862164259,0,0.0010000001639127731,0.0039999997243285179,0.0060000000521540642,-0.00021636874589603394,0.0044675241224467754,0.0010198722661896255,0.00080350352378249471,0.44072133094480775,0.36624351312150083,0.001215035876215845,0.0037209855120514412,0.0025495098778916081,0.49236998552656414,0.51126701826313758,0.43842905177821739,0,0,0,ed0df3e77f6da9c4d1d4655cd05ec3de5de856caa03d7853e0c28dfe2ebbe37c,3.4011999999999998,flat
c8-19,74t7kcdgkr,cross_ply,8,50.136000000000003,1.55,-0.042000003159046173,0.20100000500679016,-0.013000000268220901,-0.008999999612569809,-0.00099999923259019852,0.0060000000521540642,0.012000000104308128,0.024000000208616257,0.039000000804662704,0.0067617078311741352,0.011113834567368031,0.00365379744816181,0.0044155051672375937,0.47326360131321554,0.49430431468872216,0.00088581146557298112,0.0006262861809670445,0.0020615525295566879,0.53752001379489645,0.50923419135755388,0.49304457368010179,13.1800197824,4.7848664688399998,11.1111111111,50a66ef1bd440bbb647d3b2871d1749f96535783923bfee152517549e0e9c45b,5.1924999999999999,hemic
c8-20,74t7kcdgkr,cross_ply,8,50.133333329999999,1.528,-0.058000002056360245,0.28600001335144043,-0.008999999612569809,-0.0049999989569187164,0.0040000006556510925,0.011999999172985554,0.01900000125169754,0.032999999821186066,0.049999997019767761,0.012731914408504963,0.012688496150076389,0.00433904348722974,0.005070957411041804,0.49938478536653969,0.49822272314648947,0.0011664785703145793,0.00091481116579599897,0.0025495094441043069,0.49595251807142499,0.356078524337755,0.47448787563781297,97.465380811100005,10.6824925816,15,53e77ff4d5e547931034b1c098aafd38a3ced7e342fcadddafa5d27d5b6fe8a8,5.1188000000000002,hemic
c8-21,74t7kcdgkr,cross_ply,8,50.138666669999999,1.5089999999999999,-0.034000001847743988,0.24500000476837158,-0.0039999987930059433,0,0.0050000008195638657,0.0080000013113021851,0.012000001966953278,0.018000002950429916,0.027000002562999725,0.0089649977162480354,0.0065261018462479115,0.0017664948038683451,0.0027314912340130441,0.47228284494993045,0.48858137134706875,0.001045891215760473,0.00073220959047304724,0.0024999994784593582,0.28294805802240897,0.37730207514805625,0.40500586064545085,54.0677546983,8.0118694361999996,12.8888888889,2c54cc3366ae93a40608c139912ca5e801df8c6ac3f1806eab8a5bf8fa0a03a2,5.0551499999999896,hemic
c8-22,74t7kcdgkr,cross_ply,8,50.142000000000003,1.52,-0.025999998673796654,0.10499999672174454,-0.004999999888241291,-0.0030000000260770321,0,0.0020000003278255463,0.0049999989569187164,0.008999999612569809,0.013000000268220901,0.0026341706980019808,0.0039375936612486839,0.0011116099168357787,0.0017457801950246604,0.43118244092731994,0.49487611180800117,0.00083978274078980403,0.00056793186806996393,0.0019999993965029716,0.56821531376045498,0.49055756200037071,0.48380495310914517,0,0,0,b6a3a1362de4874e5faed9ccc9b7659b8f0ad658298df5a675ba292aa5b9b781,3.3439999999999999,hemic
c8-23,74t7kcdgkr,cross_ply,8,50.144666669999999,1.5169999999999999,-0.096999995410442352,0.081000000238418579,-0.0040000001899898052,-0.001999999862164259,0.0029999986290931702,0.0050000008195638657,0.0079999994486570358,0.011999998241662979,0.015999998897314072,0.0052648610435426235,0.0044283159077167511,0.0014879069188999355,0.0017527670271258061,0.47385067003257469,0.49202360776280291,0.00081491021347136099,0.00059398457795720085,0.001999999862164259,0.23454817036849718,0.52872068560607333,0.41226296324931194,37.462908011899998,20.363501483699999,18.333333333300001,d158cc0e9ebd69f41d73e2fd8ccff2c88f9a711e271322d586c78d3c8d061e64,3.3374000000000001,hemic
c8-24,74t7kcdgkr,cross_ply,8,50.135333330000002,1.522,-0.1379999965429306,0.078000001609325409,-0.0059999995864927769,-0.0029999997932463884,0.0020000003278255463,0.0050000026822090149,0.0080000003799796104,0.012000000104308128,0.015999998897314072,0.0051465206779539585,0.0047767087817192078,0.0017445573848892642,0.0018910754207308669,0.49818152534162213,0.49799027518713035,0.0010276345959965131,0.00070816068103725035,0.0024999994784593582,0.20172156180223558,0.54279549481766054,0.36096807190367514,2.8189910979200001,7.0103857566799999,3.88888888889,699bfe5c5404228a8498013baaf1624d6e1993545753f8dff723791ca1c41720,3.3483999999999998,hemic
c8-25,74t7kcdgkr,cross_ply,8,50.14233333,1.4990000000000001,-0.095400005578994751,0.10430000722408295,-0.0077999979257583618,-0.00469999760389328,0.0018000006675720215,0.0072000008076429367,0.012699998915195465,0.022600002586841583,0.033399995416402817,0.0080071091651916504,0.0096096061170101166,0.0029849715454708459,0.0037920794582239881,0.49987196716677013,0.49927566445666488,0.0007380440256104455,0.00055783293639853919,0.0018069327723011224,0.43578624179456471,0.46152235983976014,0.48823872294298376,68.360534124599994,7.4554896142400002,13.8888888889,0e0699cdf210f88f31ab9d9f7c0741dc43cd69c8664735aef057fbe835bf2884,5.0216500000000002,hemib
c8-26,74t7kcdgkr,cross_ply,8,50.137666670000002,1.508,-0.038599997758865356,0.11249999701976776,-0.010600002482533455,-0.0064000003039836884,0.00139999995008111,0.0076999999582767487,0.013599999248981476,0.024200001731514931,0.036699999123811722,0.0082017630338668823,0.01058835256844759,0.003541280758203349,0.0040430442087802925,0.49988697240173258,0.49649800900953373,0.0008961365319386514,0.00065440951641073579,0.0021783022172563557,0.4399572018388479,0.4777815356897796,0.48935064830512665,68.644906033599995,7.9005934718099997,13.1111111111,d2bce1349c56da78d93f88a988bc8a1c7c7c9df8cbf36e0c16fc80019de30297,5.0518000000000001,hemib
c8-27,74t7kcdgkr,cross_ply,8,50.144666669999999,1.532,-0.083099998533725739,0.10899999737739563,-0.0076999999582767487,-0.0048000002279877663,0.0016000000759959221,0.0066999997943639755,0.012199999764561653,0.024399999529123306,0.035599999129772186,0.0078675197437405586,0.010030823759734631,0.0028670427965369455,0.0040345622256476379,0.49933311053371043,0.49695420366774112,0.00085986596734437791,0.00058200646301798261,0.0019780034976521988,0.52136232764020995,0.49985266100696712,0.50251244290279962,43.175074184000003,8.3456973293800001,11.333333333300001,c74da38dd1c0c6b9ff44eaba7b30d570094a6e6460e5e21975493ba49b04a343,5.1322000000000001,hemib
c8-28,74t7kcdgkr,cross_ply,8,50.144666669999999,1.5269999999999999,-0.12680000066757202,0.1453000009059906,-0.0057999994605779648,-0.0034999996423721313,-0.0003000013530254364,0.0017000008374452591,0.0040000006556510925,0.007799999788403511,0.01159999892115593,0.0020104504656046629,0.0040471539832651615,0.0012334710176874421,0.001543920628482752,0.49647066219078562,0.49891971187107642,0.00079143184925688454,0.00055696558056459193,0.0018499996513130625,0.49400519153165251,0.4880624612983922,0.47314652464661677,26.224035608299999,5.8976261127600003,9.6666666666700003,2f956996d301e2e1f184dc0bb54a00193f12d85d79efdef159af77c97ec5338d,3.3593999999999999,hemib
c8-29,74t7kcdgkr,cross_ply,8,50.140666670000002,1.53,-0.063199996948242188,0.060300000011920929,-0.0054000001400709152,-0.0029000001959502697,0.00020000012591481209,0.0022999998182058334,0.0045999996364116669,0.0087000001221895218,0.012700000777840614,0.0026192630175501108,0.0041522150859236717,0.0012548549118886398,0.001574118025891633,0.49424571436283332,0.49597966249053516,0.0008209543997961191,0.00056958992893911824,0.0019104973624971139,0.57229973402745038,0.47510542916612986,0.46873941590651907,23.775964391700001,4.1172106824899997,10.222222222199999,06c8b3a29ae94b44c3d6ce5c4310df1ca56fa35bcd23b18e29e9bde203d44024,3.3660000000000001,hemib
c8-30,74t7kcdgkr,cross_ply,8,50.138666669999999,1.506,-0.026799999177455902,0.0755000039935112,-0.0051000006496906281,-0.0030999998562037945,-0.00010000006295740604,0.001999999862164259,0.0042999996803700924,0.0082000000402331352,0.012199999764561653,0.0022887780796736479,0.0040014693513512611,0.0012392756284744899,0.0015280538546635198,0.4957187134635847,0.49866852956510743,0.00098821604782656507,0.00068771561132149992,0.0023194825149959234,0.45814518941318239,0.51083044082059104,0.47628227087090008,14.861523244300001,5.5637982195799998,7.2222222222200001,a93bfed34fccacad779fb1662ca444d05e027baa4e3eccd8e316cddcc42ae38c,3.3132000000000001,hemib
c8-32,74t7kcdgkr,cross_ply,8,50.14233333,1.5449999999999999,-0.1233999952673912,0.48439997434616089,-0.014000000432133675,-0.0086000002920627594,0.0030000000260770321,0.012700000777840614,0.023399997502565384,0.04439999908208847,0.067900002002716064,0.014917020685970783,0.019801067188382149,0.00536208507537741,0.0075791065771532093,0.49908903129754617,0.49997380743009512,0.00084924081412693733,0.0006263204800513397,0.0019137658939405069,0.48119237855605235,0.51189790827446358,0.49712057173987029,402.73244312600002,32.826409495500002,47.111111111100001,56b86ea7fb9e004e861c0c33eb703e2fab9f7140e606276101d11cb001d547fd,5.1757499999999999,coni120
c8-33,74t7kcdgkr,cross_ply,8,50.138333330000002,1.542,-0.045800000429153442,0.53320002555847168,-0.012500000186264515,-0.0079000005498528481,0.00279999990016222,0.012500000186264515,0.02199999988079071,0.041399996727705002,0.064499996602535248,0.014217112213373184,0.019914744421839714,0.005251186936573368,0.0069682984028189201,0.49882843742408595,0.49970220379843761,0.00067795066689237138,0.0005144797502584711,0.0015890250893637226,0.49185548575056731,0.51323096791182987,0.49795388861711348,390.90009891199998,35.274480712200003,46.444444444399998,2be9e891457f31391c9ce168595dac1544d88334c5ef4f141dcff6c28d5124ed,5.1657000000000002,coni120
c8-34,74t7kcdgkr,cross_ply,8,50.139000000000003,1.544,-0.037399999797344208,0.53990000486373901,-0.014899999834597111,-0.0094000007957220078,0.00279999990016222,0.013299999758601189,0.025599999353289604,0.046300001442432404,0.071000002324581146,0.015779167413711548,0.021712526679039001,0.0057633791640132213,0.0082425457008607188,0.49959583532811208,0.49874888304227322,0.00085194203638384348,0.00059524586545402691,0.001902630247126595,0.48935293684003039,0.53133805366327402,0.49548408751615713,420.07912957500002,29.376854599400001,48.222222222200003,fe9168b43b28d17fc08911ec67f0509a783a7a18d64b41755848d436d73389a2,5.1723999999999997,coni120
c8-35,74t7kcdgkr,cross_ply,8,50.147333330000002,1.514,-0.043600000441074371,0.35289999842643738,-0.0098999999463558197,-0.0062000006437301636,0.00079999957233667374,0.0065000001341104507,0.011900000274181366,0.022600000724196434,0.033900000154972076,0.007161751389503479,0.010956240817904472,0.003199679965021596,0.0038614311722276191,0.49991813712050076,0.49690705704191235,0.00098872905472095892,0.00068808883820586995,0.0021982960585339973,0.47103624688464096,0.54696421364626102,0.48652962762933133,141.50593471799999,36.1646884273,34.666666666700003,d8ccb6872b69a96519ab356064af0016b685ba5736823fd8152e09640e00d722,3.3308,coni120
c8-36,74t7kcdgkr,cross_ply,8,50.140333329999997,1.5269999999999999,-0.051099997013807297,0.36399999260902405,-0.010399999096989632,-0.0064999996684491634,0.00070000020787119865,0.0067000016570091248,0.013199999928474426,0.023399999365210533,0.034800000488758087,0.0075975712388753891,0.011279731057584286,0.0033325663259163793,0.004230136089356496,0.49996475101609411,0.49967716547737601,0.0010517613651634136,0.00071694239981582079,0.002294013574347093,0.47155264577345912,0.55772204794795521,0.48494771584018498,130.60089020800001,32.715133531200003,28.666666666699999,9097602d41cb4f97164e4b7a6e475efda5accfa8843141565417949a3ac4ae26,3.3593999999999999,coni120
c8-37,74t7kcdgkr,cross_ply,8,50.143666670000002,1.544,-0.026599999517202377,0.36980000138282776,-0.0095999995246529579,-0.0057999999262392521,0.0013000005856156349,0.007599999662488699,0.013600001111626625,0.024800002574920654,0.038100000470876694,0.008414512500166893,0.011875085532665253,0.0034212182269555327,0.0042357312629506512,0.49983174603400099,0.49933834904769142,0.00083762283768052846,0.00058456914416363205,0.0018560710585225804,0.47948810283642174,0.50306270027989897,0.49339849297452032,143.36053412499999,20.252225519300001,25,336b1f4d4817a35ac3cab6eb4c0da432317c8a14dbd84c1d734ff8135fc81fc3,3.3967999999999998,coni120
c8-38,74t7kcdgkr,cross_ply,8,50.143666670000002,1.542,-0.048900000751018524,0.24419999122619629,-0.0065000001341104507,-0.0041000004857778549,-0.00069999974220991135,0.0018999995663762093,0.0046999999321997166,0.0098999999463558197,0.015699999406933784,0.0023473575711250305,0.005157295148819685,0.0014918277644996036,0.0019391857277774789,0.49851323870150199,0.4999574703695443,0.00075072943042960819,0.00054469112749115525,0.0017117241711358797,0.48259655958588804,0.49810554423613035,0.47908128210864331,85.002472799200007,10.3486646884,12.222222222199999,d15d3798d9c40d918fc4e902b167cd8ba50ad6b000088c19aea8a1d79c9ed970,2.4672000000000001,hemia
c8-39,74t7kcdgkr,cross_ply,8,50.145666669999997,1.5429999999999999,-0.050599999725818634,0.24450001120567322,-0.010500000789761543,-0.0067000002600252628,0.00050000002374872565,0.0060999998822808266,0.012000000104308128,0.024000000208616257,0.037500001490116119,0.0071660005487501621,0.010832992382347584,0.0031841201136065438,0.0042501206287891185,0.49789278555406075,0.49870333460715049,0.00079628178452463224,0.00061941671570406504,0.0018069313098061446,0.44548102314831028,0.47362046978632261,0.49016647141293596,164.07022749800001,15.3560830861,28.888888888899999,e3ba0ae872d33e838e280c7ed98a4f40fa60c3a5a205a7b705672496219e0e27,4.1661000000000001,hemia
c8-40,74t7kcdgkr,cross_ply,8,50.14533333,1.5229999999999999,-0.042499996721744537,0.040699999779462814,-0.008999999612569809,-0.0063000000081956387,-0.002699999837204814,-0.00029999949038028717,0.0021000001579523087,0.006099998950958252,0.0096000004559755325,-0.0001929986901814118,0.0039622276090085506,0.0014375076287641384,0.0015445084703602579,0.49908627885799683,0.49488339245455099,0.0010309274387129952,0.00065868511650847528,0.0023005441615708195,0.55866222986249348,0.45872661449503949,0.44741791308446754,2.9920870425300001,5.0074183976300004,2.5555555555599998,7e54bd0650c2e65a89ae278f7e3b1db89ee276b4d8140e0355a2f66b6b54f9f2,2.4367999999999999,hemib
