outer_target,specimen_id,specimen_sha256,task,stop_authorized,threshold,stopped,budget,normalized_measurement_saving,task_loss,reference_task_loss,task_loss_ratio,premature_stop,false_continue,state_sha256
74t7kcdgkr,c8-38,b389a75360248bada942ec49f34831e4172d908e4b03273b2ec921ce6468b1b1,CAI,false,,false,0.24924717001868338,0.0,0.0840928984202145,0.08143852982099054,1.0325935230542411,false,,585477351a4dcb0ac91d6741b11e8ed3660fc14abb4f802d57d9c1977cf4e547
74t7kcdgkr,c8-38,b389a75360248bada942ec49f34831e4172d908e4b03273b2ec921ce6468b1b1,FIELD,false,,false,0.24849983514671942,0.0,0.0008843368341046134,0.00045074118764531536,1.9619614500383555,false,,23b0772c530e07eadb950042622381a328930174a385859d97ce346152725538
74t7kcdgkr,c8-39,d6761f16c4c3c25d1549e999c64f44782e785ff900d23ff6cbfbe0193e698657,CAI,false,,false,0.24845367622815695,0.0,0.02385473046677833,0.006132917448911979,3.889621972819856,false,,c2c7e3cf247705f882ced98e0d4101bd748c3f5842d6cf715352ed669cd774ef
74t7kcdgkr,c8-39,d6761f16c4c3c25d1549e999c64f44782e785ff900d23ff6cbfbe0193e698657,FIELD,false,,false,0.24845367622815695,0.0,0.0005629396726571175,0.00046456169119057277,1.2117651612952047,false,,8c2f692de3e469d242be3c2f9814ad686cb35dbb08c68eec3ab4a0ee513d086e
74t7kcdgkr,c8-4,e14975e95b9bafe5549c4de436779fae1d5a4551e83de2f72226e973fcd30b74,CAI,false,,false,0.24973103819257667,0.0,0.055109774815190415,0.084635285489016,0.6511441947264723,false,,2a6526b25fcbf111b4122e844c9dcb9fa1913e042db31832a81cb7f08b838153
74t7kcdgkr,c8-4,e14975e95b9bafe5549c4de436779fae1d5a4551e83de2f72226e973fcd30b74,FIELD,false,,false,0.24973103819257667,0.0,0.0017409663749828777,0.0010632754281277039,1.6373616176276202,false,,4c15aef768ebf808f32399abec937024a476d51d87cfd311935da8c5c0cf652d
74t7kcdgkr,c8-40,81bbebbf452c96518d7feab21242b7a3b63337d10c064daef75a6906f1f4ac51,CAI,false,,false,0.24882734366413892,0.0,0.14033039611244613,0.162308373199065,0.8645912305481387,false,,7d4fbabc5f479f8a86b910797a76b850b437264339438bcc2454a4bcc272569b
74t7kcdgkr,c8-40,81bbebbf452c96518d7feab21242b7a3b63337d10c064daef75a6906f1f4ac51,FIELD,false,,false,0.24873502582701396,0.0,0.0008236170799914257,0.0004176693927845715,1.9719354451625735,false,,05548560002e8ab11790f663c1e9c20dfa38c2df25e65045760c2053bae11039
74t7kcdgkr,c8-41,377d7c6b34f958376723474a486339496959db70a7345a6db9a974cae95ef438,CAI,false,,false,0.24702494779646114,0.0,0.03366711349710694,0.0635236381090919,0.5299934717103095,false,,86cf54cedfa535ce00cc0b99e54475a0ecc22d2d9d9ba8dd8993c1604b30ee72
74t7kcdgkr,c8-41,377d7c6b34f958376723474a486339496959db70a7345a6db9a974cae95ef438,FIELD,false,,false,0.24702494779646114,0.0,0.0004939091216378617,0.00041575268061406123,1.187987822251355,false,,596c6c18731bd6f07e133eb4feca24e930de2ebb6dd54ce87960bf3ada6f9efd
