specimen_id,dataset_id,measured_count,native_count,effective_budget,output_sha256,p5_equivalent
c8-35,74t7kcdgkr,113906,454950,0.25037037037037035,96098ca523e1d14d291031995dcb62550e7952f340906e8c107a5c7b62186bf3,true
c8-36,74t7kcdgkr,113906,454950,0.25037037037037035,d2f71302f4c5bbcf4ed2b829e4c5c068ac4732d9070940dc99ccd5158694398b,true
c8-37,74t7kcdgkr,113906,454950,0.25037037037037035,b5d9345ce91014b08959b49f47e587f2a58cb3b7c42a20201f2d9fc1da3dcfca,true
c8-38,74t7kcdgkr,113906,454950,0.25037037037037035,143e589c615a49d69c2786494853a6989b53a587cba61b7d632fe89ce4805625,true
c8-39,74t7kcdgkr,113906,454950,0.25037037037037035,17b01d9906eda92d86673d6216501309bbc4af76690faec6758041eab1840ea0,true
c8-40,74t7kcdgkr,113906,454950,0.25037037037037035,72db57aa979bd1a8a676658efeeb6d8e8d716d426c10d2d815f5804668306a1b,true
c8-41,74t7kcdgkr,113906,454950,0.25037037037037035,43d112b70d59f936f8200d4e030488f066ee66b827c3e24a793c40193ee03249,true
c8-42,74t7kcdgkr,113906,454950,0.25037037037037035,fbb15965fd72b12a7ed42eb0cebe8d79a708313a0da9ee024812a654419ecc23,true
c8-43,74t7kcdgkr,113906,454950,0.25037037037037035,b9da1792e73cd19af5e0fdd277ab1559d9b627a2f8bc56cb11a26da9ccb15521,true
q24-1,cgtnjyggtm,113906,454950,0.25037037037037035,376bad3700603adfc3579a847d04b2ca997b3f3488d761da26ed028718c8ba6e,true
q24-2,cgtnjyggtm,113906,454950,0.25037037037037035,c92aba183b2090f94e9b4c7c0fcad9ad0bb3c167d42ea0b22e6f25375ce80892,true
q24-3,cgtnjyggtm,113906,454950,0.25037037037037035,8421353a25314a53dcb978333e8111377ee891f26f029dc9070111a987e0123c,true
q24-4,cgtnjyggtm,113906,454950,0.25037037037037035,b5b2872ddd952136a9561db1dd03f437038793430ec6987cd9cb10d90c0c4a4a,true
q24-5,cgtnjyggtm,113906,454950,0.25037037037037035,9930b5c482b212aa1e8fb4bd0207e89ee151da624af810d1689373dea5dd52ce,true
q24-6,cgtnjyggtm,113906,454950,0.25037037037037035,b2ed802b1fecd39d049bfe3cb29ced1b68a88c7669efd41acf31de93c44b3eb8,true
q24-7,cgtnjyggtm,113906,454950,0.25037037037037035,2042bf37c8240f5604b009d9cc60151e082a19399f5a0bb4db2bb8ff0c29b6d2,true
q24-8,cgtnjyggtm,113906,454950,0.25037037037037035,ec44a8130f7c62f849a3e9719c28bc7cf56c6a7e05341574204dc4de02c8bed0,true
q24-9,cgtnjyggtm,113906,454950,0.25037037037037035,d2212ea500335dde9fc899974f58e3513a730e7d4aa6139d2f78d5bc7e603458,true
q24-10,cgtnjyggtm,113906,454950,0.25037037037037035,19e5b88441d68fe0ea38abe223f7a312f69e24ffd8877775060f78cd986a4ce9,true
q24-11,cgtnjyggtm,113906,454950,0.25037037037037035,4e0b6b71e8f0c9f8451cae121fdf90add54d98319db641aa2fd1aa7af8f87b1e,true
q24-12,cgtnjyggtm,113906,454950,0.25037037037037035,f50a59c304197642b1c09a1e4afdb3bd1ce5108ddffede15d07da4a0effda800,true
q24-13,cgtnjyggtm,113906,454950,0.25037037037037035,3652e4b4907f7ed50c47ddcd1884661ffcae3cc539506dc5b064b4d4e3b69081,true
q24-14,cgtnjyggtm,113906,454950,0.25037037037037035,4a20556834afdfb3334fc83a5b0744ef9b9e038d64f349a5c00d3f58b4fd88e7,true
q24-15,cgtnjyggtm,113906,454950,0.25037037037037035,5a657fad1a59907f58675073e3b189db4fd903a9c117cfa39c8b253d8b732752,true
q24-16,cgtnjyggtm,113906,454950,0.25037037037037035,ec247409dfb206148c3f72d8cc1bf0f4240bbf57ec2c54fe1f1ceeac999ccbf8,true
q24-18,cgtnjyggtm,113906,454950,0.25037037037037035,e2a64efaeac4d9085e62ab271617a0e671c18d28fd1a6b054a8b5dc20d41e351,true
q24-19,cgtnjyggtm,113906,454950,0.25037037037037035,7aace191e9ecf92138e064c10c6659c7e3ae5c712d989dac4560b7f6557bf475,true
q24-20,cgtnjyggtm,113906,454950,0.25037037037037035,44b3d4931f3efca4a9379cce22149a01b4c0122b0eaadc82b8105520f4439d0c,true
q24-21,cgtnjyggtm,113906,454950,0.25037037037037035,4a0877548f30864df4c707dc5749eae6d66df5f8baa89147fe9e28056234afea,true
q24-22,cgtnjyggtm,113906,454950,0.25037037037037035,7605f36f3f93e595a3740b5888fb2eea13be465eee4a0fd8f3cd1810e6e3b976,true
q24-23,cgtnjyggtm,113906,454950,0.25037037037037035,23197d03a4ab7a19996818de0ca25de251dba932213683f8ea9cc8de7bc46420,true
q24-24,cgtnjyggtm,113906,454950,0.25037037037037035,82ca7e0f48bb9d196cd499d78a425d1c33b505410f72589fb8345a8abc1c33e3,true
q24-25,cgtnjyggtm,113906,454950,0.25037037037037035,d8c9cb9d25fdcb2d5b0dba5912300586326f5d5949ab73a85f565b95c93b73d3,true
q24-26,cgtnjyggtm,113906,454950,0.25037037037037035,6e188aa8203b3f5003be395ecceeb9f5984642a4c68ae7121011400440183be5,true
q24-27,cgtnjyggtm,113906,454950,0.25037037037037035,40e9ff906a56fcec0642168f1781f90c2bcd9f274db1bfdaae46701d22cc3709,true
q24-28,cgtnjyggtm,113906,454950,0.25037037037037035,fb45c483e8910af2161532645244947ec8d139b44d91f390d0444d94ac3a11f3,true
q24-29,cgtnjyggtm,113906,454950,0.25037037037037035,c91f962e4d8db0f6d8ffdb4612931eae1fa708fa2d35d731f25453312b722bee,true
q24-30,cgtnjyggtm,113906,454950,0.25037037037037035,0429a6a864d4e122b9aab1cd46021a00b0515e40dd6e0b0d94e7ff7147c15c82,true
q24-31,cgtnjyggtm,113906,454950,0.25037037037037035,f4799e737452e34848cc12996187af97615861a81c432700a8bb5e3a456fbcd1,true
q24-32,cgtnjyggtm,113906,454950,0.25037037037037035,e16af6aa583bbea35b30953889ff7394a2384cd694e28c290af814b7086dd87f,true
q24-33,cgtnjyggtm,113906,454950,0.25037037037037035,f9afa58765368f80588b243f2d142b68a73bb9a5d4a10ec980accae13c5f51da,true
q24-34,cgtnjyggtm,113906,454950,0.25037037037037035,13a33679621e1c2d55ba8f4028f1296740ce100f15aacb1252f810cb9e46d86c,true
q24-35,cgtnjyggtm,113906,454950,0.25037037037037035,247e52b1cae7cd1a593aeac861509d73a338b643dc2d115c2e972e6cc9995477,true
q24-36,cgtnjyggtm,113906,454950,0.25037037037037035,32696f1931652465e5b34bb55dc65e733d4de9f73b5a95791cd7e48e34fa7d5c,true
q24-37,cgtnjyggtm,113906,454950,0.25037037037037035,7e2ea4460c34405edd5dff70c15a004fb5b0130eda106e0757a7cb4682259e8a,true
q24-38,cgtnjyggtm,113906,454950,0.25037037037037035,df3d7c50c90f38045c0f7155417224f66e17926ba6ed476ed1a4e282d2a242dc,true
q24-39,cgtnjyggtm,113906,454950,0.25037037037037035,7ec90337272a6b9ef732acbad7938b3a594f995bb8608190f461c629b2fa0e9a,true
q24-40,cgtnjyggtm,113906,454950,0.25037037037037035,10665089d24bffaef0f2905fe34ce7f8e6ffe81494e1595c6bf0fbeb28a1ea7d,true
q24-41,cgtnjyggtm,113906,454950,0.25037037037037035,9d1d3e826d41de0c8c2d45ed45d0fe9fbd702cd990ce29fbd96f5020b8ab58b0,true
q24-42,cgtnjyggtm,113906,454950,0.25037037037037035,8ebba4c2a58f3e13ffafe16d8a6fcb273ade25d5e0339a40b6fdc8ac43dffbfc,true
q24-43,cgtnjyggtm,113906,454950,0.25037037037037035,2ffd3a90ad29da7b0aca58e6a266616b782b05bf266b8853ee470bb557cd05cf,true
q24-44,cgtnjyggtm,113906,454950,0.25037037037037035,2f21d7a760347b6eb5fddad9c9e65f53012c32c19e2badc0b1fa59d7e8f6a263,true
q24-45,cgtnjyggtm,113906,454950,0.25037037037037035,2b15788ad6bb7072827dca318a9ca92bdadd59440b119c823203f8d6c64c889a,true
q24-46,cgtnjyggtm,113906,454950,0.25037037037037035,a39063127600ca337f9b2bedbd5946cde291395f4e778965aa8d2840c99658d8,true
q24-47,cgtnjyggtm,113906,454950,0.25037037037037035,6c073ff77b52126acf7ed0341c77ba714518ace0ce1210d8d97f78e851040b9a,true
q24-48,cgtnjyggtm,113906,454950,0.25037037037037035,2bb98ae90c14bbb9f6543d2b14cf46bd073d22af3b918bb19dd5a53b568a8a48,true
q24-49,cgtnjyggtm,113906,454950,0.25037037037037035,e3c8cce637580595b4fe6eee8d810ed2d594af6d8bf4d0c25ee9637d21737895,true
q24-50,cgtnjyggtm,113906,454950,0.25037037037037035,127158d8fa6f1c9b79b73f973533aa8bdda8ff8bfc9433541d75ef152d0d4de2,true
q16-1,w68dtmpfyf,113906,454950,0.25037037037037035,81c4cb3cda323d5ddd5d8ccf0c6c7ca5732d40c5494e44ecb46d30f87a17bbb1,true
q16-2,w68dtmpfyf,113906,454950,0.25037037037037035,c19acfcd2b15a2852a465ef22237e33a7817139cdd92fa865113f29115b97e68,true
q16-3,w68dtmpfyf,113906,454950,0.25037037037037035,f9cdf7293135635dfaccc410a40d4afb619043626e5bc2f507cb52ad2287f91d,true
q16-4,w68dtmpfyf,113906,454950,0.25037037037037035,7754222982f21a222ca235e00e44cc731c501fa5f172de485665777b0aa401cd,true
q16-5,w68dtmpfyf,113906,454950,0.25037037037037035,c04f364b1868083ab2492ef3693d6589e5e89ebf8a12a11af4af925644d3fc93,true
q16-6,w68dtmpfyf,113906,454950,0.25037037037037035,1eff2da22f5d0136eb5bb515b4ea269af452da50a2f74e65f7ffa8a1488a92a7,true
q16-7,w68dtmpfyf,113906,454950,0.25037037037037035,9882f9e849797f3759b414f46a668cd0e479e5ca54d4ccde5de6a6851e96e248,true
q16-8,w68dtmpfyf,113906,454950,0.25037037037037035,d32783ed352de279f51f8683cac48665d6c36d6d3a213ab1d2b2b1c17cee1d14,true
q16-9,w68dtmpfyf,113906,454950,0.25037037037037035,f0911ce9759904cb01ecb6658c63b0d2d46eab2380c0c5d926141a329b668d78,true
q16-10,w68dtmpfyf,113906,454950,0.25037037037037035,b17fef02f2779bcd25fd37fcadf36f45ebca8f4aeb61ca00f7f8d6e52ae9f7b6,true
q16-11,w68dtmpfyf,113906,454950,0.25037037037037035,379e539ce81e86a7be2a1efe1fbd19934e6bf5ea00e95a4d91adafc2e50252c0,true
q16-12,w68dtmpfyf,113906,454950,0.25037037037037035,5ee4fddce33d9df7521e658cdd909266fb2d0cefc28538d353a0bb5b8aef6822,true
q16-13,w68dtmpfyf,113906,454950,0.25037037037037035,49e3ab55b62fbcdbc2d8004cd5722269545ccea0f3b11e383a53aaf0b5df3703,true
q16-14,w68dtmpfyf,113906,454950,0.25037037037037035,65b9c6dc62a2d5f2dd0f48dc4aa75e3190c310810867d29500366dfb40aec040,true
q16-15,w68dtmpfyf,113906,454950,0.25037037037037035,3d5348f473c67020ea5fcbc733ecf45e3d2fd9c289d071e2f96046da8a8b747e,true
q16-16,w68dtmpfyf,113906,454950,0.25037037037037035,fef94eb3741686c20b792f6e6350fd82793f917f08e5a0605a7f36d1d6709664,true
q16-17,w68dtmpfyf,113906,454950,0.25037037037037035,07c2004e1aede808decccc03c366c1f603c80265b4e7c27bf71f7a42ef13543a,true
q16-18,w68dtmpfyf,113906,454950,0.25037037037037035,7ee0c38bc6aa052f53f3b7a1d986f5466f1523ce1540e92daa828756241a3e2c,true
q16-19,w68dtmpfyf,113906,454950,0.25037037037037035,b3c1fcf52c21cb773e1ec16fca7fa707eb52e90d178a44ed81f87a28270f14cf,true
q16-20,w68dtmpfyf,113906,454950,0.25037037037037035,229e9a3eedfc37819299f5b7724779915eb0af41b93b02d2ade8c09251d7ee6b,true
q16-21,w68dtmpfyf,113906,454950,0.25037037037037035,4391593a14933e6159c33988c5e6b21c0ec53f817672f9b20c155c4e6461cde7,true
q16-22,w68dtmpfyf,113906,454950,0.25037037037037035,e183f2203736c1f9917d0cbccb76b481219160a6e6b23e3ae7f5525c2d988dad,true
q16-23,w68dtmpfyf,113906,454950,0.25037037037037035,5121ae6efbb2f77cd53c3141fbe5f4cf6105cbed7a8f43ed0d9e965ad3e520f5,true
q16-24,w68dtmpfyf,113906,454950,0.25037037037037035,13d67e4325bc574c7aa9e9b7e2444cd642ed0e3a57e96905217da38c225ee4c3,true
q16-25,w68dtmpfyf,113906,454950,0.25037037037037035,fe758a346cede8524d9b90beb34dbe1427bedc7c06ceac4423a03b022d1b4a4c,true
q16-26,w68dtmpfyf,113906,454950,0.25037037037037035,eb0f4b6cd945c2db1daab62a25404009b36923807d1d2d4bcaca75c16cec6d81,true
q16-27,w68dtmpfyf,113906,454950,0.25037037037037035,6cc8e1171f34af92b6977b1288f76b204d365721d0fe07815f682dd684089031,true
q16-28,w68dtmpfyf,113906,454950,0.25037037037037035,b29b8ed535e21d6e967bdd8dbd535060df328e7b01e94d048909880d7df8e1e7,true
q16-29,w68dtmpfyf,113906,454950,0.25037037037037035,f72fa59f925ee2686a1a011b3cbe7a880c5b4b18aab08d245c63ed5d59ca973f,true
q16-30,w68dtmpfyf,113906,454950,0.25037037037037035,517f7ce87652870cb3549c3a9f2dcee84542985def013d21f3ccc1edb0e28704,true
q16-31,w68dtmpfyf,113906,454950,0.25037037037037035,3cd56fe3a33a88d111953961f651328a4f073c03d95cbe158510ae827d8a74ae,true
q16-32,w68dtmpfyf,113906,454950,0.25037037037037035,e3b7ba84b7ec9c2d44db844992dad77e330cb16da6152ca41530f3c1d2266d6a,true
q16-33,w68dtmpfyf,113906,454950,0.25037037037037035,51070d8c27cff8a558c34ac40acd2c0e6fd2b557fba6606da68bb63f9e3c9963,true
q16-34,w68dtmpfyf,113906,454950,0.25037037037037035,f486c9f4d6abba4348dce16f9d953785ed5c89d3370bd7198113b34840cc4ba7,true
q16-35,w68dtmpfyf,113906,454950,0.25037037037037035,1c22bb25846ecc06f95bf9ee510f29bcf7f2b5b29954af853d7adb8010ea1f6d,true
q16-36,w68dtmpfyf,113906,454950,0.25037037037037035,d47d1724e0bd71575b882bdd84f9d60f9748d580139ec645ac3e40bf80237d1d,true
q16-37,w68dtmpfyf,113906,454950,0.25037037037037035,0ec924042257bbe5783d24d5dd9a859fe81bae56d4298164eea4c9b6cf6bd64f,true
q16-38,w68dtmpfyf,113906,454950,0.25037037037037035,9da3d6a9f36aa41ed81fadcd202af50eca2fa4cff91b41bc74c31f21e59dc4bb,true
q16-39,w68dtmpfyf,113906,454950,0.25037037037037035,f4565a2232af7d4b7d8034db1e953c9b8c81502d1595f9b5264e3135c110c46c,true
q16-40,w68dtmpfyf,113906,454950,0.25037037037037035,9faaf9536e1a10eb80363ad44ec06fddff6b7436da56b6ad132f116e4bd423f0,true
q16-41,w68dtmpfyf,113906,454950,0.25037037037037035,3aae5eb6bcead6279dbebea10d6cded9ac3a5b41c8eadd603490820618b2341a,true
q16-42,w68dtmpfyf,113906,454950,0.25037037037037035,a195cf75c423172429e7d11515669c9953e5af6168e5e45b76fa85d142c4ec78,true
q16-43,w68dtmpfyf,113906,454950,0.25037037037037035,2ee4ee5e835be0ca199d1f917b493d34434ba535606d5f5f20339d5c3ccc6f56,true
c24-2,xcmzfsbd9t,28730,114920,0.25,9b289b0b4f756a6f0620d932186bc68bfc0ce46e0a02b19cc6517b410528a009,true
c24-3,xcmzfsbd9t,29744,118976,0.25,98849d8c54f2be742f3f24485f71e2158cd4192b7424fb3fc6ca4eab306655ae,true
c24-5,xcmzfsbd9t,28730,114920,0.25,ad57a14292739fc1f9bb1421fc7c8c92c405502a479413702de414648b827ea0,true
c24-6,xcmzfsbd9t,29744,118976,0.25,a210fb3cdec4740e9395df4726fdf36713457d68e2324c25c4fbcc445c0840c8,true
c24-6t,xcmzfsbd9t,113906,454950,0.25037037037037035,6763a6e127dfebea7dc4ce9b5698ca00f21a66ab3f5854f3cd605128cbddcd6f,true
c24-7,xcmzfsbd9t,28730,114920,0.25,6ae3a2085cf5041c1233cdfb8eb72466f7951a1b69a00871941a6bcb92aced9f,true
c24-8,xcmzfsbd9t,28730,114920,0.25,0bcf649ba3a919fc492c1093ce93bc0cfe3e04ec77f0da1c59e3621a20ebe614,true
c24-8t,xcmzfsbd9t,113906,454950,0.25037037037037035,7a5de2fece36228a68f6568b9b41fa58cf04e0dbbe308eaf5c233a9a74114daa,true
c24-9,xcmzfsbd9t,29744,118976,0.25,b0d0e7192dd205a6e87d617a0e60913ec2c15893f89f5887e14a6d0c3ac5ed43,true
c24-9t,xcmzfsbd9t,113906,454950,0.25037037037037035,d16f2986cfdd2e9c30fffeae82db924a52230c59631418bd09d69cb75c8f7839,true
c24-10,xcmzfsbd9t,29744,118976,0.25,10c627c96d4c05325b0dafca5fe10aefe901210a53609f6d7c5e78be8c8bace7,true
c24-10t,xcmzfsbd9t,113906,454950,0.25037037037037035,ebf6dc5af609544c69a76609b3765cdb10edc743d4fa0f09f263606dac7a99f9,true
c24-11,xcmzfsbd9t,28730,114920,0.25,9877046d726a0efdca790a9d528cfe71e7c56d7a570b97bd2ceacfeae90516cd,true
c24-11t,xcmzfsbd9t,113906,454950,0.25037037037037035,0ee5d5cc105b4505e9c615d9b26fd4ec7a4bba57257b50a2029bcff5cb82e240,true
c24-12,xcmzfsbd9t,29744,118976,0.25,3cf69df1135a644778d4abf1c495d9136e6e4f888a1dd85e46091059fb0e3bb4,true
c24-12t,xcmzfsbd9t,113906,454950,0.25037037037037035,17fdadc926f5d6a1ef4151d112aa179bae55a1b109f8480af2ef013b5f8c43ab,true
c24-13,xcmzfsbd9t,28730,114920,0.25,6d57146e8fae1affce8a8f1b04aa64e943af67dc5fbdf16b1551cfe2088fbb0b,true
c24-14,xcmzfsbd9t,28730,114920,0.25,31906990df36db0808327507bdc3f305236c24a28423efb96b03505434f12c04,true
c24-15,xcmzfsbd9t,29744,118976,0.25,b780997e2bf750a5d9a7069b4a22ff73db6bac9c83c3dc8f3d7ca16827626ba1,true
c24-16,xcmzfsbd9t,29744,118976,0.25,e0f949529bab3bb5ebd18706eea3b0f9fa7d9fe57e6123178b705d9994377304,true
c24-17,xcmzfsbd9t,28730,114920,0.25,dd6700a5901fd061e1dc1fd20cc03aba0a9c69eebeeac947707a09eaf24d31ac,true
c24-18,xcmzfsbd9t,29744,118976,0.25,0e6de4106cae0f1b0fdfc0fc2eb396e2f7f35d6109a1e5beb1633432af8d1ea5,true
c24-20,xcmzfsbd9t,28730,114920,0.25,f0b7b0711c062e260bf5638a73b0adab8a749a8058ba6debcd4ffb38d38d3dec,true
c24-21,xcmzfsbd9t,29744,118976,0.25,1c5fd54ba03f35caa27de9b36b37ba375a0a989a9d22b771d3e21556959a1b33,true
c24-24,xcmzfsbd9t,28730,114920,0.25,8ee4c22ecdbb30f1db3722fb3c1fa4770f112bd46c11f5c8d62a64177898d339,true
c24-25,xcmzfsbd9t,29744,118976,0.25,8f18f9da7f5b68c9fb64b15db8ea689b199cfebddbe13f0ee551a592ecbb3aae,true
c24-26,xcmzfsbd9t,113906,454950,0.25037037037037035,0cbd633659ffa541ea64c78180b595a998e6b203e911a5aabf5d0347094a1e5d,true
c24-27,xcmzfsbd9t,113906,454950,0.25037037037037035,556119016d6c7d16ef80abc176845d5db886e06bcab53301ab92c1060445a6d6,true
c24-28,xcmzfsbd9t,113906,454950,0.25037037037037035,cb53dafa67c270aed8d3bed47daf8a79431b72f27e23570c7a505c729e6aba6b,true
c24-29,xcmzfsbd9t,113906,454950,0.25037037037037035,b3a2a2166f3685847618e81f2630117465f1b923e61d3ce53103154df69c0e59,true
c24-30,xcmzfsbd9t,113906,454950,0.25037037037037035,c7198a4c28a3acafd61ae981a017226faa945655413670c5bd574b5db369b6d8,true
c24-31,xcmzfsbd9t,113906,454950,0.25037037037037035,fe472cbfdeedaea9397920c6f5ddc0be548d79ad0a09eb39aa11c89597e116b0,true
c24-32,xcmzfsbd9t,113906,454950,0.25037037037037035,b9240369db1096c91b5b202a3fc78817a34daf0e65b96c336da8173ec191c9d7,true
c24-33,xcmzfsbd9t,113906,454950,0.25037037037037035,ff4ef501a0db4d2738d21fa08556c9e629b591b539ae1b233240dd50274a6193,true
c24-34,xcmzfsbd9t,113906,454950,0.25037037037037035,f87cca26f8979cb1c20648d9aa9181ed1647b1da0f7a17333ca3d96afc22b98e,true
c24-35,xcmzfsbd9t,113906,454950,0.25037037037037035,a447f2dc8ffe20b881c7bedd2c4b6e1045d93feac940a63390a8509340a4c369,true
c24-36,xcmzfsbd9t,113906,454950,0.25037037037037035,402cc063083732dafa5a065bf48506512a38777983cd7bb5836ee978eb6b503f,true
c24-37,xcmzfsbd9t,113906,454950,0.25037037037037035,ae6c7b2ec9e5734d62ed5d317579cdea937959ecb4d6305a443686c2f62decbe,true
c24-39,xcmzfsbd9t,113906,454950,0.25037037037037035,51af1b043b3f3c615877819f895c2989cbf67b44e65efab659545f4fcb486976,true
c24-40,xcmzfsbd9t,113906,454950,0.25037037037037035,0b00d768a42e4ce0fb488a75ef71a79f81a813323978b884ec9e1c1ec790b75d,true
c24-41,xcmzfsbd9t,113906,454950,0.25037037037037035,633ef342e94f0420f0190f590562bbfca64aaa52a419a9b08c7cb612519f9c7c,true
c24-42,xcmzfsbd9t,113906,454950,0.25037037037037035,358cfcac317202ee42ea7e2748860bcc00e9746e690732e03c270e548e0950b2,true
c24-43,xcmzfsbd9t,113906,454950,0.25037037037037035,22c0174842e92852301d811b0b3d2fadfada549bbc3e3947155778e4983e485c,true
c24-44,xcmzfsbd9t,113906,454950,0.25037037037037035,7669eeeef6ffe75257987aec3c4f49041dc46e5afba8fd03b18d1c8795feb82a,true
c24-45,xcmzfsbd9t,113906,454950,0.25037037037037035,9a3bd6f4f26b9bd758e0fbebf3617e7aa06fb5c02a068dc88f09c885dd2bab47,true
c24-46,xcmzfsbd9t,113906,454950,0.25037037037037035,d11d9997951236689a7eaa65f986f9776ec57da2f71e572f17907d0f4875bfc9,true
c24-47,xcmzfsbd9t,113906,454950,0.25037037037037035,22b88f3b874c8710a4102da62a807fc705d179e4e92d9b1fc86198f5c0083e41,true
c24-48,xcmzfsbd9t,113906,454950,0.25037037037037035,c665e18122feec5a285b919b71feb64a7d9ac250a9545b0f94ed06dc744517da,true
c24-49,xcmzfsbd9t,113906,454950,0.25037037037037035,327cc95af01315368a161af2e11e4a6155916ed357da0424360d6f035591de80,true
