action_count,dataset_id,effective_budget,embedding_sha256,exact_acquired_count,observation_sha256,outer_domain,outer_target_excluded,policy,progress_fraction,sample_id,snapshot_index,snapshot_sha256,source_prior_sha256,specimen_id
22,74t7kcdgkr,0.011825617821092935,df13afc1b6e28541476baad23b99fc485b9f0e451512200bf486c68af687e7af,1359,8850e50914696767003b8d0a546364489c73f25b0288e9d14533ce73adf6ca34,cgtnjyggtm,True,SURFACE_FOCUS,0.3333333333333333,cgtnjyggtm::74t7kcdgkr::c8-2::SURFACE_FOCUS::0,0,a926195875759ee0e4e93a73cf24236bb92e64ce292ae0e64a3b2c9b7ce5ef68,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
43,74t7kcdgkr,0.02232857640097459,2209740e266cac28351bccbc699c304840e36fedc55479ce732f503ae058e686,2566,36b1c9bd36a5c4d24f1c1cc5aaeee1356c85125ef7c11772103f39a514fef243,cgtnjyggtm,True,SURFACE_FOCUS,0.6666666666666666,cgtnjyggtm::74t7kcdgkr::c8-2::SURFACE_FOCUS::1,1,6a184be876a31362e96cd9cfb4c493d1c20f73de200db1c3e57fc26d54d9a031,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
64,74t7kcdgkr,0.03132613992342499,4db90bdfc9d4647c8ce965e30b13d6b644f863b950cd61678112dfe916223607,3600,0d26c63c8c55f60aed1290091b743a825cb518e91698fd6242ce234b92098384,cgtnjyggtm,True,SURFACE_FOCUS,1.0,cgtnjyggtm::74t7kcdgkr::c8-2::SURFACE_FOCUS::2,2,2173432a6bdb263d187aa64bbba0ad5b117218ef4d9b0ac0558ef4e49053706e,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
43,74t7kcdgkr,0.022920292377305952,e28f724033da3960773e86b418b7f8305d733c4ee3de11ce7bb59293a4abca35,2634,6d3508e503572f811c54d800e90f3d978d95cea5552072bb29c98be1f1f79c86,cgtnjyggtm,True,UNIFORM_THEN_REFINE,0.3333333333333333,cgtnjyggtm::74t7kcdgkr::c8-2::UNIFORM_THEN_REFINE::0,0,b0802132015f625262c44b424ddf51704323a2333726289adc2af507a7ef1679,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
86,74t7kcdgkr,0.11132091890010443,110a7f3d510b3a1480dfd32369ecb79aadcceed4c318c42126176a3a377cd060,12793,a96196c245142735771cf6ab75b53045866af2689491629583705b5cc62d4649,cgtnjyggtm,True,UNIFORM_THEN_REFINE,0.6666666666666666,cgtnjyggtm::74t7kcdgkr::c8-2::UNIFORM_THEN_REFINE::1,1,180a4d38994660fad8a98552765ba842a06fedad98cb9c40de22a2f632f188f1,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
128,74t7kcdgkr,0.25,431f0b9128ac07651e8e3dbbf71f6ee655122c28355f60f413bce68fc6ff276c,28730,b05ae09abf2afd661df2bbb4f12f7b6e7563fb3a0e6d3be270b6e6890d3afed1,cgtnjyggtm,True,UNIFORM_THEN_REFINE,1.0,cgtnjyggtm::74t7kcdgkr::c8-2::UNIFORM_THEN_REFINE::2,2,7ec9baa73dc4bebcae7bbcbec1809edd690c858a3beeefe657b8754eda4211aa,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
43,74t7kcdgkr,0.08916637660981552,020108bb52528f0d5a9b72333c94eeb8c73af79938ff3a67e998d72a528a6cf5,10247,dc0d48b94b17f90e3743519d839d50852d7752e5c51b85acb5108d67f48ff618,cgtnjyggtm,True,ALTERNATE_BROADEN_REFINE,0.3333333333333333,cgtnjyggtm::74t7kcdgkr::c8-2::ALTERNATE_BROADEN_REFINE::0,0,a4dd8f685a20d2a005e90edeb77bb1d2609c0ea50531fd14355b8b6ee804abc9,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
86,74t7kcdgkr,0.17182387747998606,80f04d6787e1a6fda4c5e83fe3892f87ec0e0d4d9e1d65a258bfb81d3a04529a,19746,ec18015cfac3108b19bf002ae45212a592074401b805f910fe8ab9e58161a108,cgtnjyggtm,True,ALTERNATE_BROADEN_REFINE,0.6666666666666666,cgtnjyggtm::74t7kcdgkr::c8-2::ALTERNATE_BROADEN_REFINE::1,1,877b246c96b95168e9dfc634307f126728e9dc08990669b03527f4c78d2473d8,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
128,74t7kcdgkr,0.25,431f0b9128ac07651e8e3dbbf71f6ee655122c28355f60f413bce68fc6ff276c,28730,f9678d1abfb8940394ee99d3b733226fc92eb1fe1e3de52d58b113e7a0a1bb6b,cgtnjyggtm,True,ALTERNATE_BROADEN_REFINE,1.0,cgtnjyggtm::74t7kcdgkr::c8-2::ALTERNATE_BROADEN_REFINE::2,2,6767524c81270b7979bd8e6b85e1aed613c4723635a0ab45353e13407e6a6261,b878acf1064b0ba88248fd68f90a51d79b81c4825d21fd2ecf73b6790f8ca447,c8-2
0,74t7kcdgkr,0.0,62b6e67977da1f203af7995c7bc301ecdd92201f80dfdf7173499b96d2a1694c,0,d10dfd8ffc91a3c6a4a939d3c6814ee5d987d2c2ba5d4e9255f787a32047d5b5,w68dtmpfyf,True,ZERO_ANCHOR,0.0,w68dtmpfyf::74t7kcdgkr::c8-2::ZERO_ANCHOR::-1,-1,9283122614839e11b0c15a70b5dfaaef7395379081b37d1ad162c982c0bb2067,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
22,74t7kcdgkr,0.013104768534632789,e7d7315d990db1adb35c9d9d37f99ed4b244c7e06d7aff84052ea917b804e5e2,1506,41adb6a4543a37d49a101a705eeed8fb2c78b2f359a2811d6ac4ecdd52282483,w68dtmpfyf,True,UNIFORM_BROADEN,0.3333333333333333,w68dtmpfyf::74t7kcdgkr::c8-2::UNIFORM_BROADEN::0,0,9bfbd08b092ecfd0e2622dae3a9b0a8ef64defd9dad478a21d8696c3e3cffe43,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
43,74t7kcdgkr,0.022920292377305952,e28f724033da3960773e86b418b7f8305d733c4ee3de11ce7bb59293a4abca35,2634,6d3508e503572f811c54d800e90f3d978d95cea5552072bb29c98be1f1f79c86,w68dtmpfyf,True,UNIFORM_BROADEN,0.6666666666666666,w68dtmpfyf::74t7kcdgkr::c8-2::UNIFORM_BROADEN::1,1,cf1862c6e6c983d3caccda8d9d25caab6b6dae4f05e6604b2116d340599d9d81,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
64,74t7kcdgkr,0.03132613992342499,4db90bdfc9d4647c8ce965e30b13d6b644f863b950cd61678112dfe916223607,3600,5a897323166e5db6fc1ab83516cb4a5ac15bc0ad053cf8d25b7b033cdcdae125,w68dtmpfyf,True,UNIFORM_BROADEN,1.0,w68dtmpfyf::74t7kcdgkr::c8-2::UNIFORM_BROADEN::2,2,88dd7cc5a2433109b2de9376059cc564bccf61ecddbcc05bdd9e7ac998a1f54a,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
22,74t7kcdgkr,0.012730595196658544,fad3a85ad64c10ed013a54b6f972e3c500a357204dafeee21e40f2f8ecb075d7,1463,a3426adb8c3365035fe1219d5b910a5887e6e77e55eb9ae095ec7c92b40849bb,w68dtmpfyf,True,CENTER_BROADEN,0.3333333333333333,w68dtmpfyf::74t7kcdgkr::c8-2::CENTER_BROADEN::0,0,4025593389d1795eb0b814f7dc8d631e2b59226ca4237f3fffe3b056b620983a,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
43,74t7kcdgkr,0.022720153150017405,287fe375da70f689e300f645254500a6f64f137a8f3f71e9594e4da9311423fb,2611,83e04ff51d2e3a4ef49e59192b7a284ec4a4d271d9484681a2710c9c2db481f3,w68dtmpfyf,True,CENTER_BROADEN,0.6666666666666666,w68dtmpfyf::74t7kcdgkr::c8-2::CENTER_BROADEN::1,1,ae3b5ba4a5d2eca939f112b81dc0298769d57aff8f4dad209e758ba1efe06841,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
64,74t7kcdgkr,0.03132613992342499,4db90bdfc9d4647c8ce965e30b13d6b644f863b950cd61678112dfe916223607,3600,3008688487611e41880491bed82592af1130f773c06bd1724b1fd2aac2830d2b,w68dtmpfyf,True,CENTER_BROADEN,1.0,w68dtmpfyf::74t7kcdgkr::c8-2::CENTER_BROADEN::2,2,89f34608264631195cf63881f75f3e483238e7345078580d0a2290bb0968eaae,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
22,74t7kcdgkr,0.012582666202575706,0a0b47a7b12f92085c5474db72a16176b88632ee3a6c4d8adf65f00c01936b30,1446,caf8aa757827b58932837f27a1a3b430f47a2b93f7456f670e9212b84e7318a3,w68dtmpfyf,True,RANDOM_BROADEN,0.3333333333333333,w68dtmpfyf::74t7kcdgkr::c8-2::RANDOM_BROADEN::0,0,00971b2413e76c6856157cab9eaeec61a29ff4752d442109daaf14a4d8c429c8,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
43,74t7kcdgkr,0.02297250261051166,2817f1049134ea50cf6da292de405572a1e0286a0b4d5d66dbc95f122e21ee3f,2640,90654685bf37b97589aecb24ed855318efb9da369531c4c41ab9fd78d9eca9bf,w68dtmpfyf,True,RANDOM_BROADEN,0.6666666666666666,w68dtmpfyf::74t7kcdgkr::c8-2::RANDOM_BROADEN::1,1,4127d427b478cbc7f07ed5d0671df3d906a884b0a2a0110150603da2c1770dd3,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
64,74t7kcdgkr,0.03132613992342499,4db90bdfc9d4647c8ce965e30b13d6b644f863b950cd61678112dfe916223607,3600,1a07047473d0779b5bc7394c7cc1656cb4b14231acd8c21e4630033d1dd462d7,w68dtmpfyf,True,RANDOM_BROADEN,1.0,w68dtmpfyf::74t7kcdgkr::c8-2::RANDOM_BROADEN::2,2,6a325365fdd53cf0a9a53afee660302e75e4955899fb49c14701822bf361faa7,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
22,74t7kcdgkr,0.011825617821092935,df13afc1b6e28541476baad23b99fc485b9f0e451512200bf486c68af687e7af,1359,8850e50914696767003b8d0a546364489c73f25b0288e9d14533ce73adf6ca34,w68dtmpfyf,True,SURFACE_FOCUS,0.3333333333333333,w68dtmpfyf::74t7kcdgkr::c8-2::SURFACE_FOCUS::0,0,a926195875759ee0e4e93a73cf24236bb92e64ce292ae0e64a3b2c9b7ce5ef68,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
43,74t7kcdgkr,0.02232857640097459,2209740e266cac28351bccbc699c304840e36fedc55479ce732f503ae058e686,2566,36b1c9bd36a5c4d24f1c1cc5aaeee1356c85125ef7c11772103f39a514fef243,w68dtmpfyf,True,SURFACE_FOCUS,0.6666666666666666,w68dtmpfyf::74t7kcdgkr::c8-2::SURFACE_FOCUS::1,1,6a184be876a31362e96cd9cfb4c493d1c20f73de200db1c3e57fc26d54d9a031,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
64,74t7kcdgkr,0.03132613992342499,4db90bdfc9d4647c8ce965e30b13d6b644f863b950cd61678112dfe916223607,3600,0d26c63c8c55f60aed1290091b743a825cb518e91698fd6242ce234b92098384,w68dtmpfyf,True,SURFACE_FOCUS,1.0,w68dtmpfyf::74t7kcdgkr::c8-2::SURFACE_FOCUS::2,2,2173432a6bdb263d187aa64bbba0ad5b117218ef4d9b0ac0558ef4e49053706e,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
43,74t7kcdgkr,0.022920292377305952,e28f724033da3960773e86b418b7f8305d733c4ee3de11ce7bb59293a4abca35,2634,6d3508e503572f811c54d800e90f3d978d95cea5552072bb29c98be1f1f79c86,w68dtmpfyf,True,UNIFORM_THEN_REFINE,0.3333333333333333,w68dtmpfyf::74t7kcdgkr::c8-2::UNIFORM_THEN_REFINE::0,0,b0802132015f625262c44b424ddf51704323a2333726289adc2af507a7ef1679,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
86,74t7kcdgkr,0.11132091890010443,110a7f3d510b3a1480dfd32369ecb79aadcceed4c318c42126176a3a377cd060,12793,a96196c245142735771cf6ab75b53045866af2689491629583705b5cc62d4649,w68dtmpfyf,True,UNIFORM_THEN_REFINE,0.6666666666666666,w68dtmpfyf::74t7kcdgkr::c8-2::UNIFORM_THEN_REFINE::1,1,180a4d38994660fad8a98552765ba842a06fedad98cb9c40de22a2f632f188f1,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
128,74t7kcdgkr,0.25,431f0b9128ac07651e8e3dbbf71f6ee655122c28355f60f413bce68fc6ff276c,28730,b05ae09abf2afd661df2bbb4f12f7b6e7563fb3a0e6d3be270b6e6890d3afed1,w68dtmpfyf,True,UNIFORM_THEN_REFINE,1.0,w68dtmpfyf::74t7kcdgkr::c8-2::UNIFORM_THEN_REFINE::2,2,7ec9baa73dc4bebcae7bbcbec1809edd690c858a3beeefe657b8754eda4211aa,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
43,74t7kcdgkr,0.08916637660981552,020108bb52528f0d5a9b72333c94eeb8c73af79938ff3a67e998d72a528a6cf5,10247,dc0d48b94b17f90e3743519d839d50852d7752e5c51b85acb5108d67f48ff618,w68dtmpfyf,True,ALTERNATE_BROADEN_REFINE,0.3333333333333333,w68dtmpfyf::74t7kcdgkr::c8-2::ALTERNATE_BROADEN_REFINE::0,0,a4dd8f685a20d2a005e90edeb77bb1d2609c0ea50531fd14355b8b6ee804abc9,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
86,74t7kcdgkr,0.17182387747998606,80f04d6787e1a6fda4c5e83fe3892f87ec0e0d4d9e1d65a258bfb81d3a04529a,19746,ec18015cfac3108b19bf002ae45212a592074401b805f910fe8ab9e58161a108,w68dtmpfyf,True,ALTERNATE_BROADEN_REFINE,0.6666666666666666,w68dtmpfyf::74t7kcdgkr::c8-2::ALTERNATE_BROADEN_REFINE::1,1,877b246c96b95168e9dfc634307f126728e9dc08990669b03527f4c78d2473d8,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
128,74t7kcdgkr,0.25,431f0b9128ac07651e8e3dbbf71f6ee655122c28355f60f413bce68fc6ff276c,28730,f9678d1abfb8940394ee99d3b733226fc92eb1fe1e3de52d58b113e7a0a1bb6b,w68dtmpfyf,True,ALTERNATE_BROADEN_REFINE,1.0,w68dtmpfyf::74t7kcdgkr::c8-2::ALTERNATE_BROADEN_REFINE::2,2,6767524c81270b7979bd8e6b85e1aed613c4723635a0ab45353e13407e6a6261,821247ef6511137df9c7469c3d62201d126f92ee3a5c5c9aa60a8b2146300851,c8-2
0,74t7kcdgkr,0.0,0339ae2355dc184133a22d15588c217d9d1799e7cb85657812f8941fb60618c3,0,d10dfd8ffc91a3c6a4a939d3c6814ee5d987d2c2ba5d4e9255f787a32047d5b5,xcmzfsbd9t,True,ZERO_ANCHOR,0.0,xcmzfsbd9t::74t7kcdgkr::c8-2::ZERO_ANCHOR::-1,-1,9283122614839e11b0c15a70b5dfaaef7395379081b37d1ad162c982c0bb2067,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
22,74t7kcdgkr,0.013104768534632789,f60ed22de0765a16566661da70c35845d2350d711767980f8a8720c3fbc4ca13,1506,41adb6a4543a37d49a101a705eeed8fb2c78b2f359a2811d6ac4ecdd52282483,xcmzfsbd9t,True,UNIFORM_BROADEN,0.3333333333333333,xcmzfsbd9t::74t7kcdgkr::c8-2::UNIFORM_BROADEN::0,0,9bfbd08b092ecfd0e2622dae3a9b0a8ef64defd9dad478a21d8696c3e3cffe43,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
43,74t7kcdgkr,0.022920292377305952,c5ab3054eb98094c4abac530fe62070faef5c93b9aee56ae830d1599bdba34c7,2634,6d3508e503572f811c54d800e90f3d978d95cea5552072bb29c98be1f1f79c86,xcmzfsbd9t,True,UNIFORM_BROADEN,0.6666666666666666,xcmzfsbd9t::74t7kcdgkr::c8-2::UNIFORM_BROADEN::1,1,cf1862c6e6c983d3caccda8d9d25caab6b6dae4f05e6604b2116d340599d9d81,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
64,74t7kcdgkr,0.03132613992342499,4db90bdfc9d4647c8ce965e30b13d6b644f863b950cd61678112dfe916223607,3600,5a897323166e5db6fc1ab83516cb4a5ac15bc0ad053cf8d25b7b033cdcdae125,xcmzfsbd9t,True,UNIFORM_BROADEN,1.0,xcmzfsbd9t::74t7kcdgkr::c8-2::UNIFORM_BROADEN::2,2,88dd7cc5a2433109b2de9376059cc564bccf61ecddbcc05bdd9e7ac998a1f54a,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
22,74t7kcdgkr,0.012730595196658544,7b44eca4f61b7d9f5ed1a5ecdd4f4bab89ab3e0641836c0d43ad5036d6ff9656,1463,a3426adb8c3365035fe1219d5b910a5887e6e77e55eb9ae095ec7c92b40849bb,xcmzfsbd9t,True,CENTER_BROADEN,0.3333333333333333,xcmzfsbd9t::74t7kcdgkr::c8-2::CENTER_BROADEN::0,0,4025593389d1795eb0b814f7dc8d631e2b59226ca4237f3fffe3b056b620983a,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
43,74t7kcdgkr,0.022720153150017405,72f03a5c6c7957e0ef7c2dbddcc622d041d64529748db2e8ea2f6dd56e46f93a,2611,83e04ff51d2e3a4ef49e59192b7a284ec4a4d271d9484681a2710c9c2db481f3,xcmzfsbd9t,True,CENTER_BROADEN,0.6666666666666666,xcmzfsbd9t::74t7kcdgkr::c8-2::CENTER_BROADEN::1,1,ae3b5ba4a5d2eca939f112b81dc0298769d57aff8f4dad209e758ba1efe06841,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
64,74t7kcdgkr,0.03132613992342499,4db90bdfc9d4647c8ce965e30b13d6b644f863b950cd61678112dfe916223607,3600,3008688487611e41880491bed82592af1130f773c06bd1724b1fd2aac2830d2b,xcmzfsbd9t,True,CENTER_BROADEN,1.0,xcmzfsbd9t::74t7kcdgkr::c8-2::CENTER_BROADEN::2,2,89f34608264631195cf63881f75f3e483238e7345078580d0a2290bb0968eaae,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
22,74t7kcdgkr,0.012582666202575706,86a5cc2b21fdd9eb3f2a11e88fb4253d79bc7071c05e903f2bf2c3de573ee3f9,1446,caf8aa757827b58932837f27a1a3b430f47a2b93f7456f670e9212b84e7318a3,xcmzfsbd9t,True,RANDOM_BROADEN,0.3333333333333333,xcmzfsbd9t::74t7kcdgkr::c8-2::RANDOM_BROADEN::0,0,00971b2413e76c6856157cab9eaeec61a29ff4752d442109daaf14a4d8c429c8,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
43,74t7kcdgkr,0.02297250261051166,e34dd5c9cf532dd3b2d02c9dff334a3231ee416d6ce4be5a74edfc12ba182249,2640,90654685bf37b97589aecb24ed855318efb9da369531c4c41ab9fd78d9eca9bf,xcmzfsbd9t,True,RANDOM_BROADEN,0.6666666666666666,xcmzfsbd9t::74t7kcdgkr::c8-2::RANDOM_BROADEN::1,1,4127d427b478cbc7f07ed5d0671df3d906a884b0a2a0110150603da2c1770dd3,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
64,74t7kcdgkr,0.03132613992342499,4db90bdfc9d4647c8ce965e30b13d6b644f863b950cd61678112dfe916223607,3600,1a07047473d0779b5bc7394c7cc1656cb4b14231acd8c21e4630033d1dd462d7,xcmzfsbd9t,True,RANDOM_BROADEN,1.0,xcmzfsbd9t::74t7kcdgkr::c8-2::RANDOM_BROADEN::2,2,6a325365fdd53cf0a9a53afee660302e75e4955899fb49c14701822bf361faa7,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
22,74t7kcdgkr,0.011825617821092935,1c4b9f610f2269c20afa50dc690ad61c7195da222bfb4b714b77235381e6e850,1359,8850e50914696767003b8d0a546364489c73f25b0288e9d14533ce73adf6ca34,xcmzfsbd9t,True,SURFACE_FOCUS,0.3333333333333333,xcmzfsbd9t::74t7kcdgkr::c8-2::SURFACE_FOCUS::0,0,a926195875759ee0e4e93a73cf24236bb92e64ce292ae0e64a3b2c9b7ce5ef68,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
43,74t7kcdgkr,0.02232857640097459,d30861f59194dbd1351ab88ac58dc883e4f9072c26f795eb9b3ebf746428502b,2566,36b1c9bd36a5c4d24f1c1cc5aaeee1356c85125ef7c11772103f39a514fef243,xcmzfsbd9t,True,SURFACE_FOCUS,0.6666666666666666,xcmzfsbd9t::74t7kcdgkr::c8-2::SURFACE_FOCUS::1,1,6a184be876a31362e96cd9cfb4c493d1c20f73de200db1c3e57fc26d54d9a031,d6979297e90221d93a3ea9552a8904b09ec2566b8d9c47f8984e00f5b610ceb2,c8-2
