method,seed,outer_domain,inner_domain,pca_dimension,mae,fit_domains_json,fit_sample_count,query_sample_count,pca_state_sha256,ridge_state_sha256,state_sha256
patch_shuffle_8x8,20260901,w68dtmpfyf,ykhs7s2dck,32,0.4324384813857843,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,38,c26ec4108c553e4493e00be62a6fabceef6ea147283445759433c445e872dbb6,3e905fab62ff278ce6a621ae28beb8e3189bc2dab8f22f404b7f20c4a8b08fd0,8f2a05c37a295175d63e82b7b95862a35caf0755744fc51b87767617c9c24f74
patch_shuffle_8x8,20260901,xcmzfsbd9t,74t7kcdgkr,8,0.20975204978310527,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,45,23da06beee347e4c2be7fbd796dc0d607ec970251d91b8bc42acbdf23ad7c541,1907f1df2f49c241cb8b76cdc08b524d1a707c388928c3d99d650efe5c8e7763,d6a647c5b58729e5b96686937a166729c8ebe989e917f59cdce1d40465e475b9
patch_shuffle_8x8,20260901,xcmzfsbd9t,cgtnjyggtm,8,0.14119688348362022,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,49,ef51d4f0b06338dfe5c86e177e450becdb9d3ecb8dbf5c47d7bc97601fd1d922,b2d53c5752a2c3cd3ab748f9557b8ef5a1208e47219274edbf6176d175a1ab6f,b34b0bcaf34ba3d610e772cdf0146a4c78aba45929fe2940ea5ff9ee72f19156
patch_shuffle_8x8,20260901,xcmzfsbd9t,w68dtmpfyf,8,0.11948781944310868,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",174,43,f82b71d4a09a20b4209f315d9b0387c282b0405568db3f178d0587e90de2a503,0d5901d251b5127d71c9a52d2468cd245007e3bf4ed3005cae60cd14b0683671,1e2e8bacbba54372a8d0c15841ebcc0c759db2605e655a81a1f3b5d7db841558
patch_shuffle_8x8,20260901,xcmzfsbd9t,yfxyg8jm46,8,0.19477112011106745,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,42,d91861dc37e1f6fcc4c58e05f15fff0bf1acbe69d544ba6c511bec434a22816c,be18f8d067423a3c6ef44d3a9fe2538f01b76c9616d8f31edb3d9302afcfe9d5,09986f13bacd74f6f5febe73d8276e866ded9413d7afb9c87b89a25e25a6bc30
patch_shuffle_8x8,20260901,xcmzfsbd9t,ykhs7s2dck,8,0.4188606298510652,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,38,b8b84d57973c1dcb191febbea20f7a736c46b35eff1b6b7bbab62a8618499b08,6dec4ebe55e0277068479b1250d9afaf600971a731103303569714981c34a056,a43b4766d49792e018b67c0d24ab7c95e17f7c8b048e9a63938c2ed8b953f9d5
patch_shuffle_8x8,20260901,xcmzfsbd9t,74t7kcdgkr,16,0.19501694267443245,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,45,4a2d1c0ac20b2ff1eba2121b5f1c0425a0461fa78d344e8ff895b66edf9df5f8,02af118a3dfb6f6b14e0a32b3db00f9f1ca7affbf1ecf6afda1a3540d39261e9,10b88969301c02c33c20513f9fe992c520d4cdc340dfa313d0b6be6e17511d68
patch_shuffle_8x8,20260901,xcmzfsbd9t,cgtnjyggtm,16,0.14370426815965506,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,49,9348d4b7e1442dcb8e68467dbee256d5b94579a8407f9ff7bb516489e1fa5c63,c079d21e1565d559dd48a4ef5e3730aaa79e9377ed1e165a249d1c98364f8768,3083253b31d9625ed66566c3d158fefc7b0a8c7b8ffcc9183108eb1b86e115c1
patch_shuffle_8x8,20260901,xcmzfsbd9t,w68dtmpfyf,16,0.11285507213936818,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",174,43,3c8a40a3aee9671f5806b9a30f1b6b7dff42b14f7310a824c7a7d0a538c571b4,a35435838b5049d16399ef695ae3cddea288e23c2c54c10e480f21b8e6fa00b9,08c6328d0995a0b0371be4aa0afafe2d43239e0782e5fd7ea520daf3048fe294
patch_shuffle_8x8,20260901,xcmzfsbd9t,yfxyg8jm46,16,0.2024765811694013,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,42,f4bea2fc6c661fdc24598a37530a611c5573c5bcea4d9caf7c05ac1b3ecbe976,a40961d824d4af4b2b6231a5459d434c2ed92c7155302da43694bc9a5053a8ae,252d3bf9dbf8881de74280e4414286a341e104b8c0c68b6228a499ae5ae86e5f
patch_shuffle_8x8,20260901,xcmzfsbd9t,ykhs7s2dck,16,0.40264308135887755,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,38,3bd903a5779643a5ae6b891de541e31e8fc92caad296cb09370c3cb15cf2b069,c1ca7d6488116ee5eb001b9c98d53ab573a844fdcf7c3bbf8581c10e2025a15a,2175c828c5457d68470fa58726a9e01646eb2a003535f7c5baeed93bc55b3864
patch_shuffle_8x8,20260901,xcmzfsbd9t,74t7kcdgkr,32,0.13886240587787774,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,45,30bd6c2b374cc71f2f9448d09dbadd009e05b0dd7ca47646894612663aa69109,b7a761c0ea1a3779939a637aadaee566e604562caedacc7fff641eb08c4b1034,9eefebbe1058a53248ec0814d9f5c0eee2893e8e7f97da6a817919ab32c5d232
patch_shuffle_8x8,20260901,xcmzfsbd9t,cgtnjyggtm,32,0.14675846026294456,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,49,f94af274c5b7875da16f6963d26e31049e6a3957e4da0410d106e105493f411e,83f518e60ceda622bfc821344a3122a3121995a278f64ee2c45835ec3b7dbecd,b5f36ba60d00bfcdcd4f7ab93496649d525f41f02a6569bf68f081dfa7c746ef
patch_shuffle_8x8,20260901,xcmzfsbd9t,w68dtmpfyf,32,0.11456384579351403,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",174,43,f1fedcab7fd13f293281152e519dbb07bf82585d3f60066f0327b64149060504,61b408926915f2a8198b6d522fecd7ca11a93cdfc97dcbc1a15a3f35a3325bbc,8378b00de2d9b48fc224b4118513dadfef26b23991a4061e076d2b4a45ce5c86
patch_shuffle_8x8,20260901,xcmzfsbd9t,yfxyg8jm46,32,0.196120784416993,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,42,684f19b4e81c164b71d8a77955ed81c5063c727f97f7a53252d4b9ef6ac02faf,e8db30be5aaec960a236c57c9c4eda4814cc5ac7d80bb32d1af85b7bd3def47e,e50b8312bd1916ffa555538df97d93972ed56b3fb2afdc9a8df68fdfe5580831
patch_shuffle_8x8,20260901,xcmzfsbd9t,ykhs7s2dck,32,0.3932172734781327,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,38,3f999ad28409d483a47224754ee4ee621d2688e748ba74b5f6f74efdb49f399f,ad26824e1c6a55a5370b2b53f9a9941430882a65eea69e055e6baa6b2a01ff30,6b0f834558034177ea4f721125bb35cd4aaf3fe6f205c631d07bcad867e64978
patch_shuffle_8x8,20260901,yfxyg8jm46,74t7kcdgkr,8,0.10804019748135758,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,45,1429a1836b8db34ee831166bf0cc05a10a992da8451d244aa2e7032474dddd1f,b2538d0449c298b92805b869787bc84a097496436bb5cad98262fba49dec02c9,a8a1b80d449d3538bb1982a1ebec2cf82642298ed4b1753541a6faa86321bfc8
patch_shuffle_8x8,20260901,yfxyg8jm46,cgtnjyggtm,8,0.12752159313449304,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,49,4360b82f0fda8e5c7fe04e5a0dd8f9c8a6bb592fca25a214cd54b0337b7938d5,30453b884cf3946e783f930057eef506aeafe90d3b1b8c95e4028cf68834b3f1,262def91f7bcb0a0441deb979e1cfc0fbc0f4bf51d682084102018c192194643
patch_shuffle_8x8,20260901,yfxyg8jm46,w68dtmpfyf,8,0.09665175104270586,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",191,43,9e071f48a9bee8f4081ee4d72cb168e6ae01f96353d7249938920796ca1e285d,7788fc371dc853fa45eae3e4dd4150ae3a5ec39f9c2ffe70751a4cd8e6c8f9fd,2635876013dc95d0e441bbe760362cc6ce869d42fd8fae9227eefcc1dd3a2528
patch_shuffle_8x8,20260901,yfxyg8jm46,xcmzfsbd9t,8,0.11319751705739076,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,59,50ddb6734e6bc8f70d756f7f1517ea4df84153df323df70b891c9924c928d362,be18f8d067423a3c6ef44d3a9fe2538f01b76c9616d8f31edb3d9302afcfe9d5,8778f9dfbb67a10f379adc43fd14a6233aa2b96698f8e43199db0544040e7d34
patch_shuffle_8x8,20260901,yfxyg8jm46,ykhs7s2dck,8,0.306971641426199,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,38,e3e1996c2a08f8be914e7a736a1502493327fa1623e1befc026078ce513e3353,d22d0a96af0ce455b3c01f37a717c026106ff23a773ff88d4e9ba4f826b9cc5f,89ebf84acbf90c3e52c930d6fbbef4cd0f252fd75ea824aa51a34164d5fe9605
patch_shuffle_8x8,20260901,yfxyg8jm46,74t7kcdgkr,16,0.10701683169257872,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,45,7b351242cc038c2f9eeeb5279a7f2af94fff3e5293afc23126c1f5079e11d16e,1592f0463fe779b53eea3161284875408ac44d972048bf8a03846bd59699a5ee,6dc6d35327f1d720b324e5e3f7c387530ebcbb978e4d6a656c282566aa43f8c1
patch_shuffle_8x8,20260901,yfxyg8jm46,cgtnjyggtm,16,0.12773528166779943,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,49,7448b6637f8bc4c4ec5c1b893ba3b63e8ed62baadcc0217c0c142507cefa79fe,5a40f587c9bfa0033f40a154ff0fe1ea5f118461214c6cbd77fb6e462dfde2b7,d6dd698ee0807008b4bfe2feb22869b9976c274d5409e98f6f9d6bb1e2b12386
patch_shuffle_8x8,20260901,yfxyg8jm46,w68dtmpfyf,16,0.09915373755832788,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",191,43,98515bb9209377a9b9b505a3f53fc8b43e46d07873359fa40f15f8f6dcc685f3,f35d2231d1eadde58a41fb8381c1a6280abe3f9bc30104fd1f28a7c19dff32fa,b0034b8461f1612fb495607a182b8af1d0f8d515109b60d69d3a2b06b30e10e4
patch_shuffle_8x8,20260901,yfxyg8jm46,xcmzfsbd9t,16,0.12198993866783894,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,59,bae0f9026e4f8ff95a0fb4c3d2aaeb8ee156200bed43a253cd304489c98aa043,a40961d824d4af4b2b6231a5459d434c2ed92c7155302da43694bc9a5053a8ae,68470e617c59c1fe4fe011c1f51c98d2e82aa6ccade71bfb7721a88b3943e7ad
patch_shuffle_8x8,20260901,yfxyg8jm46,ykhs7s2dck,16,0.35057781551318096,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,38,45d108a648e2babbe9e6eff6840e07f3572a1141fc0a83f2763b4765aa977705,ee29322eeb7f1aae2b227b40864ea8d7161fb961ddd32ea53dc056be8d82935b,d29b231bb5a886aef58941220409e13da6ab455c4278b3d3aacd480e1420a5e4
patch_shuffle_8x8,20260901,yfxyg8jm46,74t7kcdgkr,32,0.1060034837825534,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,45,e566cfc6139806d31f2bc423f53b96d6319835c19d79ed842bc1b792d9d5573c,77d8d65b47020851c77800198b02c400c35d75be8ccae30213884978e8a53485,e374b41170a70ee9227e57a38d91a87dc2ce1c62361784dca5ab6932929dfd21
patch_shuffle_8x8,20260901,yfxyg8jm46,cgtnjyggtm,32,0.1291024832043068,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,49,44ed77b4abb9b358f172ef8928dffed7758d355654147c0da3e34ef012a007af,42657826d734db1119286cf00853f0100114912c3724a7b0e83b018100519a25,7d09a98dc1b0cc80e8c83dff40bb43a81373d4559b878a355904bc81485eb179
patch_shuffle_8x8,20260901,yfxyg8jm46,w68dtmpfyf,32,0.0865584336247512,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",191,43,b01f786a330baad73ef6f93992f825da4651aa35b1dd29493a8eeb2e1e5c5837,08d9a6563a8808cd2e024b07c7893320ca212c098872b028f907d00212fe0492,8ea241f6b3db8a9b82c3e8e553bdc35ad3a14ae8465164be8a68221718bc08d3
patch_shuffle_8x8,20260901,yfxyg8jm46,xcmzfsbd9t,32,0.13025022199209454,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,59,79b547463f4ee0a5831dd3f2a61e7958b46042295f4d69504a06936fa6a640e3,e8db30be5aaec960a236c57c9c4eda4814cc5ac7d80bb32d1af85b7bd3def47e,429e2e73ab1c51191daf14259b401ae793a5e88a33bc19e17d2455f7ce70d73f
patch_shuffle_8x8,20260901,yfxyg8jm46,ykhs7s2dck,32,0.33054938621617114,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,38,6f4b4467a36a256b518165f4c5f7b18ab6b632afe8378a47dd76176885e81ed0,2d8150dd523c051122e5f452819a3ac062ec5bfcc39df0340bf5913f58d18c9e,19f14d8053e996d98840218e1e4317e2f4c2446b841e2ef1a49488c772bffb89
patch_shuffle_8x8,20260901,ykhs7s2dck,74t7kcdgkr,8,0.11391502198297461,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,a137e8779d763eb9a86b60820b87ec61482895e808d9ade6b379afa3eb9e133f,c45756722e7b4df7657e323cb7689eacb16876edef6fa91989fa5cdca697b34c,894216e2164c33e51edba2ab4c7a4d2e5b585a6757292bc25e6bc1f3138624d3
patch_shuffle_8x8,20260901,ykhs7s2dck,cgtnjyggtm,8,0.14180061164990085,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,93b16abd87cc8887f1de78082a1af6264ee1beeba8605b030cdb8859b07519aa,7754f72e48685693e9dea7d7b1e17a261dd478fb888be4f72b32bae853230aa4,d480847fed98d0d55033e784b3a5aa1c6a1124d06bb1b79091f8f8d300c065aa
patch_shuffle_8x8,20260901,ykhs7s2dck,w68dtmpfyf,8,0.11905962203568674,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,2bc75d05532e79dab7bf8dbb008d838d98d5f45c7d46df0106f31a96a2772524,437c2f7fd40b6567c632b0a3ac44d25dac6014f2bc806b18986842ab44b54b91,6664df3345a981d9ce5551e4122596f1c906d689f59230bfe9d7b371ac324a27
patch_shuffle_8x8,20260901,ykhs7s2dck,xcmzfsbd9t,8,0.12939287126016424,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,a82fbab1e49e77d059e4b145a26a64ddcc566d19c18467e6a0b7fb9fc93444c0,6dec4ebe55e0277068479b1250d9afaf600971a731103303569714981c34a056,190480b8ef4dd8b6dfdf00bae608a12d7d9285b03f0c102e4214e8925f0b8a92
patch_shuffle_8x8,20260901,ykhs7s2dck,yfxyg8jm46,8,0.14396485102559226,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,35715d0bf46ff8e8da2b29952580f48dbd90aebb36379e7b75b63d9facbb21be,d22d0a96af0ce455b3c01f37a717c026106ff23a773ff88d4e9ba4f826b9cc5f,86087be2be634b0c470a6bb06f64bc0302cf02d151f18c6374ec76bd037d20ae
patch_shuffle_8x8,20260901,ykhs7s2dck,74t7kcdgkr,16,0.11228004666362242,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,80ef0c7797ca3a18dab8f7c817fb85cb5d6f10776d38eb9f027cadd6a77ee622,a6dad3689049cce7ade8130961580cb9672ca26c81bf5db8be862ab1a0d79177,81b255313455933196b892208bc98953b1c892a02a64574638c636ab3f5c94fb
patch_shuffle_8x8,20260901,ykhs7s2dck,cgtnjyggtm,16,0.1410890488218182,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,8a1a5d959756b84e823fd4553dc02ccff3564092ea6fa3544fcba488243ec519,abd5e1d59083a79092f864b50ab13e233955e46e26b21dd32fa17faf681a227c,8c7d8cb0e92da5cedefe4b19e6e002167161b039d5356231e270ceb9774f31a0
patch_shuffle_8x8,20260901,ykhs7s2dck,w68dtmpfyf,16,0.11576919470670674,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,b6eca70ef7b4e14fde817905f65908dd280660ec659e80a0da1aa597d8e1acad,3034084e1c59fba31151f7875aa55b996e7f981e706d19509fb7691f1f77e1fb,de49f4ca46f7aaa9fb4e3277dc6fb381df35e01d5067e88c7b2752322119108f
patch_shuffle_8x8,20260901,ykhs7s2dck,xcmzfsbd9t,16,0.10552668315690789,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,e0a7e4f97588d1a1af034aa4ff833a9d911c14decda6081d8d7cc1026690d993,c1ca7d6488116ee5eb001b9c98d53ab573a844fdcf7c3bbf8581c10e2025a15a,b0c29467217c8ef8479c77054a1761f3c97ac7b6b958623b85efafda71babc4d
patch_shuffle_8x8,20260901,ykhs7s2dck,yfxyg8jm46,16,0.15412163253628394,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,5628b77319159e6a15203c49e43bbe6089d81a5693407cfa419cf20b579f525e,ee29322eeb7f1aae2b227b40864ea8d7161fb961ddd32ea53dc056be8d82935b,66591bc43f817db56b2ec3eaf2b6c7a6ec7e39ca0a4c76d315aa0fb6caf5bd59
patch_shuffle_8x8,20260901,ykhs7s2dck,74t7kcdgkr,32,0.1151782617133811,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,507e6523e60bd92aa9e2aeb2b8ad8dead5d0a6fa29e1115ff5a74fbb8b831cf6,2357e5eb6d79ff9b219d3a241016b7f3d2fe38acb5934176ef5c940009df9a90,34350b615b64c7156ba65bc38523b0f73af2beb7ead871151c7004dbf1dcb065
patch_shuffle_8x8,20260901,ykhs7s2dck,cgtnjyggtm,32,0.13313392948723432,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,b905198c664dad535061ca8d567444cef68ac7a1e71a4d9a0ceddc0f6a7feeb7,a9a3c8f1cfcf7d6b2d90d7ee86dee65650798db323cf5f2b9eb3dc52e3f5af01,5e0fa98604e003c118c76d66ee12f22147e851b3898df2925a69364e571a6e90
patch_shuffle_8x8,20260901,ykhs7s2dck,w68dtmpfyf,32,0.09601202679109504,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,781d69adc0096afb1046fb023dcdcd64af3582869b8be049d3c437a1a441274d,3e905fab62ff278ce6a621ae28beb8e3189bc2dab8f22f404b7f20c4a8b08fd0,8e6f5e08b9826b01fc9be10412022539ce48ba06d4bd6194bc404820db847615
patch_shuffle_8x8,20260901,ykhs7s2dck,xcmzfsbd9t,32,0.10055946319332303,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,e8c8f080f6130478da66870ae81fb1917dc05f143667bd79927bf520b4216b86,ad26824e1c6a55a5370b2b53f9a9941430882a65eea69e055e6baa6b2a01ff30,8a41b6f2e78a521d86c0a896d38e1a8ee1ea86633add5eaf5e182297748f26f0
patch_shuffle_8x8,20260901,ykhs7s2dck,yfxyg8jm46,32,0.14095760861142384,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,fa1bed7dd93a37637f0d39c2610a753510ddfdb0d9a409b973665de63e492328,2d8150dd523c051122e5f452819a3ac062ec5bfcc39df0340bf5913f58d18c9e,26de01018d523023c215764d4267686a79f7858fde0fbfa559c1ebc8a9e12de6
patch_shuffle_8x8,20260902,74t7kcdgkr,cgtnjyggtm,8,0.15179018806418196,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,2e14baab4174a0014bc8a5f53a2c8bf3842d5d4bd6d58f5c7c253123b8250d0c,05d41d224f923ea2d9853ddca84a967d3c77008eaa29575c9e181009168d67bb,6d327449e1c5e4b3f41bfbd3d414b6f2608b2cc936891645854c0c59ec4cba35
patch_shuffle_8x8,20260902,74t7kcdgkr,w68dtmpfyf,8,0.14315274586878515,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,324fb24bf02f01adad7e206b4b1bdda4a33219482881757017dddfe5b256647d,91ec517a03ee4f89d82b6053c23053a6dbc07ff4a94b268a18ab55ffc966757a,90d89de50edb5072dc1488e4f67a661034db8378021ae62efcc82690f90c2476
patch_shuffle_8x8,20260902,74t7kcdgkr,xcmzfsbd9t,8,0.13302144567718674,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,15410aa7b72ac330f9065f8650c39a2e9648f83b61e293d6cb3e029c286e82a4,06cab13275495206ededbdae3074ec3ec7eb81bac530f0285d63bc34790317bf,494f12bb21ed080b9ff869937b6100bed51fa5a9c52fd082cfbf7831ddd69aa3
patch_shuffle_8x8,20260902,74t7kcdgkr,yfxyg8jm46,8,0.15484636282205166,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,42,f58ac6e2437b45ef2fb73a1f0a5e8eec752ea56100daa878bface1ec23c6b535,96c481dc7c0068d6e69680e80b8633eed1b2756acb54605c88d36638bb2e2f86,18fb70108d51d2f34376fa3ef8da9df5626354359af4f3690b0dfed3dcfcc8d3
patch_shuffle_8x8,20260902,74t7kcdgkr,ykhs7s2dck,8,0.271343701314706,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,38,12f0b006eb841de2935b87a0dcf830a45ad48f59048b30afed19f73ed5b1d7a1,89c9b6e4d3f68d5af8b7fcdd40194e3ce3609828c0e9d0dc5293c1fe69ba9d63,ff674099be17186b01d42dbd16723bbcd72193bb7ff9d7095643eb42f7b14e91
patch_shuffle_8x8,20260902,74t7kcdgkr,cgtnjyggtm,16,0.16169843244926302,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,21f12affe9b0529c67ef1fb4140edf0406e52987066a6a4d598d6d0c552c2fb6,81c60ab62f56f6997c9bfd98d80631595c473004f0b7235cc3c87bd631ea3004,91450f491c257c41068b62ff1257a00265a6cda99fe751b75ce1d1d6e91487cb
patch_shuffle_8x8,20260902,74t7kcdgkr,w68dtmpfyf,16,0.1289593069850829,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,0268a4df165b2c5c822b8126388bbed730b7ab2e0a19b1605b789211bc4d592d,5fa2d09ab155fe7356664b17e1794e3760d79991ebec7ca5ac53c9629c84e16f,dd37a2d9be3756355f67fd5e4b7a5c4cdd86ea4ff44dd92ce6ee2129acbdf70a
patch_shuffle_8x8,20260902,74t7kcdgkr,xcmzfsbd9t,16,0.1574419105674974,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,b49cd88c21af9cf4f5cb6c961ddd2b5a7806cc3587c514d1cdfbbc8e8c0de3b5,c75cfda37dbd73b6f4e9ee39c701e4720cc46a7f2075619ec8578e8eeb59430b,636f3aeaf35401bf4c0160d2c2ee5200faaf123cc2ac0a6a7a05bc34cb6d7b80
patch_shuffle_8x8,20260902,74t7kcdgkr,yfxyg8jm46,16,0.15513095528965642,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,42,337cdbf4c0a93a9c69dfee08f79a8498dedadce23920a9a5dc67e7b8b3ed697d,bdd2a85592dab7364d063ee1635331119885b326497fa03f3febfbfa70497305,27e162ce7eac26b50168ef9e4ab6a70b030510ac143b9522270cc5a75da5332f
patch_shuffle_8x8,20260902,74t7kcdgkr,ykhs7s2dck,16,0.33357325568399626,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,38,ba228f6babf464b68cf6fc41cf3eb256317468a811fa88ffe112220781258c3c,a9bc9cbae39470b10b81b974b9d7602aa2bfd887d990ace54563069c13e7ba50,34ee1b64e46a7017a29f6cba173a4cf6ba7f674aa4edcfa60f7e208976d41ef5
patch_shuffle_8x8,20260902,74t7kcdgkr,cgtnjyggtm,32,0.13907062204958373,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,33828e27c222bcf865fca0f5ae5dfa386d9a941f73c1e44a04d069a9e0bd40d5,04f82722488f4314c1141253d0136013766e8fce352becf315a7019627ff928a,7d923a2e0a9a48171055a8115cba03ff5016ac7b1018aced4c0b1429ede562d2
patch_shuffle_8x8,20260902,74t7kcdgkr,w68dtmpfyf,32,0.1330111369408584,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,1ad70f6cbea5ae26babf6784af3a41fa85145d9c32bc723e80d7f21b5ae798ae,c576ed39fd389e9f8216071c09e2913ea09ea48ceabc4d8af47ec6dbf18068bc,3c4b33b07b63587cc6169938d18e632bd20c3f093fc12d42372b0002b021c40b
patch_shuffle_8x8,20260902,74t7kcdgkr,xcmzfsbd9t,32,0.12275689651578162,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,6b9bb31ff821afb20d79704e24e2e4795bb6bd90aedd2e25639ac8f538d425cc,310ea5ae177fe6a3b9f2e92cce91cbaf7b802e5bda6759fc872dc4425aaa8026,c8004fa4444f6ba7fbccf8a215112eae292730d63468586a13022b996149d86e
