method,budget,physical_n,mae,mse,rmse,r2,actual_cost_mean,actual_cost_min,actual_cost_max,native_pixels_mean,native_pixels_min,native_pixels_max,unused_budget_mean,area,early_area,aggregation
RANDOM,0.125,50,49.153046874999994,4229.939386597644,65.03798418307292,0.5792328810875601,0.11876832825346553,0.10930651719969228,0.125,49965.32,12601.0,56784.0,0.006231671746534467,49.594391931229325,54.116689768361944,POOLED_LOSS; AREA_DOMAIN_EQUAL
RANDOM,0.1875,50,48.107519653320296,4021.1048326980977,63.4121820528051,0.6000063970987094,0.1866457941756575,0.1715976331360947,0.1875,78799.824,19826.0,85261.0,0.0008542058243425077,49.594391931229325,54.116689768361944,POOLED_LOSS; AREA_DOMAIN_EQUAL
RANDOM,0.25,50,46.88638348388671,3836.6317746708137,61.94055032586338,0.6183565884487423,0.24694306468044036,0.23449170238487746,0.25,103917.82,28518.0,113654.0,0.0030569353195596394,49.594391931229325,54.116689768361944,POOLED_LOSS; AREA_DOMAIN_EQUAL
LEARNED_STATIC_TRUE,0.0,50,58.55099456787109,5742.230749231293,75.77750820151908,0.4287998792276081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.97672118557994,52.94560607583583,POOLED_LOSS; AREA_DOMAIN_EQUAL
LEARNED_STATIC_TRUE,0.0625,50,46.46498809814453,3933.8534235517263,62.72043864285171,0.6086856051658253,0.06240137920741666,0.0621301775147929,0.0625,26284.56,7140.0,28392.0,9.862079258333989e-05,47.97672118557994,52.94560607583583,POOLED_LOSS; AREA_DOMAIN_EQUAL
LEARNED_STATIC_TRUE,0.125,50,48.06415130615235,4095.245506595294,63.99410524880627,0.5926313605086361,0.12480275841483332,0.1242603550295858,0.125,52569.12,14280.0,56784.0,0.00019724158516667978,47.97672118557994,52.94560607583583,POOLED_LOSS; AREA_DOMAIN_EQUAL
LEARNED_STATIC_TRUE,0.1875,50,46.784012145996094,3914.99573276632,62.5699267441342,0.6105614467550116,0.18739989552789127,0.18713017751479294,0.1875,78932.68,21505.0,85260.0,0.00010010447210873075,47.97672118557994,52.94560607583583,POOLED_LOSS; AREA_DOMAIN_EQUAL
LEARNED_STATIC_TRUE,0.25,50,46.99311798095703,3864.8554222887988,62.16796138115515,0.6155490818137663,0.23529661463201668,0.23467414001538633,0.2499912982944657,98914.06,27940.0,106765.0,0.014703385367983324,47.97672118557994,52.94560607583583,POOLED_LOSS; AREA_DOMAIN_EQUAL
NO_VLM_SPATIAL_FEEDBACK,0.0,50,58.55099456787109,5742.230749231293,75.77750820151908,0.4287998792276081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.59708783510904,48.77083689123591,POOLED_LOSS; AREA_DOMAIN_EQUAL
NO_VLM_SPATIAL_FEEDBACK,0.0625,50,43.32439086914062,3706.136301281834,60.878044492919074,0.6313374374280374,0.057700425782035526,0.046897461259479065,0.0625,24255.16,5419.0,28392.0,0.004799574217964474,43.59708783510904,48.77083689123591,POOLED_LOSS; AREA_DOMAIN_EQUAL
NO_VLM_SPATIAL_FEEDBACK,0.125,50,43.164353637695314,3620.2539530121257,60.168546209893805,0.6398804601392791,0.11982440926809393,0.10911968348170129,0.1249983514671942,50612.26,12602.0,56868.0,0.005175590731906071,43.59708783510904,48.77083689123591,POOLED_LOSS; AREA_DOMAIN_EQUAL
NO_VLM_SPATIAL_FEEDBACK,0.1875,50,42.92821166992187,3409.136865302231,58.38781435626984,0.6608810279087215,0.18255501056235385,0.1714148973198747,0.1874074074074074,77046.54,19699.0,85261.0,0.004944989437646152,43.59708783510904,48.77083689123591,POOLED_LOSS; AREA_DOMAIN_EQUAL
NO_VLM_SPATIAL_FEEDBACK,0.25,50,42.38468078613281,3196.048734096438,56.53360712086606,0.6820776623867433,0.24717384321445035,0.2344917023848775,0.25,104016.8,28730.0,113737.0,0.0028261567855496494,43.59708783510904,48.77083689123591,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_MEAN_FEEDBACK,0.0,50,58.55099456787109,5742.230749231293,75.77750820151908,0.4287998792276081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.26256559134052,50.38975180978599,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_MEAN_FEEDBACK,0.0625,50,46.4928271484375,3718.5381514754517,60.97981757496042,0.6301037812693495,0.05803692150967886,0.046897461259479065,0.0625,24303.92,7098.0,28393.0,0.00446307849032114,45.26256559134052,50.38975180978599,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_MEAN_FEEDBACK,0.125,50,44.247520446777344,3626.6130636698613,60.22136716872062,0.6392478967794404,0.1195300397334851,0.10911968348170129,0.125,50282.08,12558.0,56868.0,0.005469960266514903,45.26256559134052,50.38975180978599,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_MEAN_FEEDBACK,0.1875,50,43.72070495605469,3555.472634401517,59.62778408092588,0.6463244883628276,0.18232979069199248,0.1715976331360947,0.1874074074074074,76946.62,19783.0,85261.0,0.005170209308007517,45.26256559134052,50.38975180978599,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_MEAN_FEEDBACK,0.25,50,43.6108740234375,3482.446003406672,59.01225299382046,0.6535887071421653,0.24578924423674348,0.23449170238487746,0.25,103488.72,27093.0,113737.0,0.004210755763256524,45.26256559134052,50.38975180978599,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_FEEDBACK,0.0,50,58.55099456787109,5742.230749231293,75.77750820151908,0.4287998792276081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11037655166246,49.6424370892526,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_FEEDBACK,0.0625,50,45.51743743896484,3658.084053915958,60.48209697022713,0.6361173654207339,0.060459240801965394,0.046897461259479065,0.0625,25408.44,7098.0,28392.0,0.0020407591980346057,45.11037655166246,49.6424370892526,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_FEEDBACK,0.125,50,44.11356689453125,3570.9372206431626,59.75731938970458,0.6447861709536735,0.12187145352088086,0.10911968348170129,0.125,51252.92,14154.0,56868.0,0.003128546479119143,45.11037655166246,49.6424370892526,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_FEEDBACK,0.1875,50,44.68454376220703,3536.874176569027,59.471624969972254,0.6481745431279589,0.1849235305746699,0.17171117705242334,0.1874074074074074,77836.0,21294.0,85261.0,0.0025764694253301024,45.11037655166246,49.6424370892526,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_FEEDBACK,0.25,50,44.285798950195314,3424.2914422763884,58.51744562330441,0.6593735482242711,0.2474365383706865,0.23449170238487743,0.24999890097812943,104168.8,28518.0,113737.0,0.002563461629313507,45.11037655166246,49.6424370892526,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_OPEN_LOOP,0.0,50,58.55099456787109,5742.230749231293,75.77750820151908,0.4287998792276081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.50098123538941,51.04797462878782,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_OPEN_LOOP,0.0625,50,45.59236480712891,3684.3422316542037,60.6987827856062,0.6335053710669095,0.0592371596106823,0.04671282558522915,0.0625,24854.88,7056.0,28392.0,0.003262840389317699,46.50098123538941,51.04797462878782,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_OPEN_LOOP,0.125,50,46.14488677978515,3922.1417130531604,62.62700466294999,0.609850610673855,0.12248830058894644,0.10911968348170129,0.1249983514671942,51535.98,14112.0,56868.0,0.0025116994110535584,46.50098123538941,51.04797462878782,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_OPEN_LOOP,0.1875,50,46.107354431152345,3834.039417729727,61.919620620040355,0.6186144594160545,0.1854734921414199,0.17171117705242334,0.1874096054511485,78083.66,21336.0,85262.0,0.0020265078585801066,46.50098123538941,51.04797462878782,POOLED_LOSS; AREA_DOMAIN_EQUAL
VLM_SPATIAL_OPEN_LOOP,0.25,50,44.821927795410154,3559.635519321202,59.66268112749545,0.6459103913902872,0.24882475498181492,0.23486317177711838,0.24981646334762062,104805.28,28434.0,113654.0,0.0011752450181850838,46.50098123538941,51.04797462878782,POOLED_LOSS; AREA_DOMAIN_EQUAL
FULL_SCAN_P_ALL,1.0,50,41.69001007080078,2909.959431077675,53.94403981050803,0.7105359831287097,1.0,1.0,1.0,,,,,,,POOLED_FULL_REFERENCE_NOT_SAME_COST
