method,budget,specimen_key,partial_abs_error,full_abs_error,gap_mpa
CENTER_FIRST,0.0,xcmzfsbd9t:c24-52,140.62449645996094,100.54997253417969,40.07452392578125
CENTER_FIRST,0.0,xcmzfsbd9t:c24-56,61.45823669433594,10.77606201171875,50.68217468261719
CENTER_FIRST,0.0,xcmzfsbd9t:c24-9t,52.28483581542969,42.31825256347656,9.966583251953125
CENTER_FIRST,0.0,yfxyg8jm46:c16-12,10.045257568359375,30.113800048828125,-20.06854248046875
CENTER_FIRST,0.0,yfxyg8jm46:c16-14,19.52197265625,75.1148681640625,-55.5928955078125
CENTER_FIRST,0.0,yfxyg8jm46:c16-16,99.45077514648438,83.43072509765625,16.020050048828125
CENTER_FIRST,0.0,yfxyg8jm46:c16-17,15.2723388671875,39.58477783203125,-24.31243896484375
CENTER_FIRST,0.0,yfxyg8jm46:c16-24,135.2977294921875,106.78729248046875,28.51043701171875
CENTER_FIRST,0.0,yfxyg8jm46:c16-39,15.092727661132812,13.16387939453125,1.9288482666015625
CENTER_FIRST,0.0,yfxyg8jm46:c16-42,88.8741455078125,70.09922790527344,18.774917602539062
CENTER_FIRST,0.0,yfxyg8jm46:c16-5,28.29486083984375,1.26910400390625,27.0257568359375
CENTER_FIRST,0.0,ykhs7s2dck:q8-15,30.12420654296875,27.02520751953125,3.0989990234375
CENTER_FIRST,0.0,ykhs7s2dck:q8-2,27.22247314453125,4.3756256103515625,22.846847534179688
CENTER_FIRST,0.0,ykhs7s2dck:q8-22,10.51983642578125,10.238296508789062,0.2815399169921875
CENTER_FIRST,0.0,ykhs7s2dck:q8-33,6.0832061767578125,2.6740875244140625,3.40911865234375
CENTER_FIRST,0.0,ykhs7s2dck:q8-34,12.063369750976562,22.742568969726562,-10.67919921875
CENTER_FIRST,0.0,ykhs7s2dck:q8-37,50.68145751953125,55.085052490234375,-4.403594970703125
CENTER_FIRST,0.0,ykhs7s2dck:q8-8,26.8619384765625,24.179000854492188,2.6829376220703125
CENTER_FIRST,0.0625,74t7kcdgkr:c8-12,3.1519622802734375,13.05218505859375,-9.900222778320312
CENTER_FIRST,0.0625,74t7kcdgkr:c8-13,118.58944702148438,48.41204833984375,70.17739868164062
CENTER_FIRST,0.0625,74t7kcdgkr:c8-16,14.643035888671875,55.365203857421875,-40.72216796875
CENTER_FIRST,0.0625,74t7kcdgkr:c8-2,30.140213012695312,49.50349426269531,-19.36328125
CENTER_FIRST,0.0625,74t7kcdgkr:c8-21,23.26885986328125,40.40264892578125,-17.1337890625
CENTER_FIRST,0.0625,74t7kcdgkr:c8-28,51.3011474609375,24.069305419921875,27.231842041015625
CENTER_FIRST,0.0625,74t7kcdgkr:c8-3,14.691787719726562,9.135330200195312,5.55645751953125
CENTER_FIRST,0.0625,74t7kcdgkr:c8-39,69.54135131835938,34.272247314453125,35.26910400390625
CENTER_FIRST,0.0625,74t7kcdgkr:c8-43,36.41850280761719,8.22113037109375,28.197372436523438
CENTER_FIRST,0.0625,cgtnjyggtm:q24-11,26.639617919921875,50.60479736328125,-23.965179443359375
CENTER_FIRST,0.0625,cgtnjyggtm:q24-22,136.95315551757812,136.11361694335938,0.83953857421875
CENTER_FIRST,0.0625,cgtnjyggtm:q24-24,184.59478759765625,136.93490600585938,47.659881591796875
CENTER_FIRST,0.0625,cgtnjyggtm:q24-30,15.740203857421875,17.6099853515625,-1.869781494140625
CENTER_FIRST,0.0625,cgtnjyggtm:q24-44,52.85841369628906,35.23248291015625,17.625930786132812
CENTER_FIRST,0.0625,cgtnjyggtm:q24-47,51.73442077636719,15.954833984375,35.77958679199219
CENTER_FIRST,0.0625,cgtnjyggtm:q24-48,128.1053924560547,86.39570617675781,41.709686279296875
CENTER_FIRST,0.0625,cgtnjyggtm:q24-6,45.3795166015625,51.736358642578125,-6.356842041015625
CENTER_FIRST,0.0625,cgtnjyggtm:q24-9,16.123672485351562,44.77290344238281,-28.64923095703125
CENTER_FIRST,0.0625,w68dtmpfyf:q16-14,41.90386962890625,1.595977783203125,40.307891845703125
CENTER_FIRST,0.0625,w68dtmpfyf:q16-2,66.17803955078125,65.98843383789062,0.189605712890625
CENTER_FIRST,0.0625,w68dtmpfyf:q16-29,12.403656005859375,0.1917724609375,12.211883544921875
CENTER_FIRST,0.0625,w68dtmpfyf:q16-3,10.209320068359375,8.855377197265625,1.35394287109375
CENTER_FIRST,0.0625,w68dtmpfyf:q16-33,0.919586181640625,13.4556884765625,-12.536102294921875
CENTER_FIRST,0.0625,w68dtmpfyf:q16-38,18.391693115234375,86.91232299804688,-68.5206298828125
CENTER_FIRST,0.0625,w68dtmpfyf:q16-43,28.3896484375,24.352386474609375,4.037261962890625
CENTER_FIRST,0.0625,w68dtmpfyf:q16-6,104.31356811523438,87.81918334960938,16.494384765625
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-37,146.23138427734375,45.913787841796875,100.31759643554688
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-39,17.121200561523438,14.7996826171875,2.3215179443359375
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-42,7.853240966796875,1.78533935546875,6.067901611328125
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-47,22.658538818359375,30.435546875,-7.777008056640625
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-50,56.59381103515625,63.49839782714844,-6.9045867919921875
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-51,45.0947265625,61.579620361328125,-16.484893798828125
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-52,112.11967468261719,100.54997253417969,11.5697021484375
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-56,38.91746520996094,10.77606201171875,28.141403198242188
CENTER_FIRST,0.0625,xcmzfsbd9t:c24-9t,47.72694396972656,42.31825256347656,5.40869140625
CENTER_FIRST,0.0625,yfxyg8jm46:c16-12,20.334625244140625,30.113800048828125,-9.7791748046875
CENTER_FIRST,0.0625,yfxyg8jm46:c16-14,42.9398193359375,75.1148681640625,-32.175048828125
CENTER_FIRST,0.0625,yfxyg8jm46:c16-16,87.28692626953125,83.43072509765625,3.856201171875
CENTER_FIRST,0.0625,yfxyg8jm46:c16-17,20.4161376953125,39.58477783203125,-19.16864013671875
CENTER_FIRST,0.0625,yfxyg8jm46:c16-24,149.77117919921875,106.78729248046875,42.98388671875
CENTER_FIRST,0.0625,yfxyg8jm46:c16-39,7.49755859375,13.16387939453125,-5.66632080078125
CENTER_FIRST,0.0625,yfxyg8jm46:c16-42,71.16673278808594,70.09922790527344,1.0675048828125
CENTER_FIRST,0.0625,yfxyg8jm46:c16-5,10.24249267578125,1.26910400390625,8.973388671875
CENTER_FIRST,0.0625,ykhs7s2dck:q8-15,39.445281982421875,27.02520751953125,12.420074462890625
CENTER_FIRST,0.0625,ykhs7s2dck:q8-2,22.410247802734375,4.3756256103515625,18.034622192382812
CENTER_FIRST,0.0625,ykhs7s2dck:q8-22,10.415878295898438,10.238296508789062,0.177581787109375
CENTER_FIRST,0.0625,ykhs7s2dck:q8-33,12.404922485351562,2.6740875244140625,9.7308349609375
CENTER_FIRST,0.0625,ykhs7s2dck:q8-34,3.9492950439453125,22.742568969726562,-18.79327392578125
CENTER_FIRST,0.0625,ykhs7s2dck:q8-37,61.328582763671875,55.085052490234375,6.2435302734375
CENTER_FIRST,0.0625,ykhs7s2dck:q8-8,37.745208740234375,24.179000854492188,13.566207885742188
CENTER_FIRST,0.125,74t7kcdgkr:c8-12,10.092330932617188,13.05218505859375,-2.9598541259765625
CENTER_FIRST,0.125,74t7kcdgkr:c8-13,134.66217041015625,48.41204833984375,86.2501220703125
CENTER_FIRST,0.125,74t7kcdgkr:c8-16,17.486114501953125,55.365203857421875,-37.87908935546875
CENTER_FIRST,0.125,74t7kcdgkr:c8-2,44.82496643066406,49.50349426269531,-4.67852783203125
CENTER_FIRST,0.125,74t7kcdgkr:c8-21,31.125762939453125,40.40264892578125,-9.276885986328125
CENTER_FIRST,0.125,74t7kcdgkr:c8-28,39.6180419921875,24.069305419921875,15.548736572265625
CENTER_FIRST,0.125,74t7kcdgkr:c8-3,17.86859130859375,9.135330200195312,8.733261108398438
CENTER_FIRST,0.125,74t7kcdgkr:c8-39,64.10049438476562,34.272247314453125,29.8282470703125
CENTER_FIRST,0.125,74t7kcdgkr:c8-43,39.29119873046875,8.22113037109375,31.070068359375
CENTER_FIRST,0.125,cgtnjyggtm:q24-11,0.587738037109375,50.60479736328125,-50.017059326171875
CENTER_FIRST,0.125,cgtnjyggtm:q24-22,142.1890869140625,136.11361694335938,6.075469970703125
CENTER_FIRST,0.125,cgtnjyggtm:q24-24,179.24493408203125,136.93490600585938,42.310028076171875
CENTER_FIRST,0.125,cgtnjyggtm:q24-30,20.563629150390625,17.6099853515625,2.953643798828125
CENTER_FIRST,0.125,cgtnjyggtm:q24-44,54.67735290527344,35.23248291015625,19.444869995117188
CENTER_FIRST,0.125,cgtnjyggtm:q24-47,44.33341979980469,15.954833984375,28.378585815429688
CENTER_FIRST,0.125,cgtnjyggtm:q24-48,123.41209411621094,86.39570617675781,37.016387939453125
CENTER_FIRST,0.125,cgtnjyggtm:q24-6,65.7830810546875,51.736358642578125,14.046722412109375
CENTER_FIRST,0.125,cgtnjyggtm:q24-9,16.659088134765625,44.77290344238281,-28.113815307617188
CENTER_FIRST,0.125,w68dtmpfyf:q16-14,50.569244384765625,1.595977783203125,48.9732666015625
CENTER_FIRST,0.125,w68dtmpfyf:q16-2,78.6405029296875,65.98843383789062,12.652069091796875
CENTER_FIRST,0.125,w68dtmpfyf:q16-29,2.7420654296875,0.1917724609375,2.55029296875
CENTER_FIRST,0.125,w68dtmpfyf:q16-3,15.399749755859375,8.855377197265625,6.54437255859375
CENTER_FIRST,0.125,w68dtmpfyf:q16-33,0.504974365234375,13.4556884765625,-12.950714111328125
CENTER_FIRST,0.125,w68dtmpfyf:q16-38,48.172760009765625,86.91232299804688,-38.73956298828125
CENTER_FIRST,0.125,w68dtmpfyf:q16-43,20.18212890625,24.352386474609375,-4.170257568359375
CENTER_FIRST,0.125,w68dtmpfyf:q16-6,104.2996826171875,87.81918334960938,16.480499267578125
CENTER_FIRST,0.125,xcmzfsbd9t:c24-37,133.22537231445312,45.913787841796875,87.31158447265625
CENTER_FIRST,0.125,xcmzfsbd9t:c24-39,20.866928100585938,14.7996826171875,6.0672454833984375
CENTER_FIRST,0.125,xcmzfsbd9t:c24-42,20.422271728515625,1.78533935546875,18.636932373046875
CENTER_FIRST,0.125,xcmzfsbd9t:c24-47,20.163330078125,30.435546875,-10.272216796875
CENTER_FIRST,0.125,xcmzfsbd9t:c24-50,58.212158203125,63.49839782714844,-5.2862396240234375
CENTER_FIRST,0.125,xcmzfsbd9t:c24-51,45.843017578125,61.579620361328125,-15.736602783203125
CENTER_FIRST,0.125,xcmzfsbd9t:c24-52,110.41197204589844,100.54997253417969,9.86199951171875
CENTER_FIRST,0.125,xcmzfsbd9t:c24-56,54.03974914550781,10.77606201171875,43.26368713378906
CENTER_FIRST,0.125,xcmzfsbd9t:c24-9t,49.99737548828125,42.31825256347656,7.6791229248046875
CENTER_FIRST,0.125,yfxyg8jm46:c16-12,27.923812866210938,30.113800048828125,-2.1899871826171875
CENTER_FIRST,0.125,yfxyg8jm46:c16-14,13.09613037109375,75.1148681640625,-62.01873779296875
CENTER_FIRST,0.125,yfxyg8jm46:c16-16,107.6610107421875,83.43072509765625,24.23028564453125
CENTER_FIRST,0.125,yfxyg8jm46:c16-17,23.0972900390625,39.58477783203125,-16.48748779296875
CENTER_FIRST,0.125,yfxyg8jm46:c16-24,149.71499633789062,106.78729248046875,42.927703857421875
CENTER_FIRST,0.125,yfxyg8jm46:c16-39,10.307403564453125,13.16387939453125,-2.856475830078125
CENTER_FIRST,0.125,yfxyg8jm46:c16-42,70.80136108398438,70.09922790527344,0.7021331787109375
CENTER_FIRST,0.125,yfxyg8jm46:c16-5,4.768798828125,1.26910400390625,3.49969482421875
CENTER_FIRST,0.125,ykhs7s2dck:q8-15,35.41046142578125,27.02520751953125,8.38525390625
CENTER_FIRST,0.125,ykhs7s2dck:q8-2,14.67816162109375,4.3756256103515625,10.302536010742188
CENTER_FIRST,0.125,ykhs7s2dck:q8-22,5.1463165283203125,10.238296508789062,-5.09197998046875
CENTER_FIRST,0.125,ykhs7s2dck:q8-33,12.622970581054688,2.6740875244140625,9.948883056640625
CENTER_FIRST,0.125,ykhs7s2dck:q8-34,1.752227783203125,22.742568969726562,-20.990341186523438
CENTER_FIRST,0.125,ykhs7s2dck:q8-37,51.960296630859375,55.085052490234375,-3.124755859375
CENTER_FIRST,0.125,ykhs7s2dck:q8-8,32.2069091796875,24.179000854492188,8.027908325195312
CENTER_FIRST,0.1875,74t7kcdgkr:c8-12,20.040115356445312,13.05218505859375,6.9879302978515625
CENTER_FIRST,0.1875,74t7kcdgkr:c8-13,142.35906982421875,48.41204833984375,93.947021484375
CENTER_FIRST,0.1875,74t7kcdgkr:c8-16,17.534423828125,55.365203857421875,-37.830780029296875
CENTER_FIRST,0.1875,74t7kcdgkr:c8-2,49.90367126464844,49.50349426269531,0.400177001953125
CENTER_FIRST,0.1875,74t7kcdgkr:c8-21,34.1531982421875,40.40264892578125,-6.24945068359375
CENTER_FIRST,0.1875,74t7kcdgkr:c8-28,37.26873779296875,24.069305419921875,13.199432373046875
CENTER_FIRST,0.1875,74t7kcdgkr:c8-3,15.37945556640625,9.135330200195312,6.2441253662109375
CENTER_FIRST,0.1875,74t7kcdgkr:c8-39,62.00056457519531,34.272247314453125,27.728317260742188
CENTER_FIRST,0.1875,74t7kcdgkr:c8-43,30.81005859375,8.22113037109375,22.58892822265625
CENTER_FIRST,0.1875,cgtnjyggtm:q24-11,10.5557861328125,50.60479736328125,-40.04901123046875
CENTER_FIRST,0.1875,cgtnjyggtm:q24-22,157.60403442382812,136.11361694335938,21.49041748046875
CENTER_FIRST,0.1875,cgtnjyggtm:q24-24,176.75677490234375,136.93490600585938,39.821868896484375
CENTER_FIRST,0.1875,cgtnjyggtm:q24-30,33.19960021972656,17.6099853515625,15.589614868164062
CENTER_FIRST,0.1875,cgtnjyggtm:q24-44,51.52110290527344,35.23248291015625,16.288619995117188
CENTER_FIRST,0.1875,cgtnjyggtm:q24-47,42.88201904296875,15.954833984375,26.92718505859375
CENTER_FIRST,0.1875,cgtnjyggtm:q24-48,109.23780822753906,86.39570617675781,22.84210205078125
CENTER_FIRST,0.1875,cgtnjyggtm:q24-6,63.172271728515625,51.736358642578125,11.4359130859375
CENTER_FIRST,0.1875,cgtnjyggtm:q24-9,23.820480346679688,44.77290344238281,-20.952423095703125
CENTER_FIRST,0.1875,w68dtmpfyf:q16-14,48.501861572265625,1.595977783203125,46.9058837890625
CENTER_FIRST,0.1875,w68dtmpfyf:q16-2,72.80117797851562,65.98843383789062,6.812744140625
CENTER_FIRST,0.1875,w68dtmpfyf:q16-29,9.466522216796875,0.1917724609375,9.274749755859375
CENTER_FIRST,0.1875,w68dtmpfyf:q16-3,8.559844970703125,8.855377197265625,-0.2955322265625
CENTER_FIRST,0.1875,w68dtmpfyf:q16-33,0.759674072265625,13.4556884765625,-12.696014404296875
CENTER_FIRST,0.1875,w68dtmpfyf:q16-38,65.86300659179688,86.91232299804688,-21.04931640625
CENTER_FIRST,0.1875,w68dtmpfyf:q16-43,18.701507568359375,24.352386474609375,-5.65087890625
CENTER_FIRST,0.1875,w68dtmpfyf:q16-6,100.21456909179688,87.81918334960938,12.3953857421875
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-37,127.0877685546875,45.913787841796875,81.17398071289062
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-39,17.112380981445312,14.7996826171875,2.3126983642578125
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-42,16.79779052734375,1.78533935546875,15.012451171875
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-47,20.5589599609375,30.435546875,-9.8765869140625
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-50,60.61170959472656,63.49839782714844,-2.886688232421875
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-51,49.56072998046875,61.579620361328125,-12.018890380859375
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-52,117.25865173339844,100.54997253417969,16.70867919921875
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-56,56.87211608886719,10.77606201171875,46.09605407714844
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-9t,46.23490905761719,42.31825256347656,3.916656494140625
CENTER_FIRST,0.1875,yfxyg8jm46:c16-12,33.48835754394531,30.113800048828125,3.3745574951171875
CENTER_FIRST,0.1875,yfxyg8jm46:c16-14,19.560791015625,75.1148681640625,-55.5540771484375
CENTER_FIRST,0.1875,yfxyg8jm46:c16-16,112.87322998046875,83.43072509765625,29.4425048828125
CENTER_FIRST,0.1875,yfxyg8jm46:c16-17,11.322662353515625,39.58477783203125,-28.262115478515625
CENTER_FIRST,0.1875,yfxyg8jm46:c16-24,142.62918090820312,106.78729248046875,35.841888427734375
CENTER_FIRST,0.1875,yfxyg8jm46:c16-39,10.725250244140625,13.16387939453125,-2.438629150390625
CENTER_FIRST,0.1875,yfxyg8jm46:c16-42,75.43626403808594,70.09922790527344,5.3370361328125
CENTER_FIRST,0.1875,yfxyg8jm46:c16-5,0.53839111328125,1.26910400390625,-0.730712890625
CENTER_FIRST,0.1875,ykhs7s2dck:q8-15,34.35833740234375,27.02520751953125,7.3331298828125
CENTER_FIRST,0.1875,ykhs7s2dck:q8-2,0.064117431640625,4.3756256103515625,-4.3115081787109375
CENTER_FIRST,0.1875,ykhs7s2dck:q8-22,7.2378692626953125,10.238296508789062,-3.00042724609375
CENTER_FIRST,0.1875,ykhs7s2dck:q8-33,9.460418701171875,2.6740875244140625,6.7863311767578125
CENTER_FIRST,0.1875,ykhs7s2dck:q8-34,4.0057220458984375,22.742568969726562,-18.736846923828125
CENTER_FIRST,0.1875,ykhs7s2dck:q8-37,54.204193115234375,55.085052490234375,-0.880859375
CENTER_FIRST,0.1875,ykhs7s2dck:q8-8,23.609329223632812,24.179000854492188,-0.569671630859375
CENTER_FIRST,0.25,74t7kcdgkr:c8-12,15.832992553710938,13.05218505859375,2.7808074951171875
CENTER_FIRST,0.25,74t7kcdgkr:c8-13,144.06884765625,48.41204833984375,95.65679931640625
CENTER_FIRST,0.25,74t7kcdgkr:c8-16,13.94830322265625,55.365203857421875,-41.416900634765625
CENTER_FIRST,0.25,74t7kcdgkr:c8-2,52.42572021484375,49.50349426269531,2.9222259521484375
CENTER_FIRST,0.25,74t7kcdgkr:c8-21,37.07215881347656,40.40264892578125,-3.3304901123046875
CENTER_FIRST,0.25,74t7kcdgkr:c8-28,38.854949951171875,24.069305419921875,14.78564453125
CENTER_FIRST,0.25,74t7kcdgkr:c8-3,11.1138916015625,9.135330200195312,1.9785614013671875
CENTER_FIRST,0.25,74t7kcdgkr:c8-39,59.2921142578125,34.272247314453125,25.019866943359375
CENTER_FIRST,0.25,74t7kcdgkr:c8-43,29.586929321289062,8.22113037109375,21.365798950195312
CENTER_FIRST,0.25,cgtnjyggtm:q24-11,17.534027099609375,50.60479736328125,-33.070770263671875
CENTER_FIRST,0.25,cgtnjyggtm:q24-22,154.12249755859375,136.11361694335938,18.008880615234375
CENTER_FIRST,0.25,cgtnjyggtm:q24-24,174.2005157470703,136.93490600585938,37.26560974121094
CENTER_FIRST,0.25,cgtnjyggtm:q24-30,37.54524230957031,17.6099853515625,19.935256958007812
CENTER_FIRST,0.25,cgtnjyggtm:q24-44,50.04405212402344,35.23248291015625,14.811569213867188
CENTER_FIRST,0.25,cgtnjyggtm:q24-47,38.02732849121094,15.954833984375,22.072494506835938
CENTER_FIRST,0.25,cgtnjyggtm:q24-48,105.65835571289062,86.39570617675781,19.262649536132812
CENTER_FIRST,0.25,cgtnjyggtm:q24-6,60.72698974609375,51.736358642578125,8.990631103515625
CENTER_FIRST,0.25,cgtnjyggtm:q24-9,27.245147705078125,44.77290344238281,-17.527755737304688
CENTER_FIRST,0.25,w68dtmpfyf:q16-14,45.03961181640625,1.595977783203125,43.443634033203125
CENTER_FIRST,0.25,w68dtmpfyf:q16-2,76.3284912109375,65.98843383789062,10.340057373046875
CENTER_FIRST,0.25,w68dtmpfyf:q16-29,9.3751220703125,0.1917724609375,9.183349609375
CENTER_FIRST,0.25,w68dtmpfyf:q16-3,10.680755615234375,8.855377197265625,1.82537841796875
CENTER_FIRST,0.25,w68dtmpfyf:q16-33,0.563995361328125,13.4556884765625,-12.891693115234375
CENTER_FIRST,0.25,w68dtmpfyf:q16-38,70.48727416992188,86.91232299804688,-16.425048828125
CENTER_FIRST,0.25,w68dtmpfyf:q16-43,21.68133544921875,24.352386474609375,-2.671051025390625
CENTER_FIRST,0.25,w68dtmpfyf:q16-6,95.23162841796875,87.81918334960938,7.412445068359375
CENTER_FIRST,0.25,xcmzfsbd9t:c24-37,119.50186157226562,45.913787841796875,73.58807373046875
CENTER_FIRST,0.25,xcmzfsbd9t:c24-39,14.899398803710938,14.7996826171875,0.0997161865234375
CENTER_FIRST,0.25,xcmzfsbd9t:c24-42,17.02667236328125,1.78533935546875,15.2413330078125
CENTER_FIRST,0.25,xcmzfsbd9t:c24-47,13.614044189453125,30.435546875,-16.821502685546875
CENTER_FIRST,0.25,xcmzfsbd9t:c24-50,60.26025390625,63.49839782714844,-3.2381439208984375
CENTER_FIRST,0.25,xcmzfsbd9t:c24-51,49.218505859375,61.579620361328125,-12.361114501953125
CENTER_FIRST,0.25,xcmzfsbd9t:c24-52,123.18986511230469,100.54997253417969,22.639892578125
CENTER_FIRST,0.25,xcmzfsbd9t:c24-56,48.74159240722656,10.77606201171875,37.96553039550781
CENTER_FIRST,0.25,xcmzfsbd9t:c24-9t,42.42375183105469,42.31825256347656,0.105499267578125
CENTER_FIRST,0.25,yfxyg8jm46:c16-12,34.49552917480469,30.113800048828125,4.3817291259765625
CENTER_FIRST,0.25,yfxyg8jm46:c16-14,29.79986572265625,75.1148681640625,-45.31500244140625
CENTER_FIRST,0.25,yfxyg8jm46:c16-16,109.288330078125,83.43072509765625,25.85760498046875
CENTER_FIRST,0.25,yfxyg8jm46:c16-17,3.008331298828125,39.58477783203125,-36.576446533203125
CENTER_FIRST,0.25,yfxyg8jm46:c16-24,137.67648315429688,106.78729248046875,30.889190673828125
CENTER_FIRST,0.25,yfxyg8jm46:c16-39,8.819625854492188,13.16387939453125,-4.3442535400390625
CENTER_FIRST,0.25,yfxyg8jm46:c16-42,75.07269287109375,70.09922790527344,4.9734649658203125
CENTER_FIRST,0.25,yfxyg8jm46:c16-5,0.091400146484375,1.26910400390625,-1.177703857421875
CENTER_FIRST,0.25,ykhs7s2dck:q8-15,31.311065673828125,27.02520751953125,4.285858154296875
CENTER_FIRST,0.25,ykhs7s2dck:q8-2,0.3781890869140625,4.3756256103515625,-3.9974365234375
CENTER_FIRST,0.25,ykhs7s2dck:q8-22,3.967132568359375,10.238296508789062,-6.2711639404296875
CENTER_FIRST,0.25,ykhs7s2dck:q8-33,6.104156494140625,2.6740875244140625,3.4300689697265625
CENTER_FIRST,0.25,ykhs7s2dck:q8-34,4.746246337890625,22.742568969726562,-17.996322631835938
CENTER_FIRST,0.25,ykhs7s2dck:q8-37,55.124542236328125,55.085052490234375,0.03948974609375
CENTER_FIRST,0.25,ykhs7s2dck:q8-8,15.880645751953125,24.179000854492188,-8.298355102539062
GEOMETRY_SPREAD,0.0,74t7kcdgkr:c8-12,17.985794067382812,13.05218505859375,4.9336090087890625
GEOMETRY_SPREAD,0.0,74t7kcdgkr:c8-13,145.62942504882812,48.41204833984375,97.21737670898438
GEOMETRY_SPREAD,0.0,74t7kcdgkr:c8-16,37.202972412109375,55.365203857421875,-18.1622314453125
GEOMETRY_SPREAD,0.0,74t7kcdgkr:c8-2,101.94380187988281,49.50349426269531,52.4403076171875
GEOMETRY_SPREAD,0.0,74t7kcdgkr:c8-21,21.8836669921875,40.40264892578125,-18.51898193359375
GEOMETRY_SPREAD,0.0,74t7kcdgkr:c8-28,42.6036376953125,24.069305419921875,18.534332275390625
GEOMETRY_SPREAD,0.0,74t7kcdgkr:c8-3,5.7838287353515625,9.135330200195312,-3.35150146484375
GEOMETRY_SPREAD,0.0,74t7kcdgkr:c8-39,48.819793701171875,34.272247314453125,14.54754638671875
